stem,path,mother
P1586__1024__2976___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1586__1024__2976___824.png,P1586
P1586__1024__824___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1586__1024__824___0.png,P1586
P1586__1024__824___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1586__1024__824___1648.png,P1586
P1586__1024__824___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1586__1024__824___2472.png,P1586
P1586__1024__824___2976,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1586__1024__824___2976.png,P1586
P1586__1024__824___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1586__1024__824___824.png,P1586
P1596__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1596__1024__0___0.png,P1596
P1596__1024__0___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1596__1024__0___1648.png,P1596
P1596__1024__0___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1596__1024__0___2472.png,P1596
P1596__1024__0___3296,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1596__1024__0___3296.png,P1596
P1596__1024__0___3954,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1596__1024__0___3954.png,P1596
P1596__1024__0___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1596__1024__0___824.png,P1596
P1596__1024__1648___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1596__1024__1648___0.png,P1596
P1596__1024__1648___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1596__1024__1648___1648.png,P1596
P1596__1024__1648___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1596__1024__1648___2472.png,P1596
P1596__1024__1648___3296,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1596__1024__1648___3296.png,P1596
P1596__1024__1648___3954,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1596__1024__1648___3954.png,P1596
P1596__1024__1648___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1596__1024__1648___824.png,P1596
P1596__1024__2472___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1596__1024__2472___0.png,P1596
P1596__1024__2472___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1596__1024__2472___1648.png,P1596
P1596__1024__2472___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1596__1024__2472___2472.png,P1596
P1596__1024__2472___3296,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1596__1024__2472___3296.png,P1596
P1596__1024__2472___3954,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1596__1024__2472___3954.png,P1596
P1596__1024__2472___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1596__1024__2472___824.png,P1596
P1596__1024__2976___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1596__1024__2976___0.png,P1596
P1596__1024__2976___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1596__1024__2976___1648.png,P1596
P1596__1024__2976___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1596__1024__2976___2472.png,P1596
P1596__1024__2976___3296,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1596__1024__2976___3296.png,P1596
P1596__1024__2976___3954,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1596__1024__2976___3954.png,P1596
P1596__1024__2976___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1596__1024__2976___824.png,P1596
P1596__1024__824___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1596__1024__824___0.png,P1596
P1596__1024__824___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1596__1024__824___1648.png,P1596
P1596__1024__824___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1596__1024__824___2472.png,P1596
P1596__1024__824___3296,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1596__1024__824___3296.png,P1596
P1596__1024__824___3954,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1596__1024__824___3954.png,P1596
P1596__1024__824___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1596__1024__824___824.png,P1596
P1598__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1598__1024__0___0.png,P1598
P1598__1024__0___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1598__1024__0___1648.png,P1598
P1598__1024__0___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1598__1024__0___2472.png,P1598
P1598__1024__0___3296,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1598__1024__0___3296.png,P1598
P1598__1024__0___3954,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1598__1024__0___3954.png,P1598
P1598__1024__0___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1598__1024__0___824.png,P1598
P1598__1024__1648___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1598__1024__1648___0.png,P1598
P1598__1024__1648___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1598__1024__1648___1648.png,P1598
P1598__1024__1648___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1598__1024__1648___2472.png,P1598
P1598__1024__1648___3296,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1598__1024__1648___3296.png,P1598
P1598__1024__1648___3954,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1598__1024__1648___3954.png,P1598
P1598__1024__1648___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1598__1024__1648___824.png,P1598
P1598__1024__2472___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1598__1024__2472___0.png,P1598
P1598__1024__2472___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1598__1024__2472___1648.png,P1598
P1598__1024__2472___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1598__1024__2472___2472.png,P1598
P1598__1024__2472___3296,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1598__1024__2472___3296.png,P1598
P1598__1024__2472___3954,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1598__1024__2472___3954.png,P1598
P1598__1024__2472___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1598__1024__2472___824.png,P1598
P1598__1024__2976___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1598__1024__2976___0.png,P1598
P1598__1024__2976___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1598__1024__2976___1648.png,P1598
P1598__1024__2976___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1598__1024__2976___2472.png,P1598
P1598__1024__2976___3296,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1598__1024__2976___3296.png,P1598
P1598__1024__2976___3954,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1598__1024__2976___3954.png,P1598
P1598__1024__2976___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1598__1024__2976___824.png,P1598
P1598__1024__824___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1598__1024__824___0.png,P1598
P1598__1024__824___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1598__1024__824___1648.png,P1598
P1598__1024__824___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1598__1024__824___2472.png,P1598
P1598__1024__824___3296,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1598__1024__824___3296.png,P1598
P1598__1024__824___3954,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1598__1024__824___3954.png,P1598
P1598__1024__824___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1598__1024__824___824.png,P1598
P1601__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1601__1024__0___0.png,P1601
P1601__1024__0___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1601__1024__0___1648.png,P1601
P1601__1024__0___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1601__1024__0___2472.png,P1601
P1601__1024__0___2976,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1601__1024__0___2976.png,P1601
P1601__1024__0___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1601__1024__0___824.png,P1601
P1601__1024__1648___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1601__1024__1648___0.png,P1601
P1601__1024__1648___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1601__1024__1648___1648.png,P1601
P1601__1024__1648___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1601__1024__1648___2472.png,P1601
P1601__1024__1648___2976,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1601__1024__1648___2976.png,P1601
P1601__1024__1648___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1601__1024__1648___824.png,P1601
P1601__1024__2472___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1601__1024__2472___0.png,P1601
P1601__1024__2472___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1601__1024__2472___1648.png,P1601
P1601__1024__2472___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1601__1024__2472___2472.png,P1601
P1601__1024__2472___2976,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1601__1024__2472___2976.png,P1601
P1601__1024__2472___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1601__1024__2472___824.png,P1601
P1601__1024__2976___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1601__1024__2976___0.png,P1601
P1601__1024__2976___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1601__1024__2976___1648.png,P1601
P1601__1024__2976___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1601__1024__2976___2472.png,P1601
P1601__1024__2976___2976,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1601__1024__2976___2976.png,P1601
P1601__1024__2976___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1601__1024__2976___824.png,P1601
P1601__1024__824___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1601__1024__824___0.png,P1601
P1601__1024__824___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1601__1024__824___1648.png,P1601
P1601__1024__824___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1601__1024__824___2472.png,P1601
P1601__1024__824___2976,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1601__1024__824___2976.png,P1601
P1601__1024__824___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1601__1024__824___824.png,P1601
P1604__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1604__1024__0___0.png,P1604
P1604__1024__0___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1604__1024__0___1648.png,P1604
P1604__1024__0___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1604__1024__0___2472.png,P1604
P1604__1024__0___2976,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1604__1024__0___2976.png,P1604
P1604__1024__0___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1604__1024__0___824.png,P1604
P1604__1024__1648___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1604__1024__1648___0.png,P1604
P1604__1024__1648___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1604__1024__1648___1648.png,P1604
P1604__1024__1648___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1604__1024__1648___2472.png,P1604
P1604__1024__1648___2976,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1604__1024__1648___2976.png,P1604
P1604__1024__1648___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1604__1024__1648___824.png,P1604
P1604__1024__2472___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1604__1024__2472___0.png,P1604
P1604__1024__2472___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1604__1024__2472___1648.png,P1604
P1604__1024__2472___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1604__1024__2472___2472.png,P1604
P1604__1024__2472___2976,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1604__1024__2472___2976.png,P1604
P1604__1024__2472___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1604__1024__2472___824.png,P1604
P1604__1024__2976___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1604__1024__2976___0.png,P1604
P1604__1024__2976___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1604__1024__2976___1648.png,P1604
P1604__1024__2976___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1604__1024__2976___2472.png,P1604
P1604__1024__2976___2976,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1604__1024__2976___2976.png,P1604
P1604__1024__2976___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1604__1024__2976___824.png,P1604
P1604__1024__824___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1604__1024__824___0.png,P1604
P1604__1024__824___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1604__1024__824___1648.png,P1604
P1604__1024__824___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1604__1024__824___2472.png,P1604
P1604__1024__824___2976,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1604__1024__824___2976.png,P1604
P1604__1024__824___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1604__1024__824___824.png,P1604
P1610__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1610__1024__0___0.png,P1610
P1610__1024__0___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1610__1024__0___1648.png,P1610
P1610__1024__0___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1610__1024__0___2472.png,P1610
P1610__1024__0___2976,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1610__1024__0___2976.png,P1610
P1610__1024__0___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1610__1024__0___824.png,P1610
P1610__1024__1648___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1610__1024__1648___0.png,P1610
P1610__1024__1648___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1610__1024__1648___1648.png,P1610
P1610__1024__1648___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1610__1024__1648___2472.png,P1610
P1610__1024__1648___2976,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1610__1024__1648___2976.png,P1610
P1610__1024__1648___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1610__1024__1648___824.png,P1610
P1610__1024__2472___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1610__1024__2472___0.png,P1610
P1610__1024__2472___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1610__1024__2472___1648.png,P1610
P1610__1024__2472___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1610__1024__2472___2472.png,P1610
P1610__1024__2472___2976,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1610__1024__2472___2976.png,P1610
P1610__1024__2472___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1610__1024__2472___824.png,P1610
P1610__1024__2976___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1610__1024__2976___0.png,P1610
P1610__1024__2976___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1610__1024__2976___1648.png,P1610
P1610__1024__2976___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1610__1024__2976___2472.png,P1610
P1610__1024__2976___2976,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1610__1024__2976___2976.png,P1610
P1610__1024__2976___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1610__1024__2976___824.png,P1610
P1610__1024__824___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1610__1024__824___0.png,P1610
P1610__1024__824___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1610__1024__824___1648.png,P1610
P1610__1024__824___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1610__1024__824___2472.png,P1610
P1610__1024__824___2976,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1610__1024__824___2976.png,P1610
P1610__1024__824___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1610__1024__824___824.png,P1610
P1619__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1619__1024__0___0.png,P1619
P1619__1024__0___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1619__1024__0___1648.png,P1619
P1619__1024__0___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1619__1024__0___2472.png,P1619
P1619__1024__0___2976,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1619__1024__0___2976.png,P1619
P1619__1024__0___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1619__1024__0___824.png,P1619
P1619__1024__1648___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1619__1024__1648___0.png,P1619
P1619__1024__1648___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1619__1024__1648___1648.png,P1619
P1619__1024__1648___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1619__1024__1648___2472.png,P1619
P1619__1024__1648___2976,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1619__1024__1648___2976.png,P1619
P1619__1024__1648___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1619__1024__1648___824.png,P1619
P1619__1024__2472___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1619__1024__2472___0.png,P1619
P1619__1024__2472___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1619__1024__2472___1648.png,P1619
P1619__1024__2472___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1619__1024__2472___2472.png,P1619
P1619__1024__2472___2976,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1619__1024__2472___2976.png,P1619
P1619__1024__2472___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1619__1024__2472___824.png,P1619
P1619__1024__2976___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1619__1024__2976___0.png,P1619
P1619__1024__2976___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1619__1024__2976___1648.png,P1619
P1619__1024__2976___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1619__1024__2976___2472.png,P1619
P1619__1024__2976___2976,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1619__1024__2976___2976.png,P1619
P1619__1024__2976___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1619__1024__2976___824.png,P1619
P1619__1024__824___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1619__1024__824___0.png,P1619
P1619__1024__824___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1619__1024__824___1648.png,P1619
P1619__1024__824___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1619__1024__824___2472.png,P1619
P1619__1024__824___2976,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1619__1024__824___2976.png,P1619
P1619__1024__824___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1619__1024__824___824.png,P1619
P1623__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1623__1024__0___0.png,P1623
P1623__1024__0___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1623__1024__0___1648.png,P1623
P1623__1024__0___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1623__1024__0___2472.png,P1623
P1623__1024__0___3296,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1623__1024__0___3296.png,P1623
P1623__1024__0___3934,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1623__1024__0___3934.png,P1623
P1623__1024__0___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1623__1024__0___824.png,P1623
P1623__1024__1648___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1623__1024__1648___0.png,P1623
P1623__1024__1648___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1623__1024__1648___1648.png,P1623
P1623__1024__1648___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1623__1024__1648___2472.png,P1623
P1623__1024__1648___3296,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1623__1024__1648___3296.png,P1623
P1623__1024__1648___3934,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1623__1024__1648___3934.png,P1623
P1623__1024__1648___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1623__1024__1648___824.png,P1623
P1623__1024__2472___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1623__1024__2472___0.png,P1623
P1623__1024__2472___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1623__1024__2472___1648.png,P1623
P1623__1024__2472___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1623__1024__2472___2472.png,P1623
P1623__1024__2472___3296,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1623__1024__2472___3296.png,P1623
P1623__1024__2472___3934,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1623__1024__2472___3934.png,P1623
P1623__1024__2472___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1623__1024__2472___824.png,P1623
P1623__1024__2976___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1623__1024__2976___0.png,P1623
P1623__1024__2976___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1623__1024__2976___1648.png,P1623
P1623__1024__2976___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1623__1024__2976___2472.png,P1623
P1623__1024__2976___3296,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1623__1024__2976___3296.png,P1623
P1623__1024__2976___3934,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1623__1024__2976___3934.png,P1623
P1623__1024__2976___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1623__1024__2976___824.png,P1623
P1623__1024__824___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1623__1024__824___0.png,P1623
P1623__1024__824___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1623__1024__824___1648.png,P1623
P1623__1024__824___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1623__1024__824___2472.png,P1623
P1623__1024__824___3296,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1623__1024__824___3296.png,P1623
P1623__1024__824___3934,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1623__1024__824___3934.png,P1623
P1623__1024__824___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1623__1024__824___824.png,P1623
P1643__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1643__1024__0___0.png,P1643
P1643__1024__0___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1643__1024__0___1648.png,P1643
P1643__1024__0___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1643__1024__0___2472.png,P1643
P1643__1024__0___2976,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1643__1024__0___2976.png,P1643
P1643__1024__0___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1643__1024__0___824.png,P1643
P1643__1024__1648___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1643__1024__1648___0.png,P1643
P1643__1024__1648___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1643__1024__1648___1648.png,P1643
P1643__1024__1648___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1643__1024__1648___2472.png,P1643
P1643__1024__1648___2976,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1643__1024__1648___2976.png,P1643
P1643__1024__1648___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1643__1024__1648___824.png,P1643
P1643__1024__2472___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1643__1024__2472___0.png,P1643
