analysis_id,analysis_name,dataset,seed,mask_definition,risk_event,group_type,group_value,statistic,estimate,n,status,note,evidence_json
8,high_phase_mod_large_error_board,SODA-A,0,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,87,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 12.12742685, ""class"": ""container"", ""delta_theta_075_deg"": 7.23095145, ""image_id"": ""01387__800__4000___1200"", ""phase_mod"": 2.33272831, ""pred_id"": ""178""}"
8,high_phase_mod_large_error_board,SODA-A,0,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,88,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 11.85218821, ""class"": ""container"", ""delta_theta_075_deg"": 6.49876739, ""image_id"": ""01332__800__3600___1800"", ""phase_mod"": 2.53087818, ""pred_id"": ""14""}"
8,high_phase_mod_large_error_board,SODA-A,0,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,89,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 11.55882726, ""class"": ""container"", ""delta_theta_075_deg"": 7.23042604, ""image_id"": ""01387__800__4000___1200"", ""phase_mod"": 2.338086, ""pred_id"": ""84""}"
8,high_phase_mod_large_error_board,SODA-A,0,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,90,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 11.37607872, ""class"": ""container"", ""delta_theta_075_deg"": 7.23093291, ""image_id"": ""01387__800__4000___1200"", ""phase_mod"": 2.33285742, ""pred_id"": ""190""}"
8,high_phase_mod_large_error_board,SODA-A,0,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,91,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 11.27986184, ""class"": ""container"", ""delta_theta_075_deg"": 7.23042604, ""image_id"": ""01387__800__4000___1200"", ""phase_mod"": 2.33361769, ""pred_id"": ""125""}"
8,high_phase_mod_large_error_board,SODA-A,0,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,92,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 11.2746931, ""class"": ""container"", ""delta_theta_075_deg"": 7.23042604, ""image_id"": ""01387__800__4000___1200"", ""phase_mod"": 2.32575699, ""pred_id"": ""46""}"
8,high_phase_mod_large_error_board,SODA-A,0,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,93,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 11.26559358, ""class"": ""container"", ""delta_theta_075_deg"": 7.23093291, ""image_id"": ""01387__800__4000___1200"", ""phase_mod"": 2.33782293, ""pred_id"": ""80""}"
8,high_phase_mod_large_error_board,SODA-A,0,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,94,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 10.64176167, ""class"": ""ship"", ""delta_theta_075_deg"": 8.31792403, ""image_id"": ""01099__800__600___1800"", ""phase_mod"": 2.34307165, ""pred_id"": ""74""}"
8,high_phase_mod_large_error_board,SODA-A,0,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,95,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 10.64160116, ""class"": ""container"", ""delta_theta_075_deg"": 7.23042604, ""image_id"": ""01387__800__4000___1200"", ""phase_mod"": 2.34052979, ""pred_id"": ""71""}"
8,high_phase_mod_large_error_board,SODA-A,0,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,96,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 10.60434247, ""class"": ""container"", ""delta_theta_075_deg"": 7.23042604, ""image_id"": ""01387__800__4000___1200"", ""phase_mod"": 2.36373158, ""pred_id"": ""72""}"
8,high_phase_mod_large_error_board,SODA-A,0,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,97,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 10.46572378, ""class"": ""container"", ""delta_theta_075_deg"": 7.23093291, ""image_id"": ""01387__800__4000___1200"", ""phase_mod"": 2.32616425, ""pred_id"": ""53""}"
8,high_phase_mod_large_error_board,SODA-A,0,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,98,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 10.31541864, ""class"": ""container"", ""delta_theta_075_deg"": 7.23095145, ""image_id"": ""01387__800__4000___1200"", ""phase_mod"": 2.37052294, ""pred_id"": ""16""}"
8,high_phase_mod_large_error_board,SODA-A,0,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,99,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 10.18490739, ""class"": ""container"", ""delta_theta_075_deg"": 7.23042604, ""image_id"": ""01387__800__4000___1200"", ""phase_mod"": 2.33399449, ""pred_id"": ""39""}"
8,high_phase_mod_large_error_board,SODA-A,0,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,100,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 10.18197473, ""class"": ""container"", ""delta_theta_075_deg"": 6.49876739, ""image_id"": ""01332__800__3600___2045"", ""phase_mod"": 2.35607136, ""pred_id"": ""56""}"
9,multi_frequency_circular_disagreement,SODA-A,0,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),all,all,mean,0.41369345,193045,COMPLETE,,
9,multi_frequency_circular_disagreement,SODA-A,0,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),all,all,p90,0.85115765,193045,COMPLETE,,
9,multi_frequency_circular_disagreement,SODA-A,0,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),all,all,spearman_angle_error,0.25443239244614296,193045,COMPLETE,,
10,unwrap_candidate_energy_gap,SODA-A,0,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),all,all,mean,1.99826096,193045,COMPLETE,,
10,unwrap_candidate_energy_gap,SODA-A,0,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),all,all,p90,1.99999932,193045,COMPLETE,,
10,unwrap_candidate_energy_gap,SODA-A,0,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),all,all,spearman_angle_error,-0.25443239244614296,193045,COMPLETE,,
11,phase_direction_margin,SODA-A,0,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),all,all,mean,2.98614816,193045,COMPLETE,,
11,phase_direction_margin,SODA-A,0,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),all,all,p90,3.07154554,193045,COMPLETE,,
11,phase_direction_margin,SODA-A,0,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),all,all,spearman_angle_error,-0.04242408476521874,193045,COMPLETE,,
12,tta_phase_direction_circular_variance,SODA-A,0,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),all,all,mean,0.00455038,190941,COMPLETE,,
12,tta_phase_direction_circular_variance,SODA-A,0,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),all,all,p90,0.00085077,190941,COMPLETE,,
12,tta_phase_direction_circular_variance,SODA-A,0,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),all,all,spearman_angle_error,0.34656770948041477,190941,COMPLETE,,
1,phase_mod_x_angle_error,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),all,all,spearman,0.056715844877232954,195192,COMPLETE,,
1,phase_mod_x_angle_error,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),phase_mod_decile,D1,mean_angle_error_deg,2.81195634,19520,COMPLETE,,
1,phase_mod_x_angle_error,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),phase_mod_decile,D1,severe_event_rate,0.01280738,19520,COMPLETE,,
1,phase_mod_x_angle_error,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),phase_mod_decile,D2,mean_angle_error_deg,2.14765751,19519,COMPLETE,,
1,phase_mod_x_angle_error,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),phase_mod_decile,D2,severe_event_rate,0.00481582,19519,COMPLETE,,
1,phase_mod_x_angle_error,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),phase_mod_decile,D3,mean_angle_error_deg,1.82184064,19519,COMPLETE,,
1,phase_mod_x_angle_error,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),phase_mod_decile,D3,severe_event_rate,0.00230545,19519,COMPLETE,,
1,phase_mod_x_angle_error,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),phase_mod_decile,D4,mean_angle_error_deg,1.64816084,19519,COMPLETE,,
1,phase_mod_x_angle_error,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),phase_mod_decile,D4,severe_event_rate,0.00153696,19519,COMPLETE,,
1,phase_mod_x_angle_error,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),phase_mod_decile,D5,mean_angle_error_deg,1.59714726,19519,COMPLETE,,
1,phase_mod_x_angle_error,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),phase_mod_decile,D5,severe_event_rate,0.00199805,19519,COMPLETE,,
1,phase_mod_x_angle_error,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),phase_mod_decile,D6,mean_angle_error_deg,1.60451234,19519,COMPLETE,,
1,phase_mod_x_angle_error,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),phase_mod_decile,D6,severe_event_rate,0.0015882,19519,COMPLETE,,
1,phase_mod_x_angle_error,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),phase_mod_decile,D7,mean_angle_error_deg,1.9205103,19519,COMPLETE,,
1,phase_mod_x_angle_error,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),phase_mod_decile,D7,severe_event_rate,0.00199805,19519,COMPLETE,,
1,phase_mod_x_angle_error,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),phase_mod_decile,D8,mean_angle_error_deg,2.32634851,19519,COMPLETE,,
1,phase_mod_x_angle_error,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),phase_mod_decile,D8,severe_event_rate,0.00404734,19519,COMPLETE,,
1,phase_mod_x_angle_error,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),phase_mod_decile,D9,mean_angle_error_deg,2.50392899,19519,COMPLETE,,
1,phase_mod_x_angle_error,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),phase_mod_decile,D9,severe_event_rate,0.00502075,19519,COMPLETE,,
1,phase_mod_x_angle_error,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),phase_mod_decile,D10,mean_angle_error_deg,2.60953932,19520,COMPLETE,,
1,phase_mod_x_angle_error,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),phase_mod_decile,D10,severe_event_rate,0.0079918,19520,COMPLETE,,
2,phase_mod_x_phase_angle,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),all,all,spearman_cos_phase,0.0017522284267349386,195192,COMPLETE,,
2,phase_mod_x_phase_angle,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),all,all,spearman_sin_phase,0.019609119398483078,195192,COMPLETE,,
3,phase_mod_x_objectness,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),all,all,availability,,0,UNAVAILABLE,UNAVAILABLE: frozen PSC RetinaNet has no separate objectness output; detection score is reported only in the registered score comparison.,
4,phase_mod_x_feature_norm,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),all,all,spearman,-0.06712508701147113,195192,COMPLETE,Feature norm is the actual shared regression/angle-tower feature at the post-NMS-selected FPN location.,
5,phase_mod_x_size,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),all,all,spearman,-0.034111515884670894,195192,COMPLETE,Size statistic uses log(GT box area) for preregistered diagnostic conditioning only.,
6,phase_mod_x_class,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),class,airplane,median_phase_mod,2.24216254,38,COMPLETE,,
6,phase_mod_x_class,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),class,airplane,severe_event_rate,0.05263158,38,COMPLETE,,
6,phase_mod_x_class,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),class,container,median_phase_mod,2.23791661,35783,COMPLETE,,
6,phase_mod_x_class,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),class,container,severe_event_rate,0.0037448,35783,COMPLETE,,
6,phase_mod_x_class,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),class,helicopter,median_phase_mod,2.35195473,2,COMPLETE,,
6,phase_mod_x_class,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),class,helicopter,severe_event_rate,0.0,2,COMPLETE,,
6,phase_mod_x_class,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),class,large-vehicle,median_phase_mod,2.2423214,4171,COMPLETE,,
6,phase_mod_x_class,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),class,large-vehicle,severe_event_rate,0.00359626,4171,COMPLETE,,
6,phase_mod_x_class,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),class,ship,median_phase_mod,2.24610274,30908,COMPLETE,,
6,phase_mod_x_class,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),class,ship,severe_event_rate,0.0043678,30908,COMPLETE,,
6,phase_mod_x_class,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),class,small-vehicle,median_phase_mod,2.24016058,120268,COMPLETE,,
6,phase_mod_x_class,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),class,small-vehicle,severe_event_rate,0.00412412,120268,COMPLETE,,
6,phase_mod_x_class,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),class,swimming-pool,median_phase_mod,2.25739077,2596,COMPLETE,,
6,phase_mod_x_class,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),class,swimming-pool,severe_event_rate,0.03043143,2596,COMPLETE,,
6,phase_mod_x_class,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),class,windmill,median_phase_mod,2.24798762,1426,COMPLETE,,
6,phase_mod_x_class,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),class,windmill,severe_event_rate,0.0,1426,COMPLETE,,
7,phase_mod_x_boundary_wrapping,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),all,all,spearman_boundary_distance,0.013405813242328375,195192,COMPLETE,,
7,phase_mod_x_boundary_wrapping,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),wrapping_condition,False,severe_event_rate,0.00441104,195192,COMPLETE,,
7,phase_mod_x_boundary_wrapping,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),wrapping_condition,True,severe_event_rate,,0,UNAVAILABLE,,
8,high_phase_mod_large_error_board,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,1,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 87.1973958, ""class"": ""small-vehicle"", ""delta_theta_075_deg"": 15.23483647, ""image_id"": ""00498__800__3000___600"", ""phase_mod"": 2.47354229, ""pred_id"": ""269""}"
8,high_phase_mod_large_error_board,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,2,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 32.87332743, ""class"": ""small-vehicle"", ""delta_theta_075_deg"": 14.62316469, ""image_id"": ""00356__800__1800___1944"", ""phase_mod"": 2.32749817, ""pred_id"": ""0""}"
8,high_phase_mod_large_error_board,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,3,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 32.77460388, ""class"": ""small-vehicle"", ""delta_theta_075_deg"": 14.62316469, ""image_id"": ""00356__800__1200___1944"", ""phase_mod"": 2.33304275, ""pred_id"": ""87""}"
8,high_phase_mod_large_error_board,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,4,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 30.20726213, ""class"": ""swimming-pool"", ""delta_theta_075_deg"": 13.84213948, ""image_id"": ""00557__800__1200___1985"", ""phase_mod"": 2.39429206, ""pred_id"": ""16""}"
8,high_phase_mod_large_error_board,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,5,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 29.49937529, ""class"": ""ship"", ""delta_theta_075_deg"": 11.48580004, ""image_id"": ""00231__800__0___600"", ""phase_mod"": 2.37520353, ""pred_id"": ""277""}"
8,high_phase_mod_large_error_board,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,6,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 29.18953742, ""class"": ""swimming-pool"", ""delta_theta_075_deg"": 14.50955505, ""image_id"": ""00575__800__3955___0"", ""phase_mod"": 2.34811762, ""pred_id"": ""8""}"
8,high_phase_mod_large_error_board,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,7,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 28.4456581, ""class"": ""ship"", ""delta_theta_075_deg"": 14.32199632, ""image_id"": ""00231__800__0___600"", ""phase_mod"": 2.35197485, ""pred_id"": ""67""}"
8,high_phase_mod_large_error_board,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,8,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 27.82235211, ""class"": ""swimming-pool"", ""delta_theta_075_deg"": 14.50955505, ""image_id"": ""00575__800__3955___600"", ""phase_mod"": 2.37517806, ""pred_id"": ""2""}"
8,high_phase_mod_large_error_board,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,9,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 25.56584453, ""class"": ""small-vehicle"", ""delta_theta_075_deg"": 13.82685693, ""image_id"": ""00867__800__1200___2045"", ""phase_mod"": 2.45238901, ""pred_id"": ""216""}"
8,high_phase_mod_large_error_board,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,10,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 24.6750701, ""class"": ""small-vehicle"", ""delta_theta_075_deg"": 14.80293769, ""image_id"": ""00893__800__600___0"", ""phase_mod"": 2.32289931, ""pred_id"": ""27""}"
8,high_phase_mod_large_error_board,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,11,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 24.43231066, ""class"": ""ship"", ""delta_theta_075_deg"": 14.406467, ""image_id"": ""00231__800__0___600"", ""phase_mod"": 2.3197732, ""pred_id"": ""172""}"
8,high_phase_mod_large_error_board,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,12,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 23.90939479, ""class"": ""swimming-pool"", ""delta_theta_075_deg"": 13.00900566, ""image_id"": ""01284__800__1800___600"", ""phase_mod"": 2.38465602, ""pred_id"": ""5""}"
8,high_phase_mod_large_error_board,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,13,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 23.78093351, ""class"": ""small-vehicle"", ""delta_theta_075_deg"": 13.49392737, ""image_id"": ""00557__800__2400___1800"", ""phase_mod"": 2.35980197, ""pred_id"": ""48""}"
8,high_phase_mod_large_error_board,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,14,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 23.43573404, ""class"": ""small-vehicle"", ""delta_theta_075_deg"": 14.66357027, ""image_id"": ""02463__800__1200___1200"", ""phase_mod"": 2.3398644, ""pred_id"": ""85""}"
8,high_phase_mod_large_error_board,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,15,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 23.38227543, ""class"": ""small-vehicle"", ""delta_theta_075_deg"": 13.49392737, ""image_id"": ""00557__800__2400___1200"", ""phase_mod"": 2.36152841, ""pred_id"": ""57""}"
8,high_phase_mod_large_error_board,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,16,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 22.01565222, ""class"": ""small-vehicle"", ""delta_theta_075_deg"": 13.82729669, ""image_id"": ""00867__800__1200___2045"", ""phase_mod"": 2.51913733, ""pred_id"": ""265""}"
8,high_phase_mod_large_error_board,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,17,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 21.45827901, ""class"": ""swimming-pool"", ""delta_theta_075_deg"": 14.31387148, ""image_id"": ""00557__800__1800___1985"", ""phase_mod"": 2.33092282, ""pred_id"": ""2""}"
8,high_phase_mod_large_error_board,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,18,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 21.32189374, ""class"": ""ship"", ""delta_theta_075_deg"": 13.41051209, ""image_id"": ""01567__800__2400___1200"", ""phase_mod"": 2.39983199, ""pred_id"": ""31""}"
8,high_phase_mod_large_error_board,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,19,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 21.22530712, ""class"": ""small-vehicle"", ""delta_theta_075_deg"": 15.11359286, ""image_id"": ""01417__800__3600___1200"", ""phase_mod"": 2.32360916, ""pred_id"": ""186""}"
8,high_phase_mod_large_error_board,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,20,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 21.2237635, ""class"": ""small-vehicle"", ""delta_theta_075_deg"": 15.11359286, ""image_id"": ""01417__800__4000___1200"", ""phase_mod"": 2.32362594, ""pred_id"": ""202""}"
8,high_phase_mod_large_error_board,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,21,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 20.95701228, ""class"": ""small-vehicle"", ""delta_theta_075_deg"": 14.21981214, ""image_id"": ""02062__800__2400___0"", ""phase_mod"": 2.35834254, ""pred_id"": ""142""}"
8,high_phase_mod_large_error_board,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,22,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 20.50523443, ""class"": ""small-vehicle"", ""delta_theta_075_deg"": 14.96744462, ""image_id"": ""01295__800__1200___0"", ""phase_mod"": 2.35970502, ""pred_id"": ""16""}"
8,high_phase_mod_large_error_board,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,23,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 20.23256827, ""class"": ""small-vehicle"", ""delta_theta_075_deg"": 14.59833693, ""image_id"": ""00855__800__3000___600"", ""phase_mod"": 2.31968731, ""pred_id"": ""220""}"
8,high_phase_mod_large_error_board,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,24,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 20.15151442, ""class"": ""swimming-pool"", ""delta_theta_075_deg"": 14.31387148, ""image_id"": ""00557__800__1800___1800"", ""phase_mod"": 2.36314888, ""pred_id"": ""2""}"
8,high_phase_mod_large_error_board,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,25,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 19.70295449, ""class"": ""ship"", ""delta_theta_075_deg"": 14.31622173, ""image_id"": ""00231__800__0___0"", ""phase_mod"": 2.35153184, ""pred_id"": ""85""}"
8,high_phase_mod_large_error_board,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,26,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 19.66662471, ""class"": ""ship"", ""delta_theta_075_deg"": 14.31622173, ""image_id"": ""00231__800__600___0"", ""phase_mod"": 2.35511236, ""pred_id"": ""98""}"
