id,model_id,dataset,train_val_or_trainval_test,epoch_best,mAP_best,valid,pth,pth_abs,pth_exists,log,log_abs,log_exists,config,config_abs,config_exists,source,mmrotate_stack,env,actual_gb,per_gpu_bs,gpus,actual_lr,optimizer,scheduler,angle,metric,eval_interval,inference_ready
50,oriented_rcnn_r50_fpn_1x_le90,DOTA-v1.5,train→val,11,0.6749,True,baseline_oriented_rcnn_r50_fpn_1x_le90/DOTA15_train_val_naood_seed100/best_mAP_6749_epoch_11.pth,/home/rspip/cqc/pro/study/pth_data/baseline_oriented_rcnn_r50_fpn_1x_le90/DOTA15_train_val_naood_seed100/best_mAP_6749_epoch_11.pth,True,baseline_oriented_rcnn_r50_fpn_1x_le90/DOTA15_train_val_naood_seed100/train_20260505_131434.log,/home/rspip/cqc/pro/study/pth_data/baseline_oriented_rcnn_r50_fpn_1x_le90/DOTA15_train_val_naood_seed100/train_20260505_131434.log,True,baseline_oriented_rcnn_r50_fpn_1x_le90/DOTA15_train_val_naood_seed100/config.py,/home/rspip/cqc/pro/study/pth_data/baseline_oriented_rcnn_r50_fpn_1x_le90/DOTA15_train_val_naood_seed100/config.py,True,/home/rspip/cqc/pro/mmlib/mmrotate/self_net/naood_v3_ijcv/training_scheme_D/oriented_rcnn_baseline_seed100/work_dir,onedl-mmrotate 1.1.1,pcp-obb,2,1,2,0.005,SGD,"step [8,11] warmup",le90,DOTAMetric mAP@0.5,1 epoch,True
51,oriented_rcnn_r50_fpn_1x_le90,DOTA-v1.5,train→val,12,0.6683,True,baseline_oriented_rcnn_r50_fpn_1x_le90/DOTA15_train_val_naood_seed200/best_mAP_6683_epoch_12.pth,/home/rspip/cqc/pro/study/pth_data/baseline_oriented_rcnn_r50_fpn_1x_le90/DOTA15_train_val_naood_seed200/best_mAP_6683_epoch_12.pth,True,baseline_oriented_rcnn_r50_fpn_1x_le90/DOTA15_train_val_naood_seed200/train_20260505_154524.log,/home/rspip/cqc/pro/study/pth_data/baseline_oriented_rcnn_r50_fpn_1x_le90/DOTA15_train_val_naood_seed200/train_20260505_154524.log,True,baseline_oriented_rcnn_r50_fpn_1x_le90/DOTA15_train_val_naood_seed200/config.py,/home/rspip/cqc/pro/study/pth_data/baseline_oriented_rcnn_r50_fpn_1x_le90/DOTA15_train_val_naood_seed200/config.py,True,/home/rspip/cqc/pro/mmlib/mmrotate/self_net/naood_v3_ijcv/training_scheme_D/oriented_rcnn_baseline_seed200/work_dir,onedl-mmrotate 1.1.1,pcp-obb,2,1,2,0.005,SGD,"step [8,11] warmup",le90,DOTAMetric mAP@0.5,1 epoch,True
52,strip_rcnn_s_fpn_1x_le90,DOTA-v1.5,train→val,11,0.7017,True,baseline_strip_rcnn_s_fpn_1x_le90/DOTA15_train_val_naood_seed100/best_mAP_7017_epoch_11.pth,/home/rspip/cqc/pro/study/pth_data/baseline_strip_rcnn_s_fpn_1x_le90/DOTA15_train_val_naood_seed100/best_mAP_7017_epoch_11.pth,True,baseline_strip_rcnn_s_fpn_1x_le90/DOTA15_train_val_naood_seed100/train_20260506_124055.log,/home/rspip/cqc/pro/study/pth_data/baseline_strip_rcnn_s_fpn_1x_le90/DOTA15_train_val_naood_seed100/train_20260506_124055.log,True,baseline_strip_rcnn_s_fpn_1x_le90/DOTA15_train_val_naood_seed100/config.py,/home/rspip/cqc/pro/study/pth_data/baseline_strip_rcnn_s_fpn_1x_le90/DOTA15_train_val_naood_seed100/config.py,True,/home/rspip/cqc/pro/mmlib/mmrotate/self_net/naood_v3_ijcv/training_scheme_D/strip_rcnn_baseline_dota_v15_seed100/work_dir,unknown,unknown,8,2,4,0.0001,AdamW,"step [8,11] warmup",le90,DOTAMetric mAP@0.5,1 epoch,True
53,strip_rcnn_s_fpn_1x_le90,DOTA-v1.5,train→val,12,0.7028,True,baseline_strip_rcnn_s_fpn_1x_le90/DOTA15_train_val_naood_seed200/best_mAP_7028_epoch_12.pth,/home/rspip/cqc/pro/study/pth_data/baseline_strip_rcnn_s_fpn_1x_le90/DOTA15_train_val_naood_seed200/best_mAP_7028_epoch_12.pth,True,baseline_strip_rcnn_s_fpn_1x_le90/DOTA15_train_val_naood_seed200/train_20260506_154338.log,/home/rspip/cqc/pro/study/pth_data/baseline_strip_rcnn_s_fpn_1x_le90/DOTA15_train_val_naood_seed200/train_20260506_154338.log,True,baseline_strip_rcnn_s_fpn_1x_le90/DOTA15_train_val_naood_seed200/config.py,/home/rspip/cqc/pro/study/pth_data/baseline_strip_rcnn_s_fpn_1x_le90/DOTA15_train_val_naood_seed200/config.py,True,/home/rspip/cqc/pro/mmlib/mmrotate/self_net/naood_v3_ijcv/training_scheme_D/strip_rcnn_baseline_dota_v15_seed200/work_dir,unknown,unknown,8,2,4,0.0001,AdamW,"step [8,11] warmup",le90,DOTAMetric mAP@0.5,1 epoch,True
54,oriented_rcnn_r50_fpn_1x_le90,DOTA-v1.5,train→val,12,0.6788,False,baseline_oriented_rcnn_r50_fpn_1x_le90/DOTA15_train_val_naood_multiseed_adamw_seed123/best_mAP_6788_epoch_12.pth,/home/rspip/cqc/pro/study/pth_data/baseline_oriented_rcnn_r50_fpn_1x_le90/DOTA15_train_val_naood_multiseed_adamw_seed123/best_mAP_6788_epoch_12.pth,True,baseline_oriented_rcnn_r50_fpn_1x_le90/DOTA15_train_val_naood_multiseed_adamw_seed123/train_20260509_192814.log,/home/rspip/cqc/pro/study/pth_data/baseline_oriented_rcnn_r50_fpn_1x_le90/DOTA15_train_val_naood_multiseed_adamw_seed123/train_20260509_192814.log,True,baseline_oriented_rcnn_r50_fpn_1x_le90/DOTA15_train_val_naood_multiseed_adamw_seed123/config.py,/home/rspip/cqc/pro/study/pth_data/baseline_oriented_rcnn_r50_fpn_1x_le90/DOTA15_train_val_naood_multiseed_adamw_seed123/config.py,True,/home/rspip/cqc/pro/mmlib/mmrotate/self_net/naood_v3_ijcv/training_scheme_D/multiseed_v37/work_dirs/r50_adamw_seed123,onedl-mmrotate 1.1.1,pcp-obb,4,1,4,0.0001,AdamW,"step [8,11] warmup",le90,DOTAMetric mAP@0.5,1 epoch,False
55,oriented_rcnn_r50_fpn_1x_le90,DOTA-v1.5,train→val,9,0.6701,False,baseline_oriented_rcnn_r50_fpn_1x_le90/DOTA15_train_val_naood_multiseed_adamw_seed777/best_mAP_6701_epoch_09.pth,/home/rspip/cqc/pro/study/pth_data/baseline_oriented_rcnn_r50_fpn_1x_le90/DOTA15_train_val_naood_multiseed_adamw_seed777/best_mAP_6701_epoch_09.pth,True,baseline_oriented_rcnn_r50_fpn_1x_le90/DOTA15_train_val_naood_multiseed_adamw_seed777/train_20260509_204346.log,/home/rspip/cqc/pro/study/pth_data/baseline_oriented_rcnn_r50_fpn_1x_le90/DOTA15_train_val_naood_multiseed_adamw_seed777/train_20260509_204346.log,True,baseline_oriented_rcnn_r50_fpn_1x_le90/DOTA15_train_val_naood_multiseed_adamw_seed777/config.py,/home/rspip/cqc/pro/study/pth_data/baseline_oriented_rcnn_r50_fpn_1x_le90/DOTA15_train_val_naood_multiseed_adamw_seed777/config.py,True,/home/rspip/cqc/pro/mmlib/mmrotate/self_net/naood_v3_ijcv/training_scheme_D/multiseed_v37/work_dirs/r50_adamw_seed777,onedl-mmrotate 1.1.1,pcp-obb,4,1,4,0.0001,AdamW,"step [8,11] warmup",le90,DOTAMetric mAP@0.5,1 epoch,False
56,oriented_rcnn_r50_fpn_1x_le90,DOTA-v1.5,train→val,11,0.6593,False,baseline_oriented_rcnn_r50_fpn_1x_le90/DOTA15_train_val_naood_multiseed_sgd_seed123/best_mAP_6593_epoch_11.pth,/home/rspip/cqc/pro/study/pth_data/baseline_oriented_rcnn_r50_fpn_1x_le90/DOTA15_train_val_naood_multiseed_sgd_seed123/best_mAP_6593_epoch_11.pth,True,baseline_oriented_rcnn_r50_fpn_1x_le90/DOTA15_train_val_naood_multiseed_sgd_seed123/train_20260509_170416.log,/home/rspip/cqc/pro/study/pth_data/baseline_oriented_rcnn_r50_fpn_1x_le90/DOTA15_train_val_naood_multiseed_sgd_seed123/train_20260509_170416.log,True,baseline_oriented_rcnn_r50_fpn_1x_le90/DOTA15_train_val_naood_multiseed_sgd_seed123/config.py,/home/rspip/cqc/pro/study/pth_data/baseline_oriented_rcnn_r50_fpn_1x_le90/DOTA15_train_val_naood_multiseed_sgd_seed123/config.py,True,/home/rspip/cqc/pro/mmlib/mmrotate/self_net/naood_v3_ijcv/training_scheme_D/multiseed_v37/work_dirs/r50_sgd_seed123,onedl-mmrotate 1.1.1,pcp-obb,4,1,4,0.005,SGD,"step [8,11] warmup",le90,DOTAMetric mAP@0.5,1 epoch,False
57,oriented_rcnn_r50_fpn_1x_le90,DOTA-v1.5,train→val,11,0.6596,False,baseline_oriented_rcnn_r50_fpn_1x_le90/DOTA15_train_val_naood_multiseed_sgd_seed777/best_mAP_6596_epoch_11.pth,/home/rspip/cqc/pro/study/pth_data/baseline_oriented_rcnn_r50_fpn_1x_le90/DOTA15_train_val_naood_multiseed_sgd_seed777/best_mAP_6596_epoch_11.pth,True,baseline_oriented_rcnn_r50_fpn_1x_le90/DOTA15_train_val_naood_multiseed_sgd_seed777/train_20260509_181618.log,/home/rspip/cqc/pro/study/pth_data/baseline_oriented_rcnn_r50_fpn_1x_le90/DOTA15_train_val_naood_multiseed_sgd_seed777/train_20260509_181618.log,True,baseline_oriented_rcnn_r50_fpn_1x_le90/DOTA15_train_val_naood_multiseed_sgd_seed777/config.py,/home/rspip/cqc/pro/study/pth_data/baseline_oriented_rcnn_r50_fpn_1x_le90/DOTA15_train_val_naood_multiseed_sgd_seed777/config.py,True,/home/rspip/cqc/pro/mmlib/mmrotate/self_net/naood_v3_ijcv/training_scheme_D/multiseed_v37/work_dirs/r50_sgd_seed777,onedl-mmrotate 1.1.1,pcp-obb,4,1,4,0.005,SGD,"step [8,11] warmup",le90,DOTAMetric mAP@0.5,1 epoch,False
58,oriented_rcnn_r50_fpn_1x_le90,DIOR-R,trainval→test,12,0.3603,False,baseline_oriented_rcnn_r50_fpn_1x_le90/DIOR_trainval_test_naood_full_seed0_lr005/best_mAP_3603_epoch_12.pth,/home/rspip/cqc/pro/study/pth_data/baseline_oriented_rcnn_r50_fpn_1x_le90/DIOR_trainval_test_naood_full_seed0_lr005/best_mAP_3603_epoch_12.pth,True,baseline_oriented_rcnn_r50_fpn_1x_le90/DIOR_trainval_test_naood_full_seed0_lr005/train_20260424_153417.log,/home/rspip/cqc/pro/study/pth_data/baseline_oriented_rcnn_r50_fpn_1x_le90/DIOR_trainval_test_naood_full_seed0_lr005/train_20260424_153417.log,True,baseline_oriented_rcnn_r50_fpn_1x_le90/DIOR_trainval_test_naood_full_seed0_lr005/config.py,/home/rspip/cqc/pro/study/pth_data/baseline_oriented_rcnn_r50_fpn_1x_le90/DIOR_trainval_test_naood_full_seed0_lr005/config.py,True,/home/rspip/cqc/pro/mmlib/mmrotate/self_net/naood/outputs/day13_onward/diorr_training/oriented_rcnn/full_seed0_lr005,onedl-mmrotate 1.1.1,pcp-obb,8,2,4,0.005,SGD,"step [8,11] warmup",le90,DOTAMetric mAP@0.5,1 epoch,False
59,oriented_rcnn_r50_fpn_1x_le90,DIOR-R,trainval→test,12,0.3859,True,baseline_oriented_rcnn_r50_fpn_1x_le90/DIOR_trainval_test_naood_seed0_full/best_mAP_3859_epoch_12.pth,/home/rspip/cqc/pro/study/pth_data/baseline_oriented_rcnn_r50_fpn_1x_le90/DIOR_trainval_test_naood_seed0_full/best_mAP_3859_epoch_12.pth,True,baseline_oriented_rcnn_r50_fpn_1x_le90/DIOR_trainval_test_naood_seed0_full/train_20260424_140012.log,/home/rspip/cqc/pro/study/pth_data/baseline_oriented_rcnn_r50_fpn_1x_le90/DIOR_trainval_test_naood_seed0_full/train_20260424_140012.log,True,baseline_oriented_rcnn_r50_fpn_1x_le90/DIOR_trainval_test_naood_seed0_full/config.py,/home/rspip/cqc/pro/study/pth_data/baseline_oriented_rcnn_r50_fpn_1x_le90/DIOR_trainval_test_naood_seed0_full/config.py,True,/home/rspip/cqc/pro/mmlib/mmrotate/self_net/naood/outputs/day13_onward/diorr_training/oriented_rcnn/seed0_full,onedl-mmrotate 1.1.1,pcp-obb,8,2,4,0.01,SGD,"step [8,11] warmup",le90,DOTAMetric mAP@0.5,1 epoch,True
60,strip_rcnn_s_fpn_1x_le90,DIOR-R,trainval→test,11,0.4467,True,baseline_strip_rcnn_s_fpn_1x_le90/DIOR_trainval_test_naood_seed0_aligned/best_mAP_4467_epoch_11.pth,/home/rspip/cqc/pro/study/pth_data/baseline_strip_rcnn_s_fpn_1x_le90/DIOR_trainval_test_naood_seed0_aligned/best_mAP_4467_epoch_11.pth,True,baseline_strip_rcnn_s_fpn_1x_le90/DIOR_trainval_test_naood_seed0_aligned/train_20260426_211438.log,/home/rspip/cqc/pro/study/pth_data/baseline_strip_rcnn_s_fpn_1x_le90/DIOR_trainval_test_naood_seed0_aligned/train_20260426_211438.log,True,baseline_strip_rcnn_s_fpn_1x_le90/DIOR_trainval_test_naood_seed0_aligned/config.py,/home/rspip/cqc/pro/study/pth_data/baseline_strip_rcnn_s_fpn_1x_le90/DIOR_trainval_test_naood_seed0_aligned/config.py,True,/home/rspip/cqc/pro/mmlib/mmrotate/self_net/naood/outputs/day13_onward/diorr_training/strip_rcnn/seed0_aligned,unknown,unknown,8,2,4,0.0001,AdamW,"step [8,11] warmup",le90,DOTAMetric mAP@0.5,1 epoch,True
61,rotated_rtmdet_s_fpn_3x_le90,DIOR-R,trainval→test,32,0.5489,True,baseline_rotated_rtmdet_s_fpn_3x_le90/DIOR_trainval_test_taos_pad32/best_mAP_5489_epoch_32.pth,/home/rspip/cqc/pro/study/pth_data/baseline_rotated_rtmdet_s_fpn_3x_le90/DIOR_trainval_test_taos_pad32/best_mAP_5489_epoch_32.pth,True,baseline_rotated_rtmdet_s_fpn_3x_le90/DIOR_trainval_test_taos_pad32/train_20260519_085149.log,/home/rspip/cqc/pro/study/pth_data/baseline_rotated_rtmdet_s_fpn_3x_le90/DIOR_trainval_test_taos_pad32/train_20260519_085149.log,True,baseline_rotated_rtmdet_s_fpn_3x_le90/DIOR_trainval_test_taos_pad32/config.py,/home/rspip/cqc/pro/study/pth_data/baseline_rotated_rtmdet_s_fpn_3x_le90/DIOR_trainval_test_taos_pad32/config.py,True,/home/rspip/cqc/pro/study/TAOS/pth_data/wp5_s3_rtmdet_r_s_dior_trainval_test_36ep_baseline_pad32_20260519_085143,unknown,unknown,8,2,4,0.00025,AdamW,LinearLR(1000it)+CosineAnnealingLR(ep18→36),le90,"DOTAMetric mAP@(0.5,0.75)",1 epoch,True
62,oriented_rcnn_lsknet_s_fpn_1x_le90,DOTA-v1.5 exact_iof01,train→val,12,0.6701,True,baseline_oriented_rcnn_lsknet_s_fpn_1x_le90/DOTA15_exact_iof01_train_val_taos_12ep/best_mAP_6701_epoch_12.pth,/home/rspip/cqc/pro/study/pth_data/baseline_oriented_rcnn_lsknet_s_fpn_1x_le90/DOTA15_exact_iof01_train_val_taos_12ep/best_mAP_6701_epoch_12.pth,True,baseline_oriented_rcnn_lsknet_s_fpn_1x_le90/DOTA15_exact_iof01_train_val_taos_12ep/train_20260521_143411.log,/home/rspip/cqc/pro/study/pth_data/baseline_oriented_rcnn_lsknet_s_fpn_1x_le90/DOTA15_exact_iof01_train_val_taos_12ep/train_20260521_143411.log,True,baseline_oriented_rcnn_lsknet_s_fpn_1x_le90/DOTA15_exact_iof01_train_val_taos_12ep/config.py,/home/rspip/cqc/pro/study/pth_data/baseline_oriented_rcnn_lsknet_s_fpn_1x_le90/DOTA15_exact_iof01_train_val_taos_12ep/config.py,True,/home/rspip/cqc/pro/study/TAOS/pth_data/phasex_s1_lsknet_s_dota15_exact_iof01_12ep_baseline_20260521_143405,mmrotate 0.3.4 (LSKNet repo / pcp-obb-soda env),pcp-obb-soda,8,2,4,0.0002,AdamW,"LinearLR(500it)+MultiStepLR[8,11]",le90,"DOTAMetric mAP@(0.5,0.75)",1 epoch,True
63,oriented_rcnn_r50_fpn_1x_le90,DOTA-v1.5 exact_iof01,train→val,10,0.6233,True,baseline_oriented_rcnn_r50_fpn_1x_le90/DOTA15_exact_iof01_train_val_taos_12ep_bs1_accum2/best_mAP_6233_epoch_10.pth,/home/rspip/cqc/pro/study/pth_data/baseline_oriented_rcnn_r50_fpn_1x_le90/DOTA15_exact_iof01_train_val_taos_12ep_bs1_accum2/best_mAP_6233_epoch_10.pth,True,baseline_oriented_rcnn_r50_fpn_1x_le90/DOTA15_exact_iof01_train_val_taos_12ep_bs1_accum2/train_20260521_173357.log,/home/rspip/cqc/pro/study/pth_data/baseline_oriented_rcnn_r50_fpn_1x_le90/DOTA15_exact_iof01_train_val_taos_12ep_bs1_accum2/train_20260521_173357.log,True,baseline_oriented_rcnn_r50_fpn_1x_le90/DOTA15_exact_iof01_train_val_taos_12ep_bs1_accum2/config.py,/home/rspip/cqc/pro/study/pth_data/baseline_oriented_rcnn_r50_fpn_1x_le90/DOTA15_exact_iof01_train_val_taos_12ep_bs1_accum2/config.py,True,/home/rspip/cqc/pro/study/TAOS/pth_data/phasex_s2_orcnn_r50_dota15_exact_iof01_12ep_baseline_20260521_173350,onedl-mmrotate 1.1.1,pcp-obb,8,1,4,0.02,"SGD (accum_counts=2, clip_grad=35, momentum=0.9, wd=1e-4)","LinearLR(500it)+MultiStepLR[8,11]",le90,"DOTAMetric mAP@(0.5,0.75)",1 epoch,True
64,point2rbox_v2_r50_fpn_1x_le90,DOTA-v1.0,train→val,9,0.3542,True,baseline_point2rbox_v2_r50_fpn_1x_le90/DOTA10_train_val/best_mAP_3542_epoch_09.pth,/home/rspip/cqc/pro/study/pth_data/baseline_point2rbox_v2_r50_fpn_1x_le90/DOTA10_train_val/best_mAP_3542_epoch_09.pth,True,baseline_point2rbox_v2_r50_fpn_1x_le90/DOTA10_train_val/train_20260520_105019.log,/home/rspip/cqc/pro/study/pth_data/baseline_point2rbox_v2_r50_fpn_1x_le90/DOTA10_train_val/train_20260520_105019.log,True,baseline_point2rbox_v2_r50_fpn_1x_le90/DOTA10_train_val/config.py,/home/rspip/cqc/pro/study/pth_data/baseline_point2rbox_v2_r50_fpn_1x_le90/DOTA10_train_val/config.py,True,iev-obb (see [baseline README](baseline_point2rbox_v2_r50_fpn_1x_le90/README.md)),unknown,unknown,8,2,4,0.0002,AdamW (wd=0.05),schedule_1x,le90,DOTAMetric mAP@0.5,1 epoch,True
65,rotated_fcos_r50_fpn_1x_le90_pseudo,DOTA-v1.0,train(pseudo)→val,10,0.5037,True,baseline_rotated_fcos_r50_fpn_1x_le90_pseudo/DOTA10_train_val/best_mAP_5037_epoch_10.pth,/home/rspip/cqc/pro/study/pth_data/baseline_rotated_fcos_r50_fpn_1x_le90_pseudo/DOTA10_train_val/best_mAP_5037_epoch_10.pth,True,baseline_rotated_fcos_r50_fpn_1x_le90_pseudo/DOTA10_train_val/train_20260520_133801.log,/home/rspip/cqc/pro/study/pth_data/baseline_rotated_fcos_r50_fpn_1x_le90_pseudo/DOTA10_train_val/train_20260520_133801.log,True,baseline_rotated_fcos_r50_fpn_1x_le90_pseudo/DOTA10_train_val/config.py,/home/rspip/cqc/pro/study/pth_data/baseline_rotated_fcos_r50_fpn_1x_le90_pseudo/DOTA10_train_val/config.py,True,iev-obb (see [baseline README](baseline_rotated_fcos_r50_fpn_1x_le90_pseudo/README.md)),unknown,unknown,8,2,4,0.0001,AdamW (wd=0.005),schedule_1x,le90,DOTAMetric mAP@0.5,1 epoch,True
66,rotated_retinanet_psc_r50_fpn_1x_le90,DOTA-v1.5 SS,train→val,11,0.4961,True,baseline_rotated_retinanet_psc_r50_fpn_1x_le90/DOTA15_SS_train_val/best_mAP_4961_epoch_11.pth,/home/rspip/cqc/pro/study/pth_data/baseline_rotated_retinanet_psc_r50_fpn_1x_le90/DOTA15_SS_train_val/best_mAP_4961_epoch_11.pth,True,baseline_rotated_retinanet_psc_r50_fpn_1x_le90/DOTA15_SS_train_val/train_20260517_192459.log,/home/rspip/cqc/pro/study/pth_data/baseline_rotated_retinanet_psc_r50_fpn_1x_le90/DOTA15_SS_train_val/train_20260517_192459.log,True,baseline_rotated_retinanet_psc_r50_fpn_1x_le90/DOTA15_SS_train_val/config.py,/home/rspip/cqc/pro/study/pth_data/baseline_rotated_retinanet_psc_r50_fpn_1x_le90/DOTA15_SS_train_val/config.py,True,/home/rspip/cqc/pro/study/pcbobb_beyond/checkpoints_v12_retrain/psc/dota_v15/full,onedl-mmrotate 1.1.1 (PSC components),pcp-obb,4,1,4,0.005,SGD,"MultiStepLR [8,11] warmup LinearLR 500",le90,DOTAMetric mAP@0.5,1 epoch,True
67,oriented_rcnn_r50_fpn_1x_le90,ICDAR-MLT (跨域 probe M11),train→val,11,0.5892,True,baseline_oriented_rcnn_r50_fpn_1x_le90/ICDAR_MLT_train_val/best_mAP_5892_epoch_11.pth,/home/rspip/cqc/pro/study/pth_data/baseline_oriented_rcnn_r50_fpn_1x_le90/ICDAR_MLT_train_val/best_mAP_5892_epoch_11.pth,True,baseline_oriented_rcnn_r50_fpn_1x_le90/ICDAR_MLT_train_val/train_20260521_213448.log,/home/rspip/cqc/pro/study/pth_data/baseline_oriented_rcnn_r50_fpn_1x_le90/ICDAR_MLT_train_val/train_20260521_213448.log,True,baseline_oriented_rcnn_r50_fpn_1x_le90/ICDAR_MLT_train_val/config.py,/home/rspip/cqc/pro/study/pth_data/baseline_oriented_rcnn_r50_fpn_1x_le90/ICDAR_MLT_train_val/config.py,True,"pcbobb_beyond/m11_icdar_mlt/orcnn_r50 (2026-05-21, probe 3/3 PASS)",onedl-mmrotate 1.1.1,pcp-obb,8,1,4,0.02,"SGD (AmpOptimWrapper, accum=2, clip_grad=10)","MultiStepLR [8,11] warmup LinearLR 3000",le90,DOTAMetric mAP@0.5,1 epoch,True
68,rotated_retinanet_psc_r50_fpn_1x_le90,ICDAR-MLT (跨域 probe M11),train→val,12,0.5605,True,baseline_rotated_retinanet_psc_r50_fpn_1x_le90/ICDAR_MLT_train_val/best_mAP_5605_epoch_12.pth,/home/rspip/cqc/pro/study/pth_data/baseline_rotated_retinanet_psc_r50_fpn_1x_le90/ICDAR_MLT_train_val/best_mAP_5605_epoch_12.pth,True,baseline_rotated_retinanet_psc_r50_fpn_1x_le90/ICDAR_MLT_train_val/train_20260522_113458.log,/home/rspip/cqc/pro/study/pth_data/baseline_rotated_retinanet_psc_r50_fpn_1x_le90/ICDAR_MLT_train_val/train_20260522_113458.log,True,baseline_rotated_retinanet_psc_r50_fpn_1x_le90/ICDAR_MLT_train_val/config.py,/home/rspip/cqc/pro/study/pth_data/baseline_rotated_retinanet_psc_r50_fpn_1x_le90/ICDAR_MLT_train_val/config.py,True,"pcbobb_beyond/m11_icdar_mlt/psc_r50 (2026-05-22, probe 3/3 PASS)",onedl-mmrotate 1.1.1 (PSC components),pcp-obb,4,1,4,0.005,SGD,"MultiStepLR [8,11] warmup LinearLR 500",le90,DOTAMetric mAP@0.5,1 epoch,True
69,oriented_rcnn_r50_fpn_1x_le90,DOTA-v1.5,train→val,12,0.6235,True,baseline_oriented_rcnn_r50_fpn_1x_le90/DOTA15_train_val_geosense/best_dota_mAP_epoch_12.pth,/home/rspip/cqc/pro/study/pth_data/baseline_oriented_rcnn_r50_fpn_1x_le90/DOTA15_train_val_geosense/best_dota_mAP_epoch_12.pth,True,baseline_oriented_rcnn_r50_fpn_1x_le90/DOTA15_train_val_geosense/20260516_132625/20260516_132625.log,/home/rspip/cqc/pro/study/pth_data/baseline_oriented_rcnn_r50_fpn_1x_le90/DOTA15_train_val_geosense/20260516_132625/20260516_132625.log,True,baseline_oriented_rcnn_r50_fpn_1x_le90/DOTA15_train_val_geosense/config.py,/home/rspip/cqc/pro/study/pth_data/baseline_oriented_rcnn_r50_fpn_1x_le90/DOTA15_train_val_geosense/config.py,True,"/home/rspip/cqc/pro/study/geosense-obb/work_dirs/baseline_r50_fpn_dota15 (2026-05-24 加入 pth_data_v2, geosense-obb lineage, lr=0.005 SGD CUSTOM-not-linear-scaled)",onedl-mmrotate 1.1.1,pcp-obb,8,2,4,0.005,SGD,"MultiStepLR [8,11] warmup LinearLR 500",le90,DOTAMetric mAP@0.5,1 epoch,True
70,h2rbox_v2_r50_fpn_1x_le90,DOTA-v1.0,train→val (weak-supervision),11,0.444,True,baseline_h2rbox_v2_r50_fpn_1x_le90/DOTA10_train_val/best_dota_mAP_epoch_11.pth,/home/rspip/cqc/pro/study/pth_data/baseline_h2rbox_v2_r50_fpn_1x_le90/DOTA10_train_val/best_dota_mAP_epoch_11.pth,True,baseline_h2rbox_v2_r50_fpn_1x_le90/DOTA10_train_val/20260510_103718/20260510_103718.log,/home/rspip/cqc/pro/study/pth_data/baseline_h2rbox_v2_r50_fpn_1x_le90/DOTA10_train_val/20260510_103718/20260510_103718.log,True,baseline_h2rbox_v2_r50_fpn_1x_le90/DOTA10_train_val/config.py,/home/rspip/cqc/pro/study/pth_data/baseline_h2rbox_v2_r50_fpn_1x_le90/DOTA10_train_val/config.py,True,"/home/rspip/cqc/pro/study/bgc_obb/work_dirs/stage0_v2_vanilla_h2rbox_v2_12ep_gbs8_lr2e-4 (2026-05-24 加入 pth_data_v2, bgc_obb stage0_v2 vanilla, AP50=0.5890, new model family — first H2RBoxV2 entry)",unknown,unknown,8,2,4,0.0002,AdamW (wd=0.05),"MultiStepLR [8,11] warmup LinearLR 500",le90,DOTAMetric mAP@0.5 (AP50=0.5890),1 epoch,True
71,oriented_rcnn_r50_fpn_1x_le90,DOTA-v1.0,train→val,10,0.7138,True,baseline_oriented_rcnn_r50_fpn_1x_le90/DOTA10_train_val_censored/best_mAP_epoch_10.pth,/home/rspip/cqc/pro/study/pth_data/baseline_oriented_rcnn_r50_fpn_1x_le90/DOTA10_train_val_censored/best_mAP_epoch_10.pth,True,baseline_oriented_rcnn_r50_fpn_1x_le90/DOTA10_train_val_censored/20260513_185732.log,/home/rspip/cqc/pro/study/pth_data/baseline_oriented_rcnn_r50_fpn_1x_le90/DOTA10_train_val_censored/20260513_185732.log,True,baseline_oriented_rcnn_r50_fpn_1x_le90/DOTA10_train_val_censored/config.py,/home/rspip/cqc/pro/study/pth_data/baseline_oriented_rcnn_r50_fpn_1x_le90/DOTA10_train_val_censored/config.py,True,"/home/rspip/cqc/pro/study/Censored-OBB-Base/pth_data/baseline_oriented_rcnn_r50_fpn_dota10 (2026-05-24 加入 pth_data_v2, Censored-OBB-Base vanilla baseline, mmrotate 0.x API)",onedl-mmrotate 1.1.1,pcp-obb,8,2,4,0.02,SGD,"step [8,11] warmup LinearLR",le90,DOTAMetric mAP@0.5 (mmrotate 0.x),1 epoch,True
