unit,dataset,class_name,ar_bin,rows,dip,dip_p_asymptotic,delta_BIC_two_vs_one,single_loglik,mixture_loglik,multimodal,insufficient_n_lt20
H,DOTA-v1.0,large-vehicle,4,6406,0.0028098657508585645,1.0,137.8036486233692,10073.151139481655,10155.200449288594,False,False
H,DOTA-v1.0,plane,0,4145,0.034150918107492295,0.00012648874952453078,10844.675588680779,-3827.2420522005527,1607.5902292411906,True,False
H,DOTA-v1.0,plane,1,34,0.014705882352941235,1.0,-7.253955237890494,28.613917177463918,30.276480345442913,False,False
H,DOTA-v1.0,plane,2,1,0.0,1.0,,,,False,True
H,DOTA-v1.0,roundabout,0,204,0.22549019607843113,1.956808790630549e-09,777.2328965639759,-359.91044899043027,36.68317928232405,True,False
H,DOTA-v1.0,ship,0,12,0.05555555555555547,1.0,,,,False,True
H,DOTA-v1.0,ship,1,431,0.003866976024748503,1.0,48.59763875829739,234.5658408150274,267.9638223293317,False,False
H,DOTA-v1.0,ship,2,6407,0.0028524011254050796,1.0,138.80502759791315,5700.770371602945,5783.32060503436,False,False
H,DOTA-v1.0,ship,3,9008,0.0010546181172290114,1.0,176.8902636109496,9600.268863590049,9702.372797921093,False,False
H,DOTA-v1.0,ship,4,2112,0.0011837121212118218,1.0,77.46698215730986,2346.0589288123742,2396.2755058582684,False,False
H,DOTA-v1.0,small-vehicle,0,118,1.1102230246251565e-16,1.0,33.53007520113701,-107.02493981448322,-83.10387527721622,False,False
H,DOTA-v1.0,small-vehicle,1,6991,0.00042912315834644534,1.0,1169.3151900164285,4521.798312587551,5119.734475925533,False,False
H,DOTA-v1.0,small-vehicle,2,2678,0.0035480893830279747,1.0,287.5981378044198,2272.0460199323206,2427.684327123907,False,False
H,DOTA-v1.0,small-vehicle,3,90,0.03410852713178303,1.0,-12.97761199722062,97.53887890324711,97.7997874101322,False,False
H,DOTA-v1.0,small-vehicle,4,20,0.025,1.0,-6.070975646771883,12.213120105284794,13.67123069222984,False,False
H,DOTA-v1.0,soccer-ball-field,0,127,0.013123359580052493,1.0,90.08715021581408,15.99871468044568,68.3085704180406,False,False
H,DOTA-v1.0,soccer-ball-field,1,50,0.0,1.0,-6.32366344144504,50.559878636918896,53.266081424338594,False,False
H,DOTA-v1.0,soccer-ball-field,2,7,0.14285714285714285,1.0,,,,False,True
H,DOTA-v1.0,storage-tank,0,3974,0.29107372397593134,7.134345951632306e-293,20900.83541564799,-7230.278293496237,3232.5707069624273,True,False
H,DOTA-v1.0,swimming-pool,0,287,0.01533101045296167,1.0,154.54182987647954,-264.73531671795786,-178.97517845607865,False,False
H,DOTA-v1.0,swimming-pool,1,227,0.004405286343612335,1.0,17.472497342370076,18.307535020253262,35.181208717660404,False,False
H,DOTA-v1.0,swimming-pool,2,28,0.017857142857143016,1.0,-9.305610325078536,14.68622699060208,15.031728593325617,False,False
H,DOTA-v1.0,swimming-pool,3,4,0.0,1.0,,,,False,True
H,DOTA-v1.0,tennis-court,0,14,0.06043956043956056,1.0,,,,False,True
H,DOTA-v1.0,tennis-court,1,1386,0.0007215007215010116,1.0,-21.702531539273192,2445.1442286697893,2445.1442286697775,False,False
H,DOTA-v1.0,tennis-court,2,22,0.045454545454545525,1.0,-6.4480918396159375,28.970490052308662,30.383007812538168,False,False
