dataset,cluster,cluster_index
DIOR-R,16350,2226
DIOR-R,16353,2227
DIOR-R,16355,2228
DIOR-R,16356,2229
DIOR-R,16360,2230
DIOR-R,16364,2231
DIOR-R,16365,2232
DIOR-R,16366,2233
DIOR-R,16370,2234
DIOR-R,16374,2235
DIOR-R,16375,2236
DIOR-R,16376,2237
DIOR-R,16379,2238
DIOR-R,16384,2239
DIOR-R,16385,2240
DIOR-R,16386,2241
DIOR-R,16388,2242
DIOR-R,16389,2243
DIOR-R,16391,2244
DIOR-R,16392,2245
DIOR-R,16393,2246
DIOR-R,16396,2247
DIOR-R,16400,2248
DIOR-R,16402,2249
DIOR-R,16404,2250
DIOR-R,16406,2251
DIOR-R,16408,2252
DIOR-R,16409,2253
DIOR-R,16412,2254
DIOR-R,16415,2255
DIOR-R,16417,2256
DIOR-R,16419,2257
DIOR-R,16421,2258
DIOR-R,16422,2259
DIOR-R,16424,2260
DIOR-R,16426,2261
DIOR-R,16428,2262
DIOR-R,16429,2263
DIOR-R,16432,2264
DIOR-R,16433,2265
DIOR-R,16434,2266
DIOR-R,16436,2267
DIOR-R,16437,2268
DIOR-R,16438,2269
DIOR-R,16442,2270
DIOR-R,16445,2271
DIOR-R,16446,2272
DIOR-R,16447,2273
DIOR-R,16448,2274
DIOR-R,16449,2275
DIOR-R,16453,2276
DIOR-R,16454,2277
DIOR-R,16456,2278
DIOR-R,16458,2279
DIOR-R,16459,2280
DIOR-R,16461,2281
DIOR-R,16462,2282
DIOR-R,16467,2283
DIOR-R,16473,2284
DIOR-R,16474,2285
DIOR-R,16478,2286
DIOR-R,16479,2287
DIOR-R,16480,2288
DIOR-R,16481,2289
DIOR-R,16482,2290
DIOR-R,16483,2291
DIOR-R,16486,2292
DIOR-R,16487,2293
DIOR-R,16488,2294
DIOR-R,16491,2295
DIOR-R,16492,2296
DIOR-R,16495,2297
DIOR-R,16496,2298
DIOR-R,16497,2299
DIOR-R,16498,2300
DIOR-R,16502,2301
DIOR-R,16503,2302
DIOR-R,16506,2303
DIOR-R,16507,2304
DIOR-R,16508,2305
DIOR-R,16510,2306
DIOR-R,16512,2307
DIOR-R,16513,2308
DIOR-R,16519,2309
DIOR-R,16525,2310
DIOR-R,16527,2311
DIOR-R,16528,2312
DIOR-R,16533,2313
DIOR-R,16535,2314
DIOR-R,16536,2315
DIOR-R,16538,2316
DIOR-R,16539,2317
DIOR-R,16540,2318
DIOR-R,16541,2319
DIOR-R,16544,2320
DIOR-R,16546,2321
DIOR-R,16548,2322
DIOR-R,16549,2323
DIOR-R,16554,2324
DIOR-R,16555,2325
DIOR-R,16556,2326
DIOR-R,16558,2327
DIOR-R,16564,2328
DIOR-R,16567,2329
DIOR-R,16569,2330
DIOR-R,16573,2331
DIOR-R,16577,2332
DIOR-R,16578,2333
DIOR-R,16579,2334
DIOR-R,16580,2335
DIOR-R,16583,2336
DIOR-R,16585,2337
DIOR-R,16586,2338
DIOR-R,16588,2339
DIOR-R,16590,2340
DIOR-R,16591,2341
DIOR-R,16593,2342
DIOR-R,16595,2343
DIOR-R,16597,2344
DIOR-R,16599,2345
DIOR-R,16600,2346
DIOR-R,16601,2347
DIOR-R,16602,2348
DIOR-R,16604,2349
DIOR-R,16606,2350
DIOR-R,16609,2351
DIOR-R,16611,2352
DIOR-R,16612,2353
DIOR-R,16615,2354
DIOR-R,16616,2355
DIOR-R,16617,2356
DIOR-R,16619,2357
DIOR-R,16620,2358
DIOR-R,16622,2359
DIOR-R,16623,2360
DIOR-R,16624,2361
DIOR-R,16625,2362
DIOR-R,16627,2363
DIOR-R,16628,2364
DIOR-R,16630,2365
DIOR-R,16631,2366
DIOR-R,16633,2367
DIOR-R,16636,2368
DIOR-R,16639,2369
DIOR-R,16642,2370
DIOR-R,16643,2371
DIOR-R,16644,2372
DIOR-R,16645,2373
DIOR-R,16647,2374
DIOR-R,16652,2375
DIOR-R,16659,2376
DIOR-R,16660,2377
DIOR-R,16661,2378
DIOR-R,16662,2379
DIOR-R,16668,2380
DIOR-R,16670,2381
DIOR-R,16671,2382
DIOR-R,16672,2383
DIOR-R,16673,2384
DIOR-R,16674,2385
DIOR-R,16675,2386
DIOR-R,16677,2387
DIOR-R,16682,2388
DIOR-R,16684,2389
DIOR-R,16686,2390
DIOR-R,16688,2391
DIOR-R,16691,2392
DIOR-R,16692,2393
DIOR-R,16693,2394
DIOR-R,16697,2395
DIOR-R,16699,2396
DIOR-R,16700,2397
DIOR-R,16701,2398
DIOR-R,16702,2399
DIOR-R,16703,2400
DIOR-R,16704,2401
DIOR-R,16705,2402
DIOR-R,16706,2403
DIOR-R,16707,2404
DIOR-R,16711,2405
DIOR-R,16712,2406
DIOR-R,16714,2407
DIOR-R,16715,2408
DIOR-R,16717,2409
DIOR-R,16718,2410
DIOR-R,16719,2411
DIOR-R,16720,2412
DIOR-R,16721,2413
DIOR-R,16722,2414
DIOR-R,16723,2415
DIOR-R,16726,2416
DIOR-R,16730,2417
DIOR-R,16732,2418
DIOR-R,16734,2419
DIOR-R,16736,2420
DIOR-R,16737,2421
DIOR-R,16742,2422
DIOR-R,16743,2423
DIOR-R,16745,2424
DIOR-R,16747,2425
DIOR-R,16748,2426
DIOR-R,16749,2427
DIOR-R,16750,2428
DIOR-R,16751,2429
DIOR-R,16752,2430
DIOR-R,16754,2431
DIOR-R,16755,2432
DIOR-R,16756,2433
DIOR-R,16757,2434
DIOR-R,16758,2435
DIOR-R,16759,2436
DIOR-R,16761,2437
DIOR-R,16764,2438
DIOR-R,16769,2439
DIOR-R,16771,2440
DIOR-R,16775,2441
DIOR-R,16780,2442
DIOR-R,16781,2443
DIOR-R,16783,2444
DIOR-R,16784,2445
DIOR-R,16785,2446
DIOR-R,16791,2447
DIOR-R,16793,2448
DIOR-R,16795,2449
DIOR-R,16797,2450
DIOR-R,16799,2451
DIOR-R,16801,2452
DIOR-R,16802,2453
DIOR-R,16803,2454
DIOR-R,16806,2455
DIOR-R,16807,2456
DIOR-R,16809,2457
DIOR-R,16810,2458
DIOR-R,16811,2459
DIOR-R,16814,2460
DIOR-R,16815,2461
DIOR-R,16817,2462
DIOR-R,16820,2463
DIOR-R,16822,2464
DIOR-R,16823,2465
DIOR-R,16824,2466
DIOR-R,16825,2467
DIOR-R,16827,2468
DIOR-R,16829,2469
DIOR-R,16830,2470
DIOR-R,16831,2471
DIOR-R,16832,2472
DIOR-R,16836,2473
DIOR-R,16837,2474
DIOR-R,16838,2475
DIOR-R,16841,2476
DIOR-R,16845,2477
DIOR-R,16846,2478
DIOR-R,16850,2479
DIOR-R,16854,2480
DIOR-R,16855,2481
DIOR-R,16858,2482
DIOR-R,16860,2483
DIOR-R,16862,2484
DIOR-R,16863,2485
DIOR-R,16864,2486
DIOR-R,16865,2487
DIOR-R,16866,2488
DIOR-R,16868,2489
DIOR-R,16870,2490
DIOR-R,16872,2491
DIOR-R,16874,2492
DIOR-R,16875,2493
DIOR-R,16879,2494
DIOR-R,16880,2495
DIOR-R,16881,2496
DIOR-R,16883,2497
DIOR-R,16888,2498
DIOR-R,16889,2499
DIOR-R,16897,2500
DIOR-R,16899,2501
DIOR-R,16900,2502
DIOR-R,16902,2503
DIOR-R,16904,2504
DIOR-R,16905,2505
DIOR-R,16906,2506
DIOR-R,16907,2507
DIOR-R,16910,2508
DIOR-R,16915,2509
DIOR-R,16917,2510
DIOR-R,16920,2511
DIOR-R,16925,2512
DIOR-R,16926,2513
DIOR-R,16929,2514
DIOR-R,16932,2515
DIOR-R,16933,2516
DIOR-R,16934,2517
DIOR-R,16936,2518
DIOR-R,16937,2519
DIOR-R,16938,2520
DIOR-R,16939,2521
DIOR-R,16941,2522
DIOR-R,16942,2523
DIOR-R,16943,2524
DIOR-R,16944,2525
DIOR-R,16947,2526
DIOR-R,16950,2527
DIOR-R,16951,2528
DIOR-R,16954,2529
DIOR-R,16956,2530
DIOR-R,16957,2531
DIOR-R,16959,2532
DIOR-R,16960,2533
DIOR-R,16961,2534
DIOR-R,16962,2535
DIOR-R,16963,2536
DIOR-R,16965,2537
DIOR-R,16967,2538
DIOR-R,16968,2539
DIOR-R,16969,2540
DIOR-R,16970,2541
DIOR-R,16972,2542
DIOR-R,16975,2543
DIOR-R,16977,2544
DIOR-R,16979,2545
DIOR-R,16980,2546
DIOR-R,16984,2547
DIOR-R,16990,2548
DIOR-R,16991,2549
DIOR-R,16995,2550
DIOR-R,16997,2551
DIOR-R,17000,2552
DIOR-R,17001,2553
DIOR-R,17005,2554
DIOR-R,17007,2555
DIOR-R,17010,2556
DIOR-R,17011,2557
DIOR-R,17013,2558
DIOR-R,17015,2559
DIOR-R,17017,2560
DIOR-R,17020,2561
DIOR-R,17022,2562
DIOR-R,17023,2563
DIOR-R,17026,2564
DIOR-R,17038,2565
DIOR-R,17040,2566
DIOR-R,17042,2567
DIOR-R,17047,2568
DIOR-R,17048,2569
DIOR-R,17050,2570
DIOR-R,17053,2571
DIOR-R,17054,2572
DIOR-R,17056,2573
DIOR-R,17059,2574
DIOR-R,17060,2575
DIOR-R,17061,2576
DIOR-R,17062,2577
DIOR-R,17066,2578
DIOR-R,17069,2579
DIOR-R,17070,2580
DIOR-R,17071,2581
DIOR-R,17073,2582
DIOR-R,17074,2583
DIOR-R,17076,2584
DIOR-R,17079,2585
DIOR-R,17080,2586
DIOR-R,17082,2587
DIOR-R,17086,2588
DIOR-R,17087,2589
DIOR-R,17093,2590
DIOR-R,17094,2591
DIOR-R,17096,2592
DIOR-R,17097,2593
DIOR-R,17098,2594
DIOR-R,17104,2595
DIOR-R,17107,2596
DIOR-R,17108,2597
DIOR-R,17111,2598
DIOR-R,17112,2599
DIOR-R,17113,2600
DIOR-R,17114,2601
DIOR-R,17115,2602
DIOR-R,17117,2603
DIOR-R,17119,2604
DIOR-R,17122,2605
DIOR-R,17124,2606
DIOR-R,17125,2607
DIOR-R,17126,2608
DIOR-R,17127,2609
DIOR-R,17135,2610
DIOR-R,17136,2611
DIOR-R,17137,2612
DIOR-R,17140,2613
DIOR-R,17141,2614
DIOR-R,17142,2615
DIOR-R,17145,2616
DIOR-R,17147,2617
DIOR-R,17149,2618
DIOR-R,17150,2619
DIOR-R,17151,2620
DIOR-R,17155,2621
DIOR-R,17157,2622
DIOR-R,17160,2623
DIOR-R,17161,2624
DIOR-R,17163,2625
DIOR-R,17164,2626
DIOR-R,17169,2627
DIOR-R,17171,2628
DIOR-R,17175,2629
DIOR-R,17176,2630
DIOR-R,17183,2631
DIOR-R,17184,2632
DIOR-R,17186,2633
DIOR-R,17190,2634
DIOR-R,17192,2635
DIOR-R,17193,2636
DIOR-R,17194,2637
DIOR-R,17195,2638
DIOR-R,17197,2639
DIOR-R,17199,2640
DIOR-R,17202,2641
DIOR-R,17207,2642
DIOR-R,17208,2643
DIOR-R,17209,2644
DIOR-R,17210,2645
DIOR-R,17212,2646
DIOR-R,17213,2647
DIOR-R,17217,2648
DIOR-R,17218,2649
DIOR-R,17219,2650
DIOR-R,17220,2651
DIOR-R,17222,2652
DIOR-R,17223,2653
DIOR-R,17225,2654
DIOR-R,17226,2655
DIOR-R,17230,2656
DIOR-R,17231,2657
DIOR-R,17233,2658
DIOR-R,17234,2659
DIOR-R,17235,2660
DIOR-R,17238,2661
DIOR-R,17239,2662
DIOR-R,17240,2663
DIOR-R,17241,2664
DIOR-R,17245,2665
DIOR-R,17246,2666
DIOR-R,17248,2667
DIOR-R,17250,2668
DIOR-R,17256,2669
DIOR-R,17260,2670
DIOR-R,17263,2671
DIOR-R,17264,2672
DIOR-R,17269,2673
DIOR-R,17271,2674
DIOR-R,17272,2675
DIOR-R,17274,2676
DIOR-R,17275,2677
DIOR-R,17277,2678
DIOR-R,17278,2679
DIOR-R,17280,2680
DIOR-R,17282,2681
DIOR-R,17283,2682
DIOR-R,17284,2683
DIOR-R,17286,2684
DIOR-R,17287,2685
DIOR-R,17291,2686
DIOR-R,17294,2687
DIOR-R,17295,2688
DIOR-R,17297,2689
DIOR-R,17298,2690
DIOR-R,17301,2691
DIOR-R,17303,2692
DIOR-R,17304,2693
DIOR-R,17305,2694
DIOR-R,17307,2695
DIOR-R,17309,2696
DIOR-R,17310,2697
DIOR-R,17311,2698
DIOR-R,17313,2699
DIOR-R,17314,2700
DIOR-R,17316,2701
DIOR-R,17317,2702
DIOR-R,17319,2703
DIOR-R,17321,2704
DIOR-R,17322,2705
DIOR-R,17323,2706
DIOR-R,17324,2707
DIOR-R,17327,2708
DIOR-R,17328,2709
DIOR-R,17329,2710
DIOR-R,17330,2711
DIOR-R,17331,2712
DIOR-R,17335,2713
DIOR-R,17337,2714
DIOR-R,17339,2715
DIOR-R,17340,2716
DIOR-R,17341,2717
DIOR-R,17346,2718
DIOR-R,17349,2719
DIOR-R,17352,2720
DIOR-R,17353,2721
DIOR-R,17354,2722
DIOR-R,17360,2723
DIOR-R,17361,2724
DIOR-R,17362,2725
DIOR-R,17364,2726
DIOR-R,17365,2727
DIOR-R,17368,2728
DIOR-R,17369,2729
DIOR-R,17370,2730
DIOR-R,17372,2731
DIOR-R,17375,2732
DIOR-R,17376,2733
DIOR-R,17377,2734
DIOR-R,17379,2735
DIOR-R,17380,2736
DIOR-R,17382,2737
DIOR-R,17384,2738
DIOR-R,17385,2739
DIOR-R,17386,2740
DIOR-R,17387,2741
DIOR-R,17388,2742
DIOR-R,17390,2743
DIOR-R,17391,2744
DIOR-R,17392,2745
DIOR-R,17393,2746
DIOR-R,17394,2747
DIOR-R,17395,2748
DIOR-R,17398,2749
DIOR-R,17399,2750
DIOR-R,17400,2751
DIOR-R,17402,2752
DIOR-R,17403,2753
DIOR-R,17405,2754
DIOR-R,17407,2755
DIOR-R,17409,2756
DIOR-R,17411,2757
DIOR-R,17412,2758
DIOR-R,17418,2759
DIOR-R,17419,2760
DIOR-R,17422,2761
DIOR-R,17423,2762
DIOR-R,17426,2763
DIOR-R,17430,2764
DIOR-R,17431,2765
DIOR-R,17433,2766
DIOR-R,17438,2767
DIOR-R,17439,2768
DIOR-R,17441,2769
DIOR-R,17442,2770
DIOR-R,17443,2771
DIOR-R,17445,2772
DIOR-R,17446,2773
DIOR-R,17449,2774
DIOR-R,17451,2775
DIOR-R,17452,2776
DIOR-R,17454,2777
DIOR-R,17456,2778
DIOR-R,17457,2779
DIOR-R,17458,2780
DIOR-R,17459,2781
DIOR-R,17460,2782
DIOR-R,17461,2783
DIOR-R,17462,2784
DIOR-R,17464,2785
DIOR-R,17467,2786
DIOR-R,17469,2787
DIOR-R,17470,2788
DIOR-R,17473,2789
DIOR-R,17479,2790
DIOR-R,17481,2791
DIOR-R,17483,2792
DIOR-R,17485,2793
DIOR-R,17486,2794
DIOR-R,17493,2795
DIOR-R,17496,2796
DIOR-R,17498,2797
DIOR-R,17499,2798
DIOR-R,17506,2799
DIOR-R,17507,2800
DIOR-R,17508,2801
DIOR-R,17509,2802
DIOR-R,17510,2803
DIOR-R,17520,2804
DIOR-R,17522,2805
DIOR-R,17524,2806
DIOR-R,17525,2807
DIOR-R,17532,2808
DIOR-R,17534,2809
DIOR-R,17537,2810
DIOR-R,17538,2811
DIOR-R,17539,2812
DIOR-R,17540,2813
DIOR-R,17543,2814
DIOR-R,17545,2815
DIOR-R,17552,2816
DIOR-R,17553,2817
DIOR-R,17558,2818
DIOR-R,17562,2819
DIOR-R,17563,2820
DIOR-R,17565,2821
DIOR-R,17566,2822
DIOR-R,17567,2823
DIOR-R,17570,2824
DIOR-R,17573,2825
DIOR-R,17574,2826
DIOR-R,17575,2827
DIOR-R,17576,2828
DIOR-R,17579,2829
DIOR-R,17580,2830
DIOR-R,17582,2831
DIOR-R,17583,2832
DIOR-R,17595,2833
DIOR-R,17597,2834
DIOR-R,17600,2835
DIOR-R,17602,2836
DIOR-R,17603,2837
DIOR-R,17607,2838
DIOR-R,17608,2839
DIOR-R,17609,2840
DIOR-R,17613,2841
DIOR-R,17615,2842
DIOR-R,17618,2843
DIOR-R,17620,2844
DIOR-R,17621,2845
DIOR-R,17623,2846
DIOR-R,17625,2847
DIOR-R,17627,2848
DIOR-R,17629,2849
DIOR-R,17630,2850
DIOR-R,17631,2851
DIOR-R,17634,2852
DIOR-R,17635,2853
DIOR-R,17636,2854
DIOR-R,17637,2855
DIOR-R,17638,2856
DIOR-R,17639,2857
DIOR-R,17640,2858
DIOR-R,17641,2859
DIOR-R,17643,2860
DIOR-R,17646,2861
DIOR-R,17648,2862
DIOR-R,17650,2863
DIOR-R,17651,2864
DIOR-R,17653,2865
DIOR-R,17654,2866
DIOR-R,17655,2867
DIOR-R,17658,2868
DIOR-R,17660,2869
DIOR-R,17663,2870
DIOR-R,17665,2871
DIOR-R,17666,2872
DIOR-R,17668,2873
DIOR-R,17671,2874
DIOR-R,17672,2875
DIOR-R,17673,2876
DIOR-R,17676,2877
DIOR-R,17677,2878
DIOR-R,17679,2879
DIOR-R,17680,2880
DIOR-R,17683,2881
DIOR-R,17684,2882
DIOR-R,17687,2883
DIOR-R,17688,2884
DIOR-R,17690,2885
DIOR-R,17692,2886
DIOR-R,17693,2887
DIOR-R,17694,2888
DIOR-R,17696,2889
DIOR-R,17700,2890
DIOR-R,17701,2891
DIOR-R,17704,2892
DIOR-R,17705,2893
DIOR-R,17708,2894
DIOR-R,17709,2895
DIOR-R,17710,2896
DIOR-R,17712,2897
DIOR-R,17713,2898
DIOR-R,17714,2899
DIOR-R,17717,2900
DIOR-R,17718,2901
DIOR-R,17719,2902
DIOR-R,17721,2903
DIOR-R,17723,2904
DIOR-R,17725,2905
DIOR-R,17726,2906
DIOR-R,17729,2907
DIOR-R,17730,2908
DIOR-R,17731,2909
DIOR-R,17734,2910
DIOR-R,17735,2911
DIOR-R,17736,2912
DIOR-R,17738,2913
DIOR-R,17743,2914
DIOR-R,17746,2915
DIOR-R,17749,2916
DIOR-R,17750,2917
DIOR-R,17751,2918
DIOR-R,17752,2919
DIOR-R,17753,2920
DIOR-R,17754,2921
DIOR-R,17756,2922
DIOR-R,17757,2923
DIOR-R,17759,2924
DIOR-R,17760,2925
DIOR-R,17764,2926
DIOR-R,17765,2927
DIOR-R,17768,2928
DIOR-R,17769,2929
DIOR-R,17771,2930
DIOR-R,17772,2931
DIOR-R,17775,2932
DIOR-R,17778,2933
DIOR-R,17781,2934
DIOR-R,17782,2935
DIOR-R,17785,2936
DIOR-R,17791,2937
DIOR-R,17792,2938
DIOR-R,17793,2939
DIOR-R,17794,2940
DIOR-R,17795,2941
DIOR-R,17796,2942
DIOR-R,17797,2943
DIOR-R,17800,2944
DIOR-R,17806,2945
DIOR-R,17807,2946
DIOR-R,17808,2947
DIOR-R,17809,2948
DIOR-R,17812,2949
DIOR-R,17815,2950
DIOR-R,17822,2951
DIOR-R,17823,2952
DIOR-R,17825,2953
DIOR-R,17830,2954
DIOR-R,17832,2955
DIOR-R,17833,2956
DIOR-R,17834,2957
DIOR-R,17835,2958
DIOR-R,17838,2959
DIOR-R,17839,2960
DIOR-R,17841,2961
DIOR-R,17843,2962
DIOR-R,17845,2963
DIOR-R,17846,2964
DIOR-R,17847,2965
DIOR-R,17848,2966
DIOR-R,17854,2967
DIOR-R,17856,2968
DIOR-R,17859,2969
DIOR-R,17860,2970
DIOR-R,17864,2971
DIOR-R,17865,2972
DIOR-R,17866,2973
DIOR-R,17869,2974
DIOR-R,17873,2975
DIOR-R,17876,2976
DIOR-R,17877,2977
DIOR-R,17878,2978
DIOR-R,17880,2979
DIOR-R,17884,2980
DIOR-R,17891,2981
DIOR-R,17894,2982
DIOR-R,17899,2983
DIOR-R,17901,2984
DIOR-R,17904,2985
DIOR-R,17909,2986
DIOR-R,17910,2987
DIOR-R,17912,2988
DIOR-R,17916,2989
DIOR-R,17917,2990
DIOR-R,17918,2991
DIOR-R,17921,2992
DIOR-R,17922,2993
DIOR-R,17925,2994
DIOR-R,17926,2995
DIOR-R,17928,2996
DIOR-R,17930,2997
DIOR-R,17935,2998
DIOR-R,17936,2999
DIOR-R,17937,3000
DIOR-R,17938,3001
DIOR-R,17939,3002
DIOR-R,17941,3003
DIOR-R,17942,3004
DIOR-R,17945,3005
DIOR-R,17947,3006
DIOR-R,17951,3007
DIOR-R,17952,3008
DIOR-R,17955,3009
DIOR-R,17956,3010
DIOR-R,17959,3011
DIOR-R,17960,3012
DIOR-R,17962,3013
DIOR-R,17963,3014
DIOR-R,17964,3015
DIOR-R,17967,3016
DIOR-R,17969,3017
DIOR-R,17971,3018
DIOR-R,17972,3019
DIOR-R,17974,3020
DIOR-R,17975,3021
DIOR-R,17977,3022
DIOR-R,17978,3023
DIOR-R,17980,3024
DIOR-R,17982,3025
DIOR-R,17983,3026
DIOR-R,17984,3027
DIOR-R,17987,3028
DIOR-R,17989,3029
DIOR-R,17993,3030
DIOR-R,17996,3031
DIOR-R,17997,3032
DIOR-R,18000,3033
DIOR-R,18001,3034
DIOR-R,18002,3035
DIOR-R,18005,3036
DIOR-R,18009,3037
DIOR-R,18012,3038
DIOR-R,18015,3039
DIOR-R,18020,3040
DIOR-R,18022,3041
DIOR-R,18023,3042
DIOR-R,18025,3043
DIOR-R,18026,3044
DIOR-R,18033,3045
DIOR-R,18034,3046
DIOR-R,18036,3047
DIOR-R,18038,3048
DIOR-R,18040,3049
DIOR-R,18041,3050
DIOR-R,18042,3051
DIOR-R,18043,3052
DIOR-R,18046,3053
DIOR-R,18048,3054
DIOR-R,18051,3055
DIOR-R,18056,3056
DIOR-R,18057,3057
DIOR-R,18058,3058
DIOR-R,18062,3059
DIOR-R,18063,3060
DIOR-R,18066,3061
DIOR-R,18067,3062
DIOR-R,18068,3063
DIOR-R,18070,3064
DIOR-R,18071,3065
DIOR-R,18072,3066
DIOR-R,18074,3067
DIOR-R,18076,3068
DIOR-R,18080,3069
DIOR-R,18083,3070
DIOR-R,18084,3071
DIOR-R,18085,3072
DIOR-R,18091,3073
DIOR-R,18092,3074
DIOR-R,18093,3075
DIOR-R,18095,3076
DIOR-R,18097,3077
DIOR-R,18099,3078
DIOR-R,18102,3079
DIOR-R,18105,3080
DIOR-R,18109,3081
DIOR-R,18112,3082
DIOR-R,18113,3083
DIOR-R,18114,3084
DIOR-R,18115,3085
DIOR-R,18117,3086
DIOR-R,18118,3087
DIOR-R,18126,3088
DIOR-R,18128,3089
DIOR-R,18130,3090
DIOR-R,18131,3091
DIOR-R,18134,3092
DIOR-R,18140,3093
DIOR-R,18141,3094
DIOR-R,18147,3095
DIOR-R,18150,3096
DIOR-R,18152,3097
DIOR-R,18154,3098
DIOR-R,18155,3099
DIOR-R,18157,3100
DIOR-R,18159,3101
DIOR-R,18160,3102
DIOR-R,18161,3103
DIOR-R,18164,3104
DIOR-R,18166,3105
DIOR-R,18168,3106
DIOR-R,18169,3107
DIOR-R,18170,3108
DIOR-R,18171,3109
DIOR-R,18174,3110
DIOR-R,18175,3111
DIOR-R,18176,3112
DIOR-R,18178,3113
DIOR-R,18179,3114
DIOR-R,18180,3115
DIOR-R,18181,3116
DIOR-R,18183,3117
DIOR-R,18185,3118
DIOR-R,18186,3119
DIOR-R,18187,3120
DIOR-R,18190,3121
DIOR-R,18191,3122
DIOR-R,18192,3123
DIOR-R,18195,3124
DIOR-R,18199,3125
DIOR-R,18201,3126
DIOR-R,18202,3127
DIOR-R,18204,3128
DIOR-R,18205,3129
DIOR-R,18206,3130
DIOR-R,18208,3131
DIOR-R,18210,3132
DIOR-R,18213,3133
DIOR-R,18216,3134
DIOR-R,18217,3135
DIOR-R,18222,3136
DIOR-R,18223,3137
DIOR-R,18225,3138
DIOR-R,18226,3139
DIOR-R,18230,3140
DIOR-R,18233,3141
DIOR-R,18235,3142
DIOR-R,18238,3143
DIOR-R,18243,3144
DIOR-R,18245,3145
DIOR-R,18247,3146
DIOR-R,18252,3147
DIOR-R,18253,3148
DIOR-R,18255,3149
DIOR-R,18256,3150
DIOR-R,18258,3151
DIOR-R,18263,3152
DIOR-R,18264,3153
DIOR-R,18266,3154
DIOR-R,18270,3155
DIOR-R,18271,3156
DIOR-R,18274,3157
DIOR-R,18275,3158
DIOR-R,18277,3159
DIOR-R,18281,3160
DIOR-R,18282,3161
DIOR-R,18284,3162
DIOR-R,18285,3163
DIOR-R,18286,3164
DIOR-R,18289,3165
DIOR-R,18291,3166
DIOR-R,18294,3167
DIOR-R,18300,3168
DIOR-R,18302,3169
DIOR-R,18304,3170
DIOR-R,18306,3171
DIOR-R,18310,3172
DIOR-R,18313,3173
DIOR-R,18314,3174
DIOR-R,18316,3175
DIOR-R,18317,3176
DIOR-R,18318,3177
DIOR-R,18320,3178
DIOR-R,18324,3179
DIOR-R,18326,3180
DIOR-R,18327,3181
DIOR-R,18328,3182
DIOR-R,18331,3183
DIOR-R,18339,3184
DIOR-R,18343,3185
DIOR-R,18345,3186
DIOR-R,18347,3187
DIOR-R,18349,3188
DIOR-R,18352,3189
DIOR-R,18353,3190
DIOR-R,18356,3191
DIOR-R,18360,3192
DIOR-R,18361,3193
DIOR-R,18363,3194
DIOR-R,18364,3195
DIOR-R,18370,3196
DIOR-R,18373,3197
DIOR-R,18375,3198
DIOR-R,18379,3199
DIOR-R,18380,3200
DIOR-R,18388,3201
DIOR-R,18390,3202
DIOR-R,18391,3203
DIOR-R,18393,3204
DIOR-R,18395,3205
DIOR-R,18398,3206
DIOR-R,18401,3207
DIOR-R,18405,3208
DIOR-R,18412,3209
DIOR-R,18413,3210
DIOR-R,18417,3211
DIOR-R,18419,3212
DIOR-R,18420,3213
DIOR-R,18422,3214
DIOR-R,18424,3215
DIOR-R,18425,3216
DIOR-R,18427,3217
DIOR-R,18428,3218
DIOR-R,18430,3219
DIOR-R,18431,3220
DIOR-R,18432,3221
DIOR-R,18433,3222
DIOR-R,18434,3223
DIOR-R,18436,3224
DIOR-R,18437,3225
DIOR-R,18438,3226
DIOR-R,18439,3227
DIOR-R,18441,3228
DIOR-R,18442,3229
DIOR-R,18444,3230
DIOR-R,18445,3231
DIOR-R,18447,3232
DIOR-R,18451,3233
DIOR-R,18452,3234
DIOR-R,18454,3235
DIOR-R,18458,3236
DIOR-R,18460,3237
DIOR-R,18461,3238
DIOR-R,18462,3239
DIOR-R,18463,3240
DIOR-R,18464,3241
DIOR-R,18470,3242
DIOR-R,18474,3243
DIOR-R,18475,3244
DIOR-R,18480,3245
DIOR-R,18481,3246
DIOR-R,18483,3247
DIOR-R,18486,3248
DIOR-R,18487,3249
DIOR-R,18490,3250
DIOR-R,18493,3251
DIOR-R,18494,3252
DIOR-R,18495,3253
DIOR-R,18498,3254
DIOR-R,18499,3255
DIOR-R,18501,3256
DIOR-R,18502,3257
DIOR-R,18504,3258
DIOR-R,18505,3259
DIOR-R,18508,3260
DIOR-R,18509,3261
DIOR-R,18511,3262
DIOR-R,18513,3263
DIOR-R,18514,3264
DIOR-R,18515,3265
DIOR-R,18516,3266
DIOR-R,18518,3267
DIOR-R,18522,3268
DIOR-R,18523,3269
DIOR-R,18525,3270
DIOR-R,18526,3271
DIOR-R,18527,3272
DIOR-R,18531,3273
DIOR-R,18533,3274
DIOR-R,18534,3275
DIOR-R,18536,3276
DIOR-R,18538,3277
DIOR-R,18539,3278
DIOR-R,18540,3279
DIOR-R,18542,3280
DIOR-R,18547,3281
DIOR-R,18550,3282
DIOR-R,18552,3283
DIOR-R,18555,3284
DIOR-R,18559,3285
DIOR-R,18561,3286
DIOR-R,18562,3287
DIOR-R,18563,3288
DIOR-R,18564,3289
DIOR-R,18565,3290
DIOR-R,18568,3291
DIOR-R,18569,3292
DIOR-R,18572,3293
DIOR-R,18574,3294
DIOR-R,18575,3295
DIOR-R,18576,3296
DIOR-R,18578,3297
DIOR-R,18583,3298
DIOR-R,18585,3299
DIOR-R,18586,3300
