radial_norm,noise_level,modulation_threshold,boundary_mass,radial_risk_coupling,unwrap_ambiguity,frequency_ratio,n,decoded_angle_mean_deg,angle_error_mean_deg,phase_mod_mean,negative_phase_mod_nrc_continuous,phase_mod_nrc_continuous,phase_mod_nrc_severe_event,direction_margin_nrc_continuous,multi_frequency_disagreement_nrc_continuous,unwrap_energy_gap_nrc_continuous,candidate_switch_rate,severe_event_rate,phase_mod_direction
0.9,0.03,0.3,0.75,-0.8,0.85,1:2,512,0.85777088,24.27842187,0.94352364,2.18599255,0.50911732,0.7525575,0.0953182,0.75808515,0.75808515,0.0,0.49414062,INFORMATIVE
0.9,0.03,0.3,0.75,0.0,0.05,1:2,512,-3.82314033,0.70890507,0.81,0.91568158,0.91568158,nan,0.8774025,0.72229818,0.72229818,0.0,0.0,NEAR_RANDOM
0.9,0.03,0.3,0.75,0.0,0.45,1:2,512,4.59486354,5.99659203,0.81,1.22373695,1.22373695,1.21765802,0.41266473,0.35392002,0.35392002,0.0,0.09960938,REVERSE
0.9,0.03,0.3,0.75,0.0,0.85,1:2,512,-2.9564747,21.21676863,0.81,1.03211662,1.03211662,1.11219433,0.15545479,0.63712071,0.63712071,0.0,0.48632812,NEAR_RANDOM
0.9,0.03,0.3,0.75,0.8,0.05,1:2,512,-0.36666583,2.83151483,0.96256682,4.03052529,0.20418911,0.0,0.20356752,1.23405665,1.23405665,0.0,0.02929688,INFORMATIVE
0.9,0.03,0.3,0.75,0.8,0.45,1:2,512,1.93019552,14.70898165,0.95608546,2.68333087,0.19316863,0.41777012,0.14915831,0.77354936,0.77354936,0.0,0.22265625,INFORMATIVE
0.9,0.03,0.3,0.75,0.8,0.85,1:2,512,5.37872159,24.88750826,0.93352871,2.17399241,0.38481792,0.73172805,0.10893954,0.9117741,0.9117741,0.0,0.51953125,INFORMATIVE
0.9,0.03,0.47,0.1,-0.8,0.05,1:2,512,-0.58867734,8.5816074,0.90101279,2.71262773,0.07045387,0.01762032,0.07035057,0.82178719,0.82178719,0.0,0.14257812,INFORMATIVE
0.9,0.03,0.47,0.1,-0.8,0.45,1:2,512,1.45877133,16.39615591,1.00466893,2.23470344,0.21402792,0.27943255,0.16979055,0.9314161,0.9314161,0.0,0.28125,INFORMATIVE
0.9,0.03,0.47,0.1,-0.8,0.85,1:2,512,1.50815382,23.49189144,0.94342746,1.76938146,0.66985172,0.7583067,0.17551765,0.90675732,0.90675732,0.0,0.5625,INFORMATIVE
0.9,0.03,0.47,0.1,0.0,0.05,1:2,512,1.95045009,0.64210118,0.81,1.02318845,1.02318845,nan,0.85141501,0.69722186,0.69722186,0.0,0.0,NEAR_RANDOM
0.9,0.03,0.47,0.1,0.0,0.45,1:2,512,3.62957405,10.51593918,0.81,1.13253201,1.13253201,1.16130193,0.20848224,0.82864953,0.82864953,0.0,0.20117188,REVERSE
0.9,0.03,0.47,0.1,0.0,0.85,1:2,512,-2.54418382,27.52142761,0.81,1.00680507,1.00680507,0.97518105,0.22191317,0.92528406,0.92528406,0.0,0.6328125,NEAR_RANDOM
0.9,0.03,0.47,0.1,0.8,0.05,1:2,512,-2.96452078,9.69262427,0.96204294,2.63069179,0.09351536,0.01335767,0.09348378,1.27875272,1.27875272,0.0,0.16992188,INFORMATIVE
0.9,0.03,0.47,0.1,0.8,0.45,1:2,512,-1.50923231,15.2028797,0.95256585,2.27115438,0.23385975,0.38289826,0.17814164,0.74511083,0.74511083,0.0,0.28710938,INFORMATIVE
0.9,0.03,0.47,0.1,0.8,0.85,1:2,512,2.25843376,23.25963519,0.95574853,1.75538605,0.74692861,0.81931869,0.15168498,0.84270354,0.84270354,0.0,0.53710938,INFORMATIVE
0.9,0.03,0.47,0.4,-0.8,0.05,1:2,512,-1.17874879,11.27936319,0.9534568,2.70739426,0.0605613,0.01342975,0.06032764,0.6599876,0.6599876,0.0,0.16796875,INFORMATIVE
0.9,0.03,0.47,0.4,-0.8,0.45,1:2,512,-0.24856382,21.02149877,0.93674121,2.31106618,0.15233477,0.20611584,0.12271982,0.8230481,0.8230481,0.0,0.33789062,INFORMATIVE
0.9,0.03,0.47,0.4,-0.8,0.85,1:2,512,2.19539128,27.82840578,0.95488816,1.90378293,0.59418514,0.79705168,0.14369494,0.87351728,0.87351728,0.0,0.55664062,INFORMATIVE
0.9,0.03,0.47,0.4,0.0,0.05,1:2,512,-0.35285635,0.67530344,0.81,1.00998212,1.00998212,nan,0.75603263,0.58322742,0.58322742,0.0,0.0,NEAR_RANDOM
0.9,0.03,0.47,0.4,0.0,0.45,1:2,512,-1.062695,13.28519148,0.81,0.92118161,0.92118161,0.98934543,0.16404256,0.93163179,0.93163179,0.0,0.20117188,NEAR_RANDOM
0.9,0.03,0.47,0.4,0.0,0.85,1:2,512,0.91771912,29.51349581,0.81,0.93871396,0.93871396,0.96775456,0.14790494,0.79538901,0.79538901,0.0,0.60351562,NEAR_RANDOM
0.9,0.03,0.47,0.4,0.8,0.05,1:2,512,0.7108942,11.00592577,0.9712064,2.89756581,0.06166386,0.00683118,0.06156895,1.2173046,1.2173046,0.0,0.15625,INFORMATIVE
0.9,0.03,0.47,0.4,0.8,0.45,1:2,512,5.93191563,21.4918558,0.92766332,2.109053,0.20512814,0.31054252,0.156382,0.94391925,0.94391925,0.0,0.34375,INFORMATIVE
0.9,0.03,0.47,0.4,0.8,0.85,1:2,512,-1.61269437,29.40602923,0.93851421,1.81550197,0.64388323,0.77816351,0.12142106,0.9287756,0.9287756,0.0,0.5859375,INFORMATIVE
0.9,0.03,0.47,0.75,-0.8,0.05,1:2,512,3.97453222,13.99543526,0.96560999,2.81579059,0.03379648,0.00246342,0.03369871,0.77508856,0.77508856,0.0,0.16601562,INFORMATIVE
0.9,0.03,0.47,0.75,-0.8,0.45,1:2,512,1.45011175,23.76059989,0.93930581,2.33038287,0.1335083,0.2623089,0.10154191,0.89411038,0.89411038,0.0,0.32617188,INFORMATIVE
0.9,0.03,0.47,0.75,-0.8,0.85,1:2,512,0.13824857,32.40233324,0.94864801,1.87948779,0.69100544,0.81779093,0.1044108,0.76872427,0.76872427,0.0,0.54492188,INFORMATIVE
0.9,0.03,0.47,0.75,0.0,0.05,1:2,512,-1.37413111,0.68304019,0.81,0.99640771,0.99640771,nan,0.91321745,0.55482902,0.55482902,0.0,0.0,NEAR_RANDOM
0.9,0.03,0.47,0.75,0.0,0.45,1:2,512,-1.20671471,12.66132309,0.81,1.20470276,1.20470276,1.2089333,0.14574056,0.97616316,0.97616316,0.0,0.171875,REVERSE
0.9,0.03,0.47,0.75,0.0,0.85,1:2,512,3.6859371,40.64538951,0.81,0.99923893,0.99923893,1.01834256,0.12236381,0.94320529,0.94320529,0.0,0.640625,NEAR_RANDOM
0.9,0.03,0.47,0.75,0.8,0.05,1:2,512,-4.12884775,15.88031688,0.92223208,2.70087919,0.04111128,0.0016321,0.04101932,1.36654074,1.36654074,0.0,0.20117188,INFORMATIVE
0.9,0.03,0.47,0.75,0.8,0.45,1:2,512,0.49931585,23.34037662,0.96873132,2.30811633,0.12878036,0.29311255,0.09695706,0.81232688,0.81232688,0.0,0.32421875,INFORMATIVE
0.9,0.03,0.47,0.75,0.8,0.85,1:2,512,1.07910193,33.13290833,0.9613863,2.00406333,0.53017847,0.71557232,0.08897196,0.71921716,0.71921716,0.0,0.56640625,INFORMATIVE
0.9,0.03,0.8,0.1,-0.8,0.05,1:2,512,2.43985067,24.70200335,0.95523888,1.85754621,0.14504826,0.07393776,0.14505394,0.80664403,0.80664403,0.0,0.41992188,INFORMATIVE
0.9,0.03,0.8,0.1,-0.8,0.45,1:2,512,1.76809935,26.24877968,0.96638852,1.83658219,0.18542319,0.11920892,0.16416082,0.88698449,0.88698449,0.0,0.48046875,INFORMATIVE
0.9,0.03,0.8,0.1,-0.8,0.85,1:2,512,0.39905489,45.61580133,0.94453239,1.08443041,1.07088623,1.09616856,0.65960928,0.86136155,0.86136155,0.0,0.83789062,NEAR_RANDOM
0.9,0.03,0.8,0.1,0.0,0.05,1:2,512,-0.04006675,37.62312108,0.81,1.0631062,1.0631062,1.07424906,0.32401124,1.00264573,1.00264573,0.0,0.66992188,NEAR_RANDOM
0.9,0.03,0.8,0.1,0.0,0.45,1:2,512,-0.31852935,47.57075207,0.81,0.95090737,0.95090737,0.85520733,0.84417078,0.92747507,0.92747507,0.0,0.86328125,NEAR_RANDOM
0.9,0.03,0.8,0.1,0.0,0.85,1:2,512,-0.15536514,47.05997218,0.81,0.98479735,0.98479735,1.0160088,0.9155488,0.93928446,0.93928446,0.0,0.87109375,NEAR_RANDOM
0.9,0.03,0.8,0.1,0.8,0.05,1:2,512,0.90983733,24.45892457,0.92719024,1.82750496,0.15680717,0.05512563,0.15664683,1.15349851,1.15349851,0.0,0.44726562,INFORMATIVE
0.9,0.03,0.8,0.1,0.8,0.45,1:2,512,-0.28424939,25.90804843,0.96290997,1.76159922,0.22548508,0.22379353,0.19812581,1.01814308,1.01814308,0.0,0.48046875,INFORMATIVE
0.9,0.03,0.8,0.1,0.8,0.85,1:2,512,-1.13561632,45.1335627,0.9157498,1.12140591,0.98679675,1.01325986,0.74657893,0.98810788,0.98810788,0.0,0.86328125,NEAR_RANDOM
0.9,0.03,0.8,0.4,-0.8,0.05,1:2,512,-0.64123933,31.98766145,0.92568355,1.93834863,0.1049568,0.02792998,0.10499392,0.74710683,0.74710683,0.0,0.47460938,INFORMATIVE
0.9,0.03,0.8,0.4,-0.8,0.45,1:2,512,2.748815,35.19695565,0.92291284,1.82808264,0.1575016,0.11434689,0.14490026,1.0084168,1.0084168,0.0,0.515625,INFORMATIVE
0.9,0.03,0.8,0.4,-0.8,0.85,1:2,512,-0.25241525,58.6975167,0.92638838,1.08209791,1.03291632,1.0189716,0.67919105,0.97496017,0.97496017,0.0,0.8828125,NEAR_RANDOM
0.9,0.03,0.8,0.4,0.0,0.05,1:2,512,1.57343628,45.62086423,0.81,0.93725639,0.93725639,0.95843687,0.27795527,1.03402153,1.03402153,0.0,0.66796875,NEAR_RANDOM
0.9,0.03,0.8,0.4,0.0,0.45,1:2,512,0.42141871,61.26248534,0.81,0.96420541,0.96420541,1.00583261,0.90279037,1.03572146,1.03572146,0.0,0.91992188,NEAR_RANDOM
0.9,0.03,0.8,0.4,0.0,0.85,1:2,512,0.2599351,60.82011139,0.81,0.95547167,0.95547167,1.00476746,0.96463817,1.04280917,1.04280917,0.0,0.91796875,NEAR_RANDOM
0.9,0.03,0.8,0.4,0.8,0.05,1:2,512,-2.2293872,31.07833283,0.96325807,1.92422853,0.11461249,0.03803043,0.11461079,1.1057393,1.1057393,0.0,0.44726562,INFORMATIVE
0.9,0.03,0.8,0.4,0.8,0.45,1:2,512,-0.5363441,34.71584632,0.92713362,1.76527704,0.18005941,0.18461006,0.16146544,0.96683461,0.96683461,0.0,0.53320312,INFORMATIVE
0.9,0.03,0.8,0.4,0.8,0.85,1:2,512,-1.04289647,58.28735222,0.9543241,1.05026265,1.04666295,0.99026198,0.63354356,0.99717032,0.99717032,0.0,0.890625,NEAR_RANDOM
0.9,0.03,0.8,0.75,-0.8,0.05,1:2,512,-1.1913753,38.3034824,0.9392914,1.89036685,0.08153444,0.02381427,0.08158198,0.70136136,0.70136136,0.0,0.48632812,INFORMATIVE
0.9,0.03,0.8,0.75,-0.8,0.45,1:2,512,1.45905404,39.79298791,0.90482843,1.86652639,0.11891357,0.09842296,0.1101016,0.99753154,0.99753154,0.0,0.54296875,INFORMATIVE
0.9,0.03,0.8,0.75,-0.8,0.85,1:2,512,-0.69377947,73.75008932,0.94559619,1.11290938,1.03939357,1.03594672,0.55078201,0.93506244,0.93506244,0.0,0.93945312,NEAR_RANDOM
0.9,0.03,0.8,0.75,0.0,0.05,1:2,512,-0.78938545,53.46275813,0.81,1.01760698,1.01760698,0.99739421,0.1794944,1.03750946,1.03750946,0.0,0.6875,NEAR_RANDOM
0.9,0.03,0.8,0.75,0.0,0.45,1:2,512,-0.73666799,75.28605856,0.81,1.06896087,1.06896087,1.06103335,0.71189807,1.02116408,1.02116408,0.0,0.95507812,NEAR_RANDOM
0.9,0.03,0.8,0.75,0.0,0.85,1:2,512,0.61492025,73.4697995,0.81,0.95873668,0.95873668,0.88936642,0.81042016,0.99962027,0.99962027,0.0,0.9453125,NEAR_RANDOM
0.9,0.03,0.8,0.75,0.8,0.05,1:2,512,1.62975135,39.22743746,0.93935067,1.94245251,0.05682643,0.00742205,0.05678391,1.15172769,1.15172769,0.0,0.49023438,INFORMATIVE
0.9,0.03,0.8,0.75,0.8,0.45,1:2,512,0.34963033,40.42874837,0.94032189,1.90051765,0.10444662,0.13518697,0.09368146,0.98561134,0.98561134,0.0,0.54882812,INFORMATIVE
0.9,0.03,0.8,0.75,0.8,0.85,1:2,512,-0.58943074,69.94182531,0.97076802,1.0093854,1.10218557,1.09220407,0.64404515,1.02097344,1.02097344,0.0,0.91601562,REVERSE
0.9,0.12,0.3,0.1,-0.8,0.05,1:2,512,-2.81641986,3.9986203,0.93248439,3.27580889,0.18717852,0.0,0.18596521,0.67029508,0.67029508,0.0,0.04882812,INFORMATIVE
0.9,0.12,0.3,0.1,-0.8,0.45,1:2,512,0.24210609,12.70967836,0.95584186,2.52617888,0.25655389,0.36515922,0.19432851,0.81752288,0.81752288,0.0,0.24414062,INFORMATIVE
0.9,0.12,0.3,0.1,-0.8,0.85,1:2,512,-2.44936687,19.15579376,0.92537097,2.06297225,0.4225323,0.79185702,0.18968614,0.61168367,0.61168367,0.0,0.515625,INFORMATIVE
0.9,0.12,0.3,0.1,0.0,0.05,1:2,512,-1.98170975,1.80782287,0.81,0.98352939,0.98352939,1.18022574,0.71128321,0.69017416,0.69017416,0.0,0.00195312,NEAR_RANDOM
0.9,0.12,0.3,0.1,0.0,0.45,1:2,512,0.37143088,5.31572119,0.81,1.08659606,1.08659606,1.09798693,0.53563538,0.35775594,0.35775594,0.0,0.09960938,NEAR_RANDOM
0.9,0.12,0.3,0.1,0.0,0.85,1:2,512,4.20673676,17.08078918,0.81,1.04534308,1.04534308,1.05571038,0.20071287,0.77104976,0.77104976,0.0,0.47460938,NEAR_RANDOM
0.9,0.12,0.3,0.1,0.8,0.05,1:2,512,0.73245941,3.90978993,0.94400248,2.87213998,0.53256937,0.15482508,0.50968817,1.32104891,1.32104891,0.0,0.03710938,INFORMATIVE
0.9,0.12,0.3,0.1,0.8,0.45,1:2,512,-0.70218958,11.14374106,0.93758191,2.48546312,0.32363262,0.45421742,0.24415297,0.90964607,0.90964607,0.0,0.22460938,INFORMATIVE
0.9,0.12,0.3,0.1,0.8,0.85,1:2,512,0.01807874,16.84507675,0.93880956,1.99569977,0.5509433,0.76159639,0.21792818,0.85269642,0.85269642,0.0,0.47070312,INFORMATIVE
0.9,0.12,0.3,0.4,-0.8,0.05,1:2,512,3.44701319,5.12106759,0.91593584,3.41890984,0.14851691,0.00332312,0.14596635,0.31620413,0.31620413,0.0,0.04492188,INFORMATIVE
0.9,0.12,0.3,0.4,-0.8,0.45,1:2,512,1.74128483,13.99234512,0.96104263,2.59243421,0.20732003,0.29805913,0.15867874,0.51206329,0.51206329,0.0,0.234375,INFORMATIVE
0.9,0.12,0.3,0.4,-0.8,0.85,1:2,512,0.33136557,20.8572037,0.93257475,2.21303154,0.513065,0.80606605,0.11530541,0.6042701,0.6042701,0.0,0.4921875,INFORMATIVE
0.9,0.12,0.3,0.4,0.0,0.05,1:2,512,-1.26798293,1.89312732,0.81,0.88356901,0.88356901,1.25276719,0.72094926,0.74503543,0.74503543,0.0,0.00195312,INFORMATIVE
0.9,0.12,0.3,0.4,0.0,0.45,1:2,512,6.43982658,5.50050184,0.81,0.92299638,0.92299638,0.8711323,0.57584002,0.38772592,0.38772592,0.0,0.11328125,NEAR_RANDOM
0.9,0.12,0.3,0.4,0.0,0.85,1:2,512,0.37426243,19.19442507,0.81,0.95940099,0.95940099,1.09721619,0.20415077,0.90409614,0.90409614,0.0,0.48828125,NEAR_RANDOM
0.9,0.12,0.3,0.4,0.8,0.05,1:2,512,0.4885444,4.10890085,0.9983772,3.06710156,0.49254947,0.0,0.47647243,1.28808736,1.28808736,0.0,0.0390625,INFORMATIVE
0.9,0.12,0.3,0.4,0.8,0.45,1:2,512,5.81239334,12.46195889,0.96668398,2.59243925,0.32758643,0.62817529,0.24053993,0.96899796,0.96899796,0.0,0.21679688,INFORMATIVE
0.9,0.12,0.3,0.4,0.8,0.85,1:2,512,2.49144059,20.11969899,0.96392951,2.21532547,0.3653901,0.60683322,0.18110783,0.72437261,0.72437261,0.0,0.47070312,INFORMATIVE
0.9,0.12,0.3,0.75,-0.8,0.05,1:2,512,5.52181224,5.28612208,0.91092412,3.41931892,0.13179028,0.001347,0.13008088,0.43356664,0.43356664,0.0,0.04492188,INFORMATIVE
0.9,0.12,0.3,0.75,-0.8,0.45,1:2,512,-1.47782342,16.74868971,0.94754868,2.59644893,0.17909599,0.3762056,0.13364333,0.79032993,0.79032993,0.0,0.25390625,INFORMATIVE
0.9,0.12,0.3,0.75,-0.8,0.85,1:2,512,-3.01348985,22.2951439,0.95231161,2.25768714,0.43162719,0.78206458,0.11607402,0.77933165,0.77933165,0.0,0.484375,INFORMATIVE
0.9,0.12,0.3,0.75,0.0,0.05,1:2,512,-1.4745587,1.85990478,0.81,1.05495685,1.05495685,nan,0.69627602,0.61532966,0.61532966,0.0,0.0,NEAR_RANDOM
0.9,0.12,0.3,0.75,0.0,0.45,1:2,512,-0.19106257,5.42442603,0.81,0.98068981,0.98068981,0.95088739,0.52655343,0.44479983,0.44479983,0.0,0.10742188,NEAR_RANDOM
0.9,0.12,0.3,0.75,0.0,0.85,1:2,512,2.68659402,22.60397366,0.81,0.99622588,0.99622588,1.13801814,0.1482831,0.61693054,0.61693054,0.0,0.49023438,NEAR_RANDOM
0.9,0.12,0.3,0.75,0.8,0.05,1:2,512,-1.6230975,6.12088704,0.96233361,3.25550887,0.31519651,0.00254194,0.30260118,1.20578681,1.20578681,0.0,0.05273438,INFORMATIVE
0.9,0.12,0.3,0.75,0.8,0.45,1:2,512,0.11763152,14.21839292,0.9848166,2.71864696,0.26898121,0.6178424,0.2069692,0.90249954,0.90249954,0.0,0.21289062,INFORMATIVE
0.9,0.12,0.3,0.75,0.8,0.85,1:2,512,0.08208731,25.86193574,0.92979788,2.23316833,0.40789135,0.73610429,0.12371108,0.93182142,0.93182142,0.0,0.57421875,INFORMATIVE
0.9,0.12,0.47,0.1,-0.8,0.05,1:2,512,-1.92473544,9.759878,0.94999424,2.64155325,0.09370365,0.00792318,0.09385165,0.55181551,0.55181551,0.0,0.15625,INFORMATIVE
0.9,0.12,0.47,0.1,-0.8,0.45,1:2,512,0.12177008,16.85701789,0.94810213,2.23513526,0.20461025,0.22791007,0.16797657,0.90588116,0.90588116,0.0,0.31835938,INFORMATIVE
0.9,0.12,0.47,0.1,-0.8,0.85,1:2,512,0.59442565,23.238775,1.00595293,1.81347311,0.75886836,0.80075409,0.16487686,0.76348699,0.76348699,0.0,0.51367188,INFORMATIVE
0.9,0.12,0.47,0.1,0.0,0.05,1:2,512,0.47622214,1.86415741,0.81,0.9655033,0.9655033,nan,0.73199123,0.64367871,0.64367871,0.0,0.0,NEAR_RANDOM
0.9,0.12,0.47,0.1,0.0,0.45,1:2,512,-0.30088721,10.7654813,0.81,0.92460253,0.92460253,1.00232535,0.23089629,0.71347502,0.71347502,0.0,0.22070312,NEAR_RANDOM
0.9,0.12,0.47,0.1,0.0,0.85,1:2,512,-2.07078455,24.96292623,0.81,0.96143194,0.96143194,1.00054614,0.25050947,0.83977243,0.83977243,0.0,0.56835938,NEAR_RANDOM
0.9,0.12,0.47,0.1,0.8,0.05,1:2,512,1.17775482,9.20450899,0.97203019,2.83181098,0.19664865,0.01008819,0.18900056,1.56882479,1.56882479,0.0,0.13085938,INFORMATIVE
0.9,0.12,0.47,0.1,0.8,0.45,1:2,512,0.37545426,15.72528825,0.966116,2.24660271,0.25546987,0.40682545,0.19666461,0.96063118,0.96063118,0.0,0.32421875,INFORMATIVE
0.9,0.12,0.47,0.1,0.8,0.85,1:2,512,0.399678,23.39012708,0.93017741,1.79546557,0.66065782,0.81861178,0.18250143,0.78059545,0.78059545,0.0,0.5625,INFORMATIVE
0.9,0.12,0.47,0.4,-0.8,0.05,1:2,512,-1.16649245,11.03813383,0.96861428,2.69509028,0.07682075,0.01073982,0.07717074,0.66893872,0.66893872,0.0,0.14648438,INFORMATIVE
0.9,0.12,0.47,0.4,-0.8,0.45,1:2,512,0.07304794,20.86752967,0.95711954,2.27733834,0.16032654,0.27848506,0.13196799,0.84351778,0.84351778,0.0,0.34179688,INFORMATIVE
0.9,0.12,0.47,0.4,-0.8,0.85,1:2,512,1.28243771,28.9909706,0.93475963,1.92630658,0.48216162,0.63353249,0.11591088,0.65152353,0.65152353,0.0,0.5703125,INFORMATIVE
0.9,0.12,0.47,0.4,0.0,0.05,1:2,512,-3.01114656,1.70695255,0.81,1.02727464,1.02727464,nan,0.80939889,0.73382704,0.73382704,0.0,0.0,NEAR_RANDOM
0.9,0.12,0.47,0.4,0.0,0.45,1:2,512,0.12862275,13.09326275,0.81,0.90810078,0.90810078,0.95245655,0.19054684,0.81473301,0.81473301,0.0,0.23242188,NEAR_RANDOM
0.9,0.12,0.47,0.4,0.0,0.85,1:2,512,-1.29497919,34.3847001,0.81,0.9718699,0.9718699,0.97297015,0.16519796,0.78748757,0.78748757,0.0,0.63085938,NEAR_RANDOM
0.9,0.12,0.47,0.4,0.8,0.05,1:2,512,-0.4917459,13.68364829,0.95192927,2.54443995,0.14902237,0.05973529,0.14688655,1.32754053,1.32754053,0.0,0.1953125,INFORMATIVE
0.9,0.12,0.47,0.4,0.8,0.45,1:2,512,2.47227271,18.38295569,0.98197062,2.29123392,0.23066511,0.5633455,0.17283154,1.00610417,1.00610417,0.0,0.32421875,INFORMATIVE
0.9,0.12,0.47,0.4,0.8,0.85,1:2,512,-1.10429322,27.21258021,0.91289985,1.88802265,0.54752664,0.67503121,0.1581792,0.93688132,0.93688132,0.0,0.60546875,INFORMATIVE
0.9,0.12,0.47,0.75,-0.8,0.05,1:2,512,-2.421426,13.80267545,0.97983728,2.83934663,0.05401957,0.00438294,0.05475229,0.51406835,0.51406835,0.0,0.15625,INFORMATIVE
0.9,0.12,0.47,0.75,-0.8,0.45,1:2,512,-1.16600434,25.40999078,0.93590411,2.31224052,0.11895778,0.26838223,0.09449509,0.73391604,0.73391604,0.0,0.37304688,INFORMATIVE
0.9,0.12,0.47,0.75,-0.8,0.85,1:2,512,-3.16121225,34.14981036,0.93993554,1.92838066,0.62662251,0.77144026,0.10953378,0.87701964,0.87701964,0.0,0.59765625,INFORMATIVE
0.9,0.12,0.47,0.75,0.0,0.05,1:2,512,-2.24933958,1.82042437,0.81,0.89429499,0.89429499,0.48751457,0.7654363,0.65259584,0.65259584,0.0,0.00390625,INFORMATIVE
0.9,0.12,0.47,0.75,0.0,0.45,1:2,512,0.54988819,12.78291574,0.81,1.01546926,1.01546926,1.03130191,0.18346073,0.92310279,0.92310279,0.0,0.21679688,NEAR_RANDOM
0.9,0.12,0.47,0.75,0.0,0.85,1:2,512,0.28947747,35.63050846,0.81,1.00802337,1.00802337,1.04691887,0.12683418,0.98367837,0.98367837,0.0,0.62695312,NEAR_RANDOM
0.9,0.12,0.47,0.75,0.8,0.05,1:2,512,1.53122183,17.0031569,0.96662138,2.69668666,0.10364658,0.0,0.10289877,1.42241694,1.42241694,0.0,0.19140625,INFORMATIVE
0.9,0.12,0.47,0.75,0.8,0.45,1:2,512,4.69469266,24.34170712,0.91760204,2.34788129,0.14053804,0.37324214,0.09984471,1.02022654,1.02022654,0.0,0.34570312,INFORMATIVE
0.9,0.12,0.47,0.75,0.8,0.85,1:2,512,-1.69698509,36.21049178,0.92195069,1.90191039,0.58916353,0.74927446,0.11408388,0.99519122,0.99519122,0.00195312,0.63476562,INFORMATIVE
0.9,0.12,0.8,0.1,-0.8,0.05,1:2,512,-2.89690056,25.17706943,0.94739458,1.89981491,0.15318156,0.05001352,0.15362571,0.70854916,0.70854916,0.0,0.46289062,INFORMATIVE
0.9,0.12,0.8,0.1,-0.8,0.45,1:2,512,1.82454342,27.21773897,0.89370898,1.81120157,0.20345727,0.12830417,0.19174013,0.87072161,0.87072161,0.0,0.51953125,INFORMATIVE
0.9,0.12,0.8,0.1,-0.8,0.85,1:2,512,-0.68599167,44.41307146,0.94488677,1.08519671,0.90995645,1.01189938,0.8211735,1.01041738,1.01041738,0.00195312,0.84765625,NEAR_RANDOM
0.9,0.12,0.8,0.1,0.0,0.05,1:2,512,1.60848971,35.91569504,0.81,0.9915448,0.9915448,0.99604296,0.47717164,0.9962208,0.9962208,0.0,0.66015625,NEAR_RANDOM
0.9,0.12,0.8,0.1,0.0,0.45,1:2,512,-0.16341265,48.95493638,0.81,0.8490028,0.8490028,0.91323333,0.88341774,1.02953488,1.02953488,0.0,0.90234375,INFORMATIVE
0.9,0.12,0.8,0.1,0.0,0.85,1:2,512,0.33235677,48.74215329,0.81,0.97678401,0.97678401,0.97888065,0.95726906,1.00207331,1.00207331,0.0,0.89257812,NEAR_RANDOM
0.9,0.12,0.8,0.1,0.8,0.05,1:2,512,0.92117182,24.60742666,0.97129593,1.87086109,0.18172134,0.08216599,0.18065531,1.23082133,1.23082133,0.0,0.42578125,INFORMATIVE
0.9,0.12,0.8,0.1,0.8,0.45,1:2,512,2.40201341,27.94683791,0.93774692,1.7613053,0.22712361,0.26872238,0.21516067,1.03340682,1.03340682,0.0,0.546875,INFORMATIVE
0.9,0.12,0.8,0.1,0.8,0.85,1:2,512,1.51410492,45.73848991,0.94565092,1.03407252,0.99890951,1.08470965,0.83272151,0.98549583,0.98549583,0.0,0.8359375,NEAR_RANDOM
0.9,0.12,0.8,0.4,-0.8,0.05,1:2,512,3.2070282,33.08617367,0.9199232,1.84265575,0.13337431,0.03350502,0.13688029,0.73220816,0.73220816,0.0,0.49414062,INFORMATIVE
0.9,0.12,0.8,0.4,-0.8,0.45,1:2,512,-0.44601028,32.06136087,0.98006756,1.89188484,0.15037185,0.138308,0.14086396,0.86834259,0.86834259,0.0,0.49023438,INFORMATIVE
0.9,0.12,0.8,0.4,-0.8,0.85,1:2,512,0.17217791,56.80244289,0.98765574,1.0657803,1.0638987,1.08134915,0.67648399,0.93810907,0.93810907,0.0,0.8828125,NEAR_RANDOM
0.9,0.12,0.8,0.4,0.0,0.05,1:2,512,0.40930205,44.23154638,0.81,0.99670081,0.99670081,0.95062396,0.45033874,0.97580186,0.97580186,0.0,0.66992188,NEAR_RANDOM
0.9,0.12,0.8,0.4,0.0,0.45,1:2,512,1.38954337,58.5903286,0.81,1.00225536,1.00225536,1.00095101,0.75102992,1.07940201,1.07940201,0.0,0.8984375,NEAR_RANDOM
0.9,0.12,0.8,0.4,0.0,0.85,1:2,512,0.3117646,61.47606673,0.81,0.89596101,0.89596101,0.9767573,1.05614071,0.97754523,0.97754523,0.0,0.93164062,INFORMATIVE
0.9,0.12,0.8,0.4,0.8,0.05,1:2,512,1.45151793,31.09740978,0.96049076,1.91226812,0.13939928,0.03363347,0.13959317,1.22355366,1.22355366,0.0,0.44726562,INFORMATIVE
0.9,0.12,0.8,0.4,0.8,0.45,1:2,512,-3.25746469,32.84017965,0.90311949,1.83113703,0.17541615,0.17446036,0.18176065,1.05909945,1.05909945,0.0,0.51953125,INFORMATIVE
0.9,0.12,0.8,0.4,0.8,0.85,1:2,512,-0.30239054,58.85812933,0.92112086,1.01572125,1.02261771,0.94676939,0.79041665,1.01549627,1.01549627,0.0,0.88671875,NEAR_RANDOM
