dataset,cluster_index,cluster
DIOR-R,5240,22126
DIOR-R,5241,22130
DIOR-R,5242,22138
DIOR-R,5243,22140
DIOR-R,5244,22142
DIOR-R,5245,22143
DIOR-R,5246,22145
DIOR-R,5247,22147
DIOR-R,5248,22148
DIOR-R,5249,22150
DIOR-R,5250,22153
DIOR-R,5251,22155
DIOR-R,5252,22156
DIOR-R,5253,22157
DIOR-R,5254,22161
DIOR-R,5255,22163
DIOR-R,5256,22166
DIOR-R,5257,22167
DIOR-R,5258,22168
DIOR-R,5259,22169
DIOR-R,5260,22171
DIOR-R,5261,22172
DIOR-R,5262,22176
DIOR-R,5263,22177
DIOR-R,5264,22179
DIOR-R,5265,22181
DIOR-R,5266,22182
DIOR-R,5267,22183
DIOR-R,5268,22186
DIOR-R,5269,22189
DIOR-R,5270,22190
DIOR-R,5271,22194
DIOR-R,5272,22195
DIOR-R,5273,22196
DIOR-R,5274,22198
DIOR-R,5275,22202
DIOR-R,5276,22203
DIOR-R,5277,22205
DIOR-R,5278,22206
DIOR-R,5279,22208
DIOR-R,5280,22211
DIOR-R,5281,22212
DIOR-R,5282,22214
DIOR-R,5283,22215
DIOR-R,5284,22218
DIOR-R,5285,22219
DIOR-R,5286,22221
DIOR-R,5287,22222
DIOR-R,5288,22223
DIOR-R,5289,22225
DIOR-R,5290,22226
DIOR-R,5291,22229
DIOR-R,5292,22230
DIOR-R,5293,22234
DIOR-R,5294,22235
DIOR-R,5295,22236
DIOR-R,5296,22237
DIOR-R,5297,22238
DIOR-R,5298,22240
DIOR-R,5299,22241
DIOR-R,5300,22244
DIOR-R,5301,22245
DIOR-R,5302,22248
DIOR-R,5303,22250
DIOR-R,5304,22251
DIOR-R,5305,22253
DIOR-R,5306,22257
DIOR-R,5307,22258
DIOR-R,5308,22261
DIOR-R,5309,22265
DIOR-R,5310,22266
DIOR-R,5311,22269
DIOR-R,5312,22271
DIOR-R,5313,22272
DIOR-R,5314,22274
DIOR-R,5315,22275
DIOR-R,5316,22280
DIOR-R,5317,22282
DIOR-R,5318,22283
DIOR-R,5319,22285
DIOR-R,5320,22288
DIOR-R,5321,22290
DIOR-R,5322,22292
DIOR-R,5323,22296
DIOR-R,5324,22297
DIOR-R,5325,22298
DIOR-R,5326,22301
DIOR-R,5327,22302
DIOR-R,5328,22304
DIOR-R,5329,22305
DIOR-R,5330,22307
DIOR-R,5331,22308
DIOR-R,5332,22311
DIOR-R,5333,22312
DIOR-R,5334,22313
DIOR-R,5335,22314
DIOR-R,5336,22315
DIOR-R,5337,22317
DIOR-R,5338,22318
DIOR-R,5339,22319
DIOR-R,5340,22321
DIOR-R,5341,22323
DIOR-R,5342,22324
DIOR-R,5343,22326
DIOR-R,5344,22328
DIOR-R,5345,22329
DIOR-R,5346,22330
DIOR-R,5347,22337
DIOR-R,5348,22338
DIOR-R,5349,22340
DIOR-R,5350,22341
DIOR-R,5351,22342
DIOR-R,5352,22344
DIOR-R,5353,22345
DIOR-R,5354,22347
DIOR-R,5355,22348
DIOR-R,5356,22349
DIOR-R,5357,22350
DIOR-R,5358,22353
DIOR-R,5359,22354
DIOR-R,5360,22356
DIOR-R,5361,22359
DIOR-R,5362,22360
DIOR-R,5363,22363
DIOR-R,5364,22365
DIOR-R,5365,22368
DIOR-R,5366,22369
DIOR-R,5367,22370
DIOR-R,5368,22372
DIOR-R,5369,22373
DIOR-R,5370,22376
DIOR-R,5371,22378
DIOR-R,5372,22380
DIOR-R,5373,22382
DIOR-R,5374,22383
DIOR-R,5375,22384
DIOR-R,5376,22386
DIOR-R,5377,22387
DIOR-R,5378,22388
DIOR-R,5379,22389
DIOR-R,5380,22390
DIOR-R,5381,22392
DIOR-R,5382,22396
DIOR-R,5383,22398
DIOR-R,5384,22399
DIOR-R,5385,22402
DIOR-R,5386,22404
DIOR-R,5387,22405
DIOR-R,5388,22408
DIOR-R,5389,22409
DIOR-R,5390,22413
DIOR-R,5391,22414
DIOR-R,5392,22415
DIOR-R,5393,22417
DIOR-R,5394,22422
DIOR-R,5395,22428
DIOR-R,5396,22429
DIOR-R,5397,22433
DIOR-R,5398,22434
DIOR-R,5399,22435
DIOR-R,5400,22436
DIOR-R,5401,22438
DIOR-R,5402,22445
DIOR-R,5403,22447
DIOR-R,5404,22450
DIOR-R,5405,22452
DIOR-R,5406,22453
DIOR-R,5407,22454
DIOR-R,5408,22456
DIOR-R,5409,22457
DIOR-R,5410,22458
DIOR-R,5411,22459
DIOR-R,5412,22463
DIOR-R,5413,22469
DIOR-R,5414,22472
DIOR-R,5415,22474
DIOR-R,5416,22476
DIOR-R,5417,22479
DIOR-R,5418,22481
DIOR-R,5419,22482
DIOR-R,5420,22484
DIOR-R,5421,22485
DIOR-R,5422,22486
DIOR-R,5423,22487
DIOR-R,5424,22491
DIOR-R,5425,22492
DIOR-R,5426,22493
DIOR-R,5427,22494
DIOR-R,5428,22496
DIOR-R,5429,22500
DIOR-R,5430,22505
DIOR-R,5431,22508
DIOR-R,5432,22509
DIOR-R,5433,22510
DIOR-R,5434,22516
DIOR-R,5435,22517
DIOR-R,5436,22518
DIOR-R,5437,22520
DIOR-R,5438,22521
DIOR-R,5439,22522
DIOR-R,5440,22527
DIOR-R,5441,22530
DIOR-R,5442,22531
DIOR-R,5443,22535
DIOR-R,5444,22538
DIOR-R,5445,22539
DIOR-R,5446,22546
DIOR-R,5447,22547
DIOR-R,5448,22548
DIOR-R,5449,22550
DIOR-R,5450,22554
DIOR-R,5451,22556
DIOR-R,5452,22557
DIOR-R,5453,22559
DIOR-R,5454,22560
DIOR-R,5455,22562
DIOR-R,5456,22563
DIOR-R,5457,22565
DIOR-R,5458,22567
DIOR-R,5459,22572
DIOR-R,5460,22575
DIOR-R,5461,22577
DIOR-R,5462,22578
DIOR-R,5463,22579
DIOR-R,5464,22582
DIOR-R,5465,22584
DIOR-R,5466,22585
DIOR-R,5467,22586
DIOR-R,5468,22587
DIOR-R,5469,22589
DIOR-R,5470,22590
DIOR-R,5471,22591
DIOR-R,5472,22592
DIOR-R,5473,22593
DIOR-R,5474,22594
DIOR-R,5475,22595
DIOR-R,5476,22597
DIOR-R,5477,22601
DIOR-R,5478,22602
DIOR-R,5479,22605
DIOR-R,5480,22607
DIOR-R,5481,22609
DIOR-R,5482,22610
DIOR-R,5483,22611
DIOR-R,5484,22613
DIOR-R,5485,22614
DIOR-R,5486,22617
DIOR-R,5487,22619
DIOR-R,5488,22622
DIOR-R,5489,22625
DIOR-R,5490,22626
DIOR-R,5491,22628
DIOR-R,5492,22630
DIOR-R,5493,22634
DIOR-R,5494,22635
DIOR-R,5495,22636
DIOR-R,5496,22638
DIOR-R,5497,22639
DIOR-R,5498,22641
DIOR-R,5499,22647
DIOR-R,5500,22648
DIOR-R,5501,22651
DIOR-R,5502,22653
DIOR-R,5503,22654
DIOR-R,5504,22659
DIOR-R,5505,22661
DIOR-R,5506,22662
DIOR-R,5507,22664
DIOR-R,5508,22668
DIOR-R,5509,22670
DIOR-R,5510,22672
DIOR-R,5511,22674
DIOR-R,5512,22675
DIOR-R,5513,22676
DIOR-R,5514,22677
DIOR-R,5515,22679
DIOR-R,5516,22682
DIOR-R,5517,22684
DIOR-R,5518,22685
DIOR-R,5519,22688
DIOR-R,5520,22689
DIOR-R,5521,22694
DIOR-R,5522,22696
DIOR-R,5523,22701
DIOR-R,5524,22702
DIOR-R,5525,22703
DIOR-R,5526,22704
DIOR-R,5527,22708
DIOR-R,5528,22709
DIOR-R,5529,22710
DIOR-R,5530,22711
DIOR-R,5531,22712
DIOR-R,5532,22713
DIOR-R,5533,22714
DIOR-R,5534,22717
DIOR-R,5535,22719
DIOR-R,5536,22722
DIOR-R,5537,22723
DIOR-R,5538,22724
DIOR-R,5539,22726
DIOR-R,5540,22727
DIOR-R,5541,22728
DIOR-R,5542,22732
DIOR-R,5543,22733
DIOR-R,5544,22734
DIOR-R,5545,22735
DIOR-R,5546,22736
DIOR-R,5547,22739
DIOR-R,5548,22742
DIOR-R,5549,22743
DIOR-R,5550,22744
DIOR-R,5551,22746
DIOR-R,5552,22747
DIOR-R,5553,22748
DIOR-R,5554,22749
DIOR-R,5555,22750
DIOR-R,5556,22753
DIOR-R,5557,22754
DIOR-R,5558,22755
DIOR-R,5559,22756
DIOR-R,5560,22759
DIOR-R,5561,22762
DIOR-R,5562,22763
DIOR-R,5563,22768
DIOR-R,5564,22769
DIOR-R,5565,22771
DIOR-R,5566,22772
DIOR-R,5567,22774
DIOR-R,5568,22775
DIOR-R,5569,22776
DIOR-R,5570,22777
DIOR-R,5571,22781
DIOR-R,5572,22782
DIOR-R,5573,22783
DIOR-R,5574,22784
DIOR-R,5575,22785
DIOR-R,5576,22787
DIOR-R,5577,22788
DIOR-R,5578,22789
DIOR-R,5579,22790
DIOR-R,5580,22791
DIOR-R,5581,22792
DIOR-R,5582,22794
DIOR-R,5583,22796
DIOR-R,5584,22801
DIOR-R,5585,22803
DIOR-R,5586,22804
DIOR-R,5587,22805
DIOR-R,5588,22815
DIOR-R,5589,22816
DIOR-R,5590,22819
DIOR-R,5591,22820
DIOR-R,5592,22821
DIOR-R,5593,22824
DIOR-R,5594,22825
DIOR-R,5595,22832
DIOR-R,5596,22833
DIOR-R,5597,22834
DIOR-R,5598,22837
DIOR-R,5599,22840
DIOR-R,5600,22841
DIOR-R,5601,22842
DIOR-R,5602,22843
DIOR-R,5603,22844
DIOR-R,5604,22845
DIOR-R,5605,22846
DIOR-R,5606,22847
DIOR-R,5607,22849
DIOR-R,5608,22850
DIOR-R,5609,22851
DIOR-R,5610,22852
DIOR-R,5611,22853
DIOR-R,5612,22858
DIOR-R,5613,22863
DIOR-R,5614,22866
DIOR-R,5615,22872
DIOR-R,5616,22873
DIOR-R,5617,22874
DIOR-R,5618,22876
DIOR-R,5619,22881
DIOR-R,5620,22884
DIOR-R,5621,22885
DIOR-R,5622,22886
DIOR-R,5623,22887
DIOR-R,5624,22888
DIOR-R,5625,22890
DIOR-R,5626,22893
DIOR-R,5627,22894
DIOR-R,5628,22895
DIOR-R,5629,22899
DIOR-R,5630,22900
DIOR-R,5631,22901
DIOR-R,5632,22902
DIOR-R,5633,22903
DIOR-R,5634,22906
DIOR-R,5635,22907
DIOR-R,5636,22910
DIOR-R,5637,22913
DIOR-R,5638,22916
DIOR-R,5639,22919
DIOR-R,5640,22920
DIOR-R,5641,22923
DIOR-R,5642,22925
DIOR-R,5643,22927
DIOR-R,5644,22928
DIOR-R,5645,22929
DIOR-R,5646,22931
DIOR-R,5647,22932
DIOR-R,5648,22933
DIOR-R,5649,22934
DIOR-R,5650,22935
DIOR-R,5651,22936
DIOR-R,5652,22941
DIOR-R,5653,22943
DIOR-R,5654,22944
DIOR-R,5655,22947
DIOR-R,5656,22951
DIOR-R,5657,22952
DIOR-R,5658,22954
DIOR-R,5659,22955
DIOR-R,5660,22956
DIOR-R,5661,22958
DIOR-R,5662,22962
DIOR-R,5663,22963
DIOR-R,5664,22964
DIOR-R,5665,22965
DIOR-R,5666,22975
DIOR-R,5667,22977
DIOR-R,5668,22979
DIOR-R,5669,22980
DIOR-R,5670,22982
DIOR-R,5671,22983
DIOR-R,5672,22984
DIOR-R,5673,22986
DIOR-R,5674,22987
DIOR-R,5675,22988
DIOR-R,5676,22991
DIOR-R,5677,22995
DIOR-R,5678,22996
DIOR-R,5679,22997
DIOR-R,5680,23000
DIOR-R,5681,23001
DIOR-R,5682,23004
DIOR-R,5683,23006
DIOR-R,5684,23008
DIOR-R,5685,23011
DIOR-R,5686,23012
DIOR-R,5687,23013
DIOR-R,5688,23014
DIOR-R,5689,23015
DIOR-R,5690,23016
DIOR-R,5691,23019
DIOR-R,5692,23021
DIOR-R,5693,23022
DIOR-R,5694,23023
DIOR-R,5695,23029
DIOR-R,5696,23031
DIOR-R,5697,23032
DIOR-R,5698,23035
DIOR-R,5699,23037
DIOR-R,5700,23039
DIOR-R,5701,23041
DIOR-R,5702,23042
DIOR-R,5703,23043
DIOR-R,5704,23047
DIOR-R,5705,23048
DIOR-R,5706,23049
DIOR-R,5707,23050
DIOR-R,5708,23054
DIOR-R,5709,23058
DIOR-R,5710,23064
DIOR-R,5711,23065
DIOR-R,5712,23066
DIOR-R,5713,23071
DIOR-R,5714,23072
DIOR-R,5715,23075
DIOR-R,5716,23079
DIOR-R,5717,23080
DIOR-R,5718,23081
DIOR-R,5719,23082
DIOR-R,5720,23084
DIOR-R,5721,23085
DIOR-R,5722,23086
DIOR-R,5723,23088
DIOR-R,5724,23090
DIOR-R,5725,23091
DIOR-R,5726,23092
DIOR-R,5727,23094
DIOR-R,5728,23096
DIOR-R,5729,23097
DIOR-R,5730,23098
DIOR-R,5731,23099
DIOR-R,5732,23100
DIOR-R,5733,23102
DIOR-R,5734,23104
DIOR-R,5735,23105
DIOR-R,5736,23107
DIOR-R,5737,23108
DIOR-R,5738,23109
DIOR-R,5739,23110
DIOR-R,5740,23111
DIOR-R,5741,23112
DIOR-R,5742,23114
DIOR-R,5743,23116
DIOR-R,5744,23117
DIOR-R,5745,23119
DIOR-R,5746,23123
DIOR-R,5747,23126
DIOR-R,5748,23128
DIOR-R,5749,23130
DIOR-R,5750,23137
DIOR-R,5751,23138
DIOR-R,5752,23142
DIOR-R,5753,23144
DIOR-R,5754,23145
DIOR-R,5755,23151
DIOR-R,5756,23152
DIOR-R,5757,23154
DIOR-R,5758,23155
DIOR-R,5759,23157
DIOR-R,5760,23161
DIOR-R,5761,23165
DIOR-R,5762,23167
DIOR-R,5763,23169
DIOR-R,5764,23171
DIOR-R,5765,23173
DIOR-R,5766,23174
DIOR-R,5767,23178
DIOR-R,5768,23179
DIOR-R,5769,23180
DIOR-R,5770,23181
DIOR-R,5771,23186
DIOR-R,5772,23188
DIOR-R,5773,23189
DIOR-R,5774,23190
DIOR-R,5775,23191
DIOR-R,5776,23195
DIOR-R,5777,23196
DIOR-R,5778,23197
DIOR-R,5779,23198
DIOR-R,5780,23202
DIOR-R,5781,23203
DIOR-R,5782,23204
DIOR-R,5783,23206
DIOR-R,5784,23208
DIOR-R,5785,23213
DIOR-R,5786,23216
DIOR-R,5787,23221
DIOR-R,5788,23223
DIOR-R,5789,23226
DIOR-R,5790,23229
DIOR-R,5791,23231
DIOR-R,5792,23232
DIOR-R,5793,23234
DIOR-R,5794,23235
DIOR-R,5795,23243
DIOR-R,5796,23247
DIOR-R,5797,23250
DIOR-R,5798,23255
DIOR-R,5799,23256
DIOR-R,5800,23257
DIOR-R,5801,23261
DIOR-R,5802,23263
DIOR-R,5803,23264
DIOR-R,5804,23265
DIOR-R,5805,23266
DIOR-R,5806,23267
DIOR-R,5807,23270
DIOR-R,5808,23271
DIOR-R,5809,23274
DIOR-R,5810,23275
DIOR-R,5811,23276
DIOR-R,5812,23277
DIOR-R,5813,23280
DIOR-R,5814,23281
DIOR-R,5815,23283
DIOR-R,5816,23288
DIOR-R,5817,23289
DIOR-R,5818,23290
DIOR-R,5819,23292
DIOR-R,5820,23293
DIOR-R,5821,23294
DIOR-R,5822,23296
DIOR-R,5823,23297
DIOR-R,5824,23298
DIOR-R,5825,23299
DIOR-R,5826,23300
DIOR-R,5827,23301
DIOR-R,5828,23302
DIOR-R,5829,23304
DIOR-R,5830,23307
DIOR-R,5831,23308
DIOR-R,5832,23311
DIOR-R,5833,23313
DIOR-R,5834,23314
DIOR-R,5835,23315
DIOR-R,5836,23317
DIOR-R,5837,23318
DIOR-R,5838,23321
DIOR-R,5839,23322
DIOR-R,5840,23325
DIOR-R,5841,23326
DIOR-R,5842,23331
DIOR-R,5843,23332
DIOR-R,5844,23334
DIOR-R,5845,23335
DIOR-R,5846,23336
DIOR-R,5847,23337
DIOR-R,5848,23338
DIOR-R,5849,23340
DIOR-R,5850,23341
DIOR-R,5851,23342
DIOR-R,5852,23346
DIOR-R,5853,23349
DIOR-R,5854,23351
DIOR-R,5855,23354
DIOR-R,5856,23355
DIOR-R,5857,23356
DIOR-R,5858,23357
DIOR-R,5859,23358
DIOR-R,5860,23360
DIOR-R,5861,23361
DIOR-R,5862,23362
DIOR-R,5863,23363
DIOR-R,5864,23364
DIOR-R,5865,23365
DIOR-R,5866,23369
DIOR-R,5867,23370
DIOR-R,5868,23371
DIOR-R,5869,23372
DIOR-R,5870,23376
DIOR-R,5871,23380
DIOR-R,5872,23381
DIOR-R,5873,23382
DIOR-R,5874,23384
DIOR-R,5875,23387
DIOR-R,5876,23389
DIOR-R,5877,23391
DIOR-R,5878,23392
DIOR-R,5879,23395
DIOR-R,5880,23397
DIOR-R,5881,23400
DIOR-R,5882,23403
DIOR-R,5883,23408
DIOR-R,5884,23410
DIOR-R,5885,23412
DIOR-R,5886,23414
DIOR-R,5887,23419
DIOR-R,5888,23424
DIOR-R,5889,23426
DIOR-R,5890,23430
DIOR-R,5891,23431
DIOR-R,5892,23432
DIOR-R,5893,23433
DIOR-R,5894,23449
DIOR-R,5895,23454
DIOR-R,5896,23456
DIOR-R,5897,23458
DIOR-R,5898,23460
DIOR-R,5899,23462
FAIR1M,0,10000__1024__0___0
FAIR1M,1,10005__1024__0___0
FAIR1M,2,10005__1024__0___824
FAIR1M,3,10005__1024__0___976
FAIR1M,4,10005__1024__824___0
FAIR1M,5,10005__1024__824___824
FAIR1M,6,10005__1024__824___976
FAIR1M,7,10006__1024__0___0
FAIR1M,8,10010__1024__0___0
FAIR1M,9,10012__1024__0___0
FAIR1M,10,10014__1024__0___0
FAIR1M,11,10017__1024__0___0
FAIR1M,12,10021__1024__0___0
FAIR1M,13,10025__1024__0___0
FAIR1M,14,10028__1024__0___0
FAIR1M,15,10035__1024__0___0
FAIR1M,16,10058__1024__0___0
FAIR1M,17,10069__1024__0___0
FAIR1M,18,10099__1024__0___0
FAIR1M,19,10118__1024__0___0
FAIR1M,20,10128__1024__0___0
FAIR1M,21,10130__1024__0___0
FAIR1M,22,10139__1024__0___0
FAIR1M,23,10141__1024__0___0
FAIR1M,24,10155__1024__0___0
FAIR1M,25,10158__1024__0___0
FAIR1M,26,10174__1024__0___0
FAIR1M,27,10185__1024__0___0
FAIR1M,28,10208__1024__0___0
FAIR1M,29,10227__1024__0___0
FAIR1M,30,10228__1024__0___0
FAIR1M,31,10232__1024__0___0
FAIR1M,32,10233__1024__0___0
FAIR1M,33,10235__1024__0___0
FAIR1M,34,10237__1024__0___0
FAIR1M,35,1024__1024__0___0
FAIR1M,36,1024__1024__476___476
FAIR1M,37,10250__1024__0___0
FAIR1M,38,1026__1024__0___0
FAIR1M,39,10274__1024__0___0
FAIR1M,40,10280__1024__0___0
FAIR1M,41,10284__1024__0___0
FAIR1M,42,10285__1024__0___0
FAIR1M,43,1028__1024__0___0
FAIR1M,44,10293__1024__0___0
FAIR1M,45,10296__1024__0___0
FAIR1M,46,10356__1024__0___0
FAIR1M,47,10356__1024__0___1648
FAIR1M,48,10356__1024__0___2472
FAIR1M,49,10356__1024__0___3922
FAIR1M,50,10356__1024__0___824
FAIR1M,51,10356__1024__1648___0
FAIR1M,52,10356__1024__1648___824
FAIR1M,53,10356__1024__2472___0
FAIR1M,54,10356__1024__2472___1648
FAIR1M,55,10356__1024__2472___2472
FAIR1M,56,10356__1024__2472___3296
FAIR1M,57,10356__1024__2472___824
FAIR1M,58,10356__1024__3296___0
FAIR1M,59,10356__1024__3296___2472
FAIR1M,60,10356__1024__3296___3296
FAIR1M,61,10356__1024__3296___3922
FAIR1M,62,10356__1024__3296___824
FAIR1M,63,10356__1024__3677___1648
FAIR1M,64,10356__1024__3677___2472
FAIR1M,65,10356__1024__3677___3922
FAIR1M,66,10356__1024__824___0
FAIR1M,67,10356__1024__824___1648
FAIR1M,68,10356__1024__824___3296
FAIR1M,69,10356__1024__824___824
FAIR1M,70,10358__1024__0___0
FAIR1M,71,10359__1024__0___0
FAIR1M,72,10361__1024__0___0
FAIR1M,73,10363__1024__0___0
FAIR1M,74,10370__1024__0___0
FAIR1M,75,10400__1024__0___0
FAIR1M,76,1040__1024__0___0
FAIR1M,77,10412__1024__0___0
FAIR1M,78,10421__1024__0___0
FAIR1M,79,10423__1024__0___0
FAIR1M,80,10424__1024__0___0
FAIR1M,81,10429__1024__0___0
FAIR1M,82,10434__1024__0___0
FAIR1M,83,10435__1024__0___0
FAIR1M,84,10446__1024__0___0
FAIR1M,85,1044__1024__0___0
FAIR1M,86,10450__1024__0___0
FAIR1M,87,10457__1024__0___0
FAIR1M,88,10458__1024__0___824
FAIR1M,89,10458__1024__0___976
FAIR1M,90,10458__1024__824___0
FAIR1M,91,10458__1024__824___976
FAIR1M,92,10458__1024__976___0
FAIR1M,93,10458__1024__976___824
FAIR1M,94,1045__1024__476___0
FAIR1M,95,10464__1024__0___0
FAIR1M,96,1046__1024__0___0
FAIR1M,97,1046__1024__476___0
FAIR1M,98,10471__1024__0___0
FAIR1M,99,10489__1024__0___0
FAIR1M,100,10526__1024__0___0
FAIR1M,101,10538__1024__0___0
FAIR1M,102,10544__1024__0___0
FAIR1M,103,10545__1024__0___0
FAIR1M,104,10572__1024__0___0
FAIR1M,105,10578__1024__0___0
FAIR1M,106,10580__1024__0___0
FAIR1M,107,10603__1024__0___0
FAIR1M,108,10610__1024__0___0
FAIR1M,109,10614__1024__0___0
FAIR1M,110,10627__1024__0___0
FAIR1M,111,10633__1024__0___0
FAIR1M,112,10635__1024__0___0
FAIR1M,113,1065__1024__0___0
FAIR1M,114,10668__1024__0___0
FAIR1M,115,1066__1024__476___0
FAIR1M,116,10675__1024__0___0
FAIR1M,117,1067__1024__0___0
FAIR1M,118,1067__1024__476___0
FAIR1M,119,1067__1024__476___476
FAIR1M,120,10702__1024__0___0
FAIR1M,121,10713__1024__0___0
FAIR1M,122,10726__1024__0___0
FAIR1M,123,1072__1024__0___0
FAIR1M,124,10733__1024__0___0
FAIR1M,125,10735__1024__0___0
FAIR1M,126,1074__1024__0___0
FAIR1M,127,1074__1024__0___476
FAIR1M,128,1074__1024__476___476
FAIR1M,129,10771__1024__0___0
FAIR1M,130,10785__1024__0___0
FAIR1M,131,10785__1024__0___1648
FAIR1M,132,10785__1024__0___824
FAIR1M,133,10785__1024__1648___0
FAIR1M,134,10785__1024__1648___1648
FAIR1M,135,10785__1024__1648___2976
FAIR1M,136,10785__1024__1648___824
FAIR1M,137,10785__1024__2472___0
FAIR1M,138,10785__1024__2472___2976
FAIR1M,139,10785__1024__2472___824
FAIR1M,140,10785__1024__2976___0
FAIR1M,141,10785__1024__2976___1648
FAIR1M,142,10785__1024__2976___2472
FAIR1M,143,10785__1024__824___2472
FAIR1M,144,10791__1024__0___0
FAIR1M,145,10797__1024__0___0
FAIR1M,146,10808__1024__0___0
FAIR1M,147,10813__1024__0___0
FAIR1M,148,10820__1024__0___824
FAIR1M,149,10820__1024__824___0
FAIR1M,150,10820__1024__824___824
FAIR1M,151,10820__1024__976___824
FAIR1M,152,10822__1024__0___0
FAIR1M,153,10835__1024__0___0
FAIR1M,154,10836__1024__0___824
FAIR1M,155,10836__1024__1648___0
FAIR1M,156,10836__1024__1648___1648
FAIR1M,157,10836__1024__1648___2472
FAIR1M,158,10836__1024__1648___2946
FAIR1M,159,10836__1024__2472___2472
FAIR1M,160,10836__1024__2472___2946
FAIR1M,161,10836__1024__3117___0
FAIR1M,162,10836__1024__3117___1648
FAIR1M,163,10836__1024__3117___2472
FAIR1M,164,10836__1024__3117___824
FAIR1M,165,10836__1024__824___0
FAIR1M,166,10836__1024__824___824
FAIR1M,167,10838__1024__0___0
FAIR1M,168,10844__1024__0___0
FAIR1M,169,10844__1024__0___824
FAIR1M,170,10844__1024__824___824
FAIR1M,171,10844__1024__976___0
FAIR1M,172,10852__1024__0___0
FAIR1M,173,10901__1024__0___0
FAIR1M,174,10903__1024__0___0
FAIR1M,175,10922__1024__0___0
FAIR1M,176,1092__1024__476___476
FAIR1M,177,10931__1024__0___0
FAIR1M,178,10932__1024__0___0
FAIR1M,179,10941__1024__0___0
FAIR1M,180,10944__1024__0___0
FAIR1M,181,10952__1024__0___0
FAIR1M,182,10979__1024__0___0
FAIR1M,183,1097__1024__0___476
FAIR1M,184,1097__1024__476___476
FAIR1M,185,10982__1024__0___0
FAIR1M,186,10985__1024__0___0
FAIR1M,187,11012__1024__0___0
FAIR1M,188,11016__1024__0___0
FAIR1M,189,11017__1024__0___0
FAIR1M,190,11029__1024__0___0
FAIR1M,191,11030__1024__0___0
FAIR1M,192,1105__1024__0___0
FAIR1M,193,11063__1024__0___0
FAIR1M,194,11071__1024__0___0
FAIR1M,195,11078__1024__0___0
FAIR1M,196,11088__1024__0___0
FAIR1M,197,11118__1024__0___0
FAIR1M,198,11149__1024__0___0
FAIR1M,199,11163__1024__0___0
FAIR1M,200,11172__1024__0___0
FAIR1M,201,11179__1024__0___0
FAIR1M,202,11183__1024__0___0
FAIR1M,203,11187__1024__0___0
FAIR1M,204,11196__1024__0___0
FAIR1M,205,11204__1024__0___0
FAIR1M,206,11226__1024__0___0
FAIR1M,207,11232__1024__0___0
FAIR1M,208,11242__1024__0___0
FAIR1M,209,11248__1024__0___0
FAIR1M,210,1124__1024__0___0
FAIR1M,211,11273__1024__0___0
FAIR1M,212,11289__1024__0___0
FAIR1M,213,11296__1024__0___0
FAIR1M,214,11310__1024__0___0
FAIR1M,215,11332__1024__0___0
FAIR1M,216,1133__1024__0___0
FAIR1M,217,1135__1024__0___0
FAIR1M,218,11364__1024__0___0
FAIR1M,219,11366__1024__0___0
FAIR1M,220,11376__1024__0___0
FAIR1M,221,1138__1024__0___0
FAIR1M,222,11394__1024__0___0
FAIR1M,223,11397__1024__0___0
FAIR1M,224,11400__1024__0___0
FAIR1M,225,11429__1024__0___0
FAIR1M,226,1145__1024__476___0
FAIR1M,227,1145__1024__476___476
FAIR1M,228,11461__1024__0___0
FAIR1M,229,11465__1024__0___0
FAIR1M,230,11470__1024__0___0
FAIR1M,231,11472__1024__0___0
FAIR1M,232,11482__1024__0___0
FAIR1M,233,11483__1024__0___0
FAIR1M,234,11489__1024__0___0
FAIR1M,235,11497__1024__0___0
FAIR1M,236,11506__1024__824___824
FAIR1M,237,11506__1024__976___0
FAIR1M,238,11506__1024__976___976
FAIR1M,239,11512__1024__0___0
FAIR1M,240,11519__1024__0___0
FAIR1M,241,11522__1024__0___0
FAIR1M,242,11525__1024__0___0
FAIR1M,243,11541__1024__0___0
FAIR1M,244,1154__1024__0___0
FAIR1M,245,11551__1024__0___0
FAIR1M,246,11557__1024__0___0
FAIR1M,247,11557__1024__824___824
FAIR1M,248,11557__1024__976___0
FAIR1M,249,11558__1024__0___0
FAIR1M,250,11559__1024__0___0
FAIR1M,251,11559__1024__0___824
FAIR1M,252,11559__1024__0___976
FAIR1M,253,11559__1024__824___0
FAIR1M,254,11559__1024__824___824
FAIR1M,255,11566__1024__0___0
FAIR1M,256,11578__1024__0___0
FAIR1M,257,11580__1024__0___0
FAIR1M,258,11592__1024__0___0
FAIR1M,259,11594__1024__0___0
FAIR1M,260,11607__1024__0___0
FAIR1M,261,11610__1024__0___0
FAIR1M,262,11611__1024__0___0
FAIR1M,263,11613__1024__0___0
FAIR1M,264,11616__1024__0___0
FAIR1M,265,11643__1024__0___0
FAIR1M,266,11672__1024__0___0
FAIR1M,267,11680__1024__0___0
FAIR1M,268,11685__1024__0___0
FAIR1M,269,11697__1024__0___0
FAIR1M,270,11709__1024__0___0
FAIR1M,271,11720__1024__0___0
FAIR1M,272,11722__1024__0___0
FAIR1M,273,11729__1024__0___0
FAIR1M,274,1172__1024__0___0
FAIR1M,275,11745__1024__0___0
FAIR1M,276,11754__1024__0___0
FAIR1M,277,11756__1024__0___0
FAIR1M,278,11765__1024__0___0
FAIR1M,279,11766__1024__0___0
FAIR1M,280,11771__1024__0___0
