assignment_version,annotator_slot,task_order,task_id,dataset,crop_relpath,long_side_angle_deg_le90,ambiguous,skip,annotator_id,annotation_timestamp_utc
m4-070-final-v1,A,441,49810d0636bb9cd4cf4f,SODA-A,crops/49810d0636bb9cd4cf4f.jpg,,,,,
m4-070-final-v1,A,442,e62d2e7529d4c03a714a,DIOR-R,crops/e62d2e7529d4c03a714a.jpg,,,,,
m4-070-final-v1,A,443,6f2b9bff607ed5c0a444,FAIR1M-v1.0,crops/6f2b9bff607ed5c0a444.jpg,,,,,
m4-070-final-v1,A,444,c882d5656c9b8a3b1348,SODA-A,crops/c882d5656c9b8a3b1348.jpg,,,,,
m4-070-final-v1,A,445,a5a22f92a4a579cecb0f,DIOR-R,crops/a5a22f92a4a579cecb0f.jpg,,,,,
m4-070-final-v1,A,446,6b1b1d87f67f7b6ce9f9,FAIR1M-v1.0,crops/6b1b1d87f67f7b6ce9f9.jpg,,,,,
m4-070-final-v1,A,447,3f38765a1d671987aa21,DIOR-R,crops/3f38765a1d671987aa21.jpg,,,,,
m4-070-final-v1,A,448,411afea8005cae7d7114,SODA-A,crops/411afea8005cae7d7114.jpg,,,,,
m4-070-final-v1,A,449,6c5a2b66dc0a36f18a7a,SODA-A,crops/6c5a2b66dc0a36f18a7a.jpg,,,,,
m4-070-final-v1,A,450,fba16740364c8c9a176c,FAIR1M-v1.0,crops/fba16740364c8c9a176c.jpg,,,,,
m4-070-final-v1,A,451,2260afdc092afb51c1eb,FAIR1M-v1.0,crops/2260afdc092afb51c1eb.jpg,,,,,
m4-070-final-v1,A,452,5e435c835941518110f5,FAIR1M-v1.0,crops/5e435c835941518110f5.jpg,,,,,
m4-070-final-v1,A,453,f5c65bfa776071ea8180,DIOR-R,crops/f5c65bfa776071ea8180.jpg,,,,,
m4-070-final-v1,A,454,76788c85f6f28e882b09,SODA-A,crops/76788c85f6f28e882b09.jpg,,,,,
m4-070-final-v1,A,455,ed58d3ec7c512d684aee,DIOR-R,crops/ed58d3ec7c512d684aee.jpg,,,,,
m4-070-final-v1,A,456,1370938733859a5c012c,DIOR-R,crops/1370938733859a5c012c.jpg,,,,,
m4-070-final-v1,A,457,a98843b2159e2d1719db,FAIR1M-v1.0,crops/a98843b2159e2d1719db.jpg,,,,,
m4-070-final-v1,A,458,1e8157791cd3efc02591,SODA-A,crops/1e8157791cd3efc02591.jpg,,,,,
m4-070-final-v1,A,459,3a4d510b00f24ea99ab2,DIOR-R,crops/3a4d510b00f24ea99ab2.jpg,,,,,
m4-070-final-v1,A,460,66b8c6ae3ac74d2e4487,DIOR-R,crops/66b8c6ae3ac74d2e4487.jpg,,,,,
m4-070-final-v1,A,461,ab8a96977e6a581c48f5,FAIR1M-v1.0,crops/ab8a96977e6a581c48f5.jpg,,,,,
m4-070-final-v1,A,462,a98bd66f1b38ad1ad153,SODA-A,crops/a98bd66f1b38ad1ad153.jpg,,,,,
m4-070-final-v1,A,463,cc5e010ac97ab69b97c0,FAIR1M-v1.0,crops/cc5e010ac97ab69b97c0.jpg,,,,,
m4-070-final-v1,A,464,faa9ae162bf6735421f6,FAIR1M-v1.0,crops/faa9ae162bf6735421f6.jpg,,,,,
m4-070-final-v1,A,465,8c15cd66ab8267d1b902,FAIR1M-v1.0,crops/8c15cd66ab8267d1b902.jpg,,,,,
m4-070-final-v1,A,466,581c817a9dff42f3de43,DIOR-R,crops/581c817a9dff42f3de43.jpg,,,,,
m4-070-final-v1,A,467,8c655a404c13313b7c50,SODA-A,crops/8c655a404c13313b7c50.jpg,,,,,
m4-070-final-v1,A,468,850887eb72b5cfaacb2c,FAIR1M-v1.0,crops/850887eb72b5cfaacb2c.jpg,,,,,
m4-070-final-v1,A,469,5131d355f8ff615c0aae,DIOR-R,crops/5131d355f8ff615c0aae.jpg,,,,,
m4-070-final-v1,A,470,e202da33feb7ee4aaf9b,DIOR-R,crops/e202da33feb7ee4aaf9b.jpg,,,,,
m4-070-final-v1,A,471,a8a5c7bab3211a39ca85,DIOR-R,crops/a8a5c7bab3211a39ca85.jpg,,,,,
m4-070-final-v1,A,472,84dcfa6a586eb122b425,FAIR1M-v1.0,crops/84dcfa6a586eb122b425.jpg,,,,,
m4-070-final-v1,A,473,6466c2aa7bfd85f604aa,SODA-A,crops/6466c2aa7bfd85f604aa.jpg,,,,,
m4-070-final-v1,A,474,196c44bf3207430c04e0,DIOR-R,crops/196c44bf3207430c04e0.jpg,,,,,
m4-070-final-v1,A,475,71968f92a188118d9954,SODA-A,crops/71968f92a188118d9954.jpg,,,,,
m4-070-final-v1,A,476,0f79cfb94b0d4683d54b,FAIR1M-v1.0,crops/0f79cfb94b0d4683d54b.jpg,,,,,
m4-070-final-v1,A,477,c168ed8cc87a573f8b07,DIOR-R,crops/c168ed8cc87a573f8b07.jpg,,,,,
m4-070-final-v1,A,478,a870e79f56d0c9b509d1,DIOR-R,crops/a870e79f56d0c9b509d1.jpg,,,,,
m4-070-final-v1,A,479,f4fb26d1acc18186cefb,SODA-A,crops/f4fb26d1acc18186cefb.jpg,,,,,
m4-070-final-v1,A,480,c0ac90fdb3a785ccdd67,SODA-A,crops/c0ac90fdb3a785ccdd67.jpg,,,,,
m4-070-final-v1,A,481,bb116d3993a343d2b4d9,FAIR1M-v1.0,crops/bb116d3993a343d2b4d9.jpg,,,,,
m4-070-final-v1,A,482,a0ebde863295fb32a959,DIOR-R,crops/a0ebde863295fb32a959.jpg,,,,,
m4-070-final-v1,A,483,36ebc9f4f57646b042e7,DIOR-R,crops/36ebc9f4f57646b042e7.jpg,,,,,
m4-070-final-v1,A,484,4ddce9535fcd8ebb0414,DIOR-R,crops/4ddce9535fcd8ebb0414.jpg,,,,,
m4-070-final-v1,A,485,56e698d196235f36795f,FAIR1M-v1.0,crops/56e698d196235f36795f.jpg,,,,,
m4-070-final-v1,A,486,9a941571f929610ca87a,DIOR-R,crops/9a941571f929610ca87a.jpg,,,,,
m4-070-final-v1,A,487,e0779ec85ec0d0c316ac,SODA-A,crops/e0779ec85ec0d0c316ac.jpg,,,,,
m4-070-final-v1,A,488,e38bdd478d2281789298,FAIR1M-v1.0,crops/e38bdd478d2281789298.jpg,,,,,
m4-070-final-v1,A,489,2e69115843c554d73dbb,DIOR-R,crops/2e69115843c554d73dbb.jpg,,,,,
m4-070-final-v1,A,490,5a7c45887f09a34c895c,SODA-A,crops/5a7c45887f09a34c895c.jpg,,,,,
m4-070-final-v1,A,491,a0071f79fe8c85a22d30,DIOR-R,crops/a0071f79fe8c85a22d30.jpg,,,,,
m4-070-final-v1,A,492,7b36997db309955909b0,FAIR1M-v1.0,crops/7b36997db309955909b0.jpg,,,,,
m4-070-final-v1,A,493,d887607d4fca89c75698,FAIR1M-v1.0,crops/d887607d4fca89c75698.jpg,,,,,
m4-070-final-v1,A,494,9dbcebac663ed17c4c71,FAIR1M-v1.0,crops/9dbcebac663ed17c4c71.jpg,,,,,
m4-070-final-v1,A,495,dfd8389e073db5bf2d58,FAIR1M-v1.0,crops/dfd8389e073db5bf2d58.jpg,,,,,
m4-070-final-v1,A,496,8ed65c9a665a1c278435,SODA-A,crops/8ed65c9a665a1c278435.jpg,,,,,
m4-070-final-v1,A,497,a0ad89afc15b7ce0da58,SODA-A,crops/a0ad89afc15b7ce0da58.jpg,,,,,
m4-070-final-v1,A,498,a51627216e8798668f6e,FAIR1M-v1.0,crops/a51627216e8798668f6e.jpg,,,,,
m4-070-final-v1,A,499,3742bd12d5ffa6d45f75,DIOR-R,crops/3742bd12d5ffa6d45f75.jpg,,,,,
m4-070-final-v1,A,500,f5cfcbcfcdeb2879d622,FAIR1M-v1.0,crops/f5cfcbcfcdeb2879d622.jpg,,,,,
m4-070-final-v1,A,501,12af30019c1ef51594c4,DIOR-R,crops/12af30019c1ef51594c4.jpg,,,,,
m4-070-final-v1,A,502,c04de8f4bdfcbfede7e9,FAIR1M-v1.0,crops/c04de8f4bdfcbfede7e9.jpg,,,,,
m4-070-final-v1,A,503,4a615cbdace6b8e10f6b,SODA-A,crops/4a615cbdace6b8e10f6b.jpg,,,,,
m4-070-final-v1,A,504,25fb8ab43c60d0bc3fdd,SODA-A,crops/25fb8ab43c60d0bc3fdd.jpg,,,,,
m4-070-final-v1,A,505,a1efec1874b5ba121d87,FAIR1M-v1.0,crops/a1efec1874b5ba121d87.jpg,,,,,
m4-070-final-v1,A,506,ab5993544f8d1afdad2f,FAIR1M-v1.0,crops/ab5993544f8d1afdad2f.jpg,,,,,
m4-070-final-v1,A,507,48d08f3f71f9f0c48986,FAIR1M-v1.0,crops/48d08f3f71f9f0c48986.jpg,,,,,
m4-070-final-v1,A,508,bbde7eb497f128441a84,DIOR-R,crops/bbde7eb497f128441a84.jpg,,,,,
m4-070-final-v1,A,509,0e0e9a5ba74cfcd138ce,FAIR1M-v1.0,crops/0e0e9a5ba74cfcd138ce.jpg,,,,,
m4-070-final-v1,A,510,433257b1de50027a7c17,DIOR-R,crops/433257b1de50027a7c17.jpg,,,,,
m4-070-final-v1,A,511,d3ac28700cc6906963a2,FAIR1M-v1.0,crops/d3ac28700cc6906963a2.jpg,,,,,
m4-070-final-v1,A,512,83eae171ebf56ce01f0b,SODA-A,crops/83eae171ebf56ce01f0b.jpg,,,,,
m4-070-final-v1,A,513,5376a9fff251d8518c2d,DIOR-R,crops/5376a9fff251d8518c2d.jpg,,,,,
m4-070-final-v1,A,514,45be4d2ab5569ee73ae0,SODA-A,crops/45be4d2ab5569ee73ae0.jpg,,,,,
m4-070-final-v1,A,515,d17aeb973996a06b22fb,DIOR-R,crops/d17aeb973996a06b22fb.jpg,,,,,
m4-070-final-v1,A,516,54ae78bf7a46235a6d8d,SODA-A,crops/54ae78bf7a46235a6d8d.jpg,,,,,
m4-070-final-v1,A,517,fe4c2acc4cb2b7845b47,FAIR1M-v1.0,crops/fe4c2acc4cb2b7845b47.jpg,,,,,
m4-070-final-v1,A,518,241943e61c6fce25af84,SODA-A,crops/241943e61c6fce25af84.jpg,,,,,
m4-070-final-v1,A,519,cfe3ec2409beee1bb8da,SODA-A,crops/cfe3ec2409beee1bb8da.jpg,,,,,
m4-070-final-v1,A,520,be517b84a5acca449b47,DIOR-R,crops/be517b84a5acca449b47.jpg,,,,,
m4-070-final-v1,A,521,e234f454fcb8656b0bcc,SODA-A,crops/e234f454fcb8656b0bcc.jpg,,,,,
m4-070-final-v1,A,522,30eb25c80d2971f2b51e,FAIR1M-v1.0,crops/30eb25c80d2971f2b51e.jpg,,,,,
m4-070-final-v1,A,523,b99f1aff9ec3eb774b92,DIOR-R,crops/b99f1aff9ec3eb774b92.jpg,,,,,
m4-070-final-v1,A,524,1a9f0c847de63c9d26dc,DIOR-R,crops/1a9f0c847de63c9d26dc.jpg,,,,,
m4-070-final-v1,A,525,8d7eb00028dac3dea680,SODA-A,crops/8d7eb00028dac3dea680.jpg,,,,,
m4-070-final-v1,A,526,1cd21259b28758a54189,DIOR-R,crops/1cd21259b28758a54189.jpg,,,,,
m4-070-final-v1,A,527,fc47468b42df36822541,SODA-A,crops/fc47468b42df36822541.jpg,,,,,
m4-070-final-v1,A,528,4edc4ec35b15a52b81e1,DIOR-R,crops/4edc4ec35b15a52b81e1.jpg,,,,,
m4-070-final-v1,A,529,7209dd6638532a6423fc,SODA-A,crops/7209dd6638532a6423fc.jpg,,,,,
m4-070-final-v1,A,530,9dd752932785d4bfffe2,FAIR1M-v1.0,crops/9dd752932785d4bfffe2.jpg,,,,,
m4-070-final-v1,A,531,ba042610274b186b49e4,SODA-A,crops/ba042610274b186b49e4.jpg,,,,,
m4-070-final-v1,A,532,48591c7d3dd0f759dadb,FAIR1M-v1.0,crops/48591c7d3dd0f759dadb.jpg,,,,,
m4-070-final-v1,A,533,05fa74a3e820ca395877,DIOR-R,crops/05fa74a3e820ca395877.jpg,,,,,
m4-070-final-v1,A,534,2ebbeefb495051dcd247,DIOR-R,crops/2ebbeefb495051dcd247.jpg,,,,,
m4-070-final-v1,A,535,9f48947d6bfe82a28d23,SODA-A,crops/9f48947d6bfe82a28d23.jpg,,,,,
m4-070-final-v1,A,536,dc5e1b3a33cebd403278,SODA-A,crops/dc5e1b3a33cebd403278.jpg,,,,,
m4-070-final-v1,A,537,d7894c9c43b0e79a78c0,SODA-A,crops/d7894c9c43b0e79a78c0.jpg,,,,,
m4-070-final-v1,A,538,ab36d911ccc7f918f2fb,FAIR1M-v1.0,crops/ab36d911ccc7f918f2fb.jpg,,,,,
m4-070-final-v1,A,539,ad331bfda15bc5f6df6e,FAIR1M-v1.0,crops/ad331bfda15bc5f6df6e.jpg,,,,,
m4-070-final-v1,A,540,02139c078c681c53fa7d,SODA-A,crops/02139c078c681c53fa7d.jpg,,,,,
m4-070-final-v1,A,541,8854136a2a3a565e07f6,SODA-A,crops/8854136a2a3a565e07f6.jpg,,,,,
m4-070-final-v1,A,542,21074bd5e1a0e16aff25,FAIR1M-v1.0,crops/21074bd5e1a0e16aff25.jpg,,,,,
m4-070-final-v1,A,543,aa4119da54a24a329027,DIOR-R,crops/aa4119da54a24a329027.jpg,,,,,
m4-070-final-v1,A,544,27f35a546792bd6e6e1c,SODA-A,crops/27f35a546792bd6e6e1c.jpg,,,,,
m4-070-final-v1,A,545,14ac067057d47dbfeeb9,SODA-A,crops/14ac067057d47dbfeeb9.jpg,,,,,
m4-070-final-v1,A,546,01c8620d0733f9bfd775,SODA-A,crops/01c8620d0733f9bfd775.jpg,,,,,
m4-070-final-v1,A,547,f299121a91df18b45cb5,SODA-A,crops/f299121a91df18b45cb5.jpg,,,,,
m4-070-final-v1,A,548,431514b90d02da0c5bbd,FAIR1M-v1.0,crops/431514b90d02da0c5bbd.jpg,,,,,
m4-070-final-v1,A,549,b1d16f84fb36d38b4c81,DIOR-R,crops/b1d16f84fb36d38b4c81.jpg,,,,,
m4-070-final-v1,A,550,d6286063395f7a4030fd,FAIR1M-v1.0,crops/d6286063395f7a4030fd.jpg,,,,,
m4-070-final-v1,A,551,b00f0cad75df9442cf9e,SODA-A,crops/b00f0cad75df9442cf9e.jpg,,,,,
m4-070-final-v1,A,552,122cca3c29513ee1f0e2,DIOR-R,crops/122cca3c29513ee1f0e2.jpg,,,,,
m4-070-final-v1,A,553,d7613af03779753c1c3c,DIOR-R,crops/d7613af03779753c1c3c.jpg,,,,,
m4-070-final-v1,A,554,fee75021ce06efb76b05,DIOR-R,crops/fee75021ce06efb76b05.jpg,,,,,
m4-070-final-v1,A,555,22ec343389cbf4786b20,FAIR1M-v1.0,crops/22ec343389cbf4786b20.jpg,,,,,
m4-070-final-v1,A,556,f9cdf0fb1cc63827f7a8,FAIR1M-v1.0,crops/f9cdf0fb1cc63827f7a8.jpg,,,,,
m4-070-final-v1,A,557,daf533b44d83af691bca,FAIR1M-v1.0,crops/daf533b44d83af691bca.jpg,,,,,
m4-070-final-v1,A,558,ad5e50ea72a8f66bd026,DIOR-R,crops/ad5e50ea72a8f66bd026.jpg,,,,,
m4-070-final-v1,A,559,5d0b6390ee1c6e5bdc4c,FAIR1M-v1.0,crops/5d0b6390ee1c6e5bdc4c.jpg,,,,,
m4-070-final-v1,A,560,e031101764b246f37318,FAIR1M-v1.0,crops/e031101764b246f37318.jpg,,,,,
m4-070-final-v1,A,561,dcf4641d46016c65ce3c,SODA-A,crops/dcf4641d46016c65ce3c.jpg,,,,,
m4-070-final-v1,A,562,82317fc51249669d6b75,SODA-A,crops/82317fc51249669d6b75.jpg,,,,,
m4-070-final-v1,A,563,88933f93e0348a40ca22,SODA-A,crops/88933f93e0348a40ca22.jpg,,,,,
m4-070-final-v1,A,564,501496a1c71ff6033c9f,SODA-A,crops/501496a1c71ff6033c9f.jpg,,,,,
m4-070-final-v1,A,565,7184124aa46b7a98be86,FAIR1M-v1.0,crops/7184124aa46b7a98be86.jpg,,,,,
m4-070-final-v1,A,566,cbe4ce40870309838548,SODA-A,crops/cbe4ce40870309838548.jpg,,,,,
m4-070-final-v1,A,567,cabb9fbf3a5ce989f0d8,DIOR-R,crops/cabb9fbf3a5ce989f0d8.jpg,,,,,
m4-070-final-v1,A,568,15e072929b583f5474cf,SODA-A,crops/15e072929b583f5474cf.jpg,,,,,
m4-070-final-v1,A,569,33870f9cec5c733c7196,SODA-A,crops/33870f9cec5c733c7196.jpg,,,,,
m4-070-final-v1,A,570,4c252dfad04f96e7b150,FAIR1M-v1.0,crops/4c252dfad04f96e7b150.jpg,,,,,
m4-070-final-v1,A,571,a2c0139681500a3ea715,SODA-A,crops/a2c0139681500a3ea715.jpg,,,,,
m4-070-final-v1,A,572,ff60e235e1a1e9fe54f7,DIOR-R,crops/ff60e235e1a1e9fe54f7.jpg,,,,,
m4-070-final-v1,A,573,15ef76d45aa4c5cb002b,SODA-A,crops/15ef76d45aa4c5cb002b.jpg,,,,,
m4-070-final-v1,A,574,6f728b8056387cf0466b,SODA-A,crops/6f728b8056387cf0466b.jpg,,,,,
m4-070-final-v1,A,575,ec5ce54cfdd0dd923786,FAIR1M-v1.0,crops/ec5ce54cfdd0dd923786.jpg,,,,,
m4-070-final-v1,A,576,20532de6270d0d3e3062,DIOR-R,crops/20532de6270d0d3e3062.jpg,,,,,
m4-070-final-v1,A,577,ce76d0de5f9b330823b9,FAIR1M-v1.0,crops/ce76d0de5f9b330823b9.jpg,,,,,
m4-070-final-v1,A,578,e8471c9fbd65e984733a,DIOR-R,crops/e8471c9fbd65e984733a.jpg,,,,,
m4-070-final-v1,A,579,b46fa4c76e1c2a16e029,SODA-A,crops/b46fa4c76e1c2a16e029.jpg,,,,,
m4-070-final-v1,A,580,6b3e0fc2042699f1a214,DIOR-R,crops/6b3e0fc2042699f1a214.jpg,,,,,
m4-070-final-v1,A,581,a836a39f1df3dd6d596e,FAIR1M-v1.0,crops/a836a39f1df3dd6d596e.jpg,,,,,
m4-070-final-v1,A,582,c0b4cac85714fe85cb68,FAIR1M-v1.0,crops/c0b4cac85714fe85cb68.jpg,,,,,
m4-070-final-v1,A,583,eaf2c44062d7ad1654b2,FAIR1M-v1.0,crops/eaf2c44062d7ad1654b2.jpg,,,,,
m4-070-final-v1,A,584,fc6246fb1a575f251624,DIOR-R,crops/fc6246fb1a575f251624.jpg,,,,,
m4-070-final-v1,A,585,54cfc1a0062857fa6b8b,FAIR1M-v1.0,crops/54cfc1a0062857fa6b8b.jpg,,,,,
m4-070-final-v1,A,586,1da99a1d8ac3188c783a,SODA-A,crops/1da99a1d8ac3188c783a.jpg,,,,,
m4-070-final-v1,A,587,8816a98bc79703154e72,FAIR1M-v1.0,crops/8816a98bc79703154e72.jpg,,,,,
m4-070-final-v1,A,588,26f299a771431fd2d8e1,FAIR1M-v1.0,crops/26f299a771431fd2d8e1.jpg,,,,,
m4-070-final-v1,A,589,459fd53ede93fbbd81f8,FAIR1M-v1.0,crops/459fd53ede93fbbd81f8.jpg,,,,,
m4-070-final-v1,A,590,c5e688162d92f88980ac,SODA-A,crops/c5e688162d92f88980ac.jpg,,,,,
m4-070-final-v1,A,591,7f71315c860c6fcf2c7c,FAIR1M-v1.0,crops/7f71315c860c6fcf2c7c.jpg,,,,,
m4-070-final-v1,A,592,f97b7e6eb82a658d238b,DIOR-R,crops/f97b7e6eb82a658d238b.jpg,,,,,
m4-070-final-v1,A,593,ae5924e507ee1202612b,SODA-A,crops/ae5924e507ee1202612b.jpg,,,,,
m4-070-final-v1,A,594,b417a14007fd582d89d4,FAIR1M-v1.0,crops/b417a14007fd582d89d4.jpg,,,,,
m4-070-final-v1,A,595,8958b3395547e4c2c9b3,DIOR-R,crops/8958b3395547e4c2c9b3.jpg,,,,,
m4-070-final-v1,A,596,3b44f310ca8746dd6206,FAIR1M-v1.0,crops/3b44f310ca8746dd6206.jpg,,,,,
m4-070-final-v1,A,597,e22a16bc3ddfb28e3827,DIOR-R,crops/e22a16bc3ddfb28e3827.jpg,,,,,
m4-070-final-v1,A,598,18ebe3ff432128bc7618,SODA-A,crops/18ebe3ff432128bc7618.jpg,,,,,
m4-070-final-v1,A,599,403baed7d7e8161b4fc9,DIOR-R,crops/403baed7d7e8161b4fc9.jpg,,,,,
m4-070-final-v1,A,600,ca73985f49cff4f89063,SODA-A,crops/ca73985f49cff4f89063.jpg,,,,,
m4-070-final-v1,A,601,5ed16099c2de3d53fd54,SODA-A,crops/5ed16099c2de3d53fd54.jpg,,,,,
m4-070-final-v1,A,602,b00553d6ab508f838cf4,FAIR1M-v1.0,crops/b00553d6ab508f838cf4.jpg,,,,,
m4-070-final-v1,A,603,62b89c8d56f9040e12b9,DIOR-R,crops/62b89c8d56f9040e12b9.jpg,,,,,
m4-070-final-v1,A,604,95bbeece0486e4ef119a,FAIR1M-v1.0,crops/95bbeece0486e4ef119a.jpg,,,,,
m4-070-final-v1,A,605,15eb1ef2567a9d5c98b6,FAIR1M-v1.0,crops/15eb1ef2567a9d5c98b6.jpg,,,,,
m4-070-final-v1,A,606,eb912c22f36b4187062b,SODA-A,crops/eb912c22f36b4187062b.jpg,,,,,
m4-070-final-v1,A,607,152b87546f48a0f3373a,DIOR-R,crops/152b87546f48a0f3373a.jpg,,,,,
m4-070-final-v1,A,608,0b1c691123c219c06285,SODA-A,crops/0b1c691123c219c06285.jpg,,,,,
m4-070-final-v1,A,609,c3142020da581f50fe94,SODA-A,crops/c3142020da581f50fe94.jpg,,,,,
m4-070-final-v1,A,610,6fbb1a4c587d125a8c16,FAIR1M-v1.0,crops/6fbb1a4c587d125a8c16.jpg,,,,,
m4-070-final-v1,A,611,777b1775ddf3dfdf971c,FAIR1M-v1.0,crops/777b1775ddf3dfdf971c.jpg,,,,,
m4-070-final-v1,A,612,1cd93205ac14c73640aa,DIOR-R,crops/1cd93205ac14c73640aa.jpg,,,,,
m4-070-final-v1,A,613,6b51fcb9c27e7c92ba86,DIOR-R,crops/6b51fcb9c27e7c92ba86.jpg,,,,,
m4-070-final-v1,A,614,f298c0a40a6740eeee99,SODA-A,crops/f298c0a40a6740eeee99.jpg,,,,,
m4-070-final-v1,A,615,4154d2bdadacc25fe2c9,SODA-A,crops/4154d2bdadacc25fe2c9.jpg,,,,,
m4-070-final-v1,A,616,507bde9e3a546dfb10dd,DIOR-R,crops/507bde9e3a546dfb10dd.jpg,,,,,
m4-070-final-v1,A,617,bb25495c02cfee8541bd,FAIR1M-v1.0,crops/bb25495c02cfee8541bd.jpg,,,,,
m4-070-final-v1,A,618,0404aa62581ba7e5af72,SODA-A,crops/0404aa62581ba7e5af72.jpg,,,,,
m4-070-final-v1,A,619,bad30ba07a2319bab591,SODA-A,crops/bad30ba07a2319bab591.jpg,,,,,
m4-070-final-v1,A,620,431a0360bb2d01a6ce44,DIOR-R,crops/431a0360bb2d01a6ce44.jpg,,,,,
m4-070-final-v1,A,621,c504bef8404e8e96f30a,DIOR-R,crops/c504bef8404e8e96f30a.jpg,,,,,
m4-070-final-v1,A,622,50e111c69a780e05df2b,SODA-A,crops/50e111c69a780e05df2b.jpg,,,,,
m4-070-final-v1,A,623,80dd7492004216e18642,DIOR-R,crops/80dd7492004216e18642.jpg,,,,,
m4-070-final-v1,A,624,f1754ddae877998778e3,DIOR-R,crops/f1754ddae877998778e3.jpg,,,,,
m4-070-final-v1,A,625,9691245f5a93955997b4,SODA-A,crops/9691245f5a93955997b4.jpg,,,,,
m4-070-final-v1,A,626,c0adaaffd0d04ecd3d2a,DIOR-R,crops/c0adaaffd0d04ecd3d2a.jpg,,,,,
m4-070-final-v1,A,627,b248684d4145463dbb78,FAIR1M-v1.0,crops/b248684d4145463dbb78.jpg,,,,,
m4-070-final-v1,A,628,ddadae918f54780d6715,SODA-A,crops/ddadae918f54780d6715.jpg,,,,,
m4-070-final-v1,A,629,1d859585a075e8b15d2f,DIOR-R,crops/1d859585a075e8b15d2f.jpg,,,,,
m4-070-final-v1,A,630,7de0866b3f05049f2df7,DIOR-R,crops/7de0866b3f05049f2df7.jpg,,,,,
m4-070-final-v1,A,631,91664b326a8b79d5c51b,FAIR1M-v1.0,crops/91664b326a8b79d5c51b.jpg,,,,,
m4-070-final-v1,A,632,78b351582a7402e914ac,DIOR-R,crops/78b351582a7402e914ac.jpg,,,,,
m4-070-final-v1,A,633,a7333d8f4085aab3cc09,DIOR-R,crops/a7333d8f4085aab3cc09.jpg,,,,,
m4-070-final-v1,A,634,3c0159552e4ba0c46560,FAIR1M-v1.0,crops/3c0159552e4ba0c46560.jpg,,,,,
m4-070-final-v1,A,635,c72cd78d203ec8ea3cb9,SODA-A,crops/c72cd78d203ec8ea3cb9.jpg,,,,,
m4-070-final-v1,A,636,88e59640215f824db0e3,FAIR1M-v1.0,crops/88e59640215f824db0e3.jpg,,,,,
m4-070-final-v1,A,637,fc73b1d7c44af54df0e7,SODA-A,crops/fc73b1d7c44af54df0e7.jpg,,,,,
m4-070-final-v1,A,638,c8df20a8499221a26c79,SODA-A,crops/c8df20a8499221a26c79.jpg,,,,,
m4-070-final-v1,A,639,1d0f048ac39569285dcb,SODA-A,crops/1d0f048ac39569285dcb.jpg,,,,,
m4-070-final-v1,A,640,06d27629f495dc066499,FAIR1M-v1.0,crops/06d27629f495dc066499.jpg,,,,,
m4-070-final-v1,A,641,bcae534d827235e49ceb,DIOR-R,crops/bcae534d827235e49ceb.jpg,,,,,
m4-070-final-v1,A,642,e58bbfae9b69c9a5917f,SODA-A,crops/e58bbfae9b69c9a5917f.jpg,,,,,
m4-070-final-v1,A,643,58e3f0072e38930e984f,SODA-A,crops/58e3f0072e38930e984f.jpg,,,,,
m4-070-final-v1,A,644,34d472279dc5ffdf6370,SODA-A,crops/34d472279dc5ffdf6370.jpg,,,,,
m4-070-final-v1,A,645,a216f1ef6bb4e783cb41,SODA-A,crops/a216f1ef6bb4e783cb41.jpg,,,,,
m4-070-final-v1,A,646,4f23ac4fcad0964a8b2c,SODA-A,crops/4f23ac4fcad0964a8b2c.jpg,,,,,
m4-070-final-v1,A,647,e20496d66ce4bbf45c21,DIOR-R,crops/e20496d66ce4bbf45c21.jpg,,,,,
m4-070-final-v1,A,648,42e3b67dcdbbdae68521,SODA-A,crops/42e3b67dcdbbdae68521.jpg,,,,,
m4-070-final-v1,A,649,35846741d45c9d3802ec,FAIR1M-v1.0,crops/35846741d45c9d3802ec.jpg,,,,,
m4-070-final-v1,A,650,a0c821c6f736c729fc34,FAIR1M-v1.0,crops/a0c821c6f736c729fc34.jpg,,,,,
m4-070-final-v1,A,651,e14920ca04f7e149b5bc,FAIR1M-v1.0,crops/e14920ca04f7e149b5bc.jpg,,,,,
m4-070-final-v1,A,652,dc0641f95740890c208d,SODA-A,crops/dc0641f95740890c208d.jpg,,,,,
m4-070-final-v1,A,653,abb8099fb319dd9a0232,DIOR-R,crops/abb8099fb319dd9a0232.jpg,,,,,
m4-070-final-v1,A,654,149b9f34d373fd8e2270,SODA-A,crops/149b9f34d373fd8e2270.jpg,,,,,
m4-070-final-v1,A,655,473b92ac8122c0b73e53,FAIR1M-v1.0,crops/473b92ac8122c0b73e53.jpg,,,,,
m4-070-final-v1,A,656,6e7fcdbac03bac09fec3,SODA-A,crops/6e7fcdbac03bac09fec3.jpg,,,,,
m4-070-final-v1,A,657,0e81c1b534644e6c6be5,FAIR1M-v1.0,crops/0e81c1b534644e6c6be5.jpg,,,,,
m4-070-final-v1,A,658,0644a8e312f8075b9dd2,FAIR1M-v1.0,crops/0644a8e312f8075b9dd2.jpg,,,,,
m4-070-final-v1,A,659,533eb92953de10778782,SODA-A,crops/533eb92953de10778782.jpg,,,,,
m4-070-final-v1,A,660,45ec8560a64f1d6a8d87,DIOR-R,crops/45ec8560a64f1d6a8d87.jpg,,,,,
m4-070-final-v1,A,661,3152af38bade88b2271d,DIOR-R,crops/3152af38bade88b2271d.jpg,,,,,
