endpoint,relative_path,bytes,sha256
DOTA-v2.0 val annotations,P2420.txt,126,31217611341fb01ae238f44078b4a3ed7664006af3bb15c00004e332bdfd32ef
DOTA-v2.0 val annotations,P2429.txt,577,60d9105a0af119f0764cc1a8012ae73903df4b73aa33f5b0885d2a45c15f5c31
DOTA-v2.0 val annotations,P2446.txt,325,d2627bbea15820964cb2c7b6abb298e0513545365c13f0e7cedafa5f1819924a
DOTA-v2.0 val annotations,P2449.txt,126,411907389edc376c12f249d1a468a7e40e3ecf457707091eb7af2b9d538620f7
DOTA-v2.0 val annotations,P2450.txt,1322,3e0b36cb518b81938943fba9b5a166d7c512f4e541c8fbf1a0b29366f00e744e
DOTA-v2.0 val annotations,P2455.txt,5680,56ea71da6a391518ef51eb358b8309ff2202bbb0dbf46a8616d2f565012cf976
DOTA-v2.0 val annotations,P2462.txt,4842,b796a1db00bcbe670d5e50f7661606ce1fbc15364800c156af85ac80114c6962
DOTA-v2.0 val annotations,P2477.txt,191,07f289785b56d4dd4b8dd522092d79a9eba95ea21b8d809744201358b469b6b0
DOTA-v2.0 val annotations,P2478.txt,130,65e5ce9508564e0ff4dc224b24f9b772fc6eaaa3d3f09a25bab4b847764ede9c
DOTA-v2.0 val annotations,P2481.txt,3433,517209673730e46430d372d69e5e3eccc6828b6d994574bb82f40f6eb615efe1
DOTA-v2.0 val annotations,P2488.txt,2821,88c125cddef4f08446bd29fe157201f5e1b9e4c70c6728cae317f4fddf6670e1
DOTA-v2.0 val annotations,P2502.txt,488,e632cca361eced49c13f6c99d7bcaa131d9b95b6ba8222bfa7654b2febf88cd4
DOTA-v2.0 val annotations,P2504.txt,913,92939f7d76c4f0159e66b9b58d1f5ce17e35d9271738bdd51403f78185dd608b
DOTA-v2.0 val annotations,P2539.txt,195,8746de6c522428e7eae8816c06779d164b84a63a549ca8847b21f093dd40e8d0
DOTA-v2.0 val annotations,P2541.txt,751,d62115184c86894a64d5d7c9287e87c3ff2bdd8dab82f6d4dbdf2f7531e09a7d
DOTA-v2.0 val annotations,P2542.txt,480,1f6d9db034fbd2d7d2552c80f51e19214730e4cc457c1787073734ddc163eefa
DOTA-v2.0 val annotations,P2547.txt,469,76e2bd9d38db72285d5170105299bc8996f265c98ce004612b4b872ebf6aa36c
DOTA-v2.0 val annotations,P2563.txt,754,7c22133ae17358174108fc72da0ac6b071d7570ea6430094fd46d85fa5e8beaa
DOTA-v2.0 val annotations,P2570.txt,4161,23684aaa406a30626d9b95afca7f79f33d839cbade8d6e82d92c4c4b3ca4952a
DOTA-v2.0 val annotations,P2571.txt,910,dc1e994828bb95b9a4b721abd560939130f9b48665ddaf27eda0a13e1cc677fe
DOTA-v2.0 val annotations,P2577.txt,512,e802305f229adcda6bc7b3b66b2bdad85f762a22b37c2982b2a87710fdb27cb7
DOTA-v2.0 val annotations,P2580.txt,4103,6dd47067663989a3ed40b1b9bc93d77b24ffd21b329697a92e7093b6f0caedf2
DOTA-v2.0 val annotations,P2582.txt,12730,2ed7a007dd89c12e319ce64f2219d0ef5852b0777f6801c131ad69666447d5a8
DOTA-v2.0 val annotations,P2587.txt,1508,fd815d6a9e6f47a16dc1a16ef66120ba69ffd4567b95bc2c73dc3d757c46d5dc
DOTA-v2.0 val annotations,P2592.txt,4649,02da93ac4441b1aae7bfb0bb9816437f7c3bbab9b3b22517d7c30538f2dea04d
DOTA-v2.0 val annotations,P2593.txt,3820,a582a0477f7934a0a12fc6ea1b043ae20d35cd7c6f9e38d83eeb8f51fb6fccbf
DOTA-v2.0 val annotations,P2595.txt,1518,bc5f437d5d35105e3f03f523dbbe340d768f9303112fd56f997488abca8f6bd0
DOTA-v2.0 val annotations,P2598.txt,3436,741e8590131af9569187de562c6eb45c13b7dfeba3392431bc0c818f42e75a33
DOTA-v2.0 val annotations,P2599.txt,1167,50f1c26ac4032fb9de70d2fecd6f88fb8a36afbee1cf170beb5da5ae66fc532f
DOTA-v2.0 val annotations,P2608.txt,14547,47e7534d0de99b1c2b6572c8a10302b9838d6c112894d9e4d1ee3c9a781c8a53
DOTA-v2.0 val annotations,P2610.txt,8529,644b393c59aa806166bfb6dcde2bfb58e822cb4824daf2543718a836196158ab
DOTA-v2.0 val annotations,P2617.txt,2561,4f5c4ca7dc8fa7da2d2baefd9aea923d495cfa3c57f8f916d084b39482f73b18
DOTA-v2.0 val annotations,P2625.txt,19604,6e48327b0364fb86181bcc438c305f1993d6bb84cfc4236b875db423874c084f
DOTA-v2.0 val annotations,P2630.txt,6445,c2e1f4ec13f635487ba2ebaa8f06479da97b8772def32b3c35d5367889113731
DOTA-v2.0 val annotations,P2645.txt,31968,6e404a370d48f7674306f7b2bcf8ddfc95678da02275ceb5a6b612c8a4dd3d07
DOTA-v2.0 val annotations,P2678.txt,13453,19d9d56da07fa7ef082dc7f2cb6bb118b8277533b6d65115f553a9c398fc53b8
DOTA-v2.0 val annotations,P2689.txt,599321,f110dc2b54a70547635da4b705bd28a9e7ab9dec3c313804fb89e4490517d230
DOTA-v2.0 val annotations,P2695.txt,49647,43bba51fa4205dfdd1304d23f0f504620580392eff8e149510898410e6f9177e
DOTA-v2.0 val annotations,P2701.txt,27076,5b7071b496f95f958a770dd63459650036c5d4fc431fbbdeab36bd1d870a45cc
DOTA-v2.0 val annotations,P2709.txt,12958,82e103a4f559ed68c8fed4e71b30ac9754c5e00c9ad253d16ba589400db653be
DOTA-v2.0 val annotations,P2714.txt,3988,90a4f68e780f8dc0687aacd06ba78cf6b158d9b9763c1e1f2e62f00de5074867
DOTA-v2.0 val annotations,P2718.txt,1281,3b5154848066236398d1de433baccb5583c323554f3d4800f9bb3f03d97197b5
DOTA-v2.0 val annotations,P2721.txt,2877,d797be0b7c1406be39bed13354f5b0eb839f6f845d935fa2f5ea4e7fc9b0adb1
DOTA-v2.0 val annotations,P2722.txt,1784,603569a586336592b91bb883ecef7bdf34ba36c48ba055af116b8de57e5bd0ca
DOTA-v2.0 val annotations,P2724.txt,1336,4de558d6a6f309ccb80a7f83870fc6d40c516f327a8e19fb39d2e92081354f2e
DOTA-v2.0 val annotations,P2726.txt,19573,bfa11d0ad57299fba6892c65136f97ced9ba5013b0c4331a4d35c2db785884d1
DOTA-v2.0 val annotations,P2733.txt,3929,f3a9252f8b7466114f1b71a5aaf02a261c5bdd117b3e957f2878e8422bfb399e
DOTA-v2.0 val annotations,P2745.txt,9318,c62d8647e894952195bf8ca017b627bfcb633fd49f80917e6c4b4c681a373d41
DOTA-v2.0 val annotations,P2754.txt,115659,2e89132a5cece92b96dd2e00eca3d3cf7e4c5bd38189c582bc8712f3d828a1c7
DOTA-v2.0 val annotations,P2758.txt,80814,0a2feb80c7286822b6420c4618311f32705d84706091d74212e3245c9964cbb0
DOTA-v2.0 val annotations,P2766.txt,28486,380f2c56a5ee76662d4141d305d7ed9b7b05c59c20fc4943de8c776d46598ae9
DOTA-v2.0 val annotations,P2768.txt,1111,85582667e3aa1ea4bd69ec3614b4e0883d0a129491122242f28e10a2dca3b209
DOTA-v2.0 val annotations,P2771.txt,9244,3249433b2a0a960be83076d23cfef4c6feaac70a1f25c24259a134037e74d0b0
DOTA-v2.0 val annotations,P2778.txt,1017,a1c56dfb8e11ffebc3394bc06df99b344c2a821ea529947ce99931c058f2d033
DOTA-v2.0 val annotations,P2779.txt,4555,57a2d9516da0cda23f41e332157d7030b14601f7238ad9731c26c2c684504f68
DOTA-v2.0 val annotations,P2781.txt,18693,0fb5e4591d63cb8c50c974468edbcc390b1a391acf79c498b7eb3a1a16d4404b
DOTA-v2.0 val annotations,P2789.txt,7888,b783ba562443a16f3bcb2e40bac88c9d8628850e20518069a20258960db0e144
DOTA-v2.0 val annotations,P2791.txt,1585,3ee8b1c765a8ed09517d9606a40fd375fcc63ed62157a9cb6b6774bf81b8ce92
DOTA-v2.0 val annotations,P2794.txt,13110,a3422801c860016602525ed9d6bf02aab61b2652e1b7f310b3d2c4e8fd938a7a
DOTA-v2.0 val annotations,P2802.txt,91401,3bc0a718018410a2d961488dd647a030b202b30472f51c084c2bb42cbb77c068
DOTA-v2.0 val annotations,P2912.txt,113,e246c8c5aa6dfcd752a7d682408e66276471710b6836aa84a84a0add6c7d310b
DOTA-v2.0 val annotations,P2942.txt,113,e13612d12fa6ac8cb1070b44f51f7a67ce5f7c815f25660f899659a0a60cf347
DOTA-v2.0 val annotations,P2956.txt,420,c732afe0e4fbc197c6cdcba0644cf9fc1c55148b57f2ce1b4fe6cba6893a2c28
DOTA-v2.0 val annotations,P2982.txt,113,c7871b34169eff5830de7a4d432776da2735598454f5794e9deb66ecb6321192
DOTA-v2.0 val annotations,P2993.txt,363,9e3c0dbf3834360143993903d1d268bd293e6001123be1e9af3996f4706338d5
DOTA-v2.0 val annotations,P3032.txt,525,32e55f7c87b7f68116b5cbdd296328780173462e9946960ca98885ed9beda2c5
DOTA-v2.0 val annotations,P3044.txt,407,d6bd61b983669ef1bd69abcc85faa8015cdf5cee317098cae274322171f64629
DOTA-v2.0 val annotations,P3095.txt,113,1c2dfd167e20460d7402e9e5679af47420683291c43b48d0bd59dcf6ee95fbd9
DOTA-v2.0 val annotations,P3106.txt,113,ffb0524d8822fcb89ba19aba0bdbcf70fc58a68bb76e07f2af998d182f4c3ca5
DOTA-v2.0 val annotations,P3107.txt,381,e77fd130588e552f72f22c8239d43a7017ed0ae0d89da7b4c6a0673e4bb11c9a
DOTA-v2.0 val annotations,P3140.txt,113,1a753612ec7bb10e773c7496e275bd401024734e39b7d540e31d0fe29520c573
DOTA-v2.0 val annotations,P3182.txt,1846,c4060cd9f51d4d33210c5f31dd092d05a70759d4417e73a7bbdc09efdcc91b0a
DOTA-v2.0 val annotations,P3185.txt,6159,be00848c4f007b667aa96bb50c850e45993d1d7d965c9e367a09d54a8caa0605
DOTA-v2.0 val annotations,P3241.txt,168,1f2b4cb0ef94c66d3ac78a8446edf2dbcb087f52057203e0e0c79004f53ddb4d
DOTA-v2.0 val annotations,P3365.txt,113,92f313fe4aa2cb66af3048e35590badaff8919a231f4cbc39ce7587bd62f351a
DOTA-v2.0 val annotations,P3367.txt,111,6b80f540b72afbc7b80d34afe17e19f180cf26a4e711be5fcb0d61ae199941db
DOTA-v2.0 val annotations,P3407.txt,113,fbeb5e5019e36019f9714ee949fc0534e43502de9fcf357bed3e142258110caf
DOTA-v2.0 val annotations,P3466.txt,1577,0365455c6776cce6ea1de2a14d98da338af0251618073f050fbd12db19f39f00
DOTA-v2.0 val annotations,P3575.txt,1450,1d865b593d55d3e45647d5eb8fc40882041401ec3868f727515f8edf643b3c37
DOTA-v2.0 val annotations,P3810.txt,636,101d74ac63811a1ec7bd49af0134d8c9b02820191b1c068ca5639d5e63042332
DOTA-v2.0 val annotations,P3817.txt,113,6ff507881577b5462384c95ec3c82d93404b856c103e068210a1339710f5f913
DOTA-v2.0 val annotations,P3932.txt,113,09b9bbad80997e2da1f0e25b35ea052e9b9f78ed7b194af36409f150a3151ef7
DOTA-v2.0 val annotations,P3957.txt,229,1ee4fc4b7fbbd1839f0be3aab79c288d81af26d9985196f2cb2580da7f4117b9
DOTA-v2.0 val annotations,P3989.txt,174,02153dd846c1083a25c694250254deb61e2d6014d2300f1c4710879508304d8b
DOTA-v2.0 val annotations,P4037.txt,113,1e64580e044057776b4072ef496927f968f588e70a193ab1afa0d5c112872fe4
DOTA-v2.0 val annotations,P4055.txt,111,8d26523fc6b0376b4347341005f9a6bee2b7dc3b512b86002f0db342419d9906
DOTA-v2.0 val annotations,P4083.txt,113,4e40354760728486b60eba0c4e62403d5b354f629b8000d13ed500cf40d15331
DOTA-v2.0 val annotations,P4124.txt,113,3e7079f06b6f23e936c1c7a2c5fb943b46fd3e7b28761783349440da7f04dc16
DOTA-v2.0 val annotations,P4138.txt,1622,91180ffcf9bd46beeecf65eadaa224c4f7a78a68ab68f33058349af16166c423
DOTA-v2.0 val annotations,P4151.txt,20771,1dc5f5be21fc09655d0fbe281cbdc9945c83d906b2f7acee123e925e411044bc
DOTA-v2.0 val annotations,P4164.txt,113,f6bc45eed1bb9a39d0b61330ce8ddc50e0247e65ab52f9b49c81bc739f717934
DOTA-v2.0 val annotations,P4183.txt,427,b6b18a504c498ae5b47e9af15d79d60a2a6995d453d0d30c0eabe404919852a6
DOTA-v2.0 val annotations,P4265.txt,247,2c36b1e6b7be8516892095b00cdec26ec98ef33e5eeb42e4413c799fe623f70a
DOTA-v2.0 val annotations,P4278.txt,113,946d5c6eccd5f66b6ba1496a94e1a8ac14875b38ff28d6a33eeb3a16a39da721
DOTA-v2.0 val annotations,P4359.txt,113,4b8ceea597f7056b01fc40d0f5c13c4548b9508cb5b0a57a12f2464f6a038ced
DOTA-v2.0 val annotations,P4417.txt,170,d5558e2628295baecc1e38f57decf13d10c7a6231f5ed8f8ec081f8507710af3
DOTA-v2.0 val annotations,P4492.txt,169,944ab1d630c31c8640a2102dbdee30061dbc383d8def9aacd26389a04d65dc20
DOTA-v2.0 val annotations,P4526.txt,113,9402bac212a15e11141eac44ca74695caebde516ec2f0e3420f0061dd05a9ddc
DOTA-v2.0 val annotations,P4627.txt,113,501ee61ded1ab096284434da0592d7a211e8c6f2fa597c741f4b264dff0ab230
DOTA-v2.0 val annotations,P4672.txt,113,a385acd39a36121965dd7005d361df95049ef11919374bd279ce2509c653ee2c
DOTA-v2.0 val annotations,P4721.txt,836,5a3a17219a3d82646e613f951483c87a075079fbc54e2315a54b4f985e7dd3dd
DOTA-v2.0 val annotations,P4772.txt,231,732bc1bce99cb60628c8bbc8326e26ef1db77a03a36c7f1d5c2ea2f0b4e043ae
DOTA-v2.0 val annotations,P4918.txt,113,1296ecacc0252f1e86f7183beb38c8ff80c1c48010bf8b32d8cbbf140b30a768
DOTA-v2.0 val annotations,P4947.txt,467,9e1ca54d24cbf9f60fe9262410d01221b212cd3a43c69f1d464b7ed3a0fef10a
DOTA-v2.0 val annotations,P4952.txt,113,b672a969de8f140ffadca125fbeec6ea8861800dbf84200a0e59d2ed844b6a00
DOTA-v2.0 val annotations,P4957.txt,109,7cd4320ef2ff1d88fb55306b8830c8835f88243dfae49bb34909a253413537ee
DOTA-v2.0 val annotations,P4962.txt,111,cef424d9179bfec9b460cd75b8e83329fa9d5e5fd38fcaa2af5a8876e22f9e57
DOTA-v2.0 val annotations,P5070.txt,11945,63a919ed258c94d0f8002a681cc9149b2c297f99d315b434b116e1184d7a44da
DOTA-v2.0 val annotations,P5078.txt,227,aa1a531863eb31a294acaa32764e08e9fba6ca7034da64571f40737c2da5d4ab
DOTA-v2.0 val annotations,P5155.txt,839,bd1131e8ef4b03212252f389a2c1d75f208c8359f0d7d221392c157c6ef96119
DOTA-v2.0 val annotations,P5171.txt,14442,6b6aea70db5a0339300b30ad5e6ed48c50f02e01929878e09ffbd24d66949cc7
DOTA-v2.0 val annotations,P5197.txt,113,deb085f34629ed56bb96512891db255d34017565e5728b7863a0cd0cb75d91dd
DOTA-v2.0 val annotations,P5316.txt,113,af93b09e9c75815131207e3284d0d62643770dba7c930b0ebd8572441eed1d33
DOTA-v2.0 val annotations,P5334.txt,335,6b3dc837effd24e620cd9b05609b277df7bdfbb2807b80b07034699e223f71ff
DOTA-v2.0 val annotations,P5337.txt,68508,9252d55dc9913e1196185f09935bfdf03905a6b53ca71cce4984a326c6115ce1
DOTA-v2.0 val annotations,P5437.txt,113,76223eabe7175aae966ac49e4778a2b06b18f3ef72a1ca4cd480e52168845eeb
DOTA-v2.0 val annotations,P5546.txt,113,c9c808d3a82a89fe49277a4d113428f84cb633024cb2c020701dea5660dd147d
DOTA-v2.0 val annotations,P5569.txt,113,606f0f3b2325a08c5ff72e9019f39753eb3a8689e1752bf964805790e450630a
DOTA-v2.0 val annotations,P5691.txt,113,7f5ce0b5c853409844d69a2159005645eefd38149290a472762963e0b7db1bae
DOTA-v2.0 val annotations,P5728.txt,169,ecf514ac799a1037abdd9d5bc37cf8fa7acf26da3f0fa72bdf84ef9ff0275ff6
DOTA-v2.0 val annotations,P5750.txt,182,5b5b8c68b80fbacb8e52775eddd85f2738eabb625e48cb6805b9cfb99e2dc925
DOTA-v2.0 val annotations,P5752.txt,113,13d6ca6a71774edf6e9a3f24a90cd432b99bd94ab333c4008398c4bffc2c0351
DOTA-v2.0 val annotations,P5789.txt,64758,5a114668338559131fe4a0ff865e866018ed8a3cfb3ad13d0ab3aa2fb717139f
DOTA-v2.0 val annotations,P5925.txt,227,cf84418cf726bf1e39cb6559f36c571e40155d445817cb4502273cab8f635525
DOTA-v2.0 val annotations,P5949.txt,895,2dff46eccb354f2894a4740b55ca9e7118e960178946e99c5d0b5d321402b8cc
DOTA-v2.0 val annotations,P6089.txt,816,4622e2ca2036edbcd972d4df6a5ff402814caf7ee5b3c6c45f718ee51ab10803
DOTA-v2.0 val annotations,P6135.txt,182,84871ed79c9f216d2b6396d7fc537df46d92b09bb6a460e0d536ec82e2a77ab1
DOTA-v2.0 val annotations,P6143.txt,113,5b51bf86746206743e0fd794f5ea190f29495274928be549b903f8f7c1f6ca2c
DOTA-v2.0 val annotations,P6162.txt,113,d159eeacd7febeda285deccab29704a10f181b2abf3474217bd9a6669a9559c2
DOTA-v2.0 val annotations,P6258.txt,113,608cbd68a295fcb5b2006fc1c74e226fb96c9d5845dc5376e81617f54f474901
DOTA-v2.0 val annotations,P6347.txt,3265,d5d3ae5b293ac64aa1f01cbddd85f52db5c99e267ea6de42eab28208cbaf7c1d
DOTA-v2.0 val annotations,P6357.txt,296,82966da6e795d52663d4b739fb4858b32f4fd67fdc0a119a4ad51ecb333c714a
DOTA-v2.0 val annotations,P6418.txt,113,4e4d2019e31efeab1c7dc0a66a1724d645019e8168359f251a8137aabfdf49f0
DOTA-v2.0 val annotations,P6519.txt,2974,a07aba5a893fa94dcbc61fae26b94f4a53ed6444ab12b63397142f7969355f3f
DOTA-v2.0 val annotations,P6580.txt,113,f609a9f225baa2d5bacc3b4b68cd1eae2016928f69948dad558f84f403c8cc13
DOTA-v2.0 val annotations,P6582.txt,113,1b033e38bff00698f64d92d6d4fdc669e2c72bbc1548ed29fd885f72b30bd5d4
DOTA-v2.0 val annotations,P6633.txt,113,aee931ebfe3be5333477dd207a09d60cb4c62b4d90d1819a4d04d5b399d31cca
DOTA-v2.0 val annotations,P6661.txt,184,ffac2067f77812599c337f40929e951df08a9fba53aa5eea2d0de93522e8f556
DOTA-v2.0 val annotations,P6669.txt,494,df666d2d102d6304200ea4907fb5f64d0fbc7c2c95019dea88009c1c4ffe25a2
DOTA-v2.0 val annotations,P6687.txt,47578,afe0a7ed38b62fdf22e5af417d83f2e7426d64919d1e810da296f78bae66dc2b
DOTA-v2.0 val annotations,P6769.txt,7631,d8fdc49906e90e80d72daf29de9071b3e4c9b6691eae48d97f72c7357bf63eb2
DOTA-v2.0 val annotations,P6868.txt,182,157da7616758568d8e72eb2cb79b24432d32faa6a083bb0fa644307d88ccee05
DOTA-v2.0 val annotations,P6898.txt,113,5b800e8d137a3572548c2ea83a03beddc6063f735101654571c42b6a87a42517
DOTA-v2.0 val annotations,P7129.txt,113,5d2818e7c5521b71f6704732fcb249269767d9d8456260763c7d11b9151af297
DOTA-v2.0 val annotations,P7166.txt,113,5991e1870b24bcc09cc511a3ae944d8a21ad1254f1c62864c52da88b7ad6d6d2
DOTA-v2.0 val annotations,P7270.txt,113,a325e12aa591e303d2da1d72b8895a8d0a15e9360e0d452cf9682ac11f9d236d
DOTA-v2.0 val annotations,P7352.txt,113,e5bba7fa06f4e538bd28e8c31ce71adcdf6aca20beb68844109840e95ac6d330
DOTA-v2.0 val annotations,P7392.txt,113,95aa96aa2300ea32cc5b0d56653def6074f21d16441954bc85df3a2ac9e9b3f3
DOTA-v2.0 val annotations,P7427.txt,296,57adf38df28f6822375c27c17e65a2c2473cb3893a59ce497eb90379ded16862
DOTA-v2.0 val annotations,P7431.txt,3138,c15bc33724810570fd51a2ec32cec4d3f885c18ce01862cca235903149989ddb
DOTA-v2.0 val annotations,P7464.txt,174,0f7a77bc0c4b0533c399060b34efcfdd98ed7577922d5f5696e887857b00b0c2
DOTA-v2.0 val annotations,P7484.txt,166,50441d04ca5ad2dac708a6a244f163e4700b947118cf59bd6f9096a5da8eb52c
DOTA-v2.0 val annotations,P7485.txt,5574,eaef7455cb45c110e063be8f98dd140f4769fc1d30996ecfb7b389a9a4c4b3b9
DOTA-v2.0 val annotations,P7746.txt,193,38823a668a7e3ba958bb1293bdd9c52e17b083d8f7cf40a3b05c0ed40326e160
DOTA-v2.0 val annotations,P7799.txt,124,826c001aeb9f5cf7dc73d3be61a1cb392711ea33fafbaeab6bb4d822f1353698
DOTA-v2.0 val annotations,P7800.txt,627,5c9928d3f25dee504abaad3c00920a3deee77c3adb40b67b1710630ddc2da7b6
DOTA-v2.0 val annotations,P8081.txt,601,e2598e44fee1aeab827b0811bb4770b8897c36de47537a16fae76ebad540173b
DOTA-v2.0 val annotations,P8287.txt,56776,e1368ea0afdac408a38c81cabdf1d284887d35ec93ed0ae8281e0d12271ef156
DOTA-v2.0 val annotations,P8324.txt,113,fbbfe1c07366e94775cbcc52557a4bfeb7efd7068aa017ec3e257a737636866f
DOTA-v2.0 val annotations,P8392.txt,1765,8679166c44dc9461fec2cf8ee2301924466649045f6a855f5aa285e68ba07b63
DOTA-v2.0 val annotations,P8601.txt,1796,273c163acc59893a17db3227aff7edace60abbe59b0a8a28c13b19b2da39bca7
DOTA-v2.0 val annotations,P8656.txt,31267,a269e8f09a4101eebcb0f35860bdc29e1c210c599e44a4e5bacf1f03996891b7
DOTA-v2.0 val annotations,P8666.txt,113,6de7a9304f7a527e50d091c232e7a7eef4f08e1fe1ace3fd4d37531dfdd1688f
DOTA-v2.0 val annotations,P8877.txt,3215,ffeb9db7647a468ab63476732ac7ce5eb3f0fa227528f72a60796b365a9220c7
DOTA-v2.0 val annotations,P9015.txt,174,62424fb342a3f0ab08c0bb1668b88f49560fa26674ae00fd1ea3cbcb7413dbf7
DOTA-v2.0 val annotations,P9016.txt,113,e79bf9531c12962e31533911e8495f93b0f89cdfd69b8ee8654452035a681cc1
DOTA-v2.0 val annotations,P9031.txt,249,743d5c2b18161efd697d1069a03330288dae3f65391c8b549f71abbaab1d6f2b
DOTA-v2.0 val annotations,P9169.txt,113,85ebb2776e9de87f9b06b55aafb3bff6eb8f7226d97b289f01024e80b4ca4169
DOTA-v2.0 val annotations,P9170.txt,113,3460916bf09637b58152a0abe8d34cf0c8dccd9a5000604481366616e2922866
DOTA-v2.0 val annotations,P9295.txt,113,4102b74a069d4c27deafc732dbb31419b1a153de805abcfc9557c8d6c907ade0
DOTA-v2.0 val annotations,P9397.txt,177,eacea0c935d3a4f2e852bc261e02d8d8cd73ed1e0c4187f693743982eb15be68
DOTA-v2.0 val annotations,P9444.txt,5994,bd4f80d253392ee99f524594ac8f959fe6607b15a696e38a8600905b13aaa5ce
DOTA-v2.0 val annotations,P9467.txt,100828,5d47cc27096aad82c32387451594fb107ed477486769ce2da5d31e55c5f947ce
DOTA-v2.0 val annotations,P9594.txt,154627,8fba6a008645c3594f74e45c7439006b02e40507d555dd66d8229426c7ca9856
DOTA-v2.0 val annotations,P9595.txt,113,809f7454466e2560741b9cf317d2c7d7d63069b7406b71217e7a059560bb1d91
DOTA-v2.0 val annotations,P9690.txt,113,c51fa9f344e827c31819d4cb4e6c541e85d2faeeb90fcbe52010cb9154e6ec88
DOTA-v2.0 val annotations,P9705.txt,113,05302a44076989ad210d98280820f8b16d6d5ef9117727b02fe62fda1735ea9b
DOTA-v2.0 val annotations,P9735.txt,113,cbbbdf05d81fe3e405e0947501a20bab9394c8107cbdc7a06da2a4b15e4481c7
DOTA-v2.0 val annotations,P9854.txt,111,555572f62d223080e69696738787ff7f22c786d6b61bd949793defaeb49f5dd6
DOTA-v2.0 val annotations,P9866.txt,113,02888348df7e593639181d3ad03ddbf25f058387559c79e45101bec617bf782a
DOTA-v2.0 val annotations,P9977.txt,113,e933276e5c73162070dd95c90cf4edc9d8dc14ad0b60114f74b56701773a8719
DOTA-v2.0 val annotations,P9997.txt,16427,3407fac94a81b21b6d7507fae9f6698bee5a8402a211697ac1b8f8e678f0ed04
SODA-A official test labels,00002.json,13473,ae0dc3d01db5f843c2a594c71802c40e5b8dc410200620507224cba1d3293d36
SODA-A official test labels,00006.json,1438592,0050faa4df4a244d4150a67269e035d3fbadd4cf3511939868b1c08c70ef243c
SODA-A official test labels,00010.json,660525,23f2fd33c952b88681013f46bf2f3b8ddc6046bf607b0351191783c312bde98a
SODA-A official test labels,00022.json,321415,efe54bd1c16968ed1b32bbb5b5f06d3d23d737be53906f08ae6d0bb70aa63cb5
SODA-A official test labels,00025.json,309390,c9176d185e359cada6b2c5ed06e2417c291d1415af11328e33ad9a87e02a7373
SODA-A official test labels,00039.json,24470,584f8c7df6afcc8e59e1492ce325561bd28522f60608fdcc255584c0ba7d6895
SODA-A official test labels,00040.json,3314,0f27799f133e33c3b025c734284a7a49a86ca79886c774537554f65863025d0a
SODA-A official test labels,00042.json,15607,9bc1056475e7a996f5dcf537144b05419886ca0aa8107405e47930cb2ba1944f
SODA-A official test labels,00064.json,15313,fcafd5ea8d526477f3c2dc4b38b5b1f7f6a44be6e01068c182c62f86d8208b1d
SODA-A official test labels,00067.json,3306,aa51b8fda34d37d7a1c41599e6cee994be41780397538a7815e0572e8f4cb286
SODA-A official test labels,00070.json,29776,087dd7e29122bf45965d16d4c41a9a9a7ada6edda4f0685b55be55b73d185548
SODA-A official test labels,00078.json,2395,c603d4bd6590bb5efbdc46c6b3635fbae188a412efa6a6fe7cf5e42f08f162a8
SODA-A official test labels,00081.json,22099,353f987ed1945ce2464d873fde27014b1898b88c634ea05770cfb9320a87ad3c
SODA-A official test labels,00083.json,10183,c14bcda233b7d3b3d8aae28f0bcf7b6427d58dc8aaae3eeb273511bc64d1bc78
SODA-A official test labels,00087.json,31097,ddedd23802987193b32107add93ffc7ad1677b00238ac51ce281897d1fe2a164
SODA-A official test labels,00088.json,5169,5db88597a8cfe0af01d75afbc9a74de5ab20674572920012ec58ba12bfe0f283
SODA-A official test labels,00092.json,3795,79383f194e170ad204d2322634ecc2e680047f9d669f87c76246c50ebb28bae7
SODA-A official test labels,00093.json,10708,748758e6b42f0aa048af5d2260b98b5bd21e30d5811c4463b84231e66743cefc
SODA-A official test labels,00096.json,6935,082b19f4abebf3b0f354c59e6b7e80fec3935bbd2ba67e05b9d5530e15826785
SODA-A official test labels,00098.json,7910,d585472c5b8857e1f2179d71624cce4732b8886fe917311130ad92a887223f13
SODA-A official test labels,00101.json,30481,dd36a2dd19526ee665162691c89467aafbaf4c6ba5ed8dc2b7450bb88459de65
SODA-A official test labels,00105.json,1303636,99e91e4279b01f9f680c166eeb7354e89d94b1165158fb9f2a5eafc92457a0c4
SODA-A official test labels,00106.json,21209,d398754b69f04f979f77d7351953511c30c0cda4a9f69ee60c535fc822578db2
SODA-A official test labels,00107.json,6625,d35266f00fc8257199c5f394da8fdb786c91e3f01c737a3e8e1eac8589070f20
SODA-A official test labels,00117.json,260767,923f3e8ea4e534d13a37a02a679bd5f38d8f31a9e0741248c088e0d26ed9d741
SODA-A official test labels,00118.json,3312,d2587bf5b63f94b13281f64834bfea4a928e06b1cc74ecc0d85536e3fe2f82c5
SODA-A official test labels,00121.json,17061,f5a6042f436d3631dac188fb3e0813966376ad161904e35df37e0f5fa9c02794
SODA-A official test labels,00122.json,2867,294195cda6be1d39d7b80f7f29733f076f34c023085ed85a91097c629dfdd257
SODA-A official test labels,00127.json,120098,7ac98cd77de7589f6e7296a25a99be10a2ce3671a98b3b1537555d3c1aeec3d7
