dataset,unit,cutoff,endpoint,rows,delta_linear_minus_raw,ci_low,ci_high,bootstrap_replicates,status
DOTA-v1.0,pooled_units,1.8,Risk@90,78055,0.00035759707557837805,-6.438126098594464e-05,0.0006881237585736692,200,DESCRIPTIVE
DOTA-v1.0,pooled_units,1.9,AUGRC,75224,0.0008364103916253078,0.00045151686485725775,0.0012617129195072751,200,DESCRIPTIVE
DOTA-v1.0,pooled_units,1.9,Risk@70,75224,0.002487158068215839,0.0013497691992292687,0.003627836386584239,200,DESCRIPTIVE
DOTA-v1.0,pooled_units,1.9,Risk@90,75224,0.00043893333378308697,1.5953909908068486e-05,0.000778664034924332,200,DESCRIPTIVE
DOTA-v1.0,pooled_units,2.0,AUGRC,72181,0.0008542842944044005,0.000483877595171081,0.001282929015249193,200,DESCRIPTIVE
DOTA-v1.0,pooled_units,2.0,Risk@70,72181,0.0024669653267739844,0.0013561402316328295,0.0036807005393069644,200,DESCRIPTIVE
DOTA-v1.0,pooled_units,2.0,Risk@90,72181,0.0005399668722925396,0.00013043020619170066,0.0008662983387790596,200,DESCRIPTIVE
DOTA-v1.0,pooled_units,2.1,AUGRC,67415,0.0008354870248968062,0.00045470855172349546,0.0012603065434813976,200,DESCRIPTIVE
DOTA-v1.0,pooled_units,2.1,Risk@70,67415,0.0023881434208126023,0.0013463019268308391,0.0035823538526722327,200,DESCRIPTIVE
DOTA-v1.0,pooled_units,2.1,Risk@90,67415,0.0006886891116592714,0.0002860472488549506,0.0010134892165406188,200,DESCRIPTIVE
DOTA-v1.0,pooled_units,2.2,AUGRC,62307,0.0007903264828851043,0.0004109187446504609,0.0012444232294501097,200,DESCRIPTIVE
DOTA-v1.0,pooled_units,2.2,Risk@70,62307,0.0023765307569008146,0.0013587041983289536,0.003511289827982831,200,DESCRIPTIVE
DOTA-v1.0,pooled_units,2.2,Risk@90,62307,0.0007659385996672541,0.00034308742154069705,0.0011113875309991049,200,DESCRIPTIVE
DOTA-v1.0,pooled_units,2.3,AUGRC,58422,0.000774935041001179,0.00042080323877972096,0.0012242294475906248,200,DESCRIPTIVE
DOTA-v1.0,pooled_units,2.3,Risk@70,58422,0.002362168427116479,0.0013803420771935553,0.003410901225689144,200,DESCRIPTIVE
DOTA-v1.0,pooled_units,2.3,Risk@90,58422,0.0008491860050561864,0.0003993434327324982,0.00116998562920185,200,DESCRIPTIVE
DOTA-v1.0,pooled_units,2.4,AUGRC,54879,0.000766871663726694,0.00041079649936878417,0.0012009632144723019,200,DESCRIPTIVE
DOTA-v1.0,pooled_units,2.4,Risk@70,54879,0.0024799512622789704,0.0014498717081132082,0.003410902410943875,200,DESCRIPTIVE
DOTA-v1.0,pooled_units,2.4,Risk@90,54879,0.0009458822080610357,0.00048671161710799537,0.0013793770010364585,200,DESCRIPTIVE
DOTA-v1.0,pooled_units,2.5,AUGRC,50652,0.0007845573663992807,0.00039954454424807,0.0012206534490792312,200,DESCRIPTIVE
DOTA-v1.0,pooled_units,2.5,Risk@70,50652,0.002639139878326875,0.0015436067849875414,0.003626995700503928,200,DESCRIPTIVE
DOTA-v1.0,pooled_units,2.5,Risk@90,50652,0.0010570860836053228,0.0005808962230317871,0.0015071612432367612,200,DESCRIPTIVE
DOTA-v1.0,pooled_units,2.6,AUGRC,46548,0.0007976937585014235,0.00043721769328098053,0.0012179583775517818,200,DESCRIPTIVE
DOTA-v1.0,pooled_units,2.6,Risk@70,46548,0.0028133423396089,0.0016652891404605713,0.003774542904815529,200,DESCRIPTIVE
DOTA-v1.0,pooled_units,2.6,Risk@90,46548,0.001139090457733312,0.0006052374324116866,0.0015942188662014377,200,DESCRIPTIVE
DOTA-v1.0,pooled_units,2.7,AUGRC,42318,0.0008882469704105285,0.0005141078640821084,0.0013463809234787233,200,DESCRIPTIVE
DOTA-v1.0,pooled_units,2.7,Risk@70,42318,0.0031222100162571,0.0019949420211557234,0.004063017287056175,200,DESCRIPTIVE
DOTA-v1.0,pooled_units,2.7,Risk@90,42318,0.0012514891489682975,0.0007480189971427921,0.0017581090226012873,200,DESCRIPTIVE
DOTA-v1.0,pooled_units,2.8,AUGRC,37919,0.0009450160234072205,0.0005689931505548148,0.0014244657808271993,200,DESCRIPTIVE
DOTA-v1.0,pooled_units,2.8,Risk@70,37919,0.0031233854697009164,0.0020243062873329816,0.004207618720485056,200,DESCRIPTIVE
DOTA-v1.0,pooled_units,2.8,Risk@90,37919,0.0012797087558074419,0.0007178277636630254,0.0019017694668573134,200,DESCRIPTIVE
DOTA-v1.0,pooled_units,2.9,AUGRC,33825,0.0010287090581453523,0.000624566337209127,0.0015341224677454025,200,DESCRIPTIVE
DOTA-v1.0,pooled_units,2.9,Risk@70,33825,0.003393328126771719,0.002248231185771097,0.0045610211403495264,200,DESCRIPTIVE
DOTA-v1.0,pooled_units,2.9,Risk@90,33825,0.0014014242928285445,0.0008728835733010792,0.002063673173475383,200,DESCRIPTIVE
DOTA-v1.0,pooled_units,3.0,AUGRC,29893,0.0011343665654434502,0.000702046218085967,0.0016399918303165078,200,DESCRIPTIVE
DOTA-v1.0,pooled_units,3.0,Risk@70,29893,0.0035275744171134674,0.002373761571029547,0.004832167221507116,200,DESCRIPTIVE
DOTA-v1.0,pooled_units,3.0,Risk@90,29893,0.0015083376437199439,0.0008805858824384977,0.002108591148141961,200,DESCRIPTIVE
