assignment_version,annotator_slot,task_order,anon_id,dataset,image_id,pred_id,crop_relpath,long_side_angle_deg_le90,cannot_determine,annotator_id,annotation_timestamp_utc
m4-v3-e6479d43f0b9,A,387,56a7ecde48a29745,FAIR1M-v1.0,6446__1024__0___824,1,crops/56a7ecde48a29745.jpg,,,,
m4-v3-e6479d43f0b9,A,388,c41482ac1b072e7c,DIOR-R,15560,28,crops/c41482ac1b072e7c.jpg,,,,
m4-v3-e6479d43f0b9,A,389,d199f0bb9fe39c22,SODA-A,00575__800__3000___600,14,crops/d199f0bb9fe39c22.jpg,,,,
m4-v3-e6479d43f0b9,A,390,22361f75af0459af,SODA-A,00672__800__4000___0,29,crops/22361f75af0459af.jpg,,,,
m4-v3-e6479d43f0b9,A,391,c06ebfc4e45c54c4,SODA-A,00975__800__1800___600,2,crops/c06ebfc4e45c54c4.jpg,,,,
m4-v3-e6479d43f0b9,A,392,e3b2552ee7c10f0d,DIOR-R,17781,195,crops/e3b2552ee7c10f0d.jpg,,,,
m4-v3-e6479d43f0b9,A,393,d09241ae3035c727,SODA-A,01877__800__2400___1200,108,crops/d09241ae3035c727.jpg,,,,
m4-v3-e6479d43f0b9,A,394,39fa0c1b51759963,SODA-A,01440__800__3000___1985,12,crops/39fa0c1b51759963.jpg,,,,
m4-v3-e6479d43f0b9,A,395,d65c1d1ef1143b0d,FAIR1M-v1.0,8175__1024__0___0,211,crops/d65c1d1ef1143b0d.jpg,,,,
m4-v3-e6479d43f0b9,A,396,faee15f319b5a442,DIOR-R,16941,55,crops/faee15f319b5a442.jpg,,,,
m4-v3-e6479d43f0b9,A,397,905ea71752531836,SODA-A,01251__800__2400___1800,104,crops/905ea71752531836.jpg,,,,
m4-v3-e6479d43f0b9,A,398,f9bb8b5bb514b373,DIOR-R,23294,3,crops/f9bb8b5bb514b373.jpg,,,,
m4-v3-e6479d43f0b9,A,399,1de55bc77d620236,SODA-A,01044__800__1800___1800,66,crops/1de55bc77d620236.jpg,,,,
m4-v3-e6479d43f0b9,A,400,6da7643dfc9bdfc1,SODA-A,00566__800__3000___0,2,crops/6da7643dfc9bdfc1.jpg,,,,
m4-v3-e6479d43f0b9,A,401,5e3efa0efb5b58a6,FAIR1M-v1.0,14092__1024__0___0,0,crops/5e3efa0efb5b58a6.jpg,,,,
m4-v3-e6479d43f0b9,A,402,930e88adf1f7f512,SODA-A,00063__800__4000___0,20,crops/930e88adf1f7f512.jpg,,,,
m4-v3-e6479d43f0b9,A,403,4a9947d785108f07,FAIR1M-v1.0,5920__1024__0___0,30,crops/4a9947d785108f07.jpg,,,,
m4-v3-e6479d43f0b9,A,404,1f6215386e40c89e,DIOR-R,20402,306,crops/1f6215386e40c89e.jpg,,,,
m4-v3-e6479d43f0b9,A,405,966e395b6091cdab,SODA-A,02287__800__1800___2045,41,crops/966e395b6091cdab.jpg,,,,
m4-v3-e6479d43f0b9,A,406,a13f3fe8d1b6401e,SODA-A,01099__800__3955___1985,41,crops/a13f3fe8d1b6401e.jpg,,,,
m4-v3-e6479d43f0b9,A,407,074dc90f2f6bff42,DIOR-R,21465,1,crops/074dc90f2f6bff42.jpg,,,,
m4-v3-e6479d43f0b9,A,408,a1b9387304eccace,FAIR1M-v1.0,3955__1024__0___0,6,crops/a1b9387304eccace.jpg,,,,
m4-v3-e6479d43f0b9,A,409,0044979d6fbdffdf,DIOR-R,18066,7,crops/0044979d6fbdffdf.jpg,,,,
m4-v3-e6479d43f0b9,A,410,ca45edf8a3784221,SODA-A,00964__800__3000___600,233,crops/ca45edf8a3784221.jpg,,,,
m4-v3-e6479d43f0b9,A,411,d27b77cba8e4d021,SODA-A,01254__800__1200___600,175,crops/d27b77cba8e4d021.jpg,,,,
m4-v3-e6479d43f0b9,A,412,f85a7daeac39ebeb,DIOR-R,18548,53,crops/f85a7daeac39ebeb.jpg,,,,
m4-v3-e6479d43f0b9,A,413,82fbc957bb245d6d,DIOR-R,13158,208,crops/82fbc957bb245d6d.jpg,,,,
m4-v3-e6479d43f0b9,A,414,d2d7dd9002696307,SODA-A,00514__800__1200___1200,36,crops/d2d7dd9002696307.jpg,,,,
m4-v3-e6479d43f0b9,A,415,c42c861402c080cb,DIOR-R,23229,20,crops/c42c861402c080cb.jpg,,,,
m4-v3-e6479d43f0b9,A,416,021abe13d822d18d,DIOR-R,19479,53,crops/021abe13d822d18d.jpg,,,,
m4-v3-e6479d43f0b9,A,417,e74ebbef75369fb2,SODA-A,02153__800__3600___0,1,crops/e74ebbef75369fb2.jpg,,,,
m4-v3-e6479d43f0b9,A,418,3d637368610dc668,FAIR1M-v1.0,3588__1024__0___0,124,crops/3d637368610dc668.jpg,,,,
m4-v3-e6479d43f0b9,A,419,7ac9c5814a20f8fd,DIOR-R,21873,61,crops/7ac9c5814a20f8fd.jpg,,,,
m4-v3-e6479d43f0b9,A,420,864163b921140ed3,FAIR1M-v1.0,2587__1024__0___0,61,crops/864163b921140ed3.jpg,,,,
m4-v3-e6479d43f0b9,A,421,2c0fa863437f56c2,FAIR1M-v1.0,14719__1024__0___0,238,crops/2c0fa863437f56c2.jpg,,,,
m4-v3-e6479d43f0b9,A,422,81d934df4d3acf46,FAIR1M-v1.0,8860__1024__0___0,78,crops/81d934df4d3acf46.jpg,,,,
m4-v3-e6479d43f0b9,A,423,453974b0ec7a1fb0,SODA-A,02287__800__600___2045,11,crops/453974b0ec7a1fb0.jpg,,,,
m4-v3-e6479d43f0b9,A,424,de5758edb422a308,SODA-A,01295__800__0___1200,12,crops/de5758edb422a308.jpg,,,,
m4-v3-e6479d43f0b9,A,425,d412060c57b2af55,FAIR1M-v1.0,9889__1024__0___0,142,crops/d412060c57b2af55.jpg,,,,
m4-v3-e6479d43f0b9,A,426,00a769dab0d42b7e,SODA-A,01757__800__2400___1985,130,crops/00a769dab0d42b7e.jpg,,,,
m4-v3-e6479d43f0b9,A,427,ae40e0c9465a7020,SODA-A,02024__800__3600___600,80,crops/ae40e0c9465a7020.jpg,,,,
m4-v3-e6479d43f0b9,A,428,d6e9bf5419781d25,DIOR-R,17197,45,crops/d6e9bf5419781d25.jpg,,,,
m4-v3-e6479d43f0b9,A,429,e9c833d6c325e9e3,SODA-A,00044__800__3600___1200,362,crops/e9c833d6c325e9e3.jpg,,,,
m4-v3-e6479d43f0b9,A,430,6369f42ef0062a2e,SODA-A,02011__800__1200___1985,31,crops/6369f42ef0062a2e.jpg,,,,
m4-v3-e6479d43f0b9,A,431,6c2d7e5fe97e3805,FAIR1M-v1.0,5806__1024__0___0,58,crops/6c2d7e5fe97e3805.jpg,,,,
m4-v3-e6479d43f0b9,A,432,7f911210ac9fb645,DIOR-R,17347,10,crops/7f911210ac9fb645.jpg,,,,
m4-v3-e6479d43f0b9,A,433,6c42f1a8a706c762,DIOR-R,12249,7,crops/6c42f1a8a706c762.jpg,,,,
m4-v3-e6479d43f0b9,A,434,e507a9048fcfcba0,FAIR1M-v1.0,9221__1024__0___0,220,crops/e507a9048fcfcba0.jpg,,,,
m4-v3-e6479d43f0b9,A,435,bad27abef2fd2f83,DIOR-R,12921,5,crops/bad27abef2fd2f83.jpg,,,,
m4-v3-e6479d43f0b9,A,436,0132ee76f5bf1993,DIOR-R,23292,5,crops/0132ee76f5bf1993.jpg,,,,
m4-v3-e6479d43f0b9,A,437,7633363045d68c73,SODA-A,01383__800__1800___1200,31,crops/7633363045d68c73.jpg,,,,
m4-v3-e6479d43f0b9,A,438,5d2b8f07fa8a72aa,FAIR1M-v1.0,8815__1024__0___0,58,crops/5d2b8f07fa8a72aa.jpg,,,,
m4-v3-e6479d43f0b9,A,439,e4784d7ae6efa1cb,DIOR-R,19551,0,crops/e4784d7ae6efa1cb.jpg,,,,
m4-v3-e6479d43f0b9,A,440,9e98266c0fe707da,SODA-A,01875__800__1200___0,5,crops/9e98266c0fe707da.jpg,,,,
m4-v3-e6479d43f0b9,A,441,5e4be3ce68f7f9c6,SODA-A,00557__800__1800___1800,2,crops/5e4be3ce68f7f9c6.jpg,,,,
m4-v3-e6479d43f0b9,A,442,52a27684299f1ad4,FAIR1M-v1.0,750__1024__0___0,81,crops/52a27684299f1ad4.jpg,,,,
m4-v3-e6479d43f0b9,A,443,1da32ea752c9e020,FAIR1M-v1.0,15234__1024__0___0,123,crops/1da32ea752c9e020.jpg,,,,
m4-v3-e6479d43f0b9,A,444,282ec8bbf1e46398,SODA-A,02249__800__3000___1023,9,crops/282ec8bbf1e46398.jpg,,,,
m4-v3-e6479d43f0b9,A,445,5bdc6fd3eb0f5881,SODA-A,00825__800__2400___1800,11,crops/5bdc6fd3eb0f5881.jpg,,,,
m4-v3-e6479d43f0b9,A,446,5fbe2cfad2a2ca97,SODA-A,01408__800__1800___0,18,crops/5fbe2cfad2a2ca97.jpg,,,,
m4-v3-e6479d43f0b9,A,447,433f32d0df8935af,FAIR1M-v1.0,3308__1024__0___0,24,crops/433f32d0df8935af.jpg,,,,
m4-v3-e6479d43f0b9,A,448,8b99a371bfe4d287,DIOR-R,15694,51,crops/8b99a371bfe4d287.jpg,,,,
m4-v3-e6479d43f0b9,A,449,ce7360419d49408a,SODA-A,00893__800__3000___0,74,crops/ce7360419d49408a.jpg,,,,
m4-v3-e6479d43f0b9,A,450,77c1cdffe78f8bbc,FAIR1M-v1.0,9269__1024__0___0,23,crops/77c1cdffe78f8bbc.jpg,,,,
m4-v3-e6479d43f0b9,A,451,e3dc811f747babb2,DIOR-R,15060,16,crops/e3dc811f747babb2.jpg,,,,
m4-v3-e6479d43f0b9,A,452,c3e9e3eb38c8405d,DIOR-R,22777,15,crops/c3e9e3eb38c8405d.jpg,,,,
m4-v3-e6479d43f0b9,A,453,908d480cb1cfd16c,DIOR-R,17946,16,crops/908d480cb1cfd16c.jpg,,,,
m4-v3-e6479d43f0b9,A,454,3bc7af27467b85df,DIOR-R,12231,19,crops/3bc7af27467b85df.jpg,,,,
m4-v3-e6479d43f0b9,A,455,0bdddeb1a86f41dc,FAIR1M-v1.0,12320__1024__0___0,17,crops/0bdddeb1a86f41dc.jpg,,,,
m4-v3-e6479d43f0b9,A,456,63c1849612542404,DIOR-R,17526,10,crops/63c1849612542404.jpg,,,,
m4-v3-e6479d43f0b9,A,457,481ddce95c3bb828,SODA-A,01780__800__1200___1944,10,crops/481ddce95c3bb828.jpg,,,,
m4-v3-e6479d43f0b9,A,458,644a262b839f6e54,FAIR1M-v1.0,16200__1024__0___0,22,crops/644a262b839f6e54.jpg,,,,
m4-v3-e6479d43f0b9,A,459,2fe05360b4b153fd,FAIR1M-v1.0,563__1024__0___0,219,crops/2fe05360b4b153fd.jpg,,,,
m4-v3-e6479d43f0b9,A,460,333a94f428caa17a,FAIR1M-v1.0,837__1024__0___0,8,crops/333a94f428caa17a.jpg,,,,
m4-v3-e6479d43f0b9,A,461,0f0a605b3d92594b,SODA-A,01780__800__1200___0,0,crops/0f0a605b3d92594b.jpg,,,,
m4-v3-e6479d43f0b9,A,462,8c7dee6217c4134c,FAIR1M-v1.0,14719__1024__0___0,90,crops/8c7dee6217c4134c.jpg,,,,
m4-v3-e6479d43f0b9,A,463,3f1c8f3343e07421,DIOR-R,12111,17,crops/3f1c8f3343e07421.jpg,,,,
m4-v3-e6479d43f0b9,A,464,fc67cef57876fcb6,FAIR1M-v1.0,929__1024__0___0,28,crops/fc67cef57876fcb6.jpg,,,,
m4-v3-e6479d43f0b9,A,465,4998e491b8d4ae45,FAIR1M-v1.0,13987__1024__0___0,153,crops/4998e491b8d4ae45.jpg,,,,
m4-v3-e6479d43f0b9,A,466,3205726ad8eefa5d,FAIR1M-v1.0,2100__1024__0___0,3,crops/3205726ad8eefa5d.jpg,,,,
m4-v3-e6479d43f0b9,A,467,59f58ae2dc4ea731,FAIR1M-v1.0,16420__1024__0___0,31,crops/59f58ae2dc4ea731.jpg,,,,
m4-v3-e6479d43f0b9,A,468,c2a8d155b8ff511b,SODA-A,00328__800__1200___1985,23,crops/c2a8d155b8ff511b.jpg,,,,
m4-v3-e6479d43f0b9,A,469,e7f83959071f2db2,FAIR1M-v1.0,10467__1024__0___0,25,crops/e7f83959071f2db2.jpg,,,,
m4-v3-e6479d43f0b9,A,470,9ceaae3668da2d82,SODA-A,01455__800__2400___0,5,crops/9ceaae3668da2d82.jpg,,,,
m4-v3-e6479d43f0b9,A,471,a0a828aad324829d,FAIR1M-v1.0,8498__1024__0___0,22,crops/a0a828aad324829d.jpg,,,,
m4-v3-e6479d43f0b9,A,472,c37c42a191d58252,DIOR-R,14506,82,crops/c37c42a191d58252.jpg,,,,
m4-v3-e6479d43f0b9,A,473,fd360dfd44b55275,FAIR1M-v1.0,1197__1024__0___0,0,crops/fd360dfd44b55275.jpg,,,,
m4-v3-e6479d43f0b9,A,474,38a15fc145e81103,FAIR1M-v1.0,8498__1024__0___0,24,crops/38a15fc145e81103.jpg,,,,
m4-v3-e6479d43f0b9,A,475,6f64128d947522a1,SODA-A,00832__800__2400___1200,488,crops/6f64128d947522a1.jpg,,,,
m4-v3-e6479d43f0b9,A,476,0844764c74994926,DIOR-R,21145,0,crops/0844764c74994926.jpg,,,,
m4-v3-e6479d43f0b9,A,477,ca6cccb5c4e33341,SODA-A,01295__800__2400___2029,11,crops/ca6cccb5c4e33341.jpg,,,,
m4-v3-e6479d43f0b9,A,478,81e0b2dcb1a2792e,SODA-A,00283__800__600___1200,376,crops/81e0b2dcb1a2792e.jpg,,,,
m4-v3-e6479d43f0b9,A,479,a04e0c7141dac610,SODA-A,00063__800__600___1944,22,crops/a04e0c7141dac610.jpg,,,,
m4-v3-e6479d43f0b9,A,480,b3a6e4b5bddce161,SODA-A,00733__800__3000___1988,12,crops/b3a6e4b5bddce161.jpg,,,,
m4-v3-e6479d43f0b9,A,481,0496d87726a9497a,SODA-A,00220__800__4000___1944,0,crops/0496d87726a9497a.jpg,,,,
m4-v3-e6479d43f0b9,A,482,15f6b8e062b7913f,FAIR1M-v1.0,8696__1024__0___0,127,crops/15f6b8e062b7913f.jpg,,,,
m4-v3-e6479d43f0b9,A,483,d28c9b5b90141213,DIOR-R,20197,42,crops/d28c9b5b90141213.jpg,,,,
m4-v3-e6479d43f0b9,A,484,c74552498dff8629,FAIR1M-v1.0,16046__1024__0___0,4,crops/c74552498dff8629.jpg,,,,
m4-v3-e6479d43f0b9,A,485,95de274ceaa700f1,FAIR1M-v1.0,1204__1024__0___0,127,crops/95de274ceaa700f1.jpg,,,,
m4-v3-e6479d43f0b9,A,486,53cdcc08b6172d63,FAIR1M-v1.0,1753__1024__0___0,113,crops/53cdcc08b6172d63.jpg,,,,
m4-v3-e6479d43f0b9,A,487,e1e71ec7a9beb52a,SODA-A,01757__800__1800___1985,265,crops/e1e71ec7a9beb52a.jpg,,,,
m4-v3-e6479d43f0b9,A,488,c481f0e1959275df,SODA-A,01785__800__2400___1800,284,crops/c481f0e1959275df.jpg,,,,
m4-v3-e6479d43f0b9,A,489,dba2ca446d11f049,SODA-A,00256__800__1800___1944,82,crops/dba2ca446d11f049.jpg,,,,
m4-v3-e6479d43f0b9,A,490,91760b4ad5c3be9e,DIOR-R,20444,4,crops/91760b4ad5c3be9e.jpg,,,,
m4-v3-e6479d43f0b9,A,491,ced35c8c2661ae2a,FAIR1M-v1.0,12701__1024__0___0,6,crops/ced35c8c2661ae2a.jpg,,,,
m4-v3-e6479d43f0b9,A,492,450de32ac19dd618,FAIR1M-v1.0,12915__1024__0___0,120,crops/450de32ac19dd618.jpg,,,,
m4-v3-e6479d43f0b9,A,493,3509a50ee2248505,DIOR-R,15510,2,crops/3509a50ee2248505.jpg,,,,
m4-v3-e6479d43f0b9,A,494,7cf440dd94788b98,FAIR1M-v1.0,10222__1024__0___0,266,crops/7cf440dd94788b98.jpg,,,,
m4-v3-e6479d43f0b9,A,495,4ba88fe6caeea669,SODA-A,00498__800__3600___0,171,crops/4ba88fe6caeea669.jpg,,,,
m4-v3-e6479d43f0b9,A,496,6e0f0bd0ffdc8e98,FAIR1M-v1.0,13703__1024__0___0,187,crops/6e0f0bd0ffdc8e98.jpg,,,,
m4-v3-e6479d43f0b9,A,497,14630d5ff215a244,DIOR-R,17985,8,crops/14630d5ff215a244.jpg,,,,
m4-v3-e6479d43f0b9,A,498,07162e17e6c3507f,DIOR-R,18126,40,crops/07162e17e6c3507f.jpg,,,,
m4-v3-e6479d43f0b9,A,499,658a85c24ec98cc3,DIOR-R,13762,26,crops/658a85c24ec98cc3.jpg,,,,
m4-v3-e6479d43f0b9,A,500,6df46b3c38ae2c19,FAIR1M-v1.0,14953__1024__0___0,308,crops/6df46b3c38ae2c19.jpg,,,,
m4-v3-e6479d43f0b9,A,501,aca5169325124917,FAIR1M-v1.0,14058__1024__0___0,7,crops/aca5169325124917.jpg,,,,
m4-v3-e6479d43f0b9,A,502,0898406f9791d54f,DIOR-R,21068,123,crops/0898406f9791d54f.jpg,,,,
m4-v3-e6479d43f0b9,A,503,2391c6d252f26e8a,DIOR-R,22564,1,crops/2391c6d252f26e8a.jpg,,,,
m4-v3-e6479d43f0b9,A,504,2ce4d67b33c1deec,DIOR-R,18806,27,crops/2ce4d67b33c1deec.jpg,,,,
m4-v3-e6479d43f0b9,A,505,4a9ceb2356189661,DIOR-R,19787,40,crops/4a9ceb2356189661.jpg,,,,
m4-v3-e6479d43f0b9,A,506,f56d8df10cc7eaf7,FAIR1M-v1.0,7748__1024__0___0,19,crops/f56d8df10cc7eaf7.jpg,,,,
m4-v3-e6479d43f0b9,A,507,9ade51b7a5ad348e,FAIR1M-v1.0,2229__1024__0___0,112,crops/9ade51b7a5ad348e.jpg,,,,
m4-v3-e6479d43f0b9,A,508,2cb37ac1a7da2eeb,FAIR1M-v1.0,5071__1024__0___0,8,crops/2cb37ac1a7da2eeb.jpg,,,,
m4-v3-e6479d43f0b9,A,509,3d1412f1203b32b1,DIOR-R,21480,14,crops/3d1412f1203b32b1.jpg,,,,
m4-v3-e6479d43f0b9,A,510,43ec97b303629a83,FAIR1M-v1.0,1906__1024__0___0,0,crops/43ec97b303629a83.jpg,,,,
m4-v3-e6479d43f0b9,A,511,83ce9fe5b4528fb6,DIOR-R,22497,21,crops/83ce9fe5b4528fb6.jpg,,,,
m4-v3-e6479d43f0b9,A,512,429cbeb9396f43c2,DIOR-R,22013,1,crops/429cbeb9396f43c2.jpg,,,,
m4-v3-e6479d43f0b9,A,513,c89db780045b7d46,DIOR-R,12233,24,crops/c89db780045b7d46.jpg,,,,
m4-v3-e6479d43f0b9,A,514,ecb85e6dcef3a7d4,FAIR1M-v1.0,11455__1024__0___0,412,crops/ecb85e6dcef3a7d4.jpg,,,,
m4-v3-e6479d43f0b9,A,515,19b4f437bb48fb1a,SODA-A,00266__800__3991___1200,2,crops/19b4f437bb48fb1a.jpg,,,,
m4-v3-e6479d43f0b9,A,516,82266f2313b9e104,FAIR1M-v1.0,6707__1024__0___0,5,crops/82266f2313b9e104.jpg,,,,
m4-v3-e6479d43f0b9,A,517,6099ac9fc258efd9,FAIR1M-v1.0,15751__1024__0___0,36,crops/6099ac9fc258efd9.jpg,,,,
m4-v3-e6479d43f0b9,A,518,f3a0e0fe56a3a255,SODA-A,02114__800__3000___1985,4,crops/f3a0e0fe56a3a255.jpg,,,,
m4-v3-e6479d43f0b9,A,519,cbe3bedd36b13ca5,DIOR-R,15408,12,crops/cbe3bedd36b13ca5.jpg,,,,
m4-v3-e6479d43f0b9,A,520,d4d56b48c088ca41,FAIR1M-v1.0,6374__1024__0___0,59,crops/d4d56b48c088ca41.jpg,,,,
m4-v3-e6479d43f0b9,A,521,5f937faab70036f1,FAIR1M-v1.0,8837__1024__0___0,1,crops/5f937faab70036f1.jpg,,,,
m4-v3-e6479d43f0b9,A,522,a2164940df30fd37,FAIR1M-v1.0,10293__1024__0___0,106,crops/a2164940df30fd37.jpg,,,,
m4-v3-e6479d43f0b9,A,523,53116e3317e4ccbe,SODA-A,00685__800__1200___0,0,crops/53116e3317e4ccbe.jpg,,,,
m4-v3-e6479d43f0b9,A,524,90d4fcf322602a0e,SODA-A,02190__800__1800___1200,108,crops/90d4fcf322602a0e.jpg,,,,
m4-v3-e6479d43f0b9,A,525,8e7b2e18a71578a0,SODA-A,01593__800__600___1800,3,crops/8e7b2e18a71578a0.jpg,,,,
m4-v3-e6479d43f0b9,A,526,24b572df6ef2d75c,DIOR-R,19870,100,crops/24b572df6ef2d75c.jpg,,,,
m4-v3-e6479d43f0b9,A,527,f7e9e457833c795d,SODA-A,01099__800__3000___0,18,crops/f7e9e457833c795d.jpg,,,,
m4-v3-e6479d43f0b9,A,528,b85a5707d27eefbc,DIOR-R,20464,11,crops/b85a5707d27eefbc.jpg,,,,
m4-v3-e6479d43f0b9,A,529,6356945a8ace1187,SODA-A,01449__800__0___1985,18,crops/6356945a8ace1187.jpg,,,,
m4-v3-e6479d43f0b9,A,530,567d51555f2724f1,DIOR-R,16032,98,crops/567d51555f2724f1.jpg,,,,
m4-v3-e6479d43f0b9,A,531,28b456aaf83cb4d0,SODA-A,01305__800__3600___1985,28,crops/28b456aaf83cb4d0.jpg,,,,
m4-v3-e6479d43f0b9,A,532,7d3ffb051c892632,SODA-A,00199__800__600___1200,33,crops/7d3ffb051c892632.jpg,,,,
m4-v3-e6479d43f0b9,A,533,33adb03f58d0db3b,DIOR-R,21101,14,crops/33adb03f58d0db3b.jpg,,,,
m4-v3-e6479d43f0b9,A,534,c0cdb92976514558,SODA-A,02107__800__3600___600,17,crops/c0cdb92976514558.jpg,,,,
m4-v3-e6479d43f0b9,A,535,ebf2a94d68640c0c,DIOR-R,16613,38,crops/ebf2a94d68640c0c.jpg,,,,
m4-v3-e6479d43f0b9,A,536,cd0681a602c03e8f,SODA-A,01567__800__1200___1800,4,crops/cd0681a602c03e8f.jpg,,,,
m4-v3-e6479d43f0b9,A,537,287b98eb612cfb38,DIOR-R,16421,0,crops/287b98eb612cfb38.jpg,,,,
m4-v3-e6479d43f0b9,A,538,17082abec3e8bfdd,SODA-A,00283__800__1800___1974,311,crops/17082abec3e8bfdd.jpg,,,,
m4-v3-e6479d43f0b9,A,539,971a2e5bec0b7071,FAIR1M-v1.0,2777__1024__0___0,111,crops/971a2e5bec0b7071.jpg,,,,
m4-v3-e6479d43f0b9,A,540,5144fdb81cf4d888,FAIR1M-v1.0,7405__1024__0___0,74,crops/5144fdb81cf4d888.jpg,,,,
m4-v3-e6479d43f0b9,A,541,cef45ee2000957fa,SODA-A,01160__800__0___600,35,crops/cef45ee2000957fa.jpg,,,,
m4-v3-e6479d43f0b9,A,542,7a3ccaa4abc29b38,DIOR-R,14556,2,crops/7a3ccaa4abc29b38.jpg,,,,
m4-v3-e6479d43f0b9,A,543,15722034b7f6eb61,SODA-A,00975__800__3600___1944,90,crops/15722034b7f6eb61.jpg,,,,
m4-v3-e6479d43f0b9,A,544,cd1a782ff2eee199,DIOR-R,21756,7,crops/cd1a782ff2eee199.jpg,,,,
m4-v3-e6479d43f0b9,A,545,a89cf4600ea3593a,DIOR-R,21246,7,crops/a89cf4600ea3593a.jpg,,,,
m4-v3-e6479d43f0b9,A,546,186ca83d8a2506fb,SODA-A,02143__800__600___1944,13,crops/186ca83d8a2506fb.jpg,,,,
m4-v3-e6479d43f0b9,A,547,cd2f0dd8e8c99bdb,DIOR-R,19601,28,crops/cd2f0dd8e8c99bdb.jpg,,,,
m4-v3-e6479d43f0b9,A,548,640ef72c448675de,DIOR-R,14194,5,crops/640ef72c448675de.jpg,,,,
m4-v3-e6479d43f0b9,A,549,75bb9116f3c34c09,SODA-A,02443__800__0___1800,16,crops/75bb9116f3c34c09.jpg,,,,
m4-v3-e6479d43f0b9,A,550,e30d013a21450a38,FAIR1M-v1.0,10334__1024__0___0,49,crops/e30d013a21450a38.jpg,,,,
m4-v3-e6479d43f0b9,A,551,384a09b2c13beb09,DIOR-R,12460,289,crops/384a09b2c13beb09.jpg,,,,
m4-v3-e6479d43f0b9,A,552,39698a6deeced908,FAIR1M-v1.0,9221__1024__0___0,39,crops/39698a6deeced908.jpg,,,,
m4-v3-e6479d43f0b9,A,553,b690f145a939ddfe,SODA-A,00459__800__4000___600,3,crops/b690f145a939ddfe.jpg,,,,
m4-v3-e6479d43f0b9,A,554,1fc3b3b40c01488a,SODA-A,00571__800__1200___1800,41,crops/1fc3b3b40c01488a.jpg,,,,
m4-v3-e6479d43f0b9,A,555,b7b7d6aae3b313c7,SODA-A,00128__800__2400___2216,100,crops/b7b7d6aae3b313c7.jpg,,,,
m4-v3-e6479d43f0b9,A,556,53e7f9cc7f484422,FAIR1M-v1.0,12201__1024__0___0,75,crops/53e7f9cc7f484422.jpg,,,,
m4-v3-e6479d43f0b9,A,557,770eb6dd30706c23,SODA-A,00967__800__1200___600,450,crops/770eb6dd30706c23.jpg,,,,
m4-v3-e6479d43f0b9,A,558,14c413393dd30348,SODA-A,00967__800__600___0,544,crops/14c413393dd30348.jpg,,,,
m4-v3-e6479d43f0b9,A,559,f2ff6e86a777089b,SODA-A,01608__800__3000___1200,72,crops/f2ff6e86a777089b.jpg,,,,
m4-v3-e6479d43f0b9,A,560,ace97f66d2b89049,FAIR1M-v1.0,8451__1024__0___0,50,crops/ace97f66d2b89049.jpg,,,,
m4-v3-e6479d43f0b9,A,561,7a201ff10d545859,FAIR1M-v1.0,6329__1024__0___0,15,crops/7a201ff10d545859.jpg,,,,
m4-v3-e6479d43f0b9,A,562,1378ad9cb345683d,FAIR1M-v1.0,1876__1024__0___0,34,crops/1378ad9cb345683d.jpg,,,,
m4-v3-e6479d43f0b9,A,563,2abcdc17b44d3ea4,DIOR-R,14530,16,crops/2abcdc17b44d3ea4.jpg,,,,
m4-v3-e6479d43f0b9,A,564,ed7c2d62c1a42b90,SODA-A,01386__800__1200___600,4,crops/ed7c2d62c1a42b90.jpg,,,,
m4-v3-e6479d43f0b9,A,565,61e27feb758f5856,FAIR1M-v1.0,10123__1024__0___0,15,crops/61e27feb758f5856.jpg,,,,
m4-v3-e6479d43f0b9,A,566,84226413851920ae,FAIR1M-v1.0,6258__1024__0___0,70,crops/84226413851920ae.jpg,,,,
m4-v3-e6479d43f0b9,A,567,bf66cec98778f390,FAIR1M-v1.0,5242__1024__0___0,208,crops/bf66cec98778f390.jpg,,,,
m4-v3-e6479d43f0b9,A,568,87931d7d9c72e825,DIOR-R,17259,74,crops/87931d7d9c72e825.jpg,,,,
m4-v3-e6479d43f0b9,A,569,7de5cfb9881a2373,SODA-A,01603__800__2400___600,66,crops/7de5cfb9881a2373.jpg,,,,
m4-v3-e6479d43f0b9,A,570,82cff8822f5308a4,DIOR-R,16057,15,crops/82cff8822f5308a4.jpg,,,,
m4-v3-e6479d43f0b9,A,571,35a9979a9ea0a7b9,SODA-A,02179__800__1200___1200,566,crops/35a9979a9ea0a7b9.jpg,,,,
m4-v3-e6479d43f0b9,A,572,0aa7182270966418,SODA-A,00032__800__2400___1985,57,crops/0aa7182270966418.jpg,,,,
m4-v3-e6479d43f0b9,A,573,9d041ceacbf178b1,DIOR-R,23418,2,crops/9d041ceacbf178b1.jpg,,,,
m4-v3-e6479d43f0b9,A,574,885f088889e15db7,DIOR-R,14315,29,crops/885f088889e15db7.jpg,,,,
m4-v3-e6479d43f0b9,A,575,02228204dc184fe1,SODA-A,01693__800__2400___1200,64,crops/02228204dc184fe1.jpg,,,,
m4-v3-e6479d43f0b9,A,576,23c974432a46c2ee,DIOR-R,15947,3,crops/23c974432a46c2ee.jpg,,,,
m4-v3-e6479d43f0b9,A,577,46d42c4268511d12,SODA-A,01885__800__3600___1200,45,crops/46d42c4268511d12.jpg,,,,
m4-v3-e6479d43f0b9,A,578,4ac81bc43e947bb9,FAIR1M-v1.0,13342__1024__0___0,1,crops/4ac81bc43e947bb9.jpg,,,,
