evaluation_unit,dataset,risk_endpoint,alpha_label,alpha_type,alpha,coverage,fit_threshold,selected_calibration_instances,nonempty_calibration_scenes,conditional_scene_risk,hb_ucb,pointwise_pass,prefix_open_before,prefix_open_after,after_first_failure_pointwise_pass
D,FAIR1M-v1.0,geometry_normalized_severe,relative_0.25_r_fit,relative,0.000764,0.900000,1.000000,7420,583,0.000000,0.003942,False,False,False,False
D,FAIR1M-v1.0,geometry_normalized_severe,relative_0.25_r_fit,relative,0.000764,1.000000,0.000000,8451,646,0.002550,0.009423,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_5deg,absolute_0.001,absolute,0.001000,0.010000,1.000001,81,10,0.000000,0.205672,False,True,False,False
D,FAIR1M-v1.0,angle_error_gt_5deg,absolute_0.001,absolute,0.001000,0.025000,1.000001,252,20,0.000000,0.108749,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_5deg,absolute_0.001,absolute,0.001000,0.050000,1.000001,635,43,0.000000,0.052140,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_5deg,absolute_0.001,absolute,0.001000,0.100000,1.000001,1101,83,0.000000,0.027361,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_5deg,absolute_0.001,absolute,0.001000,0.200000,1.000001,2107,161,0.000000,0.014200,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_5deg,absolute_0.001,absolute,0.001000,0.300000,1.000001,3017,233,0.000000,0.009834,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_5deg,absolute_0.001,absolute,0.001000,0.400000,1.000001,3623,307,0.000000,0.007472,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_5deg,absolute_0.001,absolute,0.001000,0.500000,1.000000,4160,364,0.000000,0.006306,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_5deg,absolute_0.001,absolute,0.001000,0.600000,1.000000,4950,443,0.000000,0.005184,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_5deg,absolute_0.001,absolute,0.001000,0.700000,1.000000,5736,501,0.000000,0.004585,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_5deg,absolute_0.001,absolute,0.001000,0.800000,1.000000,6588,575,0.000000,0.003996,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_5deg,absolute_0.001,absolute,0.001000,0.900000,0.000001,7533,644,0.000155,0.004236,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_5deg,absolute_0.001,absolute,0.001000,1.000000,0.000000,8444,646,0.068684,0.090099,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_5deg,absolute_0.0025,absolute,0.002500,0.010000,1.000001,81,10,0.000000,0.205672,False,True,False,False
D,FAIR1M-v1.0,angle_error_gt_5deg,absolute_0.0025,absolute,0.002500,0.025000,1.000001,252,20,0.000000,0.108749,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_5deg,absolute_0.0025,absolute,0.002500,0.050000,1.000001,635,43,0.000000,0.052140,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_5deg,absolute_0.0025,absolute,0.002500,0.100000,1.000001,1101,83,0.000000,0.027361,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_5deg,absolute_0.0025,absolute,0.002500,0.200000,1.000001,2107,161,0.000000,0.014200,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_5deg,absolute_0.0025,absolute,0.002500,0.300000,1.000001,3017,233,0.000000,0.009834,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_5deg,absolute_0.0025,absolute,0.002500,0.400000,1.000001,3623,307,0.000000,0.007472,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_5deg,absolute_0.0025,absolute,0.002500,0.500000,1.000000,4160,364,0.000000,0.006306,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_5deg,absolute_0.0025,absolute,0.002500,0.600000,1.000000,4950,443,0.000000,0.005184,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_5deg,absolute_0.0025,absolute,0.002500,0.700000,1.000000,5736,501,0.000000,0.004585,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_5deg,absolute_0.0025,absolute,0.002500,0.800000,1.000000,6588,575,0.000000,0.003996,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_5deg,absolute_0.0025,absolute,0.002500,0.900000,0.000001,7533,644,0.000155,0.004236,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_5deg,absolute_0.0025,absolute,0.002500,1.000000,0.000000,8444,646,0.068684,0.090099,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_5deg,absolute_0.005,absolute,0.005000,0.010000,1.000001,81,10,0.000000,0.205672,False,True,False,False
D,FAIR1M-v1.0,angle_error_gt_5deg,absolute_0.005,absolute,0.005000,0.025000,1.000001,252,20,0.000000,0.108749,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_5deg,absolute_0.005,absolute,0.005000,0.050000,1.000001,635,43,0.000000,0.052140,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_5deg,absolute_0.005,absolute,0.005000,0.100000,1.000001,1101,83,0.000000,0.027361,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_5deg,absolute_0.005,absolute,0.005000,0.200000,1.000001,2107,161,0.000000,0.014200,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_5deg,absolute_0.005,absolute,0.005000,0.300000,1.000001,3017,233,0.000000,0.009834,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_5deg,absolute_0.005,absolute,0.005000,0.400000,1.000001,3623,307,0.000000,0.007472,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_5deg,absolute_0.005,absolute,0.005000,0.500000,1.000000,4160,364,0.000000,0.006306,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_5deg,absolute_0.005,absolute,0.005000,0.600000,1.000000,4950,443,0.000000,0.005184,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_5deg,absolute_0.005,absolute,0.005000,0.700000,1.000000,5736,501,0.000000,0.004585,True,False,False,True
D,FAIR1M-v1.0,angle_error_gt_5deg,absolute_0.005,absolute,0.005000,0.800000,1.000000,6588,575,0.000000,0.003996,True,False,False,True
D,FAIR1M-v1.0,angle_error_gt_5deg,absolute_0.005,absolute,0.005000,0.900000,0.000001,7533,644,0.000155,0.004236,True,False,False,True
D,FAIR1M-v1.0,angle_error_gt_5deg,absolute_0.005,absolute,0.005000,1.000000,0.000000,8444,646,0.068684,0.090099,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_5deg,absolute_0.01,absolute,0.010000,0.010000,1.000001,81,10,0.000000,0.205672,False,True,False,False
D,FAIR1M-v1.0,angle_error_gt_5deg,absolute_0.01,absolute,0.010000,0.025000,1.000001,252,20,0.000000,0.108749,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_5deg,absolute_0.01,absolute,0.010000,0.050000,1.000001,635,43,0.000000,0.052140,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_5deg,absolute_0.01,absolute,0.010000,0.100000,1.000001,1101,83,0.000000,0.027361,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_5deg,absolute_0.01,absolute,0.010000,0.200000,1.000001,2107,161,0.000000,0.014200,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_5deg,absolute_0.01,absolute,0.010000,0.300000,1.000001,3017,233,0.000000,0.009834,True,False,False,True
D,FAIR1M-v1.0,angle_error_gt_5deg,absolute_0.01,absolute,0.010000,0.400000,1.000001,3623,307,0.000000,0.007472,True,False,False,True
D,FAIR1M-v1.0,angle_error_gt_5deg,absolute_0.01,absolute,0.010000,0.500000,1.000000,4160,364,0.000000,0.006306,True,False,False,True
D,FAIR1M-v1.0,angle_error_gt_5deg,absolute_0.01,absolute,0.010000,0.600000,1.000000,4950,443,0.000000,0.005184,True,False,False,True
D,FAIR1M-v1.0,angle_error_gt_5deg,absolute_0.01,absolute,0.010000,0.700000,1.000000,5736,501,0.000000,0.004585,True,False,False,True
D,FAIR1M-v1.0,angle_error_gt_5deg,absolute_0.01,absolute,0.010000,0.800000,1.000000,6588,575,0.000000,0.003996,True,False,False,True
D,FAIR1M-v1.0,angle_error_gt_5deg,absolute_0.01,absolute,0.010000,0.900000,0.000001,7533,644,0.000155,0.004236,True,False,False,True
D,FAIR1M-v1.0,angle_error_gt_5deg,absolute_0.01,absolute,0.010000,1.000000,0.000000,8444,646,0.068684,0.090099,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_5deg,relative_0.5_r_fit,relative,0.033535,0.010000,1.000001,81,10,0.000000,0.205672,False,True,False,False
D,FAIR1M-v1.0,angle_error_gt_5deg,relative_0.5_r_fit,relative,0.033535,0.025000,1.000001,252,20,0.000000,0.108749,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_5deg,relative_0.5_r_fit,relative,0.033535,0.050000,1.000001,635,43,0.000000,0.052140,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_5deg,relative_0.5_r_fit,relative,0.033535,0.100000,1.000001,1101,83,0.000000,0.027361,True,False,False,True
D,FAIR1M-v1.0,angle_error_gt_5deg,relative_0.5_r_fit,relative,0.033535,0.200000,1.000001,2107,161,0.000000,0.014200,True,False,False,True
D,FAIR1M-v1.0,angle_error_gt_5deg,relative_0.5_r_fit,relative,0.033535,0.300000,1.000001,3017,233,0.000000,0.009834,True,False,False,True
D,FAIR1M-v1.0,angle_error_gt_5deg,relative_0.5_r_fit,relative,0.033535,0.400000,1.000001,3623,307,0.000000,0.007472,True,False,False,True
D,FAIR1M-v1.0,angle_error_gt_5deg,relative_0.5_r_fit,relative,0.033535,0.500000,1.000000,4160,364,0.000000,0.006306,True,False,False,True
D,FAIR1M-v1.0,angle_error_gt_5deg,relative_0.5_r_fit,relative,0.033535,0.600000,1.000000,4950,443,0.000000,0.005184,True,False,False,True
D,FAIR1M-v1.0,angle_error_gt_5deg,relative_0.5_r_fit,relative,0.033535,0.700000,1.000000,5736,501,0.000000,0.004585,True,False,False,True
D,FAIR1M-v1.0,angle_error_gt_5deg,relative_0.5_r_fit,relative,0.033535,0.800000,1.000000,6588,575,0.000000,0.003996,True,False,False,True
D,FAIR1M-v1.0,angle_error_gt_5deg,relative_0.5_r_fit,relative,0.033535,0.900000,0.000001,7533,644,0.000155,0.004236,True,False,False,True
D,FAIR1M-v1.0,angle_error_gt_5deg,relative_0.5_r_fit,relative,0.033535,1.000000,0.000000,8444,646,0.068684,0.090099,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_5deg,relative_0.25_r_fit,relative,0.016767,0.010000,1.000001,81,10,0.000000,0.205672,False,True,False,False
D,FAIR1M-v1.0,angle_error_gt_5deg,relative_0.25_r_fit,relative,0.016767,0.025000,1.000001,252,20,0.000000,0.108749,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_5deg,relative_0.25_r_fit,relative,0.016767,0.050000,1.000001,635,43,0.000000,0.052140,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_5deg,relative_0.25_r_fit,relative,0.016767,0.100000,1.000001,1101,83,0.000000,0.027361,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_5deg,relative_0.25_r_fit,relative,0.016767,0.200000,1.000001,2107,161,0.000000,0.014200,True,False,False,True
D,FAIR1M-v1.0,angle_error_gt_5deg,relative_0.25_r_fit,relative,0.016767,0.300000,1.000001,3017,233,0.000000,0.009834,True,False,False,True
D,FAIR1M-v1.0,angle_error_gt_5deg,relative_0.25_r_fit,relative,0.016767,0.400000,1.000001,3623,307,0.000000,0.007472,True,False,False,True
D,FAIR1M-v1.0,angle_error_gt_5deg,relative_0.25_r_fit,relative,0.016767,0.500000,1.000000,4160,364,0.000000,0.006306,True,False,False,True
D,FAIR1M-v1.0,angle_error_gt_5deg,relative_0.25_r_fit,relative,0.016767,0.600000,1.000000,4950,443,0.000000,0.005184,True,False,False,True
D,FAIR1M-v1.0,angle_error_gt_5deg,relative_0.25_r_fit,relative,0.016767,0.700000,1.000000,5736,501,0.000000,0.004585,True,False,False,True
D,FAIR1M-v1.0,angle_error_gt_5deg,relative_0.25_r_fit,relative,0.016767,0.800000,1.000000,6588,575,0.000000,0.003996,True,False,False,True
D,FAIR1M-v1.0,angle_error_gt_5deg,relative_0.25_r_fit,relative,0.016767,0.900000,0.000001,7533,644,0.000155,0.004236,True,False,False,True
D,FAIR1M-v1.0,angle_error_gt_5deg,relative_0.25_r_fit,relative,0.016767,1.000000,0.000000,8444,646,0.068684,0.090099,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_10deg,absolute_0.001,absolute,0.001000,0.010000,1.000001,86,10,0.000000,0.205672,False,True,False,False
D,FAIR1M-v1.0,angle_error_gt_10deg,absolute_0.001,absolute,0.001000,0.025000,1.000001,192,18,0.000000,0.120077,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_10deg,absolute_0.001,absolute,0.001000,0.050000,1.000001,531,34,0.000000,0.065481,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_10deg,absolute_0.001,absolute,0.001000,0.100000,1.000001,1157,81,0.000000,0.028027,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_10deg,absolute_0.001,absolute,0.001000,0.200000,1.000001,1980,142,0.000000,0.016085,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_10deg,absolute_0.001,absolute,0.001000,0.300000,1.000001,3224,217,0.000000,0.010555,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_10deg,absolute_0.001,absolute,0.001000,0.400000,1.000001,3717,273,0.000000,0.008399,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_10deg,absolute_0.001,absolute,0.001000,0.500000,1.000001,4116,320,0.000000,0.007170,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_10deg,absolute_0.001,absolute,0.001000,0.600000,1.000000,5048,407,0.000000,0.005641,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_10deg,absolute_0.001,absolute,0.001000,0.700000,1.000000,5876,467,0.000000,0.004918,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_10deg,absolute_0.001,absolute,0.001000,0.800000,1.000000,6616,516,0.000000,0.004452,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_10deg,absolute_0.001,absolute,0.001000,0.900000,1.000000,7392,583,0.000000,0.003942,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_10deg,absolute_0.001,absolute,0.001000,1.000000,0.000000,8451,646,0.003898,0.011724,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_10deg,absolute_0.0025,absolute,0.002500,0.010000,1.000001,86,10,0.000000,0.205672,False,True,False,False
D,FAIR1M-v1.0,angle_error_gt_10deg,absolute_0.0025,absolute,0.002500,0.025000,1.000001,192,18,0.000000,0.120077,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_10deg,absolute_0.0025,absolute,0.002500,0.050000,1.000001,531,34,0.000000,0.065481,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_10deg,absolute_0.0025,absolute,0.002500,0.100000,1.000001,1157,81,0.000000,0.028027,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_10deg,absolute_0.0025,absolute,0.002500,0.200000,1.000001,1980,142,0.000000,0.016085,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_10deg,absolute_0.0025,absolute,0.002500,0.300000,1.000001,3224,217,0.000000,0.010555,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_10deg,absolute_0.0025,absolute,0.002500,0.400000,1.000001,3717,273,0.000000,0.008399,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_10deg,absolute_0.0025,absolute,0.002500,0.500000,1.000001,4116,320,0.000000,0.007170,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_10deg,absolute_0.0025,absolute,0.002500,0.600000,1.000000,5048,407,0.000000,0.005641,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_10deg,absolute_0.0025,absolute,0.002500,0.700000,1.000000,5876,467,0.000000,0.004918,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_10deg,absolute_0.0025,absolute,0.002500,0.800000,1.000000,6616,516,0.000000,0.004452,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_10deg,absolute_0.0025,absolute,0.002500,0.900000,1.000000,7392,583,0.000000,0.003942,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_10deg,absolute_0.0025,absolute,0.002500,1.000000,0.000000,8451,646,0.003898,0.011724,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_10deg,absolute_0.005,absolute,0.005000,0.010000,1.000001,86,10,0.000000,0.205672,False,True,False,False
D,FAIR1M-v1.0,angle_error_gt_10deg,absolute_0.005,absolute,0.005000,0.025000,1.000001,192,18,0.000000,0.120077,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_10deg,absolute_0.005,absolute,0.005000,0.050000,1.000001,531,34,0.000000,0.065481,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_10deg,absolute_0.005,absolute,0.005000,0.100000,1.000001,1157,81,0.000000,0.028027,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_10deg,absolute_0.005,absolute,0.005000,0.200000,1.000001,1980,142,0.000000,0.016085,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_10deg,absolute_0.005,absolute,0.005000,0.300000,1.000001,3224,217,0.000000,0.010555,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_10deg,absolute_0.005,absolute,0.005000,0.400000,1.000001,3717,273,0.000000,0.008399,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_10deg,absolute_0.005,absolute,0.005000,0.500000,1.000001,4116,320,0.000000,0.007170,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_10deg,absolute_0.005,absolute,0.005000,0.600000,1.000000,5048,407,0.000000,0.005641,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_10deg,absolute_0.005,absolute,0.005000,0.700000,1.000000,5876,467,0.000000,0.004918,True,False,False,True
D,FAIR1M-v1.0,angle_error_gt_10deg,absolute_0.005,absolute,0.005000,0.800000,1.000000,6616,516,0.000000,0.004452,True,False,False,True
D,FAIR1M-v1.0,angle_error_gt_10deg,absolute_0.005,absolute,0.005000,0.900000,1.000000,7392,583,0.000000,0.003942,True,False,False,True
D,FAIR1M-v1.0,angle_error_gt_10deg,absolute_0.005,absolute,0.005000,1.000000,0.000000,8451,646,0.003898,0.011724,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_10deg,absolute_0.01,absolute,0.010000,0.010000,1.000001,86,10,0.000000,0.205672,False,True,False,False
D,FAIR1M-v1.0,angle_error_gt_10deg,absolute_0.01,absolute,0.010000,0.025000,1.000001,192,18,0.000000,0.120077,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_10deg,absolute_0.01,absolute,0.010000,0.050000,1.000001,531,34,0.000000,0.065481,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_10deg,absolute_0.01,absolute,0.010000,0.100000,1.000001,1157,81,0.000000,0.028027,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_10deg,absolute_0.01,absolute,0.010000,0.200000,1.000001,1980,142,0.000000,0.016085,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_10deg,absolute_0.01,absolute,0.010000,0.300000,1.000001,3224,217,0.000000,0.010555,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_10deg,absolute_0.01,absolute,0.010000,0.400000,1.000001,3717,273,0.000000,0.008399,True,False,False,True
D,FAIR1M-v1.0,angle_error_gt_10deg,absolute_0.01,absolute,0.010000,0.500000,1.000001,4116,320,0.000000,0.007170,True,False,False,True
D,FAIR1M-v1.0,angle_error_gt_10deg,absolute_0.01,absolute,0.010000,0.600000,1.000000,5048,407,0.000000,0.005641,True,False,False,True
D,FAIR1M-v1.0,angle_error_gt_10deg,absolute_0.01,absolute,0.010000,0.700000,1.000000,5876,467,0.000000,0.004918,True,False,False,True
D,FAIR1M-v1.0,angle_error_gt_10deg,absolute_0.01,absolute,0.010000,0.800000,1.000000,6616,516,0.000000,0.004452,True,False,False,True
D,FAIR1M-v1.0,angle_error_gt_10deg,absolute_0.01,absolute,0.010000,0.900000,1.000000,7392,583,0.000000,0.003942,True,False,False,True
D,FAIR1M-v1.0,angle_error_gt_10deg,absolute_0.01,absolute,0.010000,1.000000,0.000000,8451,646,0.003898,0.011724,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.002584,0.010000,1.000001,86,10,0.000000,0.205672,False,True,False,False
D,FAIR1M-v1.0,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.002584,0.025000,1.000001,192,18,0.000000,0.120077,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.002584,0.050000,1.000001,531,34,0.000000,0.065481,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.002584,0.100000,1.000001,1157,81,0.000000,0.028027,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.002584,0.200000,1.000001,1980,142,0.000000,0.016085,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.002584,0.300000,1.000001,3224,217,0.000000,0.010555,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.002584,0.400000,1.000001,3717,273,0.000000,0.008399,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.002584,0.500000,1.000001,4116,320,0.000000,0.007170,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.002584,0.600000,1.000000,5048,407,0.000000,0.005641,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.002584,0.700000,1.000000,5876,467,0.000000,0.004918,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.002584,0.800000,1.000000,6616,516,0.000000,0.004452,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.002584,0.900000,1.000000,7392,583,0.000000,0.003942,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.002584,1.000000,0.000000,8451,646,0.003898,0.011724,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_10deg,relative_0.25_r_fit,relative,0.001292,0.010000,1.000001,86,10,0.000000,0.205672,False,True,False,False
D,FAIR1M-v1.0,angle_error_gt_10deg,relative_0.25_r_fit,relative,0.001292,0.025000,1.000001,192,18,0.000000,0.120077,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_10deg,relative_0.25_r_fit,relative,0.001292,0.050000,1.000001,531,34,0.000000,0.065481,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_10deg,relative_0.25_r_fit,relative,0.001292,0.100000,1.000001,1157,81,0.000000,0.028027,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_10deg,relative_0.25_r_fit,relative,0.001292,0.200000,1.000001,1980,142,0.000000,0.016085,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_10deg,relative_0.25_r_fit,relative,0.001292,0.300000,1.000001,3224,217,0.000000,0.010555,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_10deg,relative_0.25_r_fit,relative,0.001292,0.400000,1.000001,3717,273,0.000000,0.008399,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_10deg,relative_0.25_r_fit,relative,0.001292,0.500000,1.000001,4116,320,0.000000,0.007170,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_10deg,relative_0.25_r_fit,relative,0.001292,0.600000,1.000000,5048,407,0.000000,0.005641,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_10deg,relative_0.25_r_fit,relative,0.001292,0.700000,1.000000,5876,467,0.000000,0.004918,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_10deg,relative_0.25_r_fit,relative,0.001292,0.800000,1.000000,6616,516,0.000000,0.004452,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_10deg,relative_0.25_r_fit,relative,0.001292,0.900000,1.000000,7392,583,0.000000,0.003942,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_10deg,relative_0.25_r_fit,relative,0.001292,1.000000,0.000000,8451,646,0.003898,0.011724,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_15deg,absolute_0.001,absolute,0.001000,0.010000,1.000001,86,10,0.000000,0.205672,False,True,False,False
D,FAIR1M-v1.0,angle_error_gt_15deg,absolute_0.001,absolute,0.001000,0.025000,1.000001,192,18,0.000000,0.120077,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_15deg,absolute_0.001,absolute,0.001000,0.050000,1.000001,532,34,0.000000,0.065481,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_15deg,absolute_0.001,absolute,0.001000,0.100000,1.000001,1160,81,0.000000,0.028027,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_15deg,absolute_0.001,absolute,0.001000,0.200000,1.000001,1842,138,0.000000,0.016547,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_15deg,absolute_0.001,absolute,0.001000,0.300000,1.000001,3243,217,0.000000,0.010555,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_15deg,absolute_0.001,absolute,0.001000,0.400000,1.000001,3741,273,0.000000,0.008399,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_15deg,absolute_0.001,absolute,0.001000,0.500000,1.000001,4144,319,0.000000,0.007192,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_15deg,absolute_0.001,absolute,0.001000,0.600000,1.000000,5039,403,0.000000,0.005697,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_15deg,absolute_0.001,absolute,0.001000,0.700000,1.000000,5846,462,0.000000,0.004972,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_15deg,absolute_0.001,absolute,0.001000,0.800000,1.000000,6659,516,0.000000,0.004452,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_15deg,absolute_0.001,absolute,0.001000,0.900000,1.000000,7379,577,0.000000,0.003983,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_15deg,absolute_0.001,absolute,0.001000,1.000000,0.000000,8448,646,0.000378,0.004902,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_15deg,absolute_0.0025,absolute,0.002500,0.010000,1.000001,86,10,0.000000,0.205672,False,True,False,False
D,FAIR1M-v1.0,angle_error_gt_15deg,absolute_0.0025,absolute,0.002500,0.025000,1.000001,192,18,0.000000,0.120077,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_15deg,absolute_0.0025,absolute,0.002500,0.050000,1.000001,532,34,0.000000,0.065481,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_15deg,absolute_0.0025,absolute,0.002500,0.100000,1.000001,1160,81,0.000000,0.028027,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_15deg,absolute_0.0025,absolute,0.002500,0.200000,1.000001,1842,138,0.000000,0.016547,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_15deg,absolute_0.0025,absolute,0.002500,0.300000,1.000001,3243,217,0.000000,0.010555,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_15deg,absolute_0.0025,absolute,0.002500,0.400000,1.000001,3741,273,0.000000,0.008399,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_15deg,absolute_0.0025,absolute,0.002500,0.500000,1.000001,4144,319,0.000000,0.007192,False,False,False,False
D,FAIR1M-v1.0,angle_error_gt_15deg,absolute_0.0025,absolute,0.002500,0.600000,1.000000,5039,403,0.000000,0.005697,False,False,False,False
