evaluation_unit,dataset,detector,score,risk_endpoint,alpha_label,alpha,alpha_type,grid_index,fit_n,cal_event_k,cal_event_n,scene_event_hb_scalar,scene_event_hb_exact_integer,scene_event_exact_match,match_test
C,DIOR-R,rotated_rtmdet_s,source_supervised_leave_geometry,angle_error_gt_5deg,relative_0.5_r_fit,0.052584,relative,7,1467,273,1574,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,source_supervised_leave_geometry,angle_error_gt_5deg,relative_0.5_r_fit,0.052584,relative,8,1559,307,1676,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,source_supervised_leave_geometry,angle_error_gt_5deg,relative_0.5_r_fit,0.052584,relative,9,1597,347,1731,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,source_supervised_leave_geometry,angle_error_gt_5deg,relative_0.5_r_fit,0.052584,relative,10,1641,376,1785,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,source_supervised_leave_geometry,angle_error_gt_5deg,relative_0.5_r_fit,0.052584,relative,11,1676,404,1813,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,source_supervised_leave_geometry,angle_error_gt_5deg,relative_0.5_r_fit,0.052584,relative,12,1731,482,1877,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,source_supervised_leave_geometry,angle_error_gt_5deg,relative_0.25_r_fit,0.026292,relative,0,214,4,235,0.637796,0.637796,True,family
C,DIOR-R,rotated_rtmdet_s,source_supervised_leave_geometry,angle_error_gt_5deg,relative_0.25_r_fit,0.026292,relative,1,230,4,257,0.509163,0.509163,True,family
C,DIOR-R,rotated_rtmdet_s,source_supervised_leave_geometry,angle_error_gt_5deg,relative_0.25_r_fit,0.026292,relative,2,419,16,464,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,source_supervised_leave_geometry,angle_error_gt_5deg,relative_0.25_r_fit,0.026292,relative,3,648,52,699,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,source_supervised_leave_geometry,angle_error_gt_5deg,relative_0.25_r_fit,0.026292,relative,4,772,102,834,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,source_supervised_leave_geometry,angle_error_gt_5deg,relative_0.25_r_fit,0.026292,relative,5,1047,157,1134,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,source_supervised_leave_geometry,angle_error_gt_5deg,relative_0.25_r_fit,0.026292,relative,6,1215,221,1321,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,source_supervised_leave_geometry,angle_error_gt_5deg,relative_0.25_r_fit,0.026292,relative,7,1467,273,1574,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,source_supervised_leave_geometry,angle_error_gt_5deg,relative_0.25_r_fit,0.026292,relative,8,1559,307,1676,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,source_supervised_leave_geometry,angle_error_gt_5deg,relative_0.25_r_fit,0.026292,relative,9,1597,347,1731,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,source_supervised_leave_geometry,angle_error_gt_5deg,relative_0.25_r_fit,0.026292,relative,10,1641,376,1785,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,source_supervised_leave_geometry,angle_error_gt_5deg,relative_0.25_r_fit,0.026292,relative,11,1676,404,1813,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,source_supervised_leave_geometry,angle_error_gt_5deg,relative_0.25_r_fit,0.026292,relative,12,1731,482,1877,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.001,0.001000,absolute,0,185,0,169,0.844438,0.844437,False,family
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.001,0.001000,absolute,1,185,0,169,0.844438,0.844437,False,family
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.001,0.001000,absolute,2,213,0,203,0.816195,0.816195,False,family
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.001,0.001000,absolute,3,463,2,475,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.001,0.001000,absolute,4,705,23,755,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.001,0.001000,absolute,5,878,52,937,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.001,0.001000,absolute,6,962,75,1029,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.001,0.001000,absolute,7,1052,107,1139,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.001,0.001000,absolute,8,1202,125,1280,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.001,0.001000,absolute,9,1386,183,1483,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.001,0.001000,absolute,10,1498,228,1608,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.001,0.001000,absolute,11,1617,324,1761,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.001,0.001000,absolute,12,1731,482,1877,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.0025,0.002500,absolute,0,185,0,169,0.655060,0.655060,False,family
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.0025,0.002500,absolute,1,185,0,169,0.655060,0.655060,False,family
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.0025,0.002500,absolute,2,213,0,203,0.601616,0.601616,False,family
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.0025,0.002500,absolute,3,463,2,475,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.0025,0.002500,absolute,4,705,23,755,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.0025,0.002500,absolute,5,878,52,937,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.0025,0.002500,absolute,6,962,75,1029,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.0025,0.002500,absolute,7,1052,107,1139,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.0025,0.002500,absolute,8,1202,125,1280,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.0025,0.002500,absolute,9,1386,183,1483,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.0025,0.002500,absolute,10,1498,228,1608,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.0025,0.002500,absolute,11,1617,324,1761,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.0025,0.002500,absolute,12,1731,482,1877,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.005,0.005000,absolute,0,185,0,169,0.428648,0.428648,False,family
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.005,0.005000,absolute,1,185,0,169,0.428648,0.428648,False,family
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.005,0.005000,absolute,2,213,0,203,0.361481,0.361481,False,family
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.005,0.005000,absolute,3,463,2,475,0.969041,0.969041,True,family
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.005,0.005000,absolute,4,705,23,755,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.005,0.005000,absolute,5,878,52,937,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.005,0.005000,absolute,6,962,75,1029,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.005,0.005000,absolute,7,1052,107,1139,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.005,0.005000,absolute,8,1202,125,1280,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.005,0.005000,absolute,9,1386,183,1483,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.005,0.005000,absolute,10,1498,228,1608,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.005,0.005000,absolute,11,1617,324,1761,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.005,0.005000,absolute,12,1731,482,1877,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.01,0.010000,absolute,0,185,0,169,0.182957,0.182957,False,family
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.01,0.010000,absolute,1,185,0,169,0.182957,0.182957,False,family
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.01,0.010000,absolute,2,213,0,203,0.130000,0.130000,False,family
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.01,0.010000,absolute,3,463,2,475,0.357711,0.357711,True,family
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.01,0.010000,absolute,4,705,23,755,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.01,0.010000,absolute,5,878,52,937,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.01,0.010000,absolute,6,962,75,1029,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.01,0.010000,absolute,7,1052,107,1139,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.01,0.010000,absolute,8,1202,125,1280,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.01,0.010000,absolute,9,1386,183,1483,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.01,0.010000,absolute,10,1498,228,1608,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.01,0.010000,absolute,11,1617,324,1761,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.01,0.010000,absolute,12,1731,482,1877,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.5_r_fit,0.052584,relative,0,185,0,169,0.000108,0.000108,True,family
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.5_r_fit,0.052584,relative,1,185,0,169,0.000108,0.000108,True,family
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.5_r_fit,0.052584,relative,2,213,0,203,0.000017,0.000017,True,family
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.5_r_fit,0.052584,relative,3,463,2,475,0.000000,0.000000,True,family
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.5_r_fit,0.052584,relative,4,705,23,755,0.006470,0.006470,True,family
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.5_r_fit,0.052584,relative,5,878,52,937,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.5_r_fit,0.052584,relative,6,962,75,1029,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.5_r_fit,0.052584,relative,7,1052,107,1139,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.5_r_fit,0.052584,relative,8,1202,125,1280,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.5_r_fit,0.052584,relative,9,1386,183,1483,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.5_r_fit,0.052584,relative,10,1498,228,1608,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.5_r_fit,0.052584,relative,11,1617,324,1761,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.5_r_fit,0.052584,relative,12,1731,482,1877,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.25_r_fit,0.026292,relative,0,185,0,169,0.011078,0.011078,False,family
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.25_r_fit,0.026292,relative,1,185,0,169,0.011078,0.011078,False,family
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.25_r_fit,0.026292,relative,2,213,0,203,0.004478,0.004478,False,family
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.25_r_fit,0.026292,relative,3,463,2,475,0.000831,0.000831,True,family
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.25_r_fit,0.026292,relative,4,705,23,755,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.25_r_fit,0.026292,relative,5,878,52,937,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.25_r_fit,0.026292,relative,6,962,75,1029,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.25_r_fit,0.026292,relative,7,1052,107,1139,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.25_r_fit,0.026292,relative,8,1202,125,1280,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.25_r_fit,0.026292,relative,9,1386,183,1483,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.25_r_fit,0.026292,relative,10,1498,228,1608,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.25_r_fit,0.026292,relative,11,1617,324,1761,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.25_r_fit,0.026292,relative,12,1731,482,1877,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,absolute_0.001,0.001000,absolute,0,74,0,80,0.923079,0.923079,False,family
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,absolute_0.001,0.001000,absolute,1,147,0,168,0.845283,0.845283,False,family
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,absolute_0.001,0.001000,absolute,2,278,0,279,0.756434,0.756434,False,family
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,absolute_0.001,0.001000,absolute,3,457,0,469,0.625481,0.625481,False,family
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,absolute_0.001,0.001000,absolute,4,675,0,719,0.487064,0.487064,False,family
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,absolute_0.001,0.001000,absolute,5,803,0,846,0.428946,0.428946,False,family
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,absolute_0.001,0.001000,absolute,6,893,2,954,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,absolute_0.001,0.001000,absolute,7,973,5,1037,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,absolute_0.001,0.001000,absolute,8,1068,11,1134,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,absolute_0.001,0.001000,absolute,9,1194,24,1282,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,absolute_0.001,0.001000,absolute,10,1387,44,1497,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,absolute_0.001,0.001000,absolute,11,1582,81,1710,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,absolute_0.001,0.001000,absolute,12,1731,150,1877,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,absolute_0.0025,0.002500,absolute,0,74,0,80,0.818526,0.818526,False,family
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,absolute_0.0025,0.002500,absolute,1,147,0,168,0.656701,0.656701,False,family
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,absolute_0.0025,0.002500,absolute,2,278,0,279,0.497394,0.497394,False,family
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,absolute_0.0025,0.002500,absolute,3,457,0,469,0.309138,0.309138,False,family
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,absolute_0.0025,0.002500,absolute,4,675,0,719,0.165340,0.165340,False,family
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,absolute_0.0025,0.002500,absolute,5,803,0,846,0.120314,0.120314,False,family
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,absolute_0.0025,0.002500,absolute,6,893,2,954,0.967564,0.967564,True,family
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,absolute_0.0025,0.002500,absolute,7,973,5,1037,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,absolute_0.0025,0.002500,absolute,8,1068,11,1134,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,absolute_0.0025,0.002500,absolute,9,1194,24,1282,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,absolute_0.0025,0.002500,absolute,10,1387,44,1497,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,absolute_0.0025,0.002500,absolute,11,1582,81,1710,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,absolute_0.0025,0.002500,absolute,12,1731,150,1877,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,absolute_0.005,0.005000,absolute,0,74,0,80,0.669648,0.669648,False,family
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,absolute_0.005,0.005000,absolute,1,147,0,168,0.430802,0.430802,False,family
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,absolute_0.005,0.005000,absolute,2,278,0,279,0.246967,0.246967,False,family
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,absolute_0.005,0.005000,absolute,3,457,0,469,0.095285,0.095285,False,family
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,absolute_0.005,0.005000,absolute,4,675,0,719,0.027214,0.027214,False,family
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,absolute_0.005,0.005000,absolute,5,803,0,846,0.014399,0.014399,False,family
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,absolute_0.005,0.005000,absolute,6,893,2,954,0.354999,0.354999,True,family
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,absolute_0.005,0.005000,absolute,7,973,5,1037,0.996649,0.996649,True,family
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,absolute_0.005,0.005000,absolute,8,1068,11,1134,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,absolute_0.005,0.005000,absolute,9,1194,24,1282,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,absolute_0.005,0.005000,absolute,10,1387,44,1497,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,absolute_0.005,0.005000,absolute,11,1582,81,1710,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,absolute_0.005,0.005000,absolute,12,1731,150,1877,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,absolute_0.01,0.010000,absolute,0,74,0,80,0.447523,0.447523,False,family
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,absolute_0.01,0.010000,absolute,1,147,0,168,0.184805,0.184805,False,family
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,absolute_0.01,0.010000,absolute,2,278,0,279,0.060565,0.060565,False,family
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,absolute_0.01,0.010000,absolute,3,457,0,469,0.008972,0.008972,False,family
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,absolute_0.01,0.010000,absolute,4,675,0,719,0.000727,0.000727,False,family
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,absolute_0.01,0.010000,absolute,5,803,0,846,0.000203,0.000203,False,family
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,absolute_0.01,0.010000,absolute,6,893,2,954,0.010624,0.010624,True,family
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,absolute_0.01,0.010000,absolute,7,973,5,1037,0.145370,0.145370,True,family
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,absolute_0.01,0.010000,absolute,8,1068,11,1134,0.994813,0.994813,True,family
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,absolute_0.01,0.010000,absolute,9,1194,24,1282,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,absolute_0.01,0.010000,absolute,10,1387,44,1497,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,absolute_0.01,0.010000,absolute,11,1582,81,1710,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,absolute_0.01,0.010000,absolute,12,1731,150,1877,1.000000,1.000000,True,family
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,relative_0.5_r_fit,0.014889,relative,0,74,0,80,0.301161,0.301161,False,family
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,relative_0.5_r_fit,0.014889,relative,1,147,0,168,0.080441,0.080441,False,family
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,relative_0.5_r_fit,0.014889,relative,2,278,0,279,0.015216,0.015216,False,family
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,relative_0.5_r_fit,0.014889,relative,3,457,0,469,0.000880,0.000880,False,family
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,relative_0.5_r_fit,0.014889,relative,4,675,0,719,0.000021,0.000021,True,family
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,relative_0.5_r_fit,0.014889,relative,5,803,0,846,0.000003,0.000003,True,family
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,relative_0.5_r_fit,0.014889,relative,6,893,2,954,0.000197,0.000197,True,family
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,relative_0.5_r_fit,0.014889,relative,7,973,5,1037,0.005285,0.005285,True,family
