cell,track,dose_deg,stratum,matched_count,severe_count,status,severe_rate,mean_angle_error_deg
FAIR1M-v1.0/24,D,15,"[2.1,3)",18646,17390,COMPUTED_R011,0.9326397082484179,17.360078005031284
FAIR1M-v1.0/24,D,15,"[3,5)",6480,6475,COMPUTED_R011,0.9992283950617284,16.54042337542559
FAIR1M-v1.0/24,D,15,"[5,+inf)",20,20,COMPUTED_R011,1.0,15.054661260181351
FAIR1M-v1.0/24,D,20,all,20790,20740,COMPUTED_R011,0.9975949975949976,22.048824579328787
FAIR1M-v1.0/24,D,20,"[2.1,3)",16861,16813,COMPUTED_R011,0.9971531937607496,22.236815984332917
FAIR1M-v1.0/24,D,20,"[3,5)",3929,3927,COMPUTED_R011,0.9994909646220412,21.24207398636061
FAIR1M-v1.0/24,D,20,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
FAIR1M-v1.0/24,D,25,all,13193,13181,COMPUTED_R011,0.9990904267414538,26.93044793338715
FAIR1M-v1.0/24,D,25,"[2.1,3)",12461,12449,COMPUTED_R011,0.9990369954257283,27.005752296346675
FAIR1M-v1.0/24,D,25,"[3,5)",732,732,COMPUTED_R011,1.0,25.64852489125921
FAIR1M-v1.0/24,D,25,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
FAIR1M-v1.0/24,D,30,all,5898,5894,COMPUTED_R011,0.9993218040013564,31.903297708935543
FAIR1M-v1.0/24,D,30,"[2.1,3)",5895,5891,COMPUTED_R011,0.9993214588634436,31.9041804987022
FAIR1M-v1.0/24,D,30,"[3,5)",3,3,COMPUTED_R011,1.0,30.168615817465604
FAIR1M-v1.0/24,D,30,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
FAIR1M-v1.0/24,+,0,all,,,COMPUTED_COMPONENT_ALL_R011,0.004423122724643598,
FAIR1M-v1.0/24,+,0,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
FAIR1M-v1.0/24,+,0,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
FAIR1M-v1.0/24,+,0,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
FAIR1M-v1.0/24,+,2,all,,,COMPUTED_COMPONENT_ALL_R011,0.007417993738941064,
FAIR1M-v1.0/24,+,2,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
FAIR1M-v1.0/24,+,2,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
FAIR1M-v1.0/24,+,2,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
FAIR1M-v1.0/24,+,5,all,,,COMPUTED_COMPONENT_ALL_R011,0.04623053810434308,
FAIR1M-v1.0/24,+,5,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
FAIR1M-v1.0/24,+,5,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
FAIR1M-v1.0/24,+,5,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
FAIR1M-v1.0/24,+,10,all,,,COMPUTED_COMPONENT_ALL_R011,0.30168399677904983,
FAIR1M-v1.0/24,+,10,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
FAIR1M-v1.0/24,+,10,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
FAIR1M-v1.0/24,+,10,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
FAIR1M-v1.0/24,+,15,all,,,COMPUTED_COMPONENT_ALL_R011,0.7475133894414691,
FAIR1M-v1.0/24,+,15,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
FAIR1M-v1.0/24,+,15,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
FAIR1M-v1.0/24,+,15,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
FAIR1M-v1.0/24,+,20,all,,,COMPUTED_COMPONENT_ALL_R011,0.9511075809725532,
FAIR1M-v1.0/24,+,20,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
FAIR1M-v1.0/24,+,20,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
FAIR1M-v1.0/24,+,20,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
FAIR1M-v1.0/24,+,25,all,,,COMPUTED_COMPONENT_ALL_R011,0.9912610753732249,
FAIR1M-v1.0/24,+,25,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
FAIR1M-v1.0/24,+,25,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
FAIR1M-v1.0/24,+,25,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
FAIR1M-v1.0/24,+,30,all,,,COMPUTED_COMPONENT_ALL_R011,0.9977220956719818,
FAIR1M-v1.0/24,+,30,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
FAIR1M-v1.0/24,+,30,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
FAIR1M-v1.0/24,+,30,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
FAIR1M-v1.0/24,-,0,all,,,COMPUTED_COMPONENT_ALL_R011,0.004423122724643598,
FAIR1M-v1.0/24,-,0,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
FAIR1M-v1.0/24,-,0,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
FAIR1M-v1.0/24,-,0,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
FAIR1M-v1.0/24,-,2,all,,,COMPUTED_COMPONENT_ALL_R011,0.006800870511425462,
FAIR1M-v1.0/24,-,2,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
FAIR1M-v1.0/24,-,2,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
FAIR1M-v1.0/24,-,2,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
FAIR1M-v1.0/24,-,5,all,,,COMPUTED_COMPONENT_ALL_R011,0.04870395634379263,
FAIR1M-v1.0/24,-,5,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
FAIR1M-v1.0/24,-,5,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
FAIR1M-v1.0/24,-,5,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
FAIR1M-v1.0/24,-,10,all,,,COMPUTED_COMPONENT_ALL_R011,0.3216964598668069,
FAIR1M-v1.0/24,-,10,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
FAIR1M-v1.0/24,-,10,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
FAIR1M-v1.0/24,-,10,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
FAIR1M-v1.0/24,-,15,all,,,COMPUTED_COMPONENT_ALL_R011,0.7783305905315933,
FAIR1M-v1.0/24,-,15,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
FAIR1M-v1.0/24,-,15,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
FAIR1M-v1.0/24,-,15,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
FAIR1M-v1.0/24,-,20,all,,,COMPUTED_COMPONENT_ALL_R011,0.9600872118892942,
FAIR1M-v1.0/24,-,20,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
FAIR1M-v1.0/24,-,20,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
FAIR1M-v1.0/24,-,20,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
FAIR1M-v1.0/24,-,25,all,,,COMPUTED_COMPONENT_ALL_R011,0.9915867615218064,
FAIR1M-v1.0/24,-,25,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
FAIR1M-v1.0/24,-,25,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
FAIR1M-v1.0/24,-,25,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
FAIR1M-v1.0/24,-,30,all,,,COMPUTED_COMPONENT_ALL_R011,0.9972375690607734,
FAIR1M-v1.0/24,-,30,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
FAIR1M-v1.0/24,-,30,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
FAIR1M-v1.0/24,-,30,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
FAIR1M-v1.0/24,S,0,all,,,COMPUTED_SYMMETRIC_ALL_R011,0.004423122724643598,
FAIR1M-v1.0/24,S,0,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
FAIR1M-v1.0/24,S,0,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
FAIR1M-v1.0/24,S,0,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
FAIR1M-v1.0/24,S,2,all,,,COMPUTED_SYMMETRIC_ALL_R011,0.007109432125183264,
FAIR1M-v1.0/24,S,2,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
FAIR1M-v1.0/24,S,2,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
FAIR1M-v1.0/24,S,2,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
FAIR1M-v1.0/24,S,5,all,,,COMPUTED_SYMMETRIC_ALL_R011,0.04746724722406785,
FAIR1M-v1.0/24,S,5,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
FAIR1M-v1.0/24,S,5,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
FAIR1M-v1.0/24,S,5,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
FAIR1M-v1.0/24,S,10,all,,,COMPUTED_SYMMETRIC_ALL_R011,0.31169022832292836,
FAIR1M-v1.0/24,S,10,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
FAIR1M-v1.0/24,S,10,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
FAIR1M-v1.0/24,S,10,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
FAIR1M-v1.0/24,S,15,all,,,COMPUTED_SYMMETRIC_ALL_R011,0.7629219899865312,
FAIR1M-v1.0/24,S,15,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
FAIR1M-v1.0/24,S,15,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
FAIR1M-v1.0/24,S,15,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
FAIR1M-v1.0/24,S,20,all,,,COMPUTED_SYMMETRIC_ALL_R011,0.9555973964309237,
FAIR1M-v1.0/24,S,20,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
FAIR1M-v1.0/24,S,20,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
FAIR1M-v1.0/24,S,20,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
FAIR1M-v1.0/24,S,25,all,,,COMPUTED_SYMMETRIC_ALL_R011,0.9914239184475157,
FAIR1M-v1.0/24,S,25,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
FAIR1M-v1.0/24,S,25,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
FAIR1M-v1.0/24,S,25,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
FAIR1M-v1.0/24,S,30,all,,,COMPUTED_SYMMETRIC_ALL_R011,0.9974798323663776,
FAIR1M-v1.0/24,S,30,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
FAIR1M-v1.0/24,S,30,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
FAIR1M-v1.0/24,S,30,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/23,P,0,all,219127,582,COMPUTED_R011,0.002655994012604563,2.0542232516450736
SODA-A/23,P,0,"[2.1,3)",169781,421,COMPUTED_R011,0.00247966498018035,2.2815854346708986
SODA-A/23,P,0,"[3,5)",32908,138,COMPUTED_R011,0.004193509177099793,1.4696629887803179
SODA-A/23,P,0,"[5,+inf)",16438,23,COMPUTED_R011,0.0013991969826012897,0.876155988842054
SODA-A/23,P,2,all,219018,879,COMPUTED_R011,0.00401336876421116,2.805623144326929
SODA-A/23,P,2,"[2.1,3)",169703,509,COMPUTED_R011,0.0029993577013959685,2.9240401507469747
SODA-A/23,P,2,"[3,5)",32887,248,COMPUTED_R011,0.007540973636999422,2.530718621282256
SODA-A/23,P,2,"[5,+inf)",16428,122,COMPUTED_R011,0.007426345264183102,2.132690578516504
SODA-A/23,P,5,all,218655,7100,COMPUTED_R011,0.03247124465482152,5.21255673258149
SODA-A/23,P,5,"[2.1,3)",169542,1485,COMPUTED_R011,0.0087588916020809,5.215994042652087
SODA-A/23,P,5,"[3,5)",32763,2406,COMPUTED_R011,0.07343649848914935,5.262549736116225
SODA-A/23,P,5,"[5,+inf)",16350,3209,COMPUTED_R011,0.1962691131498471,5.076734763236274
SODA-A/23,P,10,all,215637,56380,COMPUTED_R011,0.261457913066867,10.000285982373038
SODA-A/23,P,10,"[2.1,3)",168801,16437,COMPUTED_R011,0.09737501555085575,9.977032667541982
SODA-A/23,P,10,"[3,5)",31678,24820,COMPUTED_R011,0.7835090599153987,10.130896161604031
SODA-A/23,P,10,"[5,+inf)",15158,15123,COMPUTED_R011,0.997690988257026,9.986281070058132
SODA-A/23,P,15,all,191742,127431,COMPUTED_R011,0.66459617611165,14.89381319096594
SODA-A/23,P,15,"[2.1,3)",166812,102960,COMPUTED_R011,0.6172217826055679,14.91734177622524
SODA-A/23,P,15,"[3,5)",22556,22100,COMPUTED_R011,0.9797836495832595,14.814680806871038
SODA-A/23,P,15,"[5,+inf)",2374,2371,COMPUTED_R011,0.9987363100252739,13.992406152776374
SODA-A/23,P,20,all,172982,162577,COMPUTED_R011,0.9398492328681597,19.82169364096979
SODA-A/23,P,20,"[2.1,3)",161857,151490,COMPUTED_R011,0.9359496345539581,19.838844053543145
SODA-A/23,P,20,"[3,5)",11117,11081,COMPUTED_R011,0.9967617162903661,19.57869391451912
SODA-A/23,P,20,"[5,+inf)",8,6,COMPUTED_R011,0.75,10.510897527002516
SODA-A/23,P,25,all,154498,153057,COMPUTED_R011,0.9906730184209505,24.638339234792088
SODA-A/23,P,25,"[2.1,3)",149384,147952,COMPUTED_R011,0.990413966689873,24.66886246311161
SODA-A/23,P,25,"[3,5)",5112,5104,COMPUTED_R011,0.9984350547730829,23.752784953239146
SODA-A/23,P,25,"[5,+inf)",2,1,COMPUTED_R011,0.5,8.274113232162298
SODA-A/23,P,30,all,119830,119522,COMPUTED_R011,0.997429692063757,29.280180130420845
SODA-A/23,P,30,"[2.1,3)",119053,118746,COMPUTED_R011,0.9974213165564917,29.299091550510788
SODA-A/23,P,30,"[3,5)",776,775,COMPUTED_R011,0.9987113402061856,26.40439521870865
SODA-A/23,P,30,"[5,+inf)",1,1,COMPUTED_R011,1.0,9.427975653920173
SODA-A/23,D,0,all,219127,582,COMPUTED_R011,0.002655994012604563,2.0542232516450736
SODA-A/23,D,0,"[2.1,3)",169781,421,COMPUTED_R011,0.00247966498018035,2.2815854346708986
SODA-A/23,D,0,"[3,5)",32908,138,COMPUTED_R011,0.004193509177099793,1.4696629887803179
SODA-A/23,D,0,"[5,+inf)",16438,23,COMPUTED_R011,0.0013991969826012897,0.876155988842054
SODA-A/23,D,2,all,218810,1310,COMPUTED_R011,0.005986929299392167,3.6672161589587104
SODA-A/23,D,2,"[2.1,3)",169621,786,COMPUTED_R011,0.004633860194197653,3.784346148789512
SODA-A/23,D,2,"[3,5)",32788,338,COMPUTED_R011,0.0103086495059168,3.4587512163798477
SODA-A/23,D,2,"[5,+inf)",16401,186,COMPUTED_R011,0.011340771904152187,2.872596473097468
SODA-A/23,D,5,all,218117,12180,COMPUTED_R011,0.05584158960557866,6.082847107575339
SODA-A/23,D,5,"[2.1,3)",169293,2609,COMPUTED_R011,0.015411151081261482,6.034927199998911
SODA-A/23,D,5,"[3,5)",32535,3497,COMPUTED_R011,0.10748424773321039,6.441860190512107
SODA-A/23,D,5,"[5,+inf)",16289,6074,COMPUTED_R011,0.37288968015225,5.863804456706617
SODA-A/23,D,10,all,213933,74197,COMPUTED_R011,0.3468235382105613,10.06943931821012
SODA-A/23,D,10,"[2.1,3)",168259,29794,COMPUTED_R011,0.17707225170718952,9.768949984907858
SODA-A/23,D,10,"[3,5)",31133,29862,COMPUTED_R011,0.9591751517682202,11.366941050679442
SODA-A/23,D,10,"[5,+inf)",14541,14541,COMPUTED_R011,1.0,10.76849119188545
SODA-A/23,D,15,all,185740,143344,COMPUTED_R011,0.7717454506299127,13.755036017140654
SODA-A/23,D,15,"[2.1,3)",166129,123733,COMPUTED_R011,0.7448007271457723,13.448251868603837
SODA-A/23,D,15,"[3,5)",19040,19040,COMPUTED_R011,1.0,16.384569914062585
SODA-A/23,D,15,"[5,+inf)",571,571,COMPUTED_R011,1.0,15.330199615865869
SODA-A/23,D,20,all,169844,127972,COMPUTED_R011,0.7534678881797414,17.202487535206227
SODA-A/23,D,20,"[2.1,3)",160557,118685,COMPUTED_R011,0.7392078825588421,16.954039563048614
SODA-A/23,D,20,"[3,5)",9287,9287,COMPUTED_R011,1.0,21.497745537328345
SODA-A/23,D,20,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/23,D,25,all,149016,107144,COMPUTED_R011,0.7190100391904225,20.011131198793958
SODA-A/23,D,25,"[2.1,3)",145985,104113,COMPUTED_R011,0.7131760112340308,19.88533156170928
SODA-A/23,D,25,"[3,5)",3031,3031,COMPUTED_R011,1.0,26.070141432974328
SODA-A/23,D,25,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/23,D,30,all,110462,68590,COMPUTED_R011,0.6209375169741631,20.559688247278373
SODA-A/23,D,30,"[2.1,3)",110420,68548,COMPUTED_R011,0.6207933345408441,20.555974248800716
SODA-A/23,D,30,"[3,5)",42,42,COMPUTED_R011,1.0,30.323967102093427
SODA-A/23,D,30,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/23,+,0,all,,,COMPUTED_COMPONENT_ALL_R011,0.002655994012604563,
SODA-A/23,+,0,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/23,+,0,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/23,+,0,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/23,+,2,all,,,COMPUTED_COMPONENT_ALL_R011,0.00401336876421116,
SODA-A/23,+,2,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/23,+,2,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/23,+,2,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/23,+,5,all,,,COMPUTED_COMPONENT_ALL_R011,0.03247124465482152,
SODA-A/23,+,5,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/23,+,5,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/23,+,5,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/23,+,10,all,,,COMPUTED_COMPONENT_ALL_R011,0.261457913066867,
SODA-A/23,+,10,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/23,+,10,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/23,+,10,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/23,+,15,all,,,COMPUTED_COMPONENT_ALL_R011,0.66459617611165,
SODA-A/23,+,15,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/23,+,15,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/23,+,15,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/23,+,20,all,,,COMPUTED_COMPONENT_ALL_R011,0.9398492328681597,
SODA-A/23,+,20,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/23,+,20,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/23,+,20,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/23,+,25,all,,,COMPUTED_COMPONENT_ALL_R011,0.9906730184209505,
SODA-A/23,+,25,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/23,+,25,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/23,+,25,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/23,+,30,all,,,COMPUTED_COMPONENT_ALL_R011,0.997429692063757,
SODA-A/23,+,30,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/23,+,30,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/23,+,30,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/23,-,0,all,,,COMPUTED_COMPONENT_ALL_R011,0.002655994012604563,
SODA-A/23,-,0,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/23,-,0,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/23,-,0,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/23,-,2,all,,,COMPUTED_COMPONENT_ALL_R011,0.0038340408051485693,
SODA-A/23,-,2,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/23,-,2,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/23,-,2,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/23,-,5,all,,,COMPUTED_COMPONENT_ALL_R011,0.02664442108150112,
SODA-A/23,-,5,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/23,-,5,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/23,-,5,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/23,-,10,all,,,COMPUTED_COMPONENT_ALL_R011,0.25497937972740553,
SODA-A/23,-,10,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/23,-,10,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/23,-,10,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/23,-,15,all,,,COMPUTED_COMPONENT_ALL_R011,0.6751848528911302,
SODA-A/23,-,15,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/23,-,15,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/23,-,15,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/23,-,20,all,,,COMPUTED_COMPONENT_ALL_R011,0.9439287318460847,
SODA-A/23,-,20,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/23,-,20,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/23,-,20,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/23,-,25,all,,,COMPUTED_COMPONENT_ALL_R011,0.990423026039818,
SODA-A/23,-,25,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/23,-,25,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/23,-,25,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/23,-,30,all,,,COMPUTED_COMPONENT_ALL_R011,0.9973908462188177,
SODA-A/23,-,30,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/23,-,30,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/23,-,30,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/23,S,0,all,,,COMPUTED_SYMMETRIC_ALL_R011,0.002655994012604563,
SODA-A/23,S,0,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/23,S,0,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/23,S,0,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/23,S,2,all,,,COMPUTED_SYMMETRIC_ALL_R011,0.003923704784679865,
SODA-A/23,S,2,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/23,S,2,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/23,S,2,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/23,S,5,all,,,COMPUTED_SYMMETRIC_ALL_R011,0.02955783286816132,
SODA-A/23,S,5,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/23,S,5,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/23,S,5,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/23,S,10,all,,,COMPUTED_SYMMETRIC_ALL_R011,0.25821864639713626,
SODA-A/23,S,10,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/23,S,10,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/23,S,10,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/23,S,15,all,,,COMPUTED_SYMMETRIC_ALL_R011,0.66989051450139,
SODA-A/23,S,15,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/23,S,15,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/23,S,15,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/23,S,20,all,,,COMPUTED_SYMMETRIC_ALL_R011,0.9418889823571222,
