evaluation_unit,dataset,risk_endpoint,alpha_label,alpha_type,alpha,delta,n_max_calibration_scenes,zero_loss_hb_ucb,zero_event_cp_ucb,structural_power_limit,role
F,SODA-A,angle_error_gt_5deg,relative_0.25_r_fit,relative,0.025325,0.01,1886,0.002439,0.002439,False,SENSITIVITY_ONLY
F,SODA-A,angle_error_gt_10deg,absolute_0.001,absolute,0.001000,0.1,1886,0.001220,0.001220,True,PRIMARY
F,SODA-A,angle_error_gt_10deg,absolute_0.001,absolute,0.001000,0.05,1886,0.001587,0.001587,True,SENSITIVITY_ONLY
F,SODA-A,angle_error_gt_10deg,absolute_0.001,absolute,0.001000,0.01,1886,0.002439,0.002439,True,SENSITIVITY_ONLY
F,SODA-A,angle_error_gt_10deg,absolute_0.0025,absolute,0.002500,0.1,1886,0.001220,0.001220,False,PRIMARY
F,SODA-A,angle_error_gt_10deg,absolute_0.0025,absolute,0.002500,0.05,1886,0.001587,0.001587,False,SENSITIVITY_ONLY
F,SODA-A,angle_error_gt_10deg,absolute_0.0025,absolute,0.002500,0.01,1886,0.002439,0.002439,False,SENSITIVITY_ONLY
F,SODA-A,angle_error_gt_10deg,absolute_0.005,absolute,0.005000,0.1,1886,0.001220,0.001220,False,PRIMARY
F,SODA-A,angle_error_gt_10deg,absolute_0.005,absolute,0.005000,0.05,1886,0.001587,0.001587,False,SENSITIVITY_ONLY
F,SODA-A,angle_error_gt_10deg,absolute_0.005,absolute,0.005000,0.01,1886,0.002439,0.002439,False,SENSITIVITY_ONLY
F,SODA-A,angle_error_gt_10deg,absolute_0.01,absolute,0.010000,0.1,1886,0.001220,0.001220,False,PRIMARY
F,SODA-A,angle_error_gt_10deg,absolute_0.01,absolute,0.010000,0.05,1886,0.001587,0.001587,False,SENSITIVITY_ONLY
F,SODA-A,angle_error_gt_10deg,absolute_0.01,absolute,0.010000,0.01,1886,0.002439,0.002439,False,SENSITIVITY_ONLY
F,SODA-A,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.006526,0.1,1886,0.001220,0.001220,False,PRIMARY
F,SODA-A,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.006526,0.05,1886,0.001587,0.001587,False,SENSITIVITY_ONLY
F,SODA-A,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.006526,0.01,1886,0.002439,0.002439,False,SENSITIVITY_ONLY
F,SODA-A,angle_error_gt_10deg,relative_0.25_r_fit,relative,0.003263,0.1,1886,0.001220,0.001220,False,PRIMARY
F,SODA-A,angle_error_gt_10deg,relative_0.25_r_fit,relative,0.003263,0.05,1886,0.001587,0.001587,False,SENSITIVITY_ONLY
F,SODA-A,angle_error_gt_10deg,relative_0.25_r_fit,relative,0.003263,0.01,1886,0.002439,0.002439,False,SENSITIVITY_ONLY
F,SODA-A,angle_error_gt_15deg,absolute_0.001,absolute,0.001000,0.1,1886,0.001220,0.001220,True,PRIMARY
F,SODA-A,angle_error_gt_15deg,absolute_0.001,absolute,0.001000,0.05,1886,0.001587,0.001587,True,SENSITIVITY_ONLY
F,SODA-A,angle_error_gt_15deg,absolute_0.001,absolute,0.001000,0.01,1886,0.002439,0.002439,True,SENSITIVITY_ONLY
F,SODA-A,angle_error_gt_15deg,absolute_0.0025,absolute,0.002500,0.1,1886,0.001220,0.001220,False,PRIMARY
F,SODA-A,angle_error_gt_15deg,absolute_0.0025,absolute,0.002500,0.05,1886,0.001587,0.001587,False,SENSITIVITY_ONLY
F,SODA-A,angle_error_gt_15deg,absolute_0.0025,absolute,0.002500,0.01,1886,0.002439,0.002439,False,SENSITIVITY_ONLY
F,SODA-A,angle_error_gt_15deg,absolute_0.005,absolute,0.005000,0.1,1886,0.001220,0.001220,False,PRIMARY
F,SODA-A,angle_error_gt_15deg,absolute_0.005,absolute,0.005000,0.05,1886,0.001587,0.001587,False,SENSITIVITY_ONLY
F,SODA-A,angle_error_gt_15deg,absolute_0.005,absolute,0.005000,0.01,1886,0.002439,0.002439,False,SENSITIVITY_ONLY
F,SODA-A,angle_error_gt_15deg,absolute_0.01,absolute,0.010000,0.1,1886,0.001220,0.001220,False,PRIMARY
F,SODA-A,angle_error_gt_15deg,absolute_0.01,absolute,0.010000,0.05,1886,0.001587,0.001587,False,SENSITIVITY_ONLY
F,SODA-A,angle_error_gt_15deg,absolute_0.01,absolute,0.010000,0.01,1886,0.002439,0.002439,False,SENSITIVITY_ONLY
F,SODA-A,angle_error_gt_15deg,relative_0.5_r_fit,relative,0.001191,0.1,1886,0.001220,0.001220,True,PRIMARY
F,SODA-A,angle_error_gt_15deg,relative_0.5_r_fit,relative,0.001191,0.05,1886,0.001587,0.001587,True,SENSITIVITY_ONLY
F,SODA-A,angle_error_gt_15deg,relative_0.5_r_fit,relative,0.001191,0.01,1886,0.002439,0.002439,True,SENSITIVITY_ONLY
F,SODA-A,angle_error_gt_15deg,relative_0.25_r_fit,relative,0.000596,0.1,1886,0.001220,0.001220,True,PRIMARY
F,SODA-A,angle_error_gt_15deg,relative_0.25_r_fit,relative,0.000596,0.05,1886,0.001587,0.001587,True,SENSITIVITY_ONLY
F,SODA-A,angle_error_gt_15deg,relative_0.25_r_fit,relative,0.000596,0.01,1886,0.002439,0.002439,True,SENSITIVITY_ONLY
