evaluation_unit,dataset,detector,score,risk_endpoint,alpha_label,alpha_type,alpha,r_fit,arm,trivial_guarantee,certified,selected_threshold,target_coverage,calibration_nonempty_scenes,calibration_conditional_risk,calibration_hb_pvalue,calibration_hb_ucb,audit_conditional_risk,audit_risk_ucb,audit_nonempty_scene_rate,audit_selected_instance_coverage,audit_selected_count,audit_direction_consistent,practical,reason
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.001,absolute,0.001000,0.105167,historical,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.001,absolute,0.001000,0.105167,holm,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.001,absolute,0.001000,0.105167,any_grid,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.0025,absolute,0.002500,0.105167,split_fst,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.0025,absolute,0.002500,0.105167,historical,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.0025,absolute,0.002500,0.105167,holm,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.0025,absolute,0.002500,0.105167,any_grid,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.005,absolute,0.005000,0.105167,split_fst,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.005,absolute,0.005000,0.105167,historical,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.005,absolute,0.005000,0.105167,holm,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.005,absolute,0.005000,0.105167,any_grid,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.01,absolute,0.010000,0.105167,split_fst,False,True,-1.265139,0.100000,475,0.001353,0.058465,0.008691,0.002891,0.008321,0.261247,0.098704,2703,True,False,certified
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.01,absolute,0.010000,0.105167,historical,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.01,absolute,0.010000,0.105167,holm,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.01,absolute,0.010000,0.105167,any_grid,False,True,-1.265139,0.100000,475,0.001353,0.058465,0.008691,0.002891,0.008321,0.261247,0.098704,2703,True,False,certified
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.5_r_fit,relative,0.052584,0.105167,split_fst,False,True,-2.325412,0.700000,1483,0.040331,0.049140,0.050762,0.042083,0.049625,0.781030,0.701369,19207,True,True,certified
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.5_r_fit,relative,0.052584,0.105167,historical,False,True,-2.325412,0.700000,1483,0.040331,0.049140,0.050762,0.042083,0.049625,0.781030,0.701369,19207,True,True,certified
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.5_r_fit,relative,0.052584,0.105167,holm,False,True,-2.090445,0.600000,1280,0.024032,0.000001,0.033299,0.030127,0.037368,0.675068,0.587438,16087,True,True,certified
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.5_r_fit,relative,0.052584,0.105167,any_grid,False,True,-2.325412,0.700000,1483,0.040331,0.049140,0.050762,0.042083,0.049625,0.781030,0.701369,19207,True,True,certified
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.25_r_fit,relative,0.026292,0.105167,split_fst,False,True,-1.785382,0.400000,1029,0.012303,0.005327,0.020688,0.020065,0.027031,0.531165,0.387475,10611,True,True,certified
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.25_r_fit,relative,0.026292,0.105167,historical,False,True,-1.785382,0.400000,1029,0.012303,0.005327,0.020688,0.020065,0.027031,0.531165,0.387475,10611,True,True,certified
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.25_r_fit,relative,0.026292,0.105167,holm,False,True,-1.785382,0.400000,1029,0.012303,0.005327,0.020688,0.020065,0.027031,0.531165,0.387475,10611,True,True,certified
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.25_r_fit,relative,0.026292,0.105167,any_grid,False,True,-1.785382,0.400000,1029,0.012303,0.005327,0.020688,0.020065,0.027031,0.531165,0.387475,10611,True,True,certified
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,absolute_0.001,absolute,0.001000,0.029779,split_fst,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,absolute_0.001,absolute,0.001000,0.029779,historical,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,absolute_0.001,absolute,0.001000,0.029779,holm,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,absolute_0.001,absolute,0.001000,0.029779,any_grid,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,absolute_0.0025,absolute,0.002500,0.029779,split_fst,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,absolute_0.0025,absolute,0.002500,0.029779,historical,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,absolute_0.0025,absolute,0.002500,0.029779,holm,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,absolute_0.0025,absolute,0.002500,0.029779,any_grid,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,absolute_0.005,absolute,0.005000,0.029779,split_fst,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,absolute_0.005,absolute,0.005000,0.029779,historical,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,absolute_0.005,absolute,0.005000,0.029779,holm,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,absolute_0.005,absolute,0.005000,0.029779,any_grid,False,True,0.760475,0.500000,1037,0.001069,0.093006,0.004911,0.003323,0.006874,0.540108,0.487274,13344,True,True,certified
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,absolute_0.01,absolute,0.010000,0.029779,split_fst,False,True,0.711475,0.600000,1134,0.001903,0.003557,0.006160,0.003524,0.006863,0.592683,0.587183,16080,True,True,certified
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,absolute_0.01,absolute,0.010000,0.029779,historical,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,absolute_0.01,absolute,0.010000,0.029779,holm,False,True,0.711475,0.600000,1134,0.001903,0.003557,0.006160,0.003524,0.006863,0.592683,0.587183,16080,True,True,certified
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,absolute_0.01,absolute,0.010000,0.029779,any_grid,False,True,0.711475,0.600000,1134,0.001903,0.003557,0.006160,0.003524,0.006863,0.592683,0.587183,16080,True,True,certified
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.014889,0.029779,split_fst,False,True,0.632298,0.700000,1282,0.008317,0.087828,0.014677,0.006797,0.010736,0.662060,0.690268,18903,True,True,certified
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.014889,0.029779,historical,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.014889,0.029779,holm,False,True,0.711475,0.600000,1134,0.001903,0.000031,0.006160,0.003524,0.006863,0.592683,0.587183,16080,True,True,certified
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.014889,0.029779,any_grid,False,True,0.632298,0.700000,1282,0.008317,0.087828,0.014677,0.006797,0.010736,0.662060,0.690268,18903,True,True,certified
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,relative_0.25_r_fit,relative,0.007445,0.029779,split_fst,False,True,0.760475,0.500000,1037,0.001069,0.011307,0.004911,0.003323,0.006874,0.540108,0.487274,13344,True,True,certified
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,relative_0.25_r_fit,relative,0.007445,0.029779,historical,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,relative_0.25_r_fit,relative,0.007445,0.029779,holm,False,True,0.823447,0.300000,846,0.000000,0.001797,0.002718,0.001425,0.004456,0.442276,0.294760,8072,True,True,certified
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,relative_0.25_r_fit,relative,0.007445,0.029779,any_grid,False,True,0.711475,0.600000,1134,0.001903,0.034808,0.006160,0.003524,0.006863,0.592683,0.587183,16080,True,True,certified
C,DIOR-R,rotated_rtmdet_s,tta_circular_consistency,angle_error_gt_10deg,absolute_0.001,absolute,0.001000,0.029779,split_fst,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
C,DIOR-R,rotated_rtmdet_s,tta_circular_consistency,angle_error_gt_10deg,absolute_0.001,absolute,0.001000,0.029779,historical,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
C,DIOR-R,rotated_rtmdet_s,tta_circular_consistency,angle_error_gt_10deg,absolute_0.001,absolute,0.001000,0.029779,holm,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
C,DIOR-R,rotated_rtmdet_s,tta_circular_consistency,angle_error_gt_10deg,absolute_0.001,absolute,0.001000,0.029779,any_grid,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
C,DIOR-R,rotated_rtmdet_s,tta_circular_consistency,angle_error_gt_10deg,absolute_0.0025,absolute,0.002500,0.029779,split_fst,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
C,DIOR-R,rotated_rtmdet_s,tta_circular_consistency,angle_error_gt_10deg,absolute_0.0025,absolute,0.002500,0.029779,historical,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
C,DIOR-R,rotated_rtmdet_s,tta_circular_consistency,angle_error_gt_10deg,absolute_0.0025,absolute,0.002500,0.029779,holm,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
C,DIOR-R,rotated_rtmdet_s,tta_circular_consistency,angle_error_gt_10deg,absolute_0.0025,absolute,0.002500,0.029779,any_grid,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
C,DIOR-R,rotated_rtmdet_s,tta_circular_consistency,angle_error_gt_10deg,absolute_0.005,absolute,0.005000,0.029779,split_fst,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
C,DIOR-R,rotated_rtmdet_s,tta_circular_consistency,angle_error_gt_10deg,absolute_0.005,absolute,0.005000,0.029779,historical,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
C,DIOR-R,rotated_rtmdet_s,tta_circular_consistency,angle_error_gt_10deg,absolute_0.005,absolute,0.005000,0.029779,holm,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
C,DIOR-R,rotated_rtmdet_s,tta_circular_consistency,angle_error_gt_10deg,absolute_0.005,absolute,0.005000,0.029779,any_grid,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
C,DIOR-R,rotated_rtmdet_s,tta_circular_consistency,angle_error_gt_10deg,absolute_0.01,absolute,0.010000,0.029779,split_fst,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
C,DIOR-R,rotated_rtmdet_s,tta_circular_consistency,angle_error_gt_10deg,absolute_0.01,absolute,0.010000,0.029779,historical,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
C,DIOR-R,rotated_rtmdet_s,tta_circular_consistency,angle_error_gt_10deg,absolute_0.01,absolute,0.010000,0.029779,holm,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
C,DIOR-R,rotated_rtmdet_s,tta_circular_consistency,angle_error_gt_10deg,absolute_0.01,absolute,0.010000,0.029779,any_grid,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
C,DIOR-R,rotated_rtmdet_s,tta_circular_consistency,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.014889,0.029779,split_fst,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
C,DIOR-R,rotated_rtmdet_s,tta_circular_consistency,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.014889,0.029779,historical,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
C,DIOR-R,rotated_rtmdet_s,tta_circular_consistency,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.014889,0.029779,holm,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
C,DIOR-R,rotated_rtmdet_s,tta_circular_consistency,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.014889,0.029779,any_grid,False,True,-0.000019,0.100000,511,0.003914,0.049033,0.013074,0.007493,0.014931,0.271274,0.094504,2588,True,False,certified
C,DIOR-R,rotated_rtmdet_s,tta_circular_consistency,angle_error_gt_10deg,relative_0.25_r_fit,relative,0.007445,0.029779,split_fst,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
C,DIOR-R,rotated_rtmdet_s,tta_circular_consistency,angle_error_gt_10deg,relative_0.25_r_fit,relative,0.007445,0.029779,historical,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
C,DIOR-R,rotated_rtmdet_s,tta_circular_consistency,angle_error_gt_10deg,relative_0.25_r_fit,relative,0.007445,0.029779,holm,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
C,DIOR-R,rotated_rtmdet_s,tta_circular_consistency,angle_error_gt_10deg,relative_0.25_r_fit,relative,0.007445,0.029779,any_grid,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
C,DIOR-R,rotated_rtmdet_s,source_supervised_leave_geometry,angle_error_gt_10deg,absolute_0.001,absolute,0.001000,0.029779,split_fst,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
C,DIOR-R,rotated_rtmdet_s,source_supervised_leave_geometry,angle_error_gt_10deg,absolute_0.001,absolute,0.001000,0.029779,historical,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
C,DIOR-R,rotated_rtmdet_s,source_supervised_leave_geometry,angle_error_gt_10deg,absolute_0.001,absolute,0.001000,0.029779,holm,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
C,DIOR-R,rotated_rtmdet_s,source_supervised_leave_geometry,angle_error_gt_10deg,absolute_0.001,absolute,0.001000,0.029779,any_grid,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
C,DIOR-R,rotated_rtmdet_s,source_supervised_leave_geometry,angle_error_gt_10deg,absolute_0.0025,absolute,0.002500,0.029779,split_fst,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
C,DIOR-R,rotated_rtmdet_s,source_supervised_leave_geometry,angle_error_gt_10deg,absolute_0.0025,absolute,0.002500,0.029779,historical,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
C,DIOR-R,rotated_rtmdet_s,source_supervised_leave_geometry,angle_error_gt_10deg,absolute_0.0025,absolute,0.002500,0.029779,holm,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
C,DIOR-R,rotated_rtmdet_s,source_supervised_leave_geometry,angle_error_gt_10deg,absolute_0.0025,absolute,0.002500,0.029779,any_grid,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
C,DIOR-R,rotated_rtmdet_s,source_supervised_leave_geometry,angle_error_gt_10deg,absolute_0.005,absolute,0.005000,0.029779,split_fst,False,True,-1.171447,0.050000,464,0.000000,0.097703,0.004950,0.004089,0.010684,0.231978,0.047325,1296,True,False,certified
C,DIOR-R,rotated_rtmdet_s,source_supervised_leave_geometry,angle_error_gt_10deg,absolute_0.005,absolute,0.005000,0.029779,historical,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
C,DIOR-R,rotated_rtmdet_s,source_supervised_leave_geometry,angle_error_gt_10deg,absolute_0.005,absolute,0.005000,0.029779,holm,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
C,DIOR-R,rotated_rtmdet_s,source_supervised_leave_geometry,angle_error_gt_10deg,absolute_0.005,absolute,0.005000,0.029779,any_grid,False,True,-1.171447,0.050000,464,0.000000,0.097703,0.004950,0.004089,0.010684,0.231978,0.047325,1296,True,False,certified
C,DIOR-R,rotated_rtmdet_s,source_supervised_leave_geometry,angle_error_gt_10deg,absolute_0.01,absolute,0.010000,0.029779,split_fst,False,True,-2.008322,0.300000,1134,0.004396,0.081497,0.009703,0.005933,0.009840,0.587534,0.335037,9175,True,True,certified
C,DIOR-R,rotated_rtmdet_s,source_supervised_leave_geometry,angle_error_gt_10deg,absolute_0.01,absolute,0.010000,0.029779,historical,False,True,-2.008322,0.300000,1134,0.004396,0.081497,0.009703,0.005933,0.009840,0.587534,0.335037,9175,True,True,certified
C,DIOR-R,rotated_rtmdet_s,source_supervised_leave_geometry,angle_error_gt_10deg,absolute_0.01,absolute,0.010000,0.029779,holm,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
C,DIOR-R,rotated_rtmdet_s,source_supervised_leave_geometry,angle_error_gt_10deg,absolute_0.01,absolute,0.010000,0.029779,any_grid,False,True,-2.008322,0.300000,1134,0.004396,0.081497,0.009703,0.005933,0.009840,0.587534,0.335037,9175,True,True,certified
C,DIOR-R,rotated_rtmdet_s,source_supervised_leave_geometry,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.014889,0.029779,split_fst,False,True,-2.008322,0.300000,1134,0.004396,0.001869,0.009703,0.005933,0.009840,0.587534,0.335037,9175,True,True,certified
C,DIOR-R,rotated_rtmdet_s,source_supervised_leave_geometry,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.014889,0.029779,historical,False,True,-2.008322,0.300000,1134,0.004396,0.001869,0.009703,0.005933,0.009840,0.587534,0.335037,9175,True,True,certified
C,DIOR-R,rotated_rtmdet_s,source_supervised_leave_geometry,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.014889,0.029779,holm,False,True,-2.008322,0.300000,1134,0.004396,0.001869,0.009703,0.005933,0.009840,0.587534,0.335037,9175,True,True,certified
C,DIOR-R,rotated_rtmdet_s,source_supervised_leave_geometry,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.014889,0.029779,any_grid,False,True,-2.008322,0.300000,1134,0.004396,0.001869,0.009703,0.005933,0.009840,0.587534,0.335037,9175,True,True,certified
C,DIOR-R,rotated_rtmdet_s,source_supervised_leave_geometry,angle_error_gt_10deg,relative_0.25_r_fit,relative,0.007445,0.029779,split_fst,False,True,-1.171447,0.050000,464,0.000000,0.031202,0.004950,0.004089,0.010684,0.231978,0.047325,1296,True,False,certified
C,DIOR-R,rotated_rtmdet_s,source_supervised_leave_geometry,angle_error_gt_10deg,relative_0.25_r_fit,relative,0.007445,0.029779,historical,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
C,DIOR-R,rotated_rtmdet_s,source_supervised_leave_geometry,angle_error_gt_10deg,relative_0.25_r_fit,relative,0.007445,0.029779,holm,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
C,DIOR-R,rotated_rtmdet_s,source_supervised_leave_geometry,angle_error_gt_10deg,relative_0.25_r_fit,relative,0.007445,0.029779,any_grid,False,True,-1.171447,0.050000,464,0.000000,0.031202,0.004950,0.004089,0.010684,0.231978,0.047325,1296,True,False,certified
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_10deg,absolute_0.001,absolute,0.001000,0.029779,split_fst,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_10deg,absolute_0.001,absolute,0.001000,0.029779,historical,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_10deg,absolute_0.001,absolute,0.001000,0.029779,holm,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_10deg,absolute_0.001,absolute,0.001000,0.029779,any_grid,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_10deg,absolute_0.0025,absolute,0.002500,0.029779,split_fst,False,True,-1.923605,0.500000,1139,0.000086,0.088629,0.002390,0.001648,0.004265,0.592412,0.511338,14003,True,True,certified
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_10deg,absolute_0.0025,absolute,0.002500,0.029779,historical,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_10deg,absolute_0.0025,absolute,0.002500,0.029779,holm,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_10deg,absolute_0.0025,absolute,0.002500,0.029779,any_grid,False,True,-1.923605,0.500000,1139,0.000086,0.088629,0.002390,0.001648,0.004265,0.592412,0.511338,14003,True,True,certified
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_10deg,absolute_0.005,absolute,0.005000,0.029779,split_fst,False,True,-2.090445,0.600000,1280,0.000866,0.034779,0.003981,0.003479,0.006545,0.675068,0.587438,16087,True,True,certified
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_10deg,absolute_0.005,absolute,0.005000,0.029779,historical,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_10deg,absolute_0.005,absolute,0.005000,0.029779,holm,False,True,-1.923605,0.500000,1139,0.000086,0.005443,0.002390,0.001648,0.004265,0.592412,0.511338,14003,True,True,certified
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_10deg,absolute_0.005,absolute,0.005000,0.029779,any_grid,False,True,-2.090445,0.600000,1280,0.000866,0.034779,0.003981,0.003479,0.006545,0.675068,0.587438,16087,True,True,certified
