evaluation_unit,dataset,detector,score,risk_endpoint,alpha_label,alpha_type,r_fit,base_risk,alpha,alpha_gt_base_risk,trivial_guarantee,selected_threshold,target_coverage,certified_risk_ucb,mean_calibration_risk,mean_audit_risk,audit_risk_ucb,nonempty_scene_rate,selected_instance_coverage,selected_count,calibration_scene_count,audit_scene_count,feasible,certified,nontrivial_certified,practical,reason
C,DIOR-R,rotated_rtmdet_s,detection_score,geometry_normalized_severe,relative_0.25_r_fit,relative,0.034746,0.034746,0.008687,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,tta_circular_consistency,geometry_normalized_severe,absolute_0.001,absolute,0.034746,0.034746,0.001000,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,tta_circular_consistency,geometry_normalized_severe,absolute_0.0025,absolute,0.034746,0.034746,0.002500,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,tta_circular_consistency,geometry_normalized_severe,absolute_0.005,absolute,0.034746,0.034746,0.005000,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,tta_circular_consistency,geometry_normalized_severe,absolute_0.01,absolute,0.034746,0.034746,0.010000,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,tta_circular_consistency,geometry_normalized_severe,relative_0.5_r_fit,relative,0.034746,0.034746,0.017373,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,tta_circular_consistency,geometry_normalized_severe,relative_0.25_r_fit,relative,0.034746,0.034746,0.008687,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,source_supervised_leave_geometry,geometry_normalized_severe,absolute_0.001,absolute,0.034746,0.034746,0.001000,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,source_supervised_leave_geometry,geometry_normalized_severe,absolute_0.0025,absolute,0.034746,0.034746,0.002500,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,source_supervised_leave_geometry,geometry_normalized_severe,absolute_0.005,absolute,0.034746,0.034746,0.005000,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,source_supervised_leave_geometry,geometry_normalized_severe,absolute_0.01,absolute,0.034746,0.034746,0.010000,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,source_supervised_leave_geometry,geometry_normalized_severe,relative_0.5_r_fit,relative,0.034746,0.034746,0.017373,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,source_supervised_leave_geometry,geometry_normalized_severe,relative_0.25_r_fit,relative,0.034746,0.034746,0.008687,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.001,absolute,0.034746,0.034746,0.001000,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.0025,absolute,0.034746,0.034746,0.002500,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.005,absolute,0.034746,0.034746,0.005000,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.01,absolute,0.034746,0.034746,0.010000,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,relative_0.5_r_fit,relative,0.034746,0.034746,0.017373,False,False,-2.325412,0.700000,0.016028,0.010026,0.014024,0.018797,0.781030,0.701369,19207,1877,3690,True,True,True,True,certified
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,relative_0.25_r_fit,relative,0.034746,0.034746,0.008687,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_5deg,absolute_0.001,absolute,0.105167,0.105167,0.001000,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_5deg,absolute_0.0025,absolute,0.105167,0.105167,0.002500,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_5deg,absolute_0.005,absolute,0.105167,0.105167,0.005000,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_5deg,absolute_0.01,absolute,0.105167,0.105167,0.010000,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_5deg,relative_0.5_r_fit,relative,0.105167,0.105167,0.052584,False,False,0.632298,0.700000,0.041253,0.031140,0.037150,0.044801,0.662060,0.690268,18903,1877,3690,True,True,True,True,certified
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_5deg,relative_0.25_r_fit,relative,0.105167,0.105167,0.026292,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,tta_circular_consistency,angle_error_gt_5deg,absolute_0.001,absolute,0.105167,0.105167,0.001000,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,tta_circular_consistency,angle_error_gt_5deg,absolute_0.0025,absolute,0.105167,0.105167,0.002500,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,tta_circular_consistency,angle_error_gt_5deg,absolute_0.005,absolute,0.105167,0.105167,0.005000,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,tta_circular_consistency,angle_error_gt_5deg,absolute_0.01,absolute,0.105167,0.105167,0.010000,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,tta_circular_consistency,angle_error_gt_5deg,relative_0.5_r_fit,relative,0.105167,0.105167,0.052584,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,tta_circular_consistency,angle_error_gt_5deg,relative_0.25_r_fit,relative,0.105167,0.105167,0.026292,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,source_supervised_leave_geometry,angle_error_gt_5deg,absolute_0.001,absolute,0.105167,0.105167,0.001000,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,source_supervised_leave_geometry,angle_error_gt_5deg,absolute_0.0025,absolute,0.105167,0.105167,0.002500,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,source_supervised_leave_geometry,angle_error_gt_5deg,absolute_0.005,absolute,0.105167,0.105167,0.005000,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,source_supervised_leave_geometry,angle_error_gt_5deg,absolute_0.01,absolute,0.105167,0.105167,0.010000,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,source_supervised_leave_geometry,angle_error_gt_5deg,relative_0.5_r_fit,relative,0.105167,0.105167,0.052584,False,False,-1.171447,0.050000,0.048280,0.029993,0.036637,0.051015,0.231978,0.047325,1296,1877,3690,True,True,True,False,certified
C,DIOR-R,rotated_rtmdet_s,source_supervised_leave_geometry,angle_error_gt_5deg,relative_0.25_r_fit,relative,0.105167,0.105167,0.026292,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.001,absolute,0.105167,0.105167,0.001000,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.0025,absolute,0.105167,0.105167,0.002500,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.005,absolute,0.105167,0.105167,0.005000,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.01,absolute,0.105167,0.105167,0.010000,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.5_r_fit,relative,0.105167,0.105167,0.052584,False,False,-2.325412,0.700000,0.050762,0.040331,0.042083,0.049625,0.781030,0.701369,19207,1877,3690,True,True,True,True,certified
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.25_r_fit,relative,0.105167,0.105167,0.026292,False,False,-1.785382,0.400000,0.020688,0.012303,0.020065,0.027031,0.531165,0.387475,10611,1877,3690,True,True,True,True,certified
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,absolute_0.001,absolute,0.029779,0.029779,0.001000,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,absolute_0.0025,absolute,0.029779,0.029779,0.002500,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,absolute_0.005,absolute,0.029779,0.029779,0.005000,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,absolute_0.01,absolute,0.029779,0.029779,0.010000,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.029779,0.029779,0.014889,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_10deg,relative_0.25_r_fit,relative,0.029779,0.029779,0.007445,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,tta_circular_consistency,angle_error_gt_10deg,absolute_0.001,absolute,0.029779,0.029779,0.001000,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,tta_circular_consistency,angle_error_gt_10deg,absolute_0.0025,absolute,0.029779,0.029779,0.002500,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,tta_circular_consistency,angle_error_gt_10deg,absolute_0.005,absolute,0.029779,0.029779,0.005000,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,tta_circular_consistency,angle_error_gt_10deg,absolute_0.01,absolute,0.029779,0.029779,0.010000,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,tta_circular_consistency,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.029779,0.029779,0.014889,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,tta_circular_consistency,angle_error_gt_10deg,relative_0.25_r_fit,relative,0.029779,0.029779,0.007445,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,source_supervised_leave_geometry,angle_error_gt_10deg,absolute_0.001,absolute,0.029779,0.029779,0.001000,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,source_supervised_leave_geometry,angle_error_gt_10deg,absolute_0.0025,absolute,0.029779,0.029779,0.002500,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,source_supervised_leave_geometry,angle_error_gt_10deg,absolute_0.005,absolute,0.029779,0.029779,0.005000,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,source_supervised_leave_geometry,angle_error_gt_10deg,absolute_0.01,absolute,0.029779,0.029779,0.010000,False,False,-2.008322,0.300000,0.009703,0.004396,0.005933,0.009840,0.587534,0.335037,9175,1877,3690,True,True,True,True,certified
C,DIOR-R,rotated_rtmdet_s,source_supervised_leave_geometry,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.029779,0.029779,0.014889,False,False,-2.008322,0.300000,0.009703,0.004396,0.005933,0.009840,0.587534,0.335037,9175,1877,3690,True,True,True,True,certified
C,DIOR-R,rotated_rtmdet_s,source_supervised_leave_geometry,angle_error_gt_10deg,relative_0.25_r_fit,relative,0.029779,0.029779,0.007445,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_10deg,absolute_0.001,absolute,0.029779,0.029779,0.001000,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_10deg,absolute_0.0025,absolute,0.029779,0.029779,0.002500,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_10deg,absolute_0.005,absolute,0.029779,0.029779,0.005000,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_10deg,absolute_0.01,absolute,0.029779,0.029779,0.010000,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.029779,0.029779,0.014889,False,False,-3.117068,0.900000,0.014883,0.009372,0.009137,0.012874,0.924119,0.904291,24764,1877,3690,True,True,True,True,certified
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_10deg,relative_0.25_r_fit,relative,0.029779,0.029779,0.007445,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_15deg,absolute_0.001,absolute,0.014370,0.014370,0.001000,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_15deg,absolute_0.0025,absolute,0.014370,0.014370,0.002500,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_15deg,absolute_0.005,absolute,0.014370,0.014370,0.005000,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_15deg,absolute_0.01,absolute,0.014370,0.014370,0.010000,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_15deg,relative_0.5_r_fit,relative,0.014370,0.014370,0.007185,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,detection_score,angle_error_gt_15deg,relative_0.25_r_fit,relative,0.014370,0.014370,0.003593,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,tta_circular_consistency,angle_error_gt_15deg,absolute_0.001,absolute,0.014370,0.014370,0.001000,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,tta_circular_consistency,angle_error_gt_15deg,absolute_0.0025,absolute,0.014370,0.014370,0.002500,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,tta_circular_consistency,angle_error_gt_15deg,absolute_0.005,absolute,0.014370,0.014370,0.005000,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,tta_circular_consistency,angle_error_gt_15deg,absolute_0.01,absolute,0.014370,0.014370,0.010000,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,tta_circular_consistency,angle_error_gt_15deg,relative_0.5_r_fit,relative,0.014370,0.014370,0.007185,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,tta_circular_consistency,angle_error_gt_15deg,relative_0.25_r_fit,relative,0.014370,0.014370,0.003593,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,source_supervised_leave_geometry,angle_error_gt_15deg,absolute_0.001,absolute,0.014370,0.014370,0.001000,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,source_supervised_leave_geometry,angle_error_gt_15deg,absolute_0.0025,absolute,0.014370,0.014370,0.002500,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,source_supervised_leave_geometry,angle_error_gt_15deg,absolute_0.005,absolute,0.014370,0.014370,0.005000,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,source_supervised_leave_geometry,angle_error_gt_15deg,absolute_0.01,absolute,0.014370,0.014370,0.010000,False,False,-2.520124,0.400000,0.005343,0.001665,0.004979,0.008369,0.691057,0.454227,12439,1877,3690,True,True,True,True,certified
C,DIOR-R,rotated_rtmdet_s,source_supervised_leave_geometry,angle_error_gt_15deg,relative_0.5_r_fit,relative,0.014370,0.014370,0.007185,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,source_supervised_leave_geometry,angle_error_gt_15deg,relative_0.25_r_fit,relative,0.014370,0.014370,0.003593,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_15deg,absolute_0.001,absolute,0.014370,0.014370,0.001000,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_15deg,absolute_0.0025,absolute,0.014370,0.014370,0.002500,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_15deg,absolute_0.005,absolute,0.014370,0.014370,0.005000,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_15deg,absolute_0.01,absolute,0.014370,0.014370,0.010000,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_15deg,relative_0.5_r_fit,relative,0.014370,0.014370,0.007185,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_15deg,relative_0.25_r_fit,relative,0.014370,0.014370,0.003593,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
D,FAIR1M-v1.0,rotated_retinanet_psc,detection_score,geometry_normalized_severe,absolute_0.001,absolute,0.003058,0.003058,0.001000,False,False,,0.000000,,,,,0.000000,0.000000,0,646,1221,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
D,FAIR1M-v1.0,rotated_retinanet_psc,detection_score,geometry_normalized_severe,absolute_0.0025,absolute,0.003058,0.003058,0.002500,False,False,,0.000000,,,,,0.000000,0.000000,0,646,1221,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
D,FAIR1M-v1.0,rotated_retinanet_psc,detection_score,geometry_normalized_severe,absolute_0.005,absolute,0.003058,0.003058,0.005000,True,True,,0.000000,,,,,0.000000,0.000000,0,646,1221,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
D,FAIR1M-v1.0,rotated_retinanet_psc,detection_score,geometry_normalized_severe,absolute_0.01,absolute,0.003058,0.003058,0.010000,True,True,,0.000000,,,,,0.000000,0.000000,0,646,1221,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
D,FAIR1M-v1.0,rotated_retinanet_psc,detection_score,geometry_normalized_severe,relative_0.5_r_fit,relative,0.003058,0.003058,0.001529,False,False,,0.000000,,,,,0.000000,0.000000,0,646,1221,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
D,FAIR1M-v1.0,rotated_retinanet_psc,detection_score,geometry_normalized_severe,relative_0.25_r_fit,relative,0.003058,0.003058,0.000764,False,False,,0.000000,,,,,0.000000,0.000000,0,646,1221,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
D,FAIR1M-v1.0,rotated_retinanet_psc,tta_circular_consistency,geometry_normalized_severe,absolute_0.001,absolute,0.003058,0.003058,0.001000,False,False,,0.000000,,,,,0.000000,0.000000,0,646,1221,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
