evaluation_unit,dataset,score,alpha_label,statistical_level,nominal_sample_size,effective_exchangeable_units,risk_estimate,ucb,certified_coverage,nonempty_rate,selected_count,pass_fail,guarantee_relaxation
F,SODA-A,detection_score,absolute_0.0025,instance_iid_legacy,0,0,,,0.000000,0.000000,0,FAIL,AUDIT_ONLY_NOT_FORMAL
F,SODA-A,detection_score,absolute_0.0025,tile_image,4120,0,,,0.000000,0.000000,0,FAIL,FORMAL
F,SODA-A,detection_score,absolute_0.0025,mother_scene,417,0,,,0.000000,0.000000,0,FAIL,SENSITIVITY_SPLIT_OVERLAP
F,SODA-A,detection_score,absolute_0.005,instance_iid_legacy,0,0,,,0.000000,0.000000,0,FAIL,AUDIT_ONLY_NOT_FORMAL
F,SODA-A,detection_score,absolute_0.005,tile_image,4120,0,,,0.000000,0.000000,0,FAIL,FORMAL
F,SODA-A,detection_score,absolute_0.005,mother_scene,417,0,,,0.000000,0.000000,0,FAIL,SENSITIVITY_SPLIT_OVERLAP
F,SODA-A,detection_score,absolute_0.01,instance_iid_legacy,0,0,,,0.000000,0.000000,0,FAIL,AUDIT_ONLY_NOT_FORMAL
F,SODA-A,detection_score,absolute_0.01,tile_image,4120,0,,,0.000000,0.000000,0,FAIL,FORMAL
F,SODA-A,detection_score,absolute_0.01,mother_scene,417,0,,,0.000000,0.000000,0,FAIL,SENSITIVITY_SPLIT_OVERLAP
F,SODA-A,detection_score,relative_0.5_r_fit,instance_iid_legacy,0,0,,,0.000000,0.000000,0,FAIL,AUDIT_ONLY_NOT_FORMAL
F,SODA-A,detection_score,relative_0.5_r_fit,tile_image,4120,0,,,0.000000,0.000000,0,FAIL,FORMAL
F,SODA-A,detection_score,relative_0.5_r_fit,mother_scene,417,0,,,0.000000,0.000000,0,FAIL,SENSITIVITY_SPLIT_OVERLAP
F,SODA-A,detection_score,relative_0.25_r_fit,instance_iid_legacy,0,0,,,0.000000,0.000000,0,FAIL,AUDIT_ONLY_NOT_FORMAL
F,SODA-A,detection_score,relative_0.25_r_fit,tile_image,4120,0,,,0.000000,0.000000,0,FAIL,FORMAL
F,SODA-A,detection_score,relative_0.25_r_fit,mother_scene,417,0,,,0.000000,0.000000,0,FAIL,SENSITIVITY_SPLIT_OVERLAP
F,SODA-A,tta_circular_consistency,absolute_0.001,instance_iid_legacy,0,0,,,0.000000,0.000000,0,FAIL,AUDIT_ONLY_NOT_FORMAL
F,SODA-A,tta_circular_consistency,absolute_0.001,tile_image,4120,0,,,0.000000,0.000000,0,FAIL,FORMAL
F,SODA-A,tta_circular_consistency,absolute_0.001,mother_scene,417,0,,,0.000000,0.000000,0,FAIL,SENSITIVITY_SPLIT_OVERLAP
F,SODA-A,tta_circular_consistency,absolute_0.0025,instance_iid_legacy,0,0,,,0.000000,0.000000,0,FAIL,AUDIT_ONLY_NOT_FORMAL
F,SODA-A,tta_circular_consistency,absolute_0.0025,tile_image,4120,0,,,0.000000,0.000000,0,FAIL,FORMAL
F,SODA-A,tta_circular_consistency,absolute_0.0025,mother_scene,417,0,,,0.000000,0.000000,0,FAIL,SENSITIVITY_SPLIT_OVERLAP
F,SODA-A,tta_circular_consistency,absolute_0.005,instance_iid_legacy,0,0,,,0.000000,0.000000,0,FAIL,AUDIT_ONLY_NOT_FORMAL
F,SODA-A,tta_circular_consistency,absolute_0.005,tile_image,4120,0,,,0.000000,0.000000,0,FAIL,FORMAL
F,SODA-A,tta_circular_consistency,absolute_0.005,mother_scene,417,0,,,0.000000,0.000000,0,FAIL,SENSITIVITY_SPLIT_OVERLAP
F,SODA-A,tta_circular_consistency,absolute_0.01,instance_iid_legacy,120925,120925,0.005805,0.006095,1.000000,1.000000,120925,PASS,AUDIT_ONLY_NOT_FORMAL
F,SODA-A,tta_circular_consistency,absolute_0.01,tile_image,4120,4120,0.006244,0.008967,1.000000,1.000000,120925,PASS,FORMAL
F,SODA-A,tta_circular_consistency,absolute_0.01,mother_scene,417,417,0.005980,0.018026,1.000000,1.000000,120925,PASS,SENSITIVITY_SPLIT_OVERLAP
F,SODA-A,tta_circular_consistency,relative_0.5_r_fit,instance_iid_legacy,0,0,,,0.000000,0.000000,0,FAIL,AUDIT_ONLY_NOT_FORMAL
F,SODA-A,tta_circular_consistency,relative_0.5_r_fit,tile_image,4120,0,,,0.000000,0.000000,0,FAIL,FORMAL
F,SODA-A,tta_circular_consistency,relative_0.5_r_fit,mother_scene,417,0,,,0.000000,0.000000,0,FAIL,SENSITIVITY_SPLIT_OVERLAP
F,SODA-A,tta_circular_consistency,relative_0.25_r_fit,instance_iid_legacy,0,0,,,0.000000,0.000000,0,FAIL,AUDIT_ONLY_NOT_FORMAL
F,SODA-A,tta_circular_consistency,relative_0.25_r_fit,tile_image,4120,0,,,0.000000,0.000000,0,FAIL,FORMAL
F,SODA-A,tta_circular_consistency,relative_0.25_r_fit,mother_scene,417,0,,,0.000000,0.000000,0,FAIL,SENSITIVITY_SPLIT_OVERLAP
F,SODA-A,source_supervised_leave_geometry,absolute_0.001,instance_iid_legacy,0,0,,,0.000000,0.000000,0,FAIL,AUDIT_ONLY_NOT_FORMAL
F,SODA-A,source_supervised_leave_geometry,absolute_0.001,tile_image,4120,0,,,0.000000,0.000000,0,FAIL,FORMAL
F,SODA-A,source_supervised_leave_geometry,absolute_0.001,mother_scene,417,0,,,0.000000,0.000000,0,FAIL,SENSITIVITY_SPLIT_OVERLAP
F,SODA-A,source_supervised_leave_geometry,absolute_0.0025,instance_iid_legacy,0,0,,,0.000000,0.000000,0,FAIL,AUDIT_ONLY_NOT_FORMAL
F,SODA-A,source_supervised_leave_geometry,absolute_0.0025,tile_image,4120,0,,,0.000000,0.000000,0,FAIL,FORMAL
F,SODA-A,source_supervised_leave_geometry,absolute_0.0025,mother_scene,417,0,,,0.000000,0.000000,0,FAIL,SENSITIVITY_SPLIT_OVERLAP
F,SODA-A,source_supervised_leave_geometry,absolute_0.005,instance_iid_legacy,0,0,,,0.000000,0.000000,0,FAIL,AUDIT_ONLY_NOT_FORMAL
F,SODA-A,source_supervised_leave_geometry,absolute_0.005,tile_image,4120,0,,,0.000000,0.000000,0,FAIL,FORMAL
F,SODA-A,source_supervised_leave_geometry,absolute_0.005,mother_scene,417,0,,,0.000000,0.000000,0,FAIL,SENSITIVITY_SPLIT_OVERLAP
F,SODA-A,source_supervised_leave_geometry,absolute_0.01,instance_iid_legacy,0,0,,,0.000000,0.000000,0,FAIL,AUDIT_ONLY_NOT_FORMAL
F,SODA-A,source_supervised_leave_geometry,absolute_0.01,tile_image,4120,0,,,0.000000,0.000000,0,FAIL,FORMAL
F,SODA-A,source_supervised_leave_geometry,absolute_0.01,mother_scene,417,0,,,0.000000,0.000000,0,FAIL,SENSITIVITY_SPLIT_OVERLAP
F,SODA-A,source_supervised_leave_geometry,relative_0.5_r_fit,instance_iid_legacy,0,0,,,0.000000,0.000000,0,FAIL,AUDIT_ONLY_NOT_FORMAL
F,SODA-A,source_supervised_leave_geometry,relative_0.5_r_fit,tile_image,4120,0,,,0.000000,0.000000,0,FAIL,FORMAL
F,SODA-A,source_supervised_leave_geometry,relative_0.5_r_fit,mother_scene,417,0,,,0.000000,0.000000,0,FAIL,SENSITIVITY_SPLIT_OVERLAP
F,SODA-A,source_supervised_leave_geometry,relative_0.25_r_fit,instance_iid_legacy,0,0,,,0.000000,0.000000,0,FAIL,AUDIT_ONLY_NOT_FORMAL
F,SODA-A,source_supervised_leave_geometry,relative_0.25_r_fit,tile_image,4120,0,,,0.000000,0.000000,0,FAIL,FORMAL
F,SODA-A,source_supervised_leave_geometry,relative_0.25_r_fit,mother_scene,417,0,,,0.000000,0.000000,0,FAIL,SENSITIVITY_SPLIT_OVERLAP
F,SODA-A,target_gt_nonlinear_geometry_upper_bound,absolute_0.001,instance_iid_legacy,0,0,,,0.000000,0.000000,0,FAIL,AUDIT_ONLY_NOT_FORMAL
F,SODA-A,target_gt_nonlinear_geometry_upper_bound,absolute_0.001,tile_image,4120,0,,,0.000000,0.000000,0,FAIL,FORMAL
F,SODA-A,target_gt_nonlinear_geometry_upper_bound,absolute_0.001,mother_scene,417,0,,,0.000000,0.000000,0,FAIL,SENSITIVITY_SPLIT_OVERLAP
F,SODA-A,target_gt_nonlinear_geometry_upper_bound,absolute_0.0025,instance_iid_legacy,0,0,,,0.000000,0.000000,0,FAIL,AUDIT_ONLY_NOT_FORMAL
F,SODA-A,target_gt_nonlinear_geometry_upper_bound,absolute_0.0025,tile_image,4120,0,,,0.000000,0.000000,0,FAIL,FORMAL
F,SODA-A,target_gt_nonlinear_geometry_upper_bound,absolute_0.0025,mother_scene,417,0,,,0.000000,0.000000,0,FAIL,SENSITIVITY_SPLIT_OVERLAP
F,SODA-A,target_gt_nonlinear_geometry_upper_bound,absolute_0.005,instance_iid_legacy,0,0,,,0.000000,0.000000,0,FAIL,AUDIT_ONLY_NOT_FORMAL
F,SODA-A,target_gt_nonlinear_geometry_upper_bound,absolute_0.005,tile_image,4120,0,,,0.000000,0.000000,0,FAIL,FORMAL
F,SODA-A,target_gt_nonlinear_geometry_upper_bound,absolute_0.005,mother_scene,417,0,,,0.000000,0.000000,0,FAIL,SENSITIVITY_SPLIT_OVERLAP
F,SODA-A,target_gt_nonlinear_geometry_upper_bound,absolute_0.01,instance_iid_legacy,0,0,,,0.000000,0.000000,0,FAIL,AUDIT_ONLY_NOT_FORMAL
F,SODA-A,target_gt_nonlinear_geometry_upper_bound,absolute_0.01,tile_image,4120,0,,,0.000000,0.000000,0,FAIL,FORMAL
F,SODA-A,target_gt_nonlinear_geometry_upper_bound,absolute_0.01,mother_scene,417,0,,,0.000000,0.000000,0,FAIL,SENSITIVITY_SPLIT_OVERLAP
F,SODA-A,target_gt_nonlinear_geometry_upper_bound,relative_0.5_r_fit,instance_iid_legacy,0,0,,,0.000000,0.000000,0,FAIL,AUDIT_ONLY_NOT_FORMAL
F,SODA-A,target_gt_nonlinear_geometry_upper_bound,relative_0.5_r_fit,tile_image,4120,0,,,0.000000,0.000000,0,FAIL,FORMAL
F,SODA-A,target_gt_nonlinear_geometry_upper_bound,relative_0.5_r_fit,mother_scene,417,0,,,0.000000,0.000000,0,FAIL,SENSITIVITY_SPLIT_OVERLAP
F,SODA-A,target_gt_nonlinear_geometry_upper_bound,relative_0.25_r_fit,instance_iid_legacy,0,0,,,0.000000,0.000000,0,FAIL,AUDIT_ONLY_NOT_FORMAL
F,SODA-A,target_gt_nonlinear_geometry_upper_bound,relative_0.25_r_fit,tile_image,4120,0,,,0.000000,0.000000,0,FAIL,FORMAL
F,SODA-A,target_gt_nonlinear_geometry_upper_bound,relative_0.25_r_fit,mother_scene,417,0,,,0.000000,0.000000,0,FAIL,SENSITIVITY_SPLIT_OVERLAP
