evaluation_unit,dataset,score,risk_endpoint,alpha_label,alpha,grid_index,target_coverage,threshold,fit_nonempty_scenes,fit_conditional_risk,fit_hb_pvalue,ordering_tuple,split_fst_order,calibration_nonempty_scenes,calibration_conditional_risk,calibration_hb_pvalue,split_fst_pass,historical_pass,holm_pass,any_grid_pointwise_pass,scene_event_k,scene_event_n,scene_event_hb_scalar,scene_event_hb_exact_integer,scene_event_exact_match
C,DIOR-R,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.01,0.010000,4,0.200000,-1.514327,705,0.009968,0.999964,"(0.99996419637815581,-705,-0.20000000000000001,4)",4,755,0.009513,0.990858,False,False,False,False,23,755,1.000000,0.000033,False
C,DIOR-R,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.01,0.010000,5,0.300000,-1.662272,878,0.017932,1.000000,"(1,-878,-0.29999999999999999,5)",12,937,0.010649,1.000000,False,False,False,False,52,937,1.000000,0.000000,False
C,DIOR-R,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.01,0.010000,6,0.400000,-1.785382,962,0.019504,1.000000,"(1,-962,-0.40000000000000002,6)",11,1029,0.012303,1.000000,False,False,False,False,75,1029,1.000000,0.000000,False
C,DIOR-R,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.01,0.010000,7,0.500000,-1.923605,1052,0.022634,1.000000,"(1,-1052,-0.5,7)",10,1139,0.018130,1.000000,False,False,False,False,107,1139,1.000000,0.000000,False
C,DIOR-R,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.01,0.010000,8,0.600000,-2.090445,1202,0.035173,1.000000,"(1,-1202,-0.59999999999999998,8)",9,1280,0.024032,1.000000,False,False,False,False,125,1280,1.000000,0.000000,False
C,DIOR-R,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.01,0.010000,9,0.700000,-2.325412,1386,0.049321,1.000000,"(1,-1386,-0.69999999999999996,9)",8,1483,0.040331,1.000000,False,False,False,False,183,1483,1.000000,0.000000,False
C,DIOR-R,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.01,0.010000,10,0.800000,-2.488336,1498,0.056305,1.000000,"(1,-1498,-0.80000000000000004,10)",7,1608,0.049181,1.000000,False,False,False,False,228,1608,1.000000,0.000000,False
C,DIOR-R,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.01,0.010000,11,0.900000,-3.117068,1617,0.070400,1.000000,"(1,-1617,-0.90000000000000002,11)",6,1761,0.068983,1.000000,False,False,False,False,324,1761,1.000000,0.000000,False
C,DIOR-R,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.01,0.010000,12,1.000000,-27.005516,1731,0.105167,1.000000,"(1,-1731,-1,12)",5,1877,0.104204,1.000000,False,False,False,False,482,1877,1.000000,0.000000,False
C,DIOR-R,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.5_r_fit,0.052584,0,0.010000,-1.001680,185,0.000000,0.000046,"(4.5716416947101012e-05,-185,-0.01,0)",7,169,0.000000,0.000108,True,True,True,True,0,169,0.000108,0.000108,True
C,DIOR-R,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.5_r_fit,0.052584,1,0.025000,-1.001680,185,0.000000,0.000046,"(4.5716416947101012e-05,-185,-0.025000000000000001,1)",6,169,0.000000,0.000108,True,True,True,True,0,169,0.000108,0.000108,True
C,DIOR-R,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.5_r_fit,0.052584,2,0.050000,-1.023667,213,0.000000,0.000010,"(1.0074378079352736e-05,-213,-0.050000000000000003,2)",5,203,0.000000,0.000017,True,True,True,True,0,203,0.000017,0.000017,True
C,DIOR-R,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.5_r_fit,0.052584,3,0.100000,-1.265139,463,0.000900,0.000000,"(1.1619861147109459e-10,-463,-0.10000000000000001,3)",0,475,0.001353,0.000000,True,True,True,True,2,475,0.000000,0.000000,True
C,DIOR-R,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.5_r_fit,0.052584,4,0.200000,-1.514327,705,0.009968,0.000000,"(5.4777224464814602e-09,-705,-0.20000000000000001,4)",1,755,0.009513,0.000000,True,True,True,True,23,755,0.006470,0.006470,True
C,DIOR-R,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.5_r_fit,0.052584,5,0.300000,-1.662272,878,0.017932,0.000000,"(4.2853240112700906e-07,-878,-0.29999999999999999,5)",2,937,0.010649,0.000000,True,True,True,True,52,937,1.000000,0.924566,False
C,DIOR-R,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.5_r_fit,0.052584,6,0.400000,-1.785382,962,0.019504,0.000001,"(5.1858912767021677e-07,-962,-0.40000000000000002,6)",3,1029,0.012303,0.000000,True,True,True,True,75,1029,1.000000,0.021901,False
C,DIOR-R,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.5_r_fit,0.052584,7,0.500000,-1.923605,1052,0.022634,0.000003,"(2.9351556081697553e-06,-1052,-0.5,7)",4,1139,0.018130,0.000000,True,True,True,True,107,1139,1.000000,0.000000,False
C,DIOR-R,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.5_r_fit,0.052584,8,0.600000,-2.090445,1202,0.035173,0.010283,"(0.010283150117534674,-1202,-0.59999999999999998,8)",8,1280,0.024032,0.000001,True,True,True,True,125,1280,1.000000,0.000000,False
C,DIOR-R,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.5_r_fit,0.052584,9,0.700000,-2.325412,1386,0.049321,0.859807,"(0.85980727452516792,-1386,-0.69999999999999996,9)",9,1483,0.040331,0.049140,True,True,False,True,183,1483,1.000000,0.000000,False
C,DIOR-R,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.5_r_fit,0.052584,10,0.800000,-2.488336,1498,0.056305,1.000000,"(1,-1498,-0.80000000000000004,10)",12,1608,0.049181,0.826324,False,False,False,False,228,1608,1.000000,0.000000,False
C,DIOR-R,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.5_r_fit,0.052584,11,0.900000,-3.117068,1617,0.070400,1.000000,"(1,-1617,-0.90000000000000002,11)",11,1761,0.068983,1.000000,False,False,False,False,324,1761,1.000000,0.000000,False
C,DIOR-R,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.5_r_fit,0.052584,12,1.000000,-27.005516,1731,0.105167,1.000000,"(1,-1731,-1,12)",10,1877,0.104204,1.000000,False,False,False,False,482,1877,1.000000,0.000000,False
C,DIOR-R,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.25_r_fit,0.026292,0,0.010000,-1.001680,185,0.000000,0.007233,"(0.0072332919962492968,-185,-0.01,0)",3,169,0.000000,0.011078,True,True,True,True,0,169,0.011078,0.011078,False
C,DIOR-R,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.25_r_fit,0.026292,1,0.025000,-1.001680,185,0.000000,0.007233,"(0.0072332919962492968,-185,-0.025000000000000001,1)",2,169,0.000000,0.011078,True,True,True,True,0,169,0.011078,0.011078,False
C,DIOR-R,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.25_r_fit,0.026292,2,0.050000,-1.023667,213,0.000000,0.003430,"(0.0034303908684311111,-213,-0.050000000000000003,2)",1,203,0.000000,0.004478,True,True,True,True,0,203,0.004478,0.004478,False
C,DIOR-R,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.25_r_fit,0.026292,3,0.100000,-1.265139,463,0.000900,0.000027,"(2.7474004417530118e-05,-463,-0.10000000000000001,3)",0,475,0.001353,0.000042,True,True,True,True,2,475,0.000831,0.000831,True
C,DIOR-R,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.25_r_fit,0.026292,4,0.200000,-1.514327,705,0.009968,0.008327,"(0.0083272004855069939,-705,-0.20000000000000001,4)",4,755,0.009513,0.004191,True,True,True,True,23,755,1.000000,0.783184,False
C,DIOR-R,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.25_r_fit,0.026292,5,0.300000,-1.662272,878,0.017932,0.208861,"(0.20886050882521454,-878,-0.29999999999999999,5)",5,937,0.010649,0.001770,True,True,True,True,52,937,1.000000,0.000007,False
C,DIOR-R,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.25_r_fit,0.026292,6,0.400000,-1.785382,962,0.019504,0.322430,"(0.32242999125232052,-962,-0.40000000000000002,6)",6,1029,0.012303,0.005327,True,True,True,True,75,1029,1.000000,0.000000,False
C,DIOR-R,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.25_r_fit,0.026292,7,0.500000,-1.923605,1052,0.022634,0.749575,"(0.74957468830872143,-1052,-0.5,7)",7,1139,0.018130,0.144580,False,False,False,False,107,1139,1.000000,0.000000,False
C,DIOR-R,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.25_r_fit,0.026292,8,0.600000,-2.090445,1202,0.035173,1.000000,"(1,-1202,-0.59999999999999998,8)",12,1280,0.024032,0.876914,False,False,False,False,125,1280,1.000000,0.000000,False
C,DIOR-R,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.25_r_fit,0.026292,9,0.700000,-2.325412,1386,0.049321,1.000000,"(1,-1386,-0.69999999999999996,9)",11,1483,0.040331,1.000000,False,False,False,False,183,1483,1.000000,0.000000,False
C,DIOR-R,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.25_r_fit,0.026292,10,0.800000,-2.488336,1498,0.056305,1.000000,"(1,-1498,-0.80000000000000004,10)",10,1608,0.049181,1.000000,False,False,False,False,228,1608,1.000000,0.000000,False
C,DIOR-R,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.25_r_fit,0.026292,11,0.900000,-3.117068,1617,0.070400,1.000000,"(1,-1617,-0.90000000000000002,11)",9,1761,0.068983,1.000000,False,False,False,False,324,1761,1.000000,0.000000,False
C,DIOR-R,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.25_r_fit,0.026292,12,1.000000,-27.005516,1731,0.105167,1.000000,"(1,-1731,-1,12)",8,1877,0.104204,1.000000,False,False,False,False,482,1877,1.000000,0.000000,False
C,DIOR-R,detection_score,angle_error_gt_10deg,absolute_0.001,0.001000,0,0.010000,0.949482,74,0.000000,0.928637,"(0.92863731219356782,-74,-0.01,0)",5,80,0.000000,0.923079,False,False,False,False,0,80,0.923079,0.923079,False
C,DIOR-R,detection_score,angle_error_gt_10deg,absolute_0.001,0.001000,1,0.025000,0.930831,147,0.000000,0.863230,"(0.86323048806742719,-147,-0.025000000000000001,1)",4,168,0.000000,0.845283,False,False,False,False,0,168,0.845283,0.845283,False
C,DIOR-R,detection_score,angle_error_gt_10deg,absolute_0.001,0.001000,2,0.050000,0.908165,278,0.000000,0.757191,"(0.75719149892550786,-278,-0.050000000000000003,2)",3,279,0.000000,0.756434,False,False,False,False,0,279,0.756434,0.756434,False
C,DIOR-R,detection_score,angle_error_gt_10deg,absolute_0.001,0.001000,3,0.100000,0.884556,457,0.000000,0.633036,"(0.63303558466361054,-457,-0.10000000000000001,3)",0,469,0.000000,0.625481,False,False,False,False,0,469,0.625481,0.625481,False
C,DIOR-R,detection_score,angle_error_gt_10deg,absolute_0.001,0.001000,4,0.200000,0.849523,675,0.001481,1.000000,"(1,-675,-0.20000000000000001,4)",12,719,0.000000,0.487064,False,False,False,False,0,719,0.487064,0.487064,False
C,DIOR-R,detection_score,angle_error_gt_10deg,absolute_0.001,0.001000,5,0.300000,0.823447,803,0.000249,0.722369,"(0.72236906019102931,-803,-0.29999999999999999,5)",2,846,0.000000,0.428946,False,False,False,False,0,846,0.428946,0.428946,False
C,DIOR-R,detection_score,angle_error_gt_10deg,absolute_0.001,0.001000,6,0.400000,0.795286,893,0.000266,0.710621,"(0.71062088368272558,-893,-0.40000000000000002,6)",1,954,0.001136,1.000000,False,False,False,False,2,954,1.000000,0.647231,False
C,DIOR-R,detection_score,angle_error_gt_10deg,absolute_0.001,0.001000,7,0.500000,0.760475,973,0.002252,1.000000,"(1,-973,-0.5,7)",11,1037,0.001069,1.000000,False,False,False,False,5,1037,1.000000,0.020038,False
C,DIOR-R,detection_score,angle_error_gt_10deg,absolute_0.001,0.001000,8,0.600000,0.711475,1068,0.003065,1.000000,"(1,-1068,-0.59999999999999998,8)",10,1134,0.001903,1.000000,False,False,False,False,11,1134,1.000000,0.000000,False
C,DIOR-R,detection_score,angle_error_gt_10deg,absolute_0.001,0.001000,9,0.700000,0.632298,1194,0.008972,1.000000,"(1,-1194,-0.69999999999999996,9)",9,1282,0.008317,1.000000,False,False,False,False,24,1282,1.000000,0.000000,False
C,DIOR-R,detection_score,angle_error_gt_10deg,absolute_0.001,0.001000,10,0.800000,0.504762,1387,0.015061,1.000000,"(1,-1387,-0.80000000000000004,10)",8,1497,0.015070,1.000000,False,False,False,False,44,1497,1.000000,0.000000,False
C,DIOR-R,detection_score,angle_error_gt_10deg,absolute_0.001,0.001000,11,0.900000,0.288533,1582,0.018481,1.000000,"(1,-1582,-0.90000000000000002,11)",7,1710,0.022096,1.000000,False,False,False,False,81,1710,1.000000,0.000000,False
C,DIOR-R,detection_score,angle_error_gt_10deg,absolute_0.001,0.001000,12,1.000000,0.050148,1731,0.029779,1.000000,"(1,-1731,-1,12)",6,1877,0.030808,1.000000,False,False,False,False,150,1877,1.000000,0.000000,False
C,DIOR-R,detection_score,angle_error_gt_10deg,absolute_0.0025,0.002500,0,0.010000,0.949482,74,0.000000,0.830912,"(0.83091179375029778,-74,-0.01,0)",5,80,0.000000,0.818526,False,False,False,False,0,80,0.818526,0.818526,False
C,DIOR-R,detection_score,angle_error_gt_10deg,absolute_0.0025,0.002500,1,0.025000,0.930831,147,0.000000,0.692145,"(0.6921447709049674,-147,-0.025000000000000001,1)",4,168,0.000000,0.656701,False,False,False,False,0,168,0.656701,0.656701,False
C,DIOR-R,detection_score,angle_error_gt_10deg,absolute_0.0025,0.002500,2,0.050000,0.908165,278,0.000000,0.498640,"(0.49864034512836303,-278,-0.050000000000000003,2)",3,279,0.000000,0.497394,False,False,False,False,0,279,0.497394,0.497394,False
C,DIOR-R,detection_score,angle_error_gt_10deg,absolute_0.0025,0.002500,3,0.100000,0.884556,457,0.000000,0.318564,"(0.31856444054504179,-457,-0.10000000000000001,3)",2,469,0.000000,0.309138,False,False,False,False,0,469,0.309138,0.309138,False
C,DIOR-R,detection_score,angle_error_gt_10deg,absolute_0.0025,0.002500,4,0.200000,0.849523,675,0.001481,0.848231,"(0.84823061368888475,-675,-0.20000000000000001,4)",6,719,0.000000,0.165340,False,False,False,False,0,719,0.165340,0.165340,False
C,DIOR-R,detection_score,angle_error_gt_10deg,absolute_0.0025,0.002500,5,0.300000,0.823447,803,0.000249,0.259689,"(0.25968855485619013,-803,-0.29999999999999999,5)",1,846,0.000000,0.120314,False,False,False,False,0,846,0.120314,0.120314,False
C,DIOR-R,detection_score,angle_error_gt_10deg,absolute_0.0025,0.002500,6,0.400000,0.795286,893,0.000266,0.230897,"(0.23089714322720542,-893,-0.40000000000000002,6)",0,954,0.001136,0.639137,False,False,False,False,2,954,0.967564,0.967564,True
C,DIOR-R,detection_score,angle_error_gt_10deg,absolute_0.0025,0.002500,7,0.500000,0.760475,973,0.002252,0.987643,"(0.9876431170683061,-973,-0.5,7)",7,1037,0.001069,0.580625,False,False,False,False,5,1037,1.000000,0.415040,False
C,DIOR-R,detection_score,angle_error_gt_10deg,absolute_0.0025,0.002500,8,0.600000,0.711475,1068,0.003065,1.000000,"(1,-1068,-0.59999999999999998,8)",12,1134,0.001903,0.915464,False,False,False,False,11,1134,1.000000,0.001137,False
C,DIOR-R,detection_score,angle_error_gt_10deg,absolute_0.0025,0.002500,9,0.700000,0.632298,1194,0.008972,1.000000,"(1,-1194,-0.69999999999999996,9)",11,1282,0.008317,1.000000,False,False,False,False,24,1282,1.000000,0.000000,False
C,DIOR-R,detection_score,angle_error_gt_10deg,absolute_0.0025,0.002500,10,0.800000,0.504762,1387,0.015061,1.000000,"(1,-1387,-0.80000000000000004,10)",10,1497,0.015070,1.000000,False,False,False,False,44,1497,1.000000,0.000000,False
C,DIOR-R,detection_score,angle_error_gt_10deg,absolute_0.0025,0.002500,11,0.900000,0.288533,1582,0.018481,1.000000,"(1,-1582,-0.90000000000000002,11)",9,1710,0.022096,1.000000,False,False,False,False,81,1710,1.000000,0.000000,False
C,DIOR-R,detection_score,angle_error_gt_10deg,absolute_0.0025,0.002500,12,1.000000,0.050148,1731,0.029779,1.000000,"(1,-1731,-1,12)",8,1877,0.030808,1.000000,False,False,False,False,150,1877,1.000000,0.000000,False
C,DIOR-R,detection_score,angle_error_gt_10deg,absolute_0.005,0.005000,0,0.010000,0.949482,74,0.000000,0.690094,"(0.69009356218394835,-74,-0.01,0)",8,80,0.000000,0.669648,False,False,False,False,0,80,0.669648,0.669648,False
C,DIOR-R,detection_score,angle_error_gt_10deg,absolute_0.005,0.005000,1,0.025000,0.930831,147,0.000000,0.478622,"(0.47862223573529328,-147,-0.025000000000000001,1)",6,168,0.000000,0.430802,False,False,False,False,0,168,0.430802,0.430802,False
C,DIOR-R,detection_score,angle_error_gt_10deg,absolute_0.005,0.005000,2,0.050000,0.908165,278,0.000000,0.248208,"(0.24820838576585519,-278,-0.050000000000000003,2)",3,279,0.000000,0.246967,False,False,False,False,0,279,0.246967,0.246967,False
C,DIOR-R,detection_score,angle_error_gt_10deg,absolute_0.005,0.005000,3,0.100000,0.884556,457,0.000000,0.101192,"(0.10119240213198979,-457,-0.10000000000000001,3)",2,469,0.000000,0.095285,False,False,False,True,0,469,0.095285,0.095285,False
C,DIOR-R,detection_score,angle_error_gt_10deg,absolute_0.005,0.005000,4,0.200000,0.849523,675,0.001481,0.312610,"(0.31260996879808189,-675,-0.20000000000000001,4)",4,719,0.000000,0.027214,False,False,False,True,0,719,0.027214,0.027214,False
C,DIOR-R,detection_score,angle_error_gt_10deg,absolute_0.005,0.005000,5,0.300000,0.823447,803,0.000249,0.039788,"(0.039787661288139799,-803,-0.29999999999999999,5)",1,846,0.000000,0.014399,False,False,False,True,0,846,0.014399,0.014399,False
C,DIOR-R,detection_score,angle_error_gt_10deg,absolute_0.005,0.005000,6,0.400000,0.795286,893,0.000266,0.028964,"(0.028964277318803383,-893,-0.40000000000000002,6)",0,954,0.001136,0.123936,False,False,False,False,2,954,0.354999,0.354999,True
C,DIOR-R,detection_score,angle_error_gt_10deg,absolute_0.005,0.005000,7,0.500000,0.760475,973,0.002252,0.394595,"(0.39459531242000495,-973,-0.5,7)",5,1037,0.001069,0.093006,False,False,False,True,5,1037,0.996649,0.996649,True
C,DIOR-R,detection_score,angle_error_gt_10deg,absolute_0.005,0.005000,8,0.600000,0.711475,1068,0.003065,0.627164,"(0.62716403398047049,-1068,-0.59999999999999998,8)",7,1134,0.001903,0.238675,False,False,False,False,11,1134,1.000000,0.139126,False
C,DIOR-R,detection_score,angle_error_gt_10deg,absolute_0.005,0.005000,9,0.700000,0.632298,1194,0.008972,1.000000,"(1,-1194,-0.69999999999999996,9)",12,1282,0.008317,1.000000,False,False,False,False,24,1282,1.000000,0.000001,False
C,DIOR-R,detection_score,angle_error_gt_10deg,absolute_0.005,0.005000,10,0.800000,0.504762,1387,0.015061,1.000000,"(1,-1387,-0.80000000000000004,10)",11,1497,0.015070,1.000000,False,False,False,False,44,1497,1.000000,0.000000,False
C,DIOR-R,detection_score,angle_error_gt_10deg,absolute_0.005,0.005000,11,0.900000,0.288533,1582,0.018481,1.000000,"(1,-1582,-0.90000000000000002,11)",10,1710,0.022096,1.000000,False,False,False,False,81,1710,1.000000,0.000000,False
C,DIOR-R,detection_score,angle_error_gt_10deg,absolute_0.005,0.005000,12,1.000000,0.050148,1731,0.029779,1.000000,"(1,-1731,-1,12)",9,1877,0.030808,1.000000,False,False,False,False,150,1877,1.000000,0.000000,False
C,DIOR-R,detection_score,angle_error_gt_10deg,absolute_0.01,0.010000,0,0.010000,0.949482,74,0.000000,0.475340,"(0.47534004285117104,-74,-0.01,0)",8,80,0.000000,0.447523,False,False,False,False,0,80,0.447523,0.447523,False
C,DIOR-R,detection_score,angle_error_gt_10deg,absolute_0.01,0.010000,1,0.025000,0.930831,147,0.000000,0.228230,"(0.22823046094173965,-147,-0.025000000000000001,1)",7,168,0.000000,0.184805,False,False,False,False,0,168,0.184805,0.184805,False
C,DIOR-R,detection_score,angle_error_gt_10deg,absolute_0.01,0.010000,2,0.050000,0.908165,278,0.000000,0.061176,"(0.061176425948483971,-278,-0.050000000000000003,2)",6,279,0.000000,0.060565,True,False,False,True,0,279,0.060565,0.060565,False
C,DIOR-R,detection_score,angle_error_gt_10deg,absolute_0.01,0.010000,3,0.100000,0.884556,457,0.000000,0.010122,"(0.010122410274478378,-457,-0.10000000000000001,3)",2,469,0.000000,0.008972,True,False,True,True,0,469,0.008972,0.008972,False
C,DIOR-R,detection_score,angle_error_gt_10deg,absolute_0.01,0.010000,4,0.200000,0.849523,675,0.001481,0.020960,"(0.020960302923316586,-675,-0.20000000000000001,4)",4,719,0.000000,0.000727,True,False,True,True,0,719,0.000727,0.000727,False
C,DIOR-R,detection_score,angle_error_gt_10deg,absolute_0.01,0.010000,5,0.300000,0.823447,803,0.000249,0.000801,"(0.00080079142042090157,-803,-0.29999999999999999,5)",1,846,0.000000,0.000203,True,False,True,True,0,846,0.000203,0.000203,False
C,DIOR-R,detection_score,angle_error_gt_10deg,absolute_0.01,0.010000,6,0.400000,0.795286,893,0.000266,0.000380,"(0.00038018714508101744,-893,-0.40000000000000002,6)",0,954,0.001136,0.002160,True,False,True,True,2,954,0.010624,0.010624,True
C,DIOR-R,detection_score,angle_error_gt_10deg,absolute_0.01,0.010000,7,0.500000,0.760475,973,0.002252,0.013542,"(0.013542374863608327,-973,-0.5,7)",3,1037,0.001069,0.001086,True,False,True,True,5,1037,0.145370,0.145370,True
C,DIOR-R,detection_score,angle_error_gt_10deg,absolute_0.01,0.010000,8,0.600000,0.711475,1068,0.003065,0.028400,"(0.028399832828545434,-1068,-0.59999999999999998,8)",5,1134,0.001903,0.003557,True,False,True,True,11,1134,0.994813,0.994813,True
C,DIOR-R,detection_score,angle_error_gt_10deg,absolute_0.01,0.010000,9,0.700000,0.632298,1194,0.008972,0.936132,"(0.93613213456193245,-1194,-0.69999999999999996,9)",9,1282,0.008317,0.823242,False,False,False,False,24,1282,1.000000,0.019870,False
C,DIOR-R,detection_score,angle_error_gt_10deg,absolute_0.01,0.010000,10,0.800000,0.504762,1387,0.015061,1.000000,"(1,-1387,-0.80000000000000004,10)",12,1497,0.015070,1.000000,False,False,False,False,44,1497,1.000000,0.000000,False
C,DIOR-R,detection_score,angle_error_gt_10deg,absolute_0.01,0.010000,11,0.900000,0.288533,1582,0.018481,1.000000,"(1,-1582,-0.90000000000000002,11)",11,1710,0.022096,1.000000,False,False,False,False,81,1710,1.000000,0.000000,False
C,DIOR-R,detection_score,angle_error_gt_10deg,absolute_0.01,0.010000,12,1.000000,0.050148,1731,0.029779,1.000000,"(1,-1731,-1,12)",10,1877,0.030808,1.000000,False,False,False,False,150,1877,1.000000,0.000000,False
C,DIOR-R,detection_score,angle_error_gt_10deg,relative_0.5_r_fit,0.014889,0,0.010000,0.949482,74,0.000000,0.329525,"(0.32952541749268632,-74,-0.01,0)",9,80,0.000000,0.301161,False,False,False,False,0,80,0.301161,0.301161,False
C,DIOR-R,detection_score,angle_error_gt_10deg,relative_0.5_r_fit,0.014889,1,0.025000,0.930831,147,0.000000,0.110228,"(0.11022823475381453,-147,-0.025000000000000001,1)",7,168,0.000000,0.080441,True,False,False,True,0,168,0.080441,0.080441,False
C,DIOR-R,detection_score,angle_error_gt_10deg,relative_0.5_r_fit,0.014889,2,0.050000,0.908165,278,0.000000,0.015446,"(0.015446352396131841,-278,-0.050000000000000003,2)",6,279,0.000000,0.015216,True,False,False,True,0,279,0.015216,0.015216,False
C,DIOR-R,detection_score,angle_error_gt_10deg,relative_0.5_r_fit,0.014889,3,0.100000,0.884556,457,0.000000,0.001054,"(0.001053509178532405,-457,-0.10000000000000001,3)",4,469,0.000000,0.000880,True,False,True,True,0,469,0.000880,0.000880,False
C,DIOR-R,detection_score,angle_error_gt_10deg,relative_0.5_r_fit,0.014889,4,0.200000,0.849523,675,0.001481,0.001109,"(0.0011092621408332693,-675,-0.20000000000000001,4)",5,719,0.000000,0.000021,True,False,True,True,0,719,0.000021,0.000021,True
C,DIOR-R,detection_score,angle_error_gt_10deg,relative_0.5_r_fit,0.014889,5,0.300000,0.823447,803,0.000249,0.000016,"(1.628947102932542e-05,-803,-0.29999999999999999,5)",1,846,0.000000,0.000003,True,False,True,True,0,846,0.000003,0.000003,True
C,DIOR-R,detection_score,angle_error_gt_10deg,relative_0.5_r_fit,0.014889,6,0.400000,0.795286,893,0.000266,0.000005,"(5.027749308138832e-06,-893,-0.40000000000000002,6)",0,954,0.001136,0.000030,True,False,True,True,2,954,0.000197,0.000197,True
C,DIOR-R,detection_score,angle_error_gt_10deg,relative_0.5_r_fit,0.014889,7,0.500000,0.760475,973,0.002252,0.000265,"(0.00026486868733821117,-973,-0.5,7)",2,1037,0.001069,0.000010,True,False,True,True,5,1037,0.005285,0.005285,True
C,DIOR-R,detection_score,angle_error_gt_10deg,relative_0.5_r_fit,0.014889,8,0.600000,0.711475,1068,0.003065,0.000537,"(0.00053685093453807807,-1068,-0.59999999999999998,8)",3,1134,0.001903,0.000031,True,False,True,True,11,1134,0.237114,0.237114,True
C,DIOR-R,detection_score,angle_error_gt_10deg,relative_0.5_r_fit,0.014889,9,0.700000,0.632298,1194,0.008972,0.160986,"(0.16098620551779233,-1194,-0.69999999999999996,9)",8,1282,0.008317,0.087828,True,False,False,True,24,1282,1.000000,0.552468,False
C,DIOR-R,detection_score,angle_error_gt_10deg,relative_0.5_r_fit,0.014889,10,0.800000,0.504762,1387,0.015061,1.000000,"(1,-1387,-0.80000000000000004,10)",12,1497,0.015070,1.000000,False,False,False,False,44,1497,1.000000,0.000231,False
C,DIOR-R,detection_score,angle_error_gt_10deg,relative_0.5_r_fit,0.014889,11,0.900000,0.288533,1582,0.018481,1.000000,"(1,-1582,-0.90000000000000002,11)",11,1710,0.022096,1.000000,False,False,False,False,81,1710,1.000000,0.000000,False
C,DIOR-R,detection_score,angle_error_gt_10deg,relative_0.5_r_fit,0.014889,12,1.000000,0.050148,1731,0.029779,1.000000,"(1,-1731,-1,12)",10,1877,0.030808,1.000000,False,False,False,False,150,1877,1.000000,0.000000,False
C,DIOR-R,detection_score,angle_error_gt_10deg,relative_0.25_r_fit,0.007445,0,0.010000,0.949482,74,0.000000,0.575239,"(0.57523922504464786,-74,-0.01,0)",8,80,0.000000,0.550018,False,False,False,False,0,80,0.550018,0.550018,False
C,DIOR-R,detection_score,angle_error_gt_10deg,relative_0.25_r_fit,0.007445,1,0.025000,0.930831,147,0.000000,0.333382,"(0.33338209830651966,-147,-0.025000000000000001,1)",7,168,0.000000,0.284965,False,False,False,False,0,168,0.284965,0.284965,False
C,DIOR-R,detection_score,angle_error_gt_10deg,relative_0.25_r_fit,0.007445,2,0.050000,0.908165,278,0.000000,0.125259,"(0.1252590754144996,-278,-0.050000000000000003,2)",5,279,0.000000,0.124327,False,False,False,False,0,279,0.124327,0.124327,False
