dataset,replicate,delta_nrc
FAIR1M-v1.0,8491,0.20835539781067847
FAIR1M-v1.0,8492,0.2728920706442768
FAIR1M-v1.0,8493,0.21818488898787813
FAIR1M-v1.0,8494,0.22685317814024264
FAIR1M-v1.0,8495,0.28054773258896304
FAIR1M-v1.0,8496,0.1981633629045667
FAIR1M-v1.0,8497,0.2676637910786078
FAIR1M-v1.0,8498,0.25872179173510756
FAIR1M-v1.0,8499,0.22168840032383963
FAIR1M-v1.0,8500,0.23254812739346054
FAIR1M-v1.0,8501,0.21252161957856974
FAIR1M-v1.0,8502,0.2167980693205549
FAIR1M-v1.0,8503,0.22348182564640062
FAIR1M-v1.0,8504,0.2767152937322912
FAIR1M-v1.0,8505,0.22424428937702034
FAIR1M-v1.0,8506,0.2490537618291696
FAIR1M-v1.0,8507,0.21664988328310064
FAIR1M-v1.0,8508,0.27124385814879026
FAIR1M-v1.0,8509,0.19777059219623627
FAIR1M-v1.0,8510,0.19601690329226684
FAIR1M-v1.0,8511,0.23273794161138006
FAIR1M-v1.0,8512,0.2163833004932214
FAIR1M-v1.0,8513,0.23116685300874584
FAIR1M-v1.0,8514,0.233431368868234
FAIR1M-v1.0,8515,0.23690072908899107
FAIR1M-v1.0,8516,0.2599587416168676
FAIR1M-v1.0,8517,0.25419620616389427
FAIR1M-v1.0,8518,0.26773453685977244
FAIR1M-v1.0,8519,0.2384735918015719
FAIR1M-v1.0,8520,0.25607636483122753
FAIR1M-v1.0,8521,0.24241241076617226
FAIR1M-v1.0,8522,0.21730532160077276
FAIR1M-v1.0,8523,0.2240224512888237
FAIR1M-v1.0,8524,0.2303252489291181
FAIR1M-v1.0,8525,0.2152707648378035
FAIR1M-v1.0,8526,0.2665106281525286
FAIR1M-v1.0,8527,0.23033410422783462
FAIR1M-v1.0,8528,0.24124054044691856
FAIR1M-v1.0,8529,0.18546614338088818
FAIR1M-v1.0,8530,0.21595015824451091
FAIR1M-v1.0,8531,0.2345660212597025
FAIR1M-v1.0,8532,0.2224730397210969
FAIR1M-v1.0,8533,0.21786612646825065
FAIR1M-v1.0,8534,0.2354260239664142
FAIR1M-v1.0,8535,0.2543935314282557
FAIR1M-v1.0,8536,0.22207223874653437
FAIR1M-v1.0,8537,0.24758877658076983
FAIR1M-v1.0,8538,0.22138717949828024
FAIR1M-v1.0,8539,0.2533899002730795
FAIR1M-v1.0,8540,0.2894027577668943
FAIR1M-v1.0,8541,0.2530446589244576
FAIR1M-v1.0,8542,0.2316794669287483
FAIR1M-v1.0,8543,0.24696531661021592
FAIR1M-v1.0,8544,0.24823569960562242
FAIR1M-v1.0,8545,0.25611779752451913
FAIR1M-v1.0,8546,0.22873077219852023
FAIR1M-v1.0,8547,0.2678468464514603
FAIR1M-v1.0,8548,0.2531929630341305
FAIR1M-v1.0,8549,0.24933735055532036
FAIR1M-v1.0,8550,0.2447091106754654
FAIR1M-v1.0,8551,0.278914440157796
FAIR1M-v1.0,8552,0.24316417809204016
FAIR1M-v1.0,8553,0.26225449015309965
FAIR1M-v1.0,8554,0.22290382407183162
FAIR1M-v1.0,8555,0.2531687088496911
FAIR1M-v1.0,8556,0.22074934089657738
FAIR1M-v1.0,8557,0.2513540098551127
FAIR1M-v1.0,8558,0.2633028959525334
FAIR1M-v1.0,8559,0.2620121979328752
FAIR1M-v1.0,8560,0.21520099670729442
FAIR1M-v1.0,8561,0.27170923410372494
FAIR1M-v1.0,8562,0.2661692537215231
FAIR1M-v1.0,8563,0.25565239784380633
FAIR1M-v1.0,8564,0.2345120373591082
FAIR1M-v1.0,8565,0.23233594436034244
FAIR1M-v1.0,8566,0.21666538560285353
FAIR1M-v1.0,8567,0.259234633935552
FAIR1M-v1.0,8568,0.21892280526972008
FAIR1M-v1.0,8569,0.2590516827702227
FAIR1M-v1.0,8570,0.22229896743535182
FAIR1M-v1.0,8571,0.2460916402064297
FAIR1M-v1.0,8572,0.26054834395934245
FAIR1M-v1.0,8573,0.19902313313189435
FAIR1M-v1.0,8574,0.22012121684070707
FAIR1M-v1.0,8575,0.200900346327063
FAIR1M-v1.0,8576,0.24254322591160216
FAIR1M-v1.0,8577,0.23453352989829768
FAIR1M-v1.0,8578,0.2513568654933983
FAIR1M-v1.0,8579,0.2270608142082018
FAIR1M-v1.0,8580,0.26427693252006723
FAIR1M-v1.0,8581,0.20214207584681465
FAIR1M-v1.0,8582,0.23773505169739195
FAIR1M-v1.0,8583,0.2572670190480818
FAIR1M-v1.0,8584,0.23611232592117815
FAIR1M-v1.0,8585,0.19971397121045864
FAIR1M-v1.0,8586,0.20051589490364907
FAIR1M-v1.0,8587,0.23053190449648986
FAIR1M-v1.0,8588,0.2510816789644248
FAIR1M-v1.0,8589,0.22392545911411366
FAIR1M-v1.0,8590,0.2349314643712005
FAIR1M-v1.0,8591,0.235545718323402
FAIR1M-v1.0,8592,0.20960230344249986
FAIR1M-v1.0,8593,0.2739148923886132
FAIR1M-v1.0,8594,0.2853775487212774
FAIR1M-v1.0,8595,0.25199842157010344
FAIR1M-v1.0,8596,0.21262092867277949
FAIR1M-v1.0,8597,0.235120876904502
FAIR1M-v1.0,8598,0.21069497028029116
FAIR1M-v1.0,8599,0.21589019335957493
FAIR1M-v1.0,8600,0.2244257277802676
FAIR1M-v1.0,8601,0.22195566130156497
FAIR1M-v1.0,8602,0.24477397654019517
FAIR1M-v1.0,8603,0.23388886244186424
FAIR1M-v1.0,8604,0.24521301359191516
FAIR1M-v1.0,8605,0.24302044397131095
FAIR1M-v1.0,8606,0.2686411659769331
FAIR1M-v1.0,8607,0.24929341126898563
FAIR1M-v1.0,8608,0.2947320399259763
FAIR1M-v1.0,8609,0.28802339244606656
FAIR1M-v1.0,8610,0.2589682116776223
FAIR1M-v1.0,8611,0.26083611218156744
FAIR1M-v1.0,8612,0.20252936979129443
FAIR1M-v1.0,8613,0.2719661320787401
FAIR1M-v1.0,8614,0.2676993244227349
FAIR1M-v1.0,8615,0.22113209506098486
FAIR1M-v1.0,8616,0.22177195476385192
FAIR1M-v1.0,8617,0.27541337120873477
FAIR1M-v1.0,8618,0.21025218631421694
FAIR1M-v1.0,8619,0.24231184642553993
FAIR1M-v1.0,8620,0.2477840428041973
FAIR1M-v1.0,8621,0.2756214661080687
FAIR1M-v1.0,8622,0.23727740715530843
FAIR1M-v1.0,8623,0.20142149297023093
FAIR1M-v1.0,8624,0.2306908515155709
FAIR1M-v1.0,8625,0.24617045585800856
FAIR1M-v1.0,8626,0.22119822801438083
FAIR1M-v1.0,8627,0.23616164883954982
FAIR1M-v1.0,8628,0.2324020300223295
FAIR1M-v1.0,8629,0.24570012795829277
FAIR1M-v1.0,8630,0.25249415635988404
FAIR1M-v1.0,8631,0.25525015778464955
FAIR1M-v1.0,8632,0.24192071274431015
FAIR1M-v1.0,8633,0.2750574609619457
FAIR1M-v1.0,8634,0.23034798142173396
FAIR1M-v1.0,8635,0.221279634259968
FAIR1M-v1.0,8636,0.23406545642363896
FAIR1M-v1.0,8637,0.21370039638143723
FAIR1M-v1.0,8638,0.2814446184617442
FAIR1M-v1.0,8639,0.27900141542424606
FAIR1M-v1.0,8640,0.22821809251754854
FAIR1M-v1.0,8641,0.23695865087711687
FAIR1M-v1.0,8642,0.2351651711381767
FAIR1M-v1.0,8643,0.23010880543355272
FAIR1M-v1.0,8644,0.22643418098390533
FAIR1M-v1.0,8645,0.22667448280571012
FAIR1M-v1.0,8646,0.28588252417795923
FAIR1M-v1.0,8647,0.24743169562137035
FAIR1M-v1.0,8648,0.23890895283980507
FAIR1M-v1.0,8649,0.24960072863986094
FAIR1M-v1.0,8650,0.24091910178247444
FAIR1M-v1.0,8651,0.2506691476464835
FAIR1M-v1.0,8652,0.22886776895941618
FAIR1M-v1.0,8653,0.22239479491703984
FAIR1M-v1.0,8654,0.25556386395759234
FAIR1M-v1.0,8655,0.21402948759805118
FAIR1M-v1.0,8656,0.21901902980748755
FAIR1M-v1.0,8657,0.24042504904098683
FAIR1M-v1.0,8658,0.21923154499174535
FAIR1M-v1.0,8659,0.23117123667638984
FAIR1M-v1.0,8660,0.2399135161709094
FAIR1M-v1.0,8661,0.25058790362348105
FAIR1M-v1.0,8662,0.2629694914910229
FAIR1M-v1.0,8663,0.2131163893186938
FAIR1M-v1.0,8664,0.2584408593095755
FAIR1M-v1.0,8665,0.25243893401000506
FAIR1M-v1.0,8666,0.248936606954415
FAIR1M-v1.0,8667,0.21786349750954503
FAIR1M-v1.0,8668,0.25151517591659156
FAIR1M-v1.0,8669,0.24898775769972337
FAIR1M-v1.0,8670,0.24623204757478878
FAIR1M-v1.0,8671,0.3033723163889869
FAIR1M-v1.0,8672,0.2428724382850631
FAIR1M-v1.0,8673,0.22576008419036142
FAIR1M-v1.0,8674,0.24480841823581156
FAIR1M-v1.0,8675,0.2362851971991644
FAIR1M-v1.0,8676,0.28147378934205536
FAIR1M-v1.0,8677,0.24200330408431714
FAIR1M-v1.0,8678,0.28121098007541956
FAIR1M-v1.0,8679,0.2492930868167743
FAIR1M-v1.0,8680,0.2384739763904108
FAIR1M-v1.0,8681,0.24803257957461056
FAIR1M-v1.0,8682,0.19637288470569458
FAIR1M-v1.0,8683,0.2420383650804835
FAIR1M-v1.0,8684,0.25878548989950423
FAIR1M-v1.0,8685,0.3178662617096786
FAIR1M-v1.0,8686,0.26172651674722847
FAIR1M-v1.0,8687,0.2923537211280772
FAIR1M-v1.0,8688,0.24842304193331444
FAIR1M-v1.0,8689,0.20803785934390628
FAIR1M-v1.0,8690,0.20728608941239568
FAIR1M-v1.0,8691,0.2715608569190935
FAIR1M-v1.0,8692,0.26345362429165575
FAIR1M-v1.0,8693,0.2553392632939139
FAIR1M-v1.0,8694,0.219948553705426
FAIR1M-v1.0,8695,0.22793168644048323
FAIR1M-v1.0,8696,0.19849469708598366
FAIR1M-v1.0,8697,0.23845704539859192
FAIR1M-v1.0,8698,0.21229455048550405
FAIR1M-v1.0,8699,0.2446230872780244
FAIR1M-v1.0,8700,0.21004536463872936
FAIR1M-v1.0,8701,0.2568663835363072
FAIR1M-v1.0,8702,0.2784591299213255
FAIR1M-v1.0,8703,0.2553214890828185
FAIR1M-v1.0,8704,0.2747713884206463
FAIR1M-v1.0,8705,0.21265789277361147
FAIR1M-v1.0,8706,0.2562919533317233
FAIR1M-v1.0,8707,0.2455248881706753
FAIR1M-v1.0,8708,0.2115552579768737
FAIR1M-v1.0,8709,0.2504210572572563
FAIR1M-v1.0,8710,0.28972050240873193
FAIR1M-v1.0,8711,0.2263044293145935
FAIR1M-v1.0,8712,0.23598137515670048
FAIR1M-v1.0,8713,0.24934895979311333
FAIR1M-v1.0,8714,0.30548993774125854
FAIR1M-v1.0,8715,0.23797076681216156
FAIR1M-v1.0,8716,0.24250633134623223
FAIR1M-v1.0,8717,0.23284719796153408
FAIR1M-v1.0,8718,0.23691196461791486
FAIR1M-v1.0,8719,0.26925744148874886
FAIR1M-v1.0,8720,0.24977325878607592
FAIR1M-v1.0,8721,0.24126100312977394
FAIR1M-v1.0,8722,0.2174437243093783
FAIR1M-v1.0,8723,0.2620939725172102
FAIR1M-v1.0,8724,0.21903753444197416
FAIR1M-v1.0,8725,0.21017367305268952
FAIR1M-v1.0,8726,0.19481214570239103
FAIR1M-v1.0,8727,0.22079369677669225
FAIR1M-v1.0,8728,0.20210844864340183
FAIR1M-v1.0,8729,0.26382076110294495
FAIR1M-v1.0,8730,0.22615953459508098
FAIR1M-v1.0,8731,0.27159134231864734
FAIR1M-v1.0,8732,0.23106806625830667
FAIR1M-v1.0,8733,0.29160731943504337
FAIR1M-v1.0,8734,0.2371844838657038
FAIR1M-v1.0,8735,0.24079152112446123
FAIR1M-v1.0,8736,0.26053843656210074
FAIR1M-v1.0,8737,0.2691068529967726
FAIR1M-v1.0,8738,0.2019288598553597
FAIR1M-v1.0,8739,0.2680060151299266
FAIR1M-v1.0,8740,0.2635172156900396
FAIR1M-v1.0,8741,0.229683483800609
FAIR1M-v1.0,8742,0.21872040493239464
FAIR1M-v1.0,8743,0.22813508914189107
FAIR1M-v1.0,8744,0.24967217252250584
FAIR1M-v1.0,8745,0.2487886374606798
FAIR1M-v1.0,8746,0.21490108366037242
FAIR1M-v1.0,8747,0.23002701277168724
FAIR1M-v1.0,8748,0.27363724527038047
FAIR1M-v1.0,8749,0.2607737136532827
FAIR1M-v1.0,8750,0.24657046084296252
FAIR1M-v1.0,8751,0.23842227538744631
FAIR1M-v1.0,8752,0.2370718775271765
FAIR1M-v1.0,8753,0.2859690158609255
FAIR1M-v1.0,8754,0.1949741872793297
FAIR1M-v1.0,8755,0.2433305930972831
FAIR1M-v1.0,8756,0.20053268438457017
FAIR1M-v1.0,8757,0.23256263498482388
FAIR1M-v1.0,8758,0.27001742890186375
FAIR1M-v1.0,8759,0.21840265834650985
FAIR1M-v1.0,8760,0.2135752414504707
FAIR1M-v1.0,8761,0.2707897000033411
FAIR1M-v1.0,8762,0.26637248525132384
FAIR1M-v1.0,8763,0.24677312411796448
FAIR1M-v1.0,8764,0.252577557479276
FAIR1M-v1.0,8765,0.23327571947373682
FAIR1M-v1.0,8766,0.21186016420907594
FAIR1M-v1.0,8767,0.26142159991657543
FAIR1M-v1.0,8768,0.21366279437077573
FAIR1M-v1.0,8769,0.21619949278563233
FAIR1M-v1.0,8770,0.2485342491313477
FAIR1M-v1.0,8771,0.2525894825999728
FAIR1M-v1.0,8772,0.27559544787893697
FAIR1M-v1.0,8773,0.2402777747354986
FAIR1M-v1.0,8774,0.24577379734230898
FAIR1M-v1.0,8775,0.1715813336840586
FAIR1M-v1.0,8776,0.1514720044859953
FAIR1M-v1.0,8777,0.20728229201986226
FAIR1M-v1.0,8778,0.20047795136064261
FAIR1M-v1.0,8779,0.2410961782600589
FAIR1M-v1.0,8780,0.25897452370986684
FAIR1M-v1.0,8781,0.22720221068671997
FAIR1M-v1.0,8782,0.2757944188781114
FAIR1M-v1.0,8783,0.2698915362704367
FAIR1M-v1.0,8784,0.26531585623028586
FAIR1M-v1.0,8785,0.24880585552549617
FAIR1M-v1.0,8786,0.2379319265100699
FAIR1M-v1.0,8787,0.23447695309226646
FAIR1M-v1.0,8788,0.25296677939059853
FAIR1M-v1.0,8789,0.24587899592641715
FAIR1M-v1.0,8790,0.1779147425356088
FAIR1M-v1.0,8791,0.24023598475335495
FAIR1M-v1.0,8792,0.26339339583338606
FAIR1M-v1.0,8793,0.2155110212872805
FAIR1M-v1.0,8794,0.23535157977376409
FAIR1M-v1.0,8795,0.24810800541535305
FAIR1M-v1.0,8796,0.20423419952112076
FAIR1M-v1.0,8797,0.23993931695163306
FAIR1M-v1.0,8798,0.20781813844973163
FAIR1M-v1.0,8799,0.20118353923858856
FAIR1M-v1.0,8800,0.25825095383898333
FAIR1M-v1.0,8801,0.22351614726753943
FAIR1M-v1.0,8802,0.2480383176578459
FAIR1M-v1.0,8803,0.2137994358422357
FAIR1M-v1.0,8804,0.24295100694342686
FAIR1M-v1.0,8805,0.244321921760968
FAIR1M-v1.0,8806,0.19763058636267883
FAIR1M-v1.0,8807,0.23680034702836128
FAIR1M-v1.0,8808,0.21966710395222233
FAIR1M-v1.0,8809,0.22919850680786735
FAIR1M-v1.0,8810,0.27632176113137297
FAIR1M-v1.0,8811,0.28693703619811195
FAIR1M-v1.0,8812,0.23152650348223835
FAIR1M-v1.0,8813,0.25997314153279594
FAIR1M-v1.0,8814,0.2472606467165288
FAIR1M-v1.0,8815,0.2467967664648243
FAIR1M-v1.0,8816,0.23682733333584483
FAIR1M-v1.0,8817,0.23222631390524529
FAIR1M-v1.0,8818,0.23624204407352511
FAIR1M-v1.0,8819,0.2604128994236139
FAIR1M-v1.0,8820,0.2666427865702653
FAIR1M-v1.0,8821,0.2283690521844548
FAIR1M-v1.0,8822,0.2229110608789947
FAIR1M-v1.0,8823,0.25448930644133305
FAIR1M-v1.0,8824,0.27233854755338816
FAIR1M-v1.0,8825,0.2516047789321222
FAIR1M-v1.0,8826,0.2330759936802247
FAIR1M-v1.0,8827,0.24085785154588113
FAIR1M-v1.0,8828,0.20405440280981313
FAIR1M-v1.0,8829,0.2414354047921765
FAIR1M-v1.0,8830,0.2790648008541846
FAIR1M-v1.0,8831,0.2628805195474835
FAIR1M-v1.0,8832,0.27934681321205324
FAIR1M-v1.0,8833,0.23823302603719565
FAIR1M-v1.0,8834,0.23354223721370182
FAIR1M-v1.0,8835,0.19904285792931597
FAIR1M-v1.0,8836,0.23946855041144754
FAIR1M-v1.0,8837,0.2512347078896847
FAIR1M-v1.0,8838,0.271736270040994
FAIR1M-v1.0,8839,0.24966504815278
FAIR1M-v1.0,8840,0.24886365457413506
FAIR1M-v1.0,8841,0.2269614874294994
FAIR1M-v1.0,8842,0.22275038369685662
FAIR1M-v1.0,8843,0.213846447759668
FAIR1M-v1.0,8844,0.24873009097240695
FAIR1M-v1.0,8845,0.26354809573842863
FAIR1M-v1.0,8846,0.23797947101148442
FAIR1M-v1.0,8847,0.19974977733173804
FAIR1M-v1.0,8848,0.2798135834713329
FAIR1M-v1.0,8849,0.2512264819950767
FAIR1M-v1.0,8850,0.22699455537870927
FAIR1M-v1.0,8851,0.22838696317552176
FAIR1M-v1.0,8852,0.23970601282057014
FAIR1M-v1.0,8853,0.23781125235717016
FAIR1M-v1.0,8854,0.24419285984099892
FAIR1M-v1.0,8855,0.23522575169288873
FAIR1M-v1.0,8856,0.25575293967415014
FAIR1M-v1.0,8857,0.24722600975455733
FAIR1M-v1.0,8858,0.21399700419667644
FAIR1M-v1.0,8859,0.27372589403056735
FAIR1M-v1.0,8860,0.2820521499208184
FAIR1M-v1.0,8861,0.23094760869908915
FAIR1M-v1.0,8862,0.22178856894126864
FAIR1M-v1.0,8863,0.27329770204747517
FAIR1M-v1.0,8864,0.2481322754273938
FAIR1M-v1.0,8865,0.2546797694525913
FAIR1M-v1.0,8866,0.2551207575899308
FAIR1M-v1.0,8867,0.26381424464562353
FAIR1M-v1.0,8868,0.19397593762916998
FAIR1M-v1.0,8869,0.23815567399258852
FAIR1M-v1.0,8870,0.1957889316852407
FAIR1M-v1.0,8871,0.23852048505432555
FAIR1M-v1.0,8872,0.22969035965066797
FAIR1M-v1.0,8873,0.2463886594176019
FAIR1M-v1.0,8874,0.2518590098783281
FAIR1M-v1.0,8875,0.22678667087669446
FAIR1M-v1.0,8876,0.25804835212166255
FAIR1M-v1.0,8877,0.2622125205050261
FAIR1M-v1.0,8878,0.2244414443294147
FAIR1M-v1.0,8879,0.2567272648906155
FAIR1M-v1.0,8880,0.255328199481641
FAIR1M-v1.0,8881,0.22299487451511923
FAIR1M-v1.0,8882,0.24183768623121316
FAIR1M-v1.0,8883,0.23352995665865806
FAIR1M-v1.0,8884,0.23830760397718842
FAIR1M-v1.0,8885,0.243808263738146
FAIR1M-v1.0,8886,0.17204481634416302
FAIR1M-v1.0,8887,0.251098729659484
FAIR1M-v1.0,8888,0.23469434533683353
FAIR1M-v1.0,8889,0.24086715006683557
FAIR1M-v1.0,8890,0.20106469698178264
FAIR1M-v1.0,8891,0.21347124822852537
FAIR1M-v1.0,8892,0.2557998269832059
FAIR1M-v1.0,8893,0.2453945521328793
FAIR1M-v1.0,8894,0.2412436243042565
FAIR1M-v1.0,8895,0.24895554587604252
FAIR1M-v1.0,8896,0.22312312946727386
FAIR1M-v1.0,8897,0.19453659737737572
FAIR1M-v1.0,8898,0.27923148070137316
FAIR1M-v1.0,8899,0.25884196492386025
FAIR1M-v1.0,8900,0.2644163169683248
FAIR1M-v1.0,8901,0.24134704439506593
FAIR1M-v1.0,8902,0.2669977216841761
FAIR1M-v1.0,8903,0.20448343043743378
FAIR1M-v1.0,8904,0.2489743024352753
FAIR1M-v1.0,8905,0.2212552938324187
FAIR1M-v1.0,8906,0.2623306087307784
FAIR1M-v1.0,8907,0.22761212948446308
FAIR1M-v1.0,8908,0.25978049408724846
FAIR1M-v1.0,8909,0.23049093159580514
FAIR1M-v1.0,8910,0.2571771748441325
FAIR1M-v1.0,8911,0.25251686646194005
FAIR1M-v1.0,8912,0.2482844746342302
FAIR1M-v1.0,8913,0.24585108039390058
FAIR1M-v1.0,8914,0.22743325414863313
FAIR1M-v1.0,8915,0.2630059006537251
FAIR1M-v1.0,8916,0.22631188967134264
FAIR1M-v1.0,8917,0.21015176744923736
FAIR1M-v1.0,8918,0.2344509724022218
FAIR1M-v1.0,8919,0.24108202492715114
FAIR1M-v1.0,8920,0.2971518766976119
FAIR1M-v1.0,8921,0.23416790131987553
FAIR1M-v1.0,8922,0.23300858184494233
FAIR1M-v1.0,8923,0.26318308459471573
FAIR1M-v1.0,8924,0.24412259237772027
FAIR1M-v1.0,8925,0.24777038975483368
FAIR1M-v1.0,8926,0.24545247430107264
FAIR1M-v1.0,8927,0.241835964938937
FAIR1M-v1.0,8928,0.22766227020024854
FAIR1M-v1.0,8929,0.251928394241117
FAIR1M-v1.0,8930,0.25394770179560333
FAIR1M-v1.0,8931,0.21050148012554237
FAIR1M-v1.0,8932,0.23494811880429367
FAIR1M-v1.0,8933,0.2581199379560891
FAIR1M-v1.0,8934,0.20717678501740278
FAIR1M-v1.0,8935,0.23551778688345815
FAIR1M-v1.0,8936,0.22095772598027508
FAIR1M-v1.0,8937,0.25059044149033105
FAIR1M-v1.0,8938,0.24244144617789298
FAIR1M-v1.0,8939,0.25080289305503456
FAIR1M-v1.0,8940,0.24262166365099935
FAIR1M-v1.0,8941,0.29004865459259055
FAIR1M-v1.0,8942,0.2676481696354357
FAIR1M-v1.0,8943,0.22562402129962256
FAIR1M-v1.0,8944,0.23496398047924572
FAIR1M-v1.0,8945,0.2311512399069514
FAIR1M-v1.0,8946,0.2212191900287923
FAIR1M-v1.0,8947,0.2254574905177834
FAIR1M-v1.0,8948,0.2060027931724414
FAIR1M-v1.0,8949,0.20491752697123866
FAIR1M-v1.0,8950,0.2209283655586003
FAIR1M-v1.0,8951,0.27316878108037423
FAIR1M-v1.0,8952,0.26087668706604605
FAIR1M-v1.0,8953,0.26113822134041653
FAIR1M-v1.0,8954,0.21777168774520517
FAIR1M-v1.0,8955,0.22616968366795343
FAIR1M-v1.0,8956,0.24164852529934877
FAIR1M-v1.0,8957,0.27107095412260207
FAIR1M-v1.0,8958,0.21509781383320725
FAIR1M-v1.0,8959,0.24214378509831302
FAIR1M-v1.0,8960,0.23700003486288057
FAIR1M-v1.0,8961,0.26916728119314226
FAIR1M-v1.0,8962,0.2677574863774509
FAIR1M-v1.0,8963,0.24199131347835323
FAIR1M-v1.0,8964,0.2317713463801836
FAIR1M-v1.0,8965,0.20859165602173535
FAIR1M-v1.0,8966,0.19852726286599776
FAIR1M-v1.0,8967,0.22060644350139835
FAIR1M-v1.0,8968,0.20312297090539422
FAIR1M-v1.0,8969,0.24850685218542212
FAIR1M-v1.0,8970,0.28074822586346615
FAIR1M-v1.0,8971,0.23769537520387973
FAIR1M-v1.0,8972,0.24520304920889258
FAIR1M-v1.0,8973,0.21090673458433662
FAIR1M-v1.0,8974,0.2347049414999669
FAIR1M-v1.0,8975,0.29404200729038643
FAIR1M-v1.0,8976,0.20677513505474387
FAIR1M-v1.0,8977,0.21963085576178965
FAIR1M-v1.0,8978,0.22514543834152578
FAIR1M-v1.0,8979,0.20291661364965574
FAIR1M-v1.0,8980,0.2176427390387905
FAIR1M-v1.0,8981,0.2527816238266283
FAIR1M-v1.0,8982,0.24352367771987804
FAIR1M-v1.0,8983,0.22279874252398868
FAIR1M-v1.0,8984,0.21984302418912283
FAIR1M-v1.0,8985,0.22326404471330086
FAIR1M-v1.0,8986,0.2270698952367488
FAIR1M-v1.0,8987,0.22662214993799445
FAIR1M-v1.0,8988,0.2254791387288797
FAIR1M-v1.0,8989,0.23214083161756627
FAIR1M-v1.0,8990,0.2619487881669529
FAIR1M-v1.0,8991,0.2492393575251055
FAIR1M-v1.0,8992,0.25936102554770013
FAIR1M-v1.0,8993,0.19924771091329796
FAIR1M-v1.0,8994,0.2692369767305015
FAIR1M-v1.0,8995,0.18783349412057204
FAIR1M-v1.0,8996,0.24696104172636224
FAIR1M-v1.0,8997,0.2630375353105112
FAIR1M-v1.0,8998,0.2516959964797131
FAIR1M-v1.0,8999,0.27887899629877
FAIR1M-v1.0,9000,0.23546517980733084
FAIR1M-v1.0,9001,0.2120086282894761
FAIR1M-v1.0,9002,0.2187094046971364
FAIR1M-v1.0,9003,0.25038841256798927
FAIR1M-v1.0,9004,0.26816312067380055
FAIR1M-v1.0,9005,0.2323289266187405
FAIR1M-v1.0,9006,0.2184169278180862
FAIR1M-v1.0,9007,0.27763902775851645
FAIR1M-v1.0,9008,0.2623931035783009
FAIR1M-v1.0,9009,0.20922079060023036
FAIR1M-v1.0,9010,0.24750652246115312
FAIR1M-v1.0,9011,0.22477109584890043
FAIR1M-v1.0,9012,0.2664618575912192
FAIR1M-v1.0,9013,0.22786561695059182
FAIR1M-v1.0,9014,0.24487495731903464
FAIR1M-v1.0,9015,0.27462295854654395
FAIR1M-v1.0,9016,0.2217912503527898
FAIR1M-v1.0,9017,0.2199156849227829
FAIR1M-v1.0,9018,0.24732260070706635
FAIR1M-v1.0,9019,0.2252211013382106
FAIR1M-v1.0,9020,0.26586109879862496
FAIR1M-v1.0,9021,0.2841426274072645
FAIR1M-v1.0,9022,0.27622876573657584
FAIR1M-v1.0,9023,0.26802971918233054
FAIR1M-v1.0,9024,0.22608704730912144
FAIR1M-v1.0,9025,0.23665113154473238
FAIR1M-v1.0,9026,0.23873299617994248
FAIR1M-v1.0,9027,0.2735370633694353
FAIR1M-v1.0,9028,0.2288430286856873
FAIR1M-v1.0,9029,0.25696215453827453
FAIR1M-v1.0,9030,0.2617642190506555
FAIR1M-v1.0,9031,0.23195555379436472
FAIR1M-v1.0,9032,0.19156877218771817
FAIR1M-v1.0,9033,0.2343251184244024
FAIR1M-v1.0,9034,0.24685909024364727
FAIR1M-v1.0,9035,0.21856647053871558
FAIR1M-v1.0,9036,0.2824995245285693
FAIR1M-v1.0,9037,0.22475465501870162
FAIR1M-v1.0,9038,0.25231740003879166
FAIR1M-v1.0,9039,0.26032424518847874
FAIR1M-v1.0,9040,0.2868715824637933
FAIR1M-v1.0,9041,0.22136380565904812
FAIR1M-v1.0,9042,0.20451548036739797
FAIR1M-v1.0,9043,0.24997103679630095
FAIR1M-v1.0,9044,0.22291796667315222
FAIR1M-v1.0,9045,0.2409383372342223
FAIR1M-v1.0,9046,0.2380459473294405
FAIR1M-v1.0,9047,0.2360688192776862
FAIR1M-v1.0,9048,0.22429045866947095
FAIR1M-v1.0,9049,0.23234679723009755
FAIR1M-v1.0,9050,0.23119730125549875
FAIR1M-v1.0,9051,0.23266326433499052
FAIR1M-v1.0,9052,0.25136281656724246
FAIR1M-v1.0,9053,0.25603102992948457
FAIR1M-v1.0,9054,0.2269687142582424
FAIR1M-v1.0,9055,0.27329133476974277
FAIR1M-v1.0,9056,0.2386576307463849
FAIR1M-v1.0,9057,0.21692442503012865
FAIR1M-v1.0,9058,0.2842744321439965
FAIR1M-v1.0,9059,0.22953434254449012
FAIR1M-v1.0,9060,0.259150498298822
FAIR1M-v1.0,9061,0.22129980511557368
FAIR1M-v1.0,9062,0.22234349867439562
FAIR1M-v1.0,9063,0.19818365544274263
FAIR1M-v1.0,9064,0.2701047873599429
FAIR1M-v1.0,9065,0.195870231906338
FAIR1M-v1.0,9066,0.1928696277063945
FAIR1M-v1.0,9067,0.25782307734681853
FAIR1M-v1.0,9068,0.23825041139050862
FAIR1M-v1.0,9069,0.23383875506786622
FAIR1M-v1.0,9070,0.2378005930087994
FAIR1M-v1.0,9071,0.27239477195300554
FAIR1M-v1.0,9072,0.22629244063589882
FAIR1M-v1.0,9073,0.24745868139571692
