assignment_version,annotator_slot,task_id,canonical_anon_id,dataset,task_order,image_sha256,source_070_path
m4-071-final-v1,B,1d7477794e5f3ea67fbc,e87ca78b1e16d695,SODA-A,142,a8a9f39b2c744b05399193bb30d8a760cb4ca717cf8f9823cb60975b71bc81c2,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/1d7477794e5f3ea67fbc.jpg
m4-071-final-v1,B,a59046c66add58cde394,b93ecee2d129c9e7,DIOR-R,143,83a9f7dfe7ac529639c2af174aae590cc970b05ac4f65a89757ec269b552405f,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/a59046c66add58cde394.jpg
m4-071-final-v1,B,6e7a9fb3da8c8286f7a4,282ec8bbf1e46398,SODA-A,144,421572e1315988d858dbcf50c795db680edf699a1cde7e93b8a56956e0a0d983,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/6e7a9fb3da8c8286f7a4.jpg
m4-071-final-v1,B,88af44807e513377065a,4ac81bc43e947bb9,FAIR1M-v1.0,145,eca50cb37531ca2d6e932eea457a0f13ce4c62f42aea66d2e7565344c8ada123,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/88af44807e513377065a.jpg
m4-071-final-v1,B,1fd618a0f81bd90b4ce9,029fc64a964f87d2,SODA-A,146,bb93fb07e7267ff929cae41f13f5e28f0ad808d22564f983c73386098d613347,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/1fd618a0f81bd90b4ce9.jpg
m4-071-final-v1,B,0e4690ce224c5dd44e1c,1378ad9cb345683d,FAIR1M-v1.0,147,d60a69965beb792d497766cf7f0e24f00107b00b1333ddf01c370dc68097e364,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/0e4690ce224c5dd44e1c.jpg
m4-071-final-v1,B,2554645b23a5af44dc24,05082014fe972812,FAIR1M-v1.0,148,a3b7829a3df9a9eb783bdaf91605bf64f8efc39134c78f4a01d350daae45e047,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/2554645b23a5af44dc24.jpg
m4-071-final-v1,B,654226a640d2ba738af4,4f23d6b2c9723a55,DIOR-R,149,ad895c2f5f9a82f1dde2e99d292871630ec7f202b8997f71ab8f9831ff770264,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/654226a640d2ba738af4.jpg
m4-071-final-v1,B,1bc4919669b76c6bb996,3b1d9e4733c5807b,FAIR1M-v1.0,150,aef7555d8e46db1335205d9d0e28a5333537975f8c5dddab09adb8d3a2e694c0,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/1bc4919669b76c6bb996.jpg
m4-071-final-v1,B,e60e89f7b2771fae3bd3,75a7cfc0f3137d03,SODA-A,151,a7bee726cd2143912ff5d8de096097871581ccae03ab5979f6cfe41eda78bbc4,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/e60e89f7b2771fae3bd3.jpg
m4-071-final-v1,B,00be774377f7c335efe3,93e099d85d11f02a,SODA-A,152,200777a9d85815193a2cc7c5f976cf9f229c4f9b1fb713325025bfa07da0f0ad,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/00be774377f7c335efe3.jpg
m4-071-final-v1,B,847cb0fd450d73c26adf,7ea9ba6b904bcdc4,FAIR1M-v1.0,153,b3eec6825ac58cfbd085a69352d46fb666e9ad20a255894c7d80a914b9de26fa,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/847cb0fd450d73c26adf.jpg
m4-071-final-v1,B,ee0ac9621bcc48d7d0a0,e92888d1b960890d,SODA-A,154,24ce5bdb608df844e1bda6d33ea90b8356668b0f1718f874825a43d944fb2935,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/ee0ac9621bcc48d7d0a0.jpg
m4-071-final-v1,B,c67f2affc3a2202079e9,7384df55300f565c,SODA-A,155,a240005feaa7c3b56748a0d0d7f725d42bfdcb6eaa15ea689459936d57653851,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/c67f2affc3a2202079e9.jpg
m4-071-final-v1,B,b8cada50131fe85d9444,a80f6cac05b5fcea,DIOR-R,156,728431d7f96e732e408290b6c87c18c1ae580ba7cd3640e2630347274094e4b1,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/b8cada50131fe85d9444.jpg
m4-071-final-v1,B,0d5bc699855fa97e1113,3f94ed27efd5476f,SODA-A,157,cc424fddccb84e80bae931a50c9a9d66815112a64d93ded316ba0125a6cb94fa,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/0d5bc699855fa97e1113.jpg
m4-071-final-v1,B,267045aedf5bedda6a9e,fd360dfd44b55275,FAIR1M-v1.0,158,cd32865d080a9ec62642982a5bcf51c36c6126d196177c204104dbbdf48142e5,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/267045aedf5bedda6a9e.jpg
m4-071-final-v1,B,e903e6de338a92362fe9,5144fdb81cf4d888,FAIR1M-v1.0,159,2117631a32970e93dc31343a03fcce747e6ec93fc96d02b15548a5a2cc36d529,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/e903e6de338a92362fe9.jpg
m4-071-final-v1,B,4c72ad9c43b30191905c,9c1e9f6a11a5d8d2,SODA-A,160,5f93052bb05df8beb5fee2856c88b7c38c58429dff7fbf84669f79abb362544a,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/4c72ad9c43b30191905c.jpg
m4-071-final-v1,B,56e280762844f03cccb8,dc380846a1ee5cc1,SODA-A,161,76dd87c4c7ce9ed3348b94fdcbc0e73612cc821a3be11bd1d67bc94b71596dec,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/56e280762844f03cccb8.jpg
m4-071-final-v1,B,c15327b8bbcdca72c55f,fe116bfa154c1859,FAIR1M-v1.0,162,55760bdb97b2a451a663cfe700df9cf676600a638ae7ad1c2da39824eada17a0,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/c15327b8bbcdca72c55f.jpg
m4-071-final-v1,B,7e05faff4cfa4915fd33,7399d5684dd06bad,FAIR1M-v1.0,163,0e2783ed24c7570d06a3aa668b11389776fa82500eee834107c57582d1739477,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/7e05faff4cfa4915fd33.jpg
m4-071-final-v1,B,ef0dcfaddde700af3004,0477e5c99b8cd6a4,DIOR-R,164,6fc9a0e13c34e8866a574f53b6443cbc7ccaf57c86a1d84ddf4d0dce586187d0,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/ef0dcfaddde700af3004.jpg
m4-071-final-v1,B,5c4abc386da440f5ff63,0c12a6ef791b54e9,SODA-A,165,45606d7b9b28b2a2ebad0ec9c34ef6f301dc851a20088f482610c66c09ceaba3,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/5c4abc386da440f5ff63.jpg
m4-071-final-v1,B,dad37a272395407bc464,f11e1aab22b7188b,FAIR1M-v1.0,166,4f2f2f0f0fff0d30f58740e29f8a975828db44322fa120a993f839362b390d35,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/dad37a272395407bc464.jpg
m4-071-final-v1,B,f9a3781fdca496e9c9fb,e56bf83024828c5e,DIOR-R,167,2b70f0660409a7c6b3404045f0f23fa171a160e3d69ff6265677268dfba73095,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/f9a3781fdca496e9c9fb.jpg
m4-071-final-v1,B,98c7cb2015cb6bfa24cb,fee8da0ae306116b,DIOR-R,168,872370530658e37c7d0f8f9e96cb77c51b2b80fe99f2757d1b87b4b3329afbf7,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/98c7cb2015cb6bfa24cb.jpg
m4-071-final-v1,B,bb5d88bbb657c9f71a36,be14fcdcff9d8ce1,DIOR-R,169,2cb685d36aba51da42f67058ec7c5771c175300602eba5c615718e30fca52b60,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/bb5d88bbb657c9f71a36.jpg
m4-071-final-v1,B,057da11afc1740fe1b73,3eebad896324734f,FAIR1M-v1.0,170,f0aca8288c75725e09142b9a84c086b0a6ff7c711b985a666caf33a57bb7fe28,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/057da11afc1740fe1b73.jpg
m4-071-final-v1,B,36654780d6eec7238013,013c2439b0ccac33,DIOR-R,171,e190abc8c0edee66e17b2de58b9c7fae63f04789814a921d9764fe407365b7e8,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/36654780d6eec7238013.jpg
m4-071-final-v1,B,0e23ec9d8d023651cc1d,ea065be4d05ea2f7,FAIR1M-v1.0,172,a7bceb85c7d328996b09941a0cc9c958d1a286b04e97d6b77d3a109afe73596f,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/0e23ec9d8d023651cc1d.jpg
m4-071-final-v1,B,8760ec5abf31261f6c44,d544a892c3b29d96,FAIR1M-v1.0,173,87adf848b0bf26297a41917686854abf8e5a51dc705cbb9e01cdd310978cc547,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/8760ec5abf31261f6c44.jpg
m4-071-final-v1,B,497932473712d2b729c6,63c2a1f82a041ee0,DIOR-R,174,3108156a3ffc588827afaca4aa31e54d36443a0a3e6c4e785b3b31afa81a6c91,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/497932473712d2b729c6.jpg
m4-071-final-v1,B,0713d5406db526e9e291,54e0499f95afd643,DIOR-R,175,f6b935510087d849dae45e0e794c1c9e25752df715c48c8de1bf51270ff9744d,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/0713d5406db526e9e291.jpg
m4-071-final-v1,B,e41fda358087103efbe6,b690f145a939ddfe,SODA-A,176,0bc3b87a34b93363877e2aae03680e2c86d0d36a8941f2db2fd4d5ffe914fa9c,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/e41fda358087103efbe6.jpg
m4-071-final-v1,B,016b9e2f6bf9f2f915b3,a8c0495724a23eb8,FAIR1M-v1.0,177,cdb3b6b64d7755c5c15155abb1cb15120382e56aaeae942b82ef12031e7e6c97,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/016b9e2f6bf9f2f915b3.jpg
m4-071-final-v1,B,94c288086669b279cfcd,e40a13084507e2d1,FAIR1M-v1.0,178,b3b8d82b701080a91f68beed4f74b74d92b09c66ffba893645176d447567072f,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/94c288086669b279cfcd.jpg
m4-071-final-v1,B,2fe480f45395c7c3f3e6,c4b4be0a023f7626,FAIR1M-v1.0,179,c2c58af3a06389ca037782dc54281f69985c229056c1b02f6c2ea35fdf346192,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/2fe480f45395c7c3f3e6.jpg
m4-071-final-v1,B,78d5e785685c176888a4,044b80d92c00c620,DIOR-R,180,9f288c4632973f724b5dca42f6751b161a3d1879d39d9fbc0f3e03d1518d27d9,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/78d5e785685c176888a4.jpg
m4-071-final-v1,B,7f24cf55e98699ef3b1f,d0b3692d4f9f23ad,FAIR1M-v1.0,181,9865684cf199f06990cd19706f4fa9f8004e0884f77f4ef0fb503a6ed2cb31b7,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/7f24cf55e98699ef3b1f.jpg
m4-071-final-v1,B,fc41657e81950026c3b2,6edc2239ac2c8176,FAIR1M-v1.0,182,ec2f969d02c5742010916cfd84481bc7d072dcd2c8f87ebbaa77e4017e3068f4,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/fc41657e81950026c3b2.jpg
m4-071-final-v1,B,e7c6f37f9f7ecc90b0a2,1748fa7e740ffec1,DIOR-R,183,f8da73b2ddbebe844284eee8bbca01ad2ed7b4a114dec0f609de27c6ee948d4b,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/e7c6f37f9f7ecc90b0a2.jpg
m4-071-final-v1,B,4405c8396694e8b56229,cd2f0dd8e8c99bdb,DIOR-R,184,7166c3e69af5884273bf0723d3b0cfd5f41836d89a42440a379a365034716ab8,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/4405c8396694e8b56229.jpg
m4-071-final-v1,B,c201425ae13206829bac,48d75a16f0b27bf6,SODA-A,185,8658c7c89f0b79ef5858fb95015e218d8834cae525593c02ffc9e567511c1c99,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/c201425ae13206829bac.jpg
m4-071-final-v1,B,d9eaa4c71020e98130bf,0b76cc1135343efa,FAIR1M-v1.0,186,999a8021b9bffdda7d8d32fa2aba9e59d5ee5f6eab64d5dd7757291cf69cfe71,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/d9eaa4c71020e98130bf.jpg
m4-071-final-v1,B,34dcb51f38ea3c718cd6,b8459ab23e2998f1,SODA-A,187,08c468be3db59d9fa18539aa84300b53bd2cef5aca4a00b2e8ef6ef77910bb5a,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/34dcb51f38ea3c718cd6.jpg
m4-071-final-v1,B,d4042af43695c662072c,043ca8c1967538ae,SODA-A,188,dd694dfc20229c6e082caea5493172a27f054696af47e6f3c7d0446e54c132b8,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/d4042af43695c662072c.jpg
m4-071-final-v1,B,3f250c28b2c9b0e533de,7b664ae18fd24a20,SODA-A,189,100a550837b106496f24a6a7e39ee06da38f440f33a1ce1d56a339244b7ac61a,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/3f250c28b2c9b0e533de.jpg
m4-071-final-v1,B,ad5af95f29886ec4745e,c7b132d46ed2d687,SODA-A,190,4195ff9e5a45add1b686f79a9777fa6e72f9e1ebda3f0d77c95f984bb710f634,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/ad5af95f29886ec4745e.jpg
m4-071-final-v1,B,1abe0778b5bca90fbef0,489f484f9e2779ce,SODA-A,191,538fb5222769c85138bcf8749a54832f704be7259f84738ecff1c8638ec638cb,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/1abe0778b5bca90fbef0.jpg
m4-071-final-v1,B,d670aace9e0c23849203,e5fa6bca8439bcec,SODA-A,192,c36e012855b8de55e18b51f695a997a95ff05e5da8b6d6f47ecf93a7a6cd199f,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/d670aace9e0c23849203.jpg
m4-071-final-v1,B,02a2fff204bb67f5ea99,a72f99a017cff5a5,SODA-A,193,f5a908996e87a9ff74a5ba0758ac70cc3173e7ead37e5362a02f0215f599823e,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/02a2fff204bb67f5ea99.jpg
m4-071-final-v1,B,b355f548009d38035144,4bdcd00a5edadde9,DIOR-R,194,5acfb1b9de04465a6e2d5be82170b7deecbb535c1ae25c9807a86b7c99e5da55,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/b355f548009d38035144.jpg
m4-071-final-v1,B,8672eea679056460739b,b39df2ee9dc5e552,FAIR1M-v1.0,195,ffc058ee9bc7494cbd5e28efba926227d1a591f1eeb30ed071c056a167f6c7aa,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/8672eea679056460739b.jpg
m4-071-final-v1,B,cf40a0127244b92c31ae,c9e6f29e0a36851f,DIOR-R,196,e74b26f730e8fa154a280e2a4841c6056ed5fd201ff249e6aedc8f553dbf078e,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/cf40a0127244b92c31ae.jpg
m4-071-final-v1,B,49259d1feb0a14376cef,82f48a7d34c9ee2f,DIOR-R,197,92f7cf9d50ee7c2a275266eedf3bcc38f1fd72a74060e37cefa6920418f47bd6,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/49259d1feb0a14376cef.jpg
m4-071-final-v1,B,5bcd285a6d28fc3b908d,ace97f66d2b89049,FAIR1M-v1.0,198,d9cc8f4f7fcd8772c6bd1b8355289936e245e7ced5df042a4f4329cac61ceb58,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/5bcd285a6d28fc3b908d.jpg
m4-071-final-v1,B,65908c550e157e6c8a84,5c2353432821dcc7,DIOR-R,199,9c9858875530ffeeae590554ff9ae47c361a727ac7985e99849bd649b73d2147,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/65908c550e157e6c8a84.jpg
m4-071-final-v1,B,8ecf38ba9d5c12e470d0,90d4eacc916b7079,FAIR1M-v1.0,200,1ff95f4d8e9b4a33903a4436168b5cbe77932da3fb7edbae1a245b36ed7800a9,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/8ecf38ba9d5c12e470d0.jpg
m4-071-final-v1,B,e27d63ab076ea2725911,33954392327ffbbf,DIOR-R,201,460480ba7dc22b78af3461f7e33bb59dd0e66a9f44b4109ee193e134931ad393,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/e27d63ab076ea2725911.jpg
m4-071-final-v1,B,36fe66736691ba6125a0,0c7ee370dc8e3fa1,SODA-A,202,1cc027f1cb1b9bed5a0a6df4dfd3b361521cb298af46188052c269056775ff73,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/36fe66736691ba6125a0.jpg
m4-071-final-v1,B,4788286fe4570870a5f4,b293c1b40edf40fc,FAIR1M-v1.0,203,09958a62052a6477ade4e85ad12f9327f2be9039a7493c7b5505bf7c92529bb7,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/4788286fe4570870a5f4.jpg
m4-071-final-v1,B,5458a78343347cf96b4f,0c6d0d5f48380ef1,DIOR-R,204,05b40fab4152de96042279f52b92a869e185ab28abd68dcb5219be6b2163e0fe,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/5458a78343347cf96b4f.jpg
m4-071-final-v1,B,a4bd359911136990ba9f,2f9777a906791220,SODA-A,205,b2f439432e4bc8a3180ec9ac4536a867ba0dbba8cd4df2ce010f73a5cc8e0924,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/a4bd359911136990ba9f.jpg
m4-071-final-v1,B,b54b08815244e3c8b047,f63fee758578539b,DIOR-R,206,7abad117eaa8cc5f239e4af56b80927f53654c3f796b2664b0498842f19ddd50,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/b54b08815244e3c8b047.jpg
m4-071-final-v1,B,45183d55321a8aa8fd20,bc1b887d7bcea65c,FAIR1M-v1.0,207,1feeef6225afaba8f2c37782cb794a41a6d1983534118604f3f9539a412ffdf9,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/45183d55321a8aa8fd20.jpg
m4-071-final-v1,B,35600b58d800548c3857,37f8cd9bb1920132,FAIR1M-v1.0,208,ea30e6deb86b55d5288bce25287d2fa87b92dd5d93fa5c34e118e00214d82e1b,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/35600b58d800548c3857.jpg
m4-071-final-v1,B,09c7b50ef334f5597d0e,b63fad7f520cf089,FAIR1M-v1.0,209,9bde724971ffdc83c47fd9cc65e3ea5871d91cae7cfd3f5b15728b49b04f075b,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/09c7b50ef334f5597d0e.jpg
m4-071-final-v1,B,fb55d31eef18dc2ae778,9747ee37b2c503ec,SODA-A,210,ceaecaff71c93c03994b77b6af8648ebe52f139f7e10eb27fd69078ca0f58da2,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/fb55d31eef18dc2ae778.jpg
m4-071-final-v1,B,e4088b7c04a591d7ec5a,48a6332f8e75c54d,FAIR1M-v1.0,211,65226409ae6f3d6bfdae747be2fbedad51d8095baf7dea15e3961c795f02ed20,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/e4088b7c04a591d7ec5a.jpg
m4-071-final-v1,B,822fa267aba3943a7398,5086b693a70886d6,FAIR1M-v1.0,212,84f749c41e49af85f2a4c068f409b4627800024b5e98a2a8d9a30cad041b5681,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/822fa267aba3943a7398.jpg
m4-071-final-v1,B,857be25e92e4e8e33467,ea5cf0f963a7aec8,SODA-A,213,a1583e32d68407e7f9eac5d793340eb125d780b0d9bd3d0f745d340604abf11e,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/857be25e92e4e8e33467.jpg
m4-071-final-v1,B,a9fea23f69f0f9090a57,afe8ec504af90e32,SODA-A,214,cb53351bbeaaa16ed87fe11f820fabe50c9fda6c3abe0a3f2d1f6a5b1469e015,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/a9fea23f69f0f9090a57.jpg
m4-071-final-v1,B,dff1409399860c497cca,d1e3423e7b1a62be,DIOR-R,215,07ad8806bc93ed831c6d8efb60c0eb73fc4fee57d252c993367de61a2a8045ee,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/dff1409399860c497cca.jpg
m4-071-final-v1,B,2b876ac2ee076e29e1ab,56b495f36311def3,SODA-A,216,61ec939615af7070c66e46cfdb73fdf77285374c7a0d1c63f0f4ed2c9731f1a8,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/2b876ac2ee076e29e1ab.jpg
m4-071-final-v1,B,a31906505d6dff579f57,f9c0a218de88a128,SODA-A,217,4cc79e0f2a30cdab1e54850579be273c770f6291ef4bba6578b56e27b14d36d6,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/a31906505d6dff579f57.jpg
m4-071-final-v1,B,079f07adff03d289e1d4,3e77e42e20134cea,DIOR-R,218,e7e81fbbf94cc32ef37c86fd9acb45468b9b7305af0b8fdc0909e00040c40de5,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/079f07adff03d289e1d4.jpg
m4-071-final-v1,B,2c6c45ebbf4f2d91a71b,3363a64bf733e5a5,FAIR1M-v1.0,219,23a03bcd5dc04365214d0d281b73c8eb3325a351190ff749be4800882f417b65,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/2c6c45ebbf4f2d91a71b.jpg
m4-071-final-v1,B,d5fdddedb8e4189a69a8,f44d699d871b82b1,DIOR-R,220,3174a91a95479271995c1ed1108b3cebfe90a4ea1c5e0f6964da5669bae1a35f,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/d5fdddedb8e4189a69a8.jpg
m4-071-final-v1,B,bc692bcd071a43d39846,98d253854601680e,DIOR-R,221,c2b6d55dbd3f17e5fd02018690243459dd5f514858a397b66dd9914df041fe07,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/bc692bcd071a43d39846.jpg
m4-071-final-v1,B,ec0dd323af8b1bb52aa8,5232f5bcd9e2e836,FAIR1M-v1.0,222,a052e57e94a9e6c9210a8b3c381da07270b39121feb9a52daaad235842ccc290,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/ec0dd323af8b1bb52aa8.jpg
m4-071-final-v1,B,79b0659d2d3426d04171,c26412cc14adf60e,DIOR-R,223,dd2f1c0d7bd46c9201707877b31470d894478dd40fa23d73fc69e0310ba79938,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/79b0659d2d3426d04171.jpg
m4-071-final-v1,B,5e131a2dc8624e7e92eb,eb13901d7a0e7063,DIOR-R,224,4acac93e97aa943b008f416aa1c2c9724a569dc85fb2a9a5c93945a390d8451b,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/5e131a2dc8624e7e92eb.jpg
m4-071-final-v1,B,d3ea032adedcdd9cdfa6,3db678f2b971d87a,SODA-A,225,d847b8adfc0e972c1e7d4e5a0cd3b647ea9badfb6122145f67e321235b6fdc5b,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/d3ea032adedcdd9cdfa6.jpg
m4-071-final-v1,B,99c293cbf450b7674f0b,d7a7c6c25a4606c8,FAIR1M-v1.0,226,e20f7170c2c7fc11794152faa2f0ee45badd7a1c23a4062e89b230195ee7d750,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/99c293cbf450b7674f0b.jpg
m4-071-final-v1,B,3ff86ae962458c8a8ca9,6a719555a3709573,SODA-A,227,2fc9aacadef08f04bab2123d27ab933eaba6a9059a3d1e024e1a5e521457a7bf,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/3ff86ae962458c8a8ca9.jpg
m4-071-final-v1,B,58cf9ba2a037bcbff0a0,35731e043482a005,SODA-A,228,f640d44cb5d3273d0622a432d996593ebc037fc206e6ebab2afb1dfef7c91a27,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/58cf9ba2a037bcbff0a0.jpg
m4-071-final-v1,B,d72ed6145a24353081d1,bf15f8582d5576ab,FAIR1M-v1.0,229,70555e14627ff63a21b6d509c48845a94444d9e6dfb267da482574faa094b40e,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/d72ed6145a24353081d1.jpg
m4-071-final-v1,B,e80fd850170cf0f8d6a3,e5ea4c4cbf80cb01,SODA-A,230,8d57f343a36ca6abe4f9d5be6a8d836e0a4f9484e27f88d6aa57441bfc58099f,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_B/crops/e80fd850170cf0f8d6a3.jpg
